variable,n,mean,sd,min,max
What_theta,100,-0.007222128663625005,0.6378819984068272,-1.94928755,1.47161414
Where_theta,100,0.036789546436750004,0.6709818450997134,-1.83367115,1.5913601675
When_theta,100,0.10869476563825,0.28248906152410874,-0.55679205,0.718996055
ravlt_z,100,1.4294121442048891e-16,0.9999999999999998,-3.89975449309094,1.231501418870823
bvmt_z,100,1.8207657603852566e-16,1.0,-3.206543503013205,1.538033813405841
rpm_z,100,3.530509218307998e-16,0.9999999999999999,-3.047469182177907,1.10581079353304
age_z,100,1.7763568394002505e-17,0.9999999999999999,-1.685287434354631,1.7442759241204016
pctret_z,100,1.2145839889399212e-15,1.0,-2.6258977054403587,2.1704800948038847
