domain_name,age_tertile,TSVR_hours,theta_observed,se_observed,ci_lower,ci_upper,theta_predicted
Where,Middle,146.3,-0.12420391,,,,-0.18366790878580794
Where,Middle,146.54,,,,,
Where,Middle,146.56,-0.2831631,,,,0.34660613844853594
Where,Middle,146.8,,,,,
Where,Middle,146.96,,,,,
Where,Middle,146.99,-0.5802509,,,,-0.5229520558796884
Where,Middle,147.13,,,,,
Where,Middle,147.21,,,,,
Where,Middle,147.65,,,,,
Where,Middle,147.84,-1.0553216,,,,-0.5508814341854378
Where,Middle,147.94,-0.8373177,,,,-1.49909279853473
Where,Middle,148.69,-1.0636857,,,,-1.1642536394776646
Where,Middle,148.79,,,,,
Where,Middle,148.85,,,,,
Where,Middle,148.87,,,,,
Where,Middle,148.9,-0.13025364,,,,-0.08631422937940281
Where,Middle,149.18,-0.56087077,,,,-0.3082182685865285
Where,Middle,149.2,-1.2078129,,,,-0.5863727891342784
Where,Middle,149.21,-0.6868054,,,,-0.358585778987353
Where,Middle,149.28,,,,,
Where,Middle,149.33,-0.3230173,,,,-0.08887536899412979
Where,Middle,149.72,,,,,
Where,Middle,149.75,0.6083534,,,,-0.0070066678634742585
Where,Middle,149.87,,,,,
Where,Middle,149.93,,,,,
Where,Middle,149.99,,,,,
Where,Middle,150.22,,,,,
Where,Middle,150.41,,,,,
Where,Middle,150.46,,,,,
Where,Middle,150.8,,,,,
Where,Middle,150.87,,,,,
Where,Middle,151.52,-1.0786914,,,,-1.435724874365666
Where,Middle,151.93,0.44093394,,,,0.43571545326401906
Where,Middle,152.12,,,,,
Where,Middle,152.47,,,,,
Where,Middle,152.89,,,,,
Where,Middle,153.27,-0.27816868,0.47263819,-1.2045395324000001,0.6482021724,-0.3609187603945144
Where,Middle,154.53,,,,,
Where,Middle,154.76,,,,,
Where,Middle,154.89,-0.058391795,,,,-0.4361692242793724
Where,Middle,155.27,-1.775171,,,,-1.2083805775922742
Where,Middle,155.59,-0.36081517,,,,-0.1129922687874042
Where,Middle,156.21,-0.45727742,,,,-0.14368266486136544
Where,Middle,162.51,,,,,
Where,Middle,164.93,-1.2912297,,,,-0.9657934765847245
Where,Middle,166.33,,,,,
Where,Middle,166.87,,,,,
Where,Middle,168.33,,,,,
Where,Middle,168.86,,,,,
Where,Middle,169.55,,,,,
Where,Middle,170.25,,,,,
Where,Middle,170.65,,,,,
Where,Middle,187.43,-2.2702193,,,,-2.2564967138071
Where,Middle,194.42,-0.9346913,,,,-1.002134013599767
Where,Middle,244.53,,,,,
Where,Middle,246.24,,,,,
Where,Older,1.0,0.5342687705454545,0.14442247359328472,0.2512007223026165,0.8173368187882926,0.5281606984916041
Where,Older,16.9,,,,,
Where,Older,17.16,,,,,
Where,Older,20.61,,,,,
Where,Older,21.63,,,,,
Where,Older,21.9,,,,,
Where,Older,21.98,,,,,
Where,Older,22.09,0.28671375,,,,0.598223194261722
Where,Older,22.2,-0.13521343,,,,-0.10368305298704736
Where,Older,22.6,0.20594147,,,,0.23140533466187466
Where,Older,22.64,0.06214906,,,,0.8415741610150063
Where,Older,22.77,0.5544501,,,,0.4124077897690444
Where,Older,22.82,,,,,
Where,Older,22.83,-0.70090806,,,,-0.48586112480921584
Where,Older,22.96,,,,,
Where,Older,22.98,-0.15374868,,,,-0.6006193876681868
Where,Older,23.24,,,,,
Where,Older,23.33,,,,,
Where,Older,23.35,,,,,
Where,Older,23.46,,,,,
Where,Older,23.47,-0.18614894,,,,-0.16782050461295092
Where,Older,23.54,-0.24209194,,,,-0.49294730062346137
Where,Older,23.69,,,,,
Where,Older,23.7,,,,,
Where,Older,23.91,,,,,
Where,Older,24.15,,,,,
Where,Older,24.25,2.4879174,,,,1.4820692475789572
Where,Older,24.32,,,,,
Where,Older,24.37,-0.57904583,,,,0.257199952122166
Where,Older,24.49,-0.88762873,,,,-1.0837608136545949
Where,Older,24.51,1.4209598,,,,0.40120891200896724
Where,Older,24.57,,,,,
Where,Older,24.65,-1.060476,,,,-0.4865296926676295
Where,Older,24.66,,,,,
Where,Older,24.73,,,,,
Where,Older,24.77,,,,,
Where,Older,24.78,,,,,
Where,Older,24.87,,,,,
Where,Older,24.96,,,,,
Where,Older,25.15,1.00285,,,,0.7473592230107414
Where,Older,25.6,,,,,
Where,Older,25.62,,,,,
Where,Older,25.63,,,,,
Where,Older,25.66,,,,,
Where,Older,25.77,0.446704,,,,0.5494432594831561
Where,Older,26.08,,,,,
Where,Older,26.11,,,,,
Where,Older,26.17,,,,,
Where,Older,26.22,-1.5480853,,,,-0.929514224575786
Where,Older,26.26,,,,,
Where,Older,26.48,,,,,
Where,Older,26.85,,,,,
Where,Older,27.12,,,,,
Where,Older,27.25,-0.18040624,,,,0.06421865386715475
Where,Older,27.26,-1.0943544,,,,-0.3162357829821125
Where,Older,27.3,-0.7997155,,,,-0.9201812059181816
Where,Older,27.61,-0.9090442,,,,-0.6125480324183119
Where,Older,27.97,1.3607811,,,,0.5891823648066289
Where,Older,28.26,,,,,
Where,Older,28.43,,,,,
Where,Older,28.65,,,,,
Where,Older,28.68,0.6729385,,,,-0.093546288313497
Where,Older,28.69,,,,,
Where,Older,28.75,1.3544149,,,,0.6241977239044009
Where,Older,28.93,,,,,
Where,Older,29.03,0.5524726,,,,0.22119845834420948
Where,Older,29.12,-0.55277234,,,,-0.9071453618676649
Where,Older,29.13,1.2355605,,,,0.12866968919717864
Where,Older,29.16,,,,,
Where,Older,29.33,0.24436297,,,,-0.18271747973500477
Where,Older,29.57,,,,,
Where,Older,29.71,-0.3401414,,,,0.11201501922479509
Where,Older,29.91,,,,,
Where,Older,30.21,,,,,
Where,Older,30.4,,,,,
Where,Older,30.49,,,,,
Where,Older,30.92,,,,,
Where,Older,31.07,1.1883459,,,,0.6378025351190182
Where,Older,31.14,0.9044729,,,,0.37192199143567917
Where,Older,31.39,-0.18483032,,,,0.41091052119850074
Where,Older,31.76,,,,,
Where,Older,31.78,,,,,
Where,Older,32.14,1.0718217,,,,0.7915195776980749
Where,Older,32.31,,,,,
Where,Older,32.41,,,,,
Where,Older,32.71,,,,,
Where,Older,32.85,,,,,
Where,Older,32.95,,,,,
Where,Older,33.61,,,,,
Where,Older,33.76,,,,,
Where,Older,34.03,,,,,
Where,Older,35.16,,,,,
Where,Older,37.65,,,,,
Where,Older,44.69,,,,,
Where,Older,44.76,,,,,
Where,Older,47.66,,,,,
Where,Older,53.88,,,,,
Where,Older,57.18,,,,,
Where,Older,61.28,,,,,
Where,Older,64.94,,,,,
Where,Older,65.63,,,,,
Where,Older,66.08,0.39107776,,,,0.5777435230509422
Where,Older,66.28,,,,,
Where,Older,66.66,,,,,
Where,Older,66.9,,,,,
Where,Older,68.96,-0.15494189,,,,-0.846562170564001
Where,Older,69.46,-0.32355082,,,,0.13601946506491058
Where,Older,69.99,,,,,
Where,Older,70.22,0.56649524,,,,0.3080491831031823
Where,Older,70.56,,,,,
Where,Older,70.59,,,,,
Where,Older,70.83,0.8254244,,,,-0.015898763114365
Where,Older,71.17,-0.09701187,,,,-0.754900567141529
Where,Older,71.19,-2.1615133,,,,-1.3614682502143283
Where,Older,71.28,,,,,
Where,Older,71.31,-0.4578089,,,,-0.7787132141718914
Where,Older,71.37,-1.4312079,,,,-0.3438455765409062
Where,Older,71.4,0.025584096,,,,0.12071526086405021
Where,Older,71.45,-1.1850315,,,,-1.1846894128318701
Where,Older,71.46,,,,,
Where,Older,71.47,,,,,
Where,Older,71.56,,,,,
Where,Older,71.85,,,,,
Where,Older,71.93,,,,,
Where,Older,72.08,,,,,
Where,Older,72.17,,,,,
Where,Older,72.2,,,,,
Where,Older,72.23,,,,,
Where,Older,72.26,,,,,
Where,Older,72.3,,,,,
Where,Older,72.55,,,,,
Where,Older,72.6,,,,,
Where,Older,72.62,0.2628214,,,,-0.0630266183972561
Where,Older,72.8,-0.2785365,,,,0.4039354335688918
Where,Older,72.83,,,,,
Where,Older,72.86,,,,,
Where,Older,72.87,0.37515318,,,,-0.030841374529663207
Where,Older,72.94,,,,,
Where,Older,73.02,-0.60411704,,,,-0.43559527480245375
Where,Older,73.05,,,,,
Where,Older,73.19,,,,,
Where,Older,73.64,-0.8887421,,,,-0.4096173417158032
Where,Older,73.79,,,,,
Where,Older,73.83,,,,,
Where,Older,74.0,,,,,
Where,Older,74.19,,,,,
Where,Older,74.28,,,,,
Where,Older,74.3,0.36194983,,,,0.4589997393106175
Where,Older,74.46,,,,,
Where,Older,74.48,,,,,
Where,Older,74.58,,,,,
Where,Older,74.88,-0.8135321,,,,-1.1970642349334628
Where,Older,74.91,0.62272197,,,,1.1810969867583334
Where,Older,75.21,-1.5930067,,,,-1.1581227322663432
Where,Older,75.27,-0.42207742,,,,-0.12335505742776931
Where,Older,75.34,0.22922672,,,,0.13249899365294987
Where,Older,75.46,,,,,
Where,Older,75.71,0.3973795,,,,0.317550981571447
Where,Older,75.74,,,,,
Where,Older,76.21,-1.4280683,,,,-0.9144727901191578
Where,Older,76.85,,,,,
Where,Older,78.25,,,,,
Where,Older,78.28,,,,,
Where,Older,78.36,,,,,
Where,Older,78.57,-0.12090313,,,,0.350344774151772
Where,Older,78.76,-0.40075338,,,,-0.15719033624550793
Where,Older,78.84,1.1578248,,,,0.24789260600629037
Where,Older,79.34,0.5249375,,,,0.5335752288651465
Where,Older,79.66,,,,,
Where,Older,79.75,,,,,
Where,Older,79.78,,,,,
Where,Older,79.96,,,,,
Where,Older,79.98,,,,,
Where,Older,80.13,1.1800628,,,,0.14311847039533776
Where,Older,80.16,,,,,
Where,Older,80.24,-1.4175515,,,,-0.6040966967075709
Where,Older,80.64,,,,,
Where,Older,80.88,,,,,
Where,Older,80.98,,,,,
Where,Older,81.15,,,,,
Where,Older,81.92,,,,,
Where,Older,82.55,,,,,
Where,Older,82.98,,,,,
Where,Older,82.99,,,,,
Where,Older,83.54,,,,,
Where,Older,83.64,,,,,
Where,Older,83.68,,,,,
Where,Older,91.47,,,,,
Where,Older,91.63,,,,,
Where,Older,91.97,0.03166853,,,,-0.2825947677243945
Where,Older,92.72,,,,,
Where,Older,93.26,,,,,
Where,Older,93.39,,,,,
Where,Older,94.68,,,,,
Where,Older,95.42,-1.0358795,,,,-0.8827850008280262
Where,Older,98.84,,,,,
Where,Older,106.41,,,,,
Where,Older,111.38,,,,,
Where,Older,136.83,,,,,
Where,Older,137.74,,,,,
Where,Older,138.91,,,,,
Where,Older,140.08,,,,,
Where,Older,140.12,,,,,
Where,Older,140.22,,,,,
Where,Older,140.39,,,,,
Where,Older,140.49,,,,,
Where,Older,140.95,0.5191052,,,,0.02694281048203029
Where,Older,141.09,,,,,
Where,Older,141.71,,,,,
Where,Older,141.84,,,,,
Where,Older,142.61,-0.9598613,,,,-0.6813637895692299
Where,Older,143.14,,,,,
Where,Older,143.48,,,,,
Where,Older,143.51,1.0466882,,,,0.09743206931236725
Where,Older,143.53,,,,,
Where,Older,143.66,-1.2287564,,,,-1.6493020524001643
Where,Older,143.85,,,,,
Where,Older,143.91,,,,,
Where,Older,144.07,-1.1617507,,,,-1.0667859342027697
Where,Older,144.19,,,,,
Where,Older,144.2,0.2586514,,,,0.12123302339039765
Where,Older,144.22,,,,,
Where,Older,144.51,,,,,
Where,Older,144.85,0.19003011,,,,-0.3080480594812042
Where,Older,144.91,0.24137302,,,,0.1802817149563809
Where,Older,145.06,,,,,
Where,Older,145.07,,,,,
Where,Older,145.29,-0.9601963,,,,-0.7508823215244524
Where,Older,145.31,,,,,
Where,Older,145.38,,,,,
Where,Older,145.65,,,,,
Where,Older,145.77,-0.64538527,,,,-0.31991761077469705
Where,Older,145.78,-1.721655,,,,-0.34951621617910167
Where,Older,145.92,,,,,
Where,Older,145.95,-1.3145429,,,,-1.4755359565799604
Where,Older,146.02,,,,,
Where,Older,146.16,-1.1760907,,,,-1.0748562775608708
Where,Older,146.2,0.4385651,,,,-0.16558256499551716
Where,Older,146.29,-0.6112854,,,,-0.014629334879572076
Where,Older,146.3,,,,,
Where,Older,146.54,,,,,
Where,Older,146.56,,,,,
Where,Older,146.8,0.06803087,,,,-0.14536187444798704
Where,Older,146.96,0.3508756,,,,0.2696346215539126
Where,Older,146.99,,,,,
Where,Older,147.13,1.1643393,,,,0.25624700798532496
Where,Older,147.21,-0.96847135,,,,-0.7302079114773659
Where,Older,147.65,,,,,
Where,Older,147.84,,,,,
Where,Older,147.94,,,,,
Where,Older,148.69,,,,,
Where,Older,148.79,-0.9582339,,,,-0.42856060540655955
Where,Older,148.85,,,,,
Where,Older,148.87,,,,,
Where,Older,148.9,,,,,
Where,Older,149.18,,,,,
Where,Older,149.2,,,,,
Where,Older,149.21,,,,,
Where,Older,149.28,-2.3054538,,,,-1.4900285227904695
Where,Older,149.33,,,,,
Where,Older,149.72,-1.0943214,,,,-0.8700312192298609
Where,Older,149.75,,,,,
Where,Older,149.87,-1.2608058,,,,-1.0615618594486536
Where,Older,149.93,1.1072929,,,,0.8867049297124265
Where,Older,149.99,-1.1847831,,,,-1.2017616599826026
Where,Older,150.22,-0.9949761,,,,-1.4474882647168266
Where,Older,150.41,-0.7300058,,,,-0.41347787592453344
Where,Older,150.46,,,,,
Where,Older,150.8,,,,,
Where,Older,150.87,,,,,
Where,Older,151.52,,,,,
Where,Older,151.93,,,,,
Where,Older,152.12,-1.056874,,,,-1.1707727237119823
Where,Older,152.47,,,,,
Where,Older,152.89,,,,,
Where,Older,153.27,,,,,
Where,Older,154.53,0.33096862,,,,-0.14421785354747563
Where,Older,154.76,,,,,
Where,Older,154.89,,,,,
Where,Older,155.27,,,,,
Where,Older,155.59,,,,,
Where,Older,156.21,,,,,
Where,Older,162.51,-0.0047476077,,,,-0.5455896395649364
Where,Older,164.93,,,,,
Where,Older,166.33,,,,,
Where,Older,166.87,,,,,
Where,Older,168.33,,,,,
Where,Older,168.86,,,,,
Where,Older,169.55,-1.1614163,,,,-0.8349767582712746
Where,Older,170.25,-0.14018959,,,,-0.04257429167853921
Where,Older,170.65,-0.3731264,,,,-0.2605349168612248
Where,Older,187.43,,,,,
Where,Older,194.42,,,,,
Where,Older,244.53,-0.60777307,,,,-0.9659646437568097
Where,Older,246.24,,,,,
