paradigm,var_intercept,var_slope,cov_int_slope,cor_int_slope,var_residual,var_total
IFR,0.6979442708293001,0.019315213514956943,-0.0633235806534675,-0.5453876938078689,0.2752759856442397,0.9925354699884967
ICR,0.649552093219425,0.013699470566683903,-0.03538867573303246,-0.3751504106932126,0.1705238016215781,0.8337753654076869
IRE,0.6155731576986505,0.013511334340872571,-0.0344067486013535,-0.3772720890028601,0.1899847869733135,0.8190692790128367
