K,inertia,BIC,delta_BIC
1,396.00000000000006,156.0450832705913,64.18649181206953
2,236.68113812320732,122.99572553882734,31.13713408030557
3,149.01796319256243,95.15170933487114,3.2931178763493705
4,119.93386856216581,91.85975393279277,0.0011624742709983593
5,99.75548715958674,91.85859145852177,0.0
6,84.89123235877477,94.14414764189495,2.285556183373174
