test,N,mean_calibration,SD_calibration,SE_calibration,CI_lower,CI_upper
T1,100,0.10178856947830624,0.45104678163814543,0.04510467816381454,0.013383400277229743,0.19019373867938272
T2,100,0.009734531672619607,0.454730863577732,0.0454730863577732,-0.07939271758861587,0.09886178093385507
T3,100,-0.031648214661034804,0.4299855995604017,0.04299855995604017,-0.11592539217487353,0.052628962852803926
T4,100,-0.07987488648989113,0.4579794922798695,0.04579794922798695,-0.16963886697674557,0.009889093996963291
