UID,test,composite_ID,TSVR_hours,z_theta_accuracy,z_theta_confidence,Calibration,Classification
A010,T1,A010_T1,1.0,2.8830530689398013,0.9753947743300766,-0.691650375190605,Underconfident
A010,T2,A010_T2,21.9,0.5052076791127328,0.1237226201019278,-0.1492845807658882,Underconfident
A010,T3,A010_T3,80.88,-0.0737834670742148,-0.370584987988918,-0.1879493098444187,Underconfident
A010,T4,A010_T4,145.31,0.7727444288214043,-0.3304529048367201,-0.537564301425989,Underconfident
A011,T1,A011_T1,1.0,1.0482891983446905,1.9975819564396424,0.7260757424503065,Overconfident
A011,T2,A011_T2,24.57,0.4176078205403924,0.7196435354269004,0.2439461363324926,Overconfident
A011,T3,A011_T3,72.55,-0.6662658366531093,0.3948465766291419,0.5289002986841241,Overconfident
A011,T4,A011_T4,148.85,-0.521569730597497,-0.1339869014942709,0.1503962473976212,Overconfident
A012,T1,A012_T1,1.0,1.594072102094145,1.0765605081461684,-0.0627478233098774,Calibrated
A012,T2,A012_T2,25.6,-0.4029554014860417,0.1808589376024788,0.2854003117081523,Overconfident
A012,T3,A012_T3,166.33,0.9038484955309776,0.2592201946617797,-0.244544846283108,Underconfident
A012,T4,A012_T4,166.87,-0.6172554058077001,0.1772292596057144,0.3777912894738772,Overconfident
A013,T1,A013_T1,1.0,0.266702894513269,0.1112315035768963,-0.05148695811394,Calibrated
A013,T2,A013_T2,24.77,-0.6177281295600757,-0.6291320910655245,-0.1017960947856218,Underconfident
A013,T3,A013_T3,79.66,0.1623305005956566,-0.0642138924720574,-0.1098295089332915,Underconfident
A013,T4,A013_T4,147.13,-0.5369127916885822,-0.7191641861093069,-0.1910227155161724,Underconfident
A014,T1,A014_T1,1.0,1.0178701001989596,1.5575502161549304,0.4776720040949733,Overconfident
A014,T2,A014_T2,25.66,1.8315451042066309,1.2499350564339302,-0.0643623896363373,Calibrated
A014,T3,A014_T3,70.56,0.3864242817416044,1.069659231088982,0.4659686271779807,Overconfident
A014,T4,A014_T4,148.87,-0.6480304900979368,0.5276071149908883,0.5998490572393619,Overconfident
A015,T1,A015_T1,1.0,1.8903724899059136,1.406040907109268,0.0025676504972407,Calibrated
A015,T2,A015_T2,23.69,2.0623836601818533,0.4709668049986334,-0.6297066889874186,Underconfident
A015,T3,A015_T3,70.59,1.8428554106082893,0.260117068761548,-0.6583077207689582,Underconfident
A015,T4,A015_T4,146.54,0.7862634912726506,0.3594067416770524,-0.1330531505188932,Underconfident
A016,T1,A016_T1,1.0,1.462292609805827,0.6517828295400725,-0.2573542613171822,Underconfident
A016,T2,A016_T2,32.85,0.2459236638719787,0.1871439148508642,0.0028499017068495,Calibrated
A016,T3,A016_T3,80.64,-0.0735273530252834,-0.0728870794590941,-0.0109280111279977,Calibrated
A016,T4,A016_T4,150.8,-1.1809670662895544,-0.4429876297302489,0.2574674105934317,Overconfident
A017,T1,A017_T1,1.0,-0.1343181826615878,1.217983102240005,0.7839786221096003,Overconfident
A017,T2,A017_T2,20.61,1.302041323434086,2.195542234799549,0.7319075545767366,Overconfident
A017,T3,A017_T3,61.28,0.1911471367252667,2.022413442802936,1.119027985420955,Overconfident
A017,T4,A017_T4,140.49,0.0358505779071373,1.1226215805085704,0.6521575547832567,Overconfident
A018,T1,A018_T1,1.0,0.3578203792455004,0.3738898376886647,0.0645966352968275,Calibrated
A018,T2,A018_T2,34.03,-0.1163811737879426,-0.6496642059629563,-0.335210823145309,Underconfident
A018,T3,A018_T3,83.64,-0.7205481145647604,-1.0012933780396125,-0.2778722057864251,Underconfident
A018,T4,A018_T4,150.87,0.0100093005623652,-1.4905884971800591,-0.8913365712948231,Underconfident
A019,T1,A019_T1,1.0,-0.4751806204909757,-0.169447786841377,0.1088293339078926,Overconfident
A019,T2,A019_T2,28.69,-1.3136940188000008,-0.4515796555253672,0.3109151136361729,Overconfident
A019,T3,A019_T3,83.68,-1.268839234929762,-0.190027265127596,0.4467520880419808,Overconfident
A019,T4,A019_T4,154.76,-1.7574229883717305,-0.5327217465336336,0.4584108436903388,Overconfident
A020,T1,A020_T1,1.0,-0.0455402753118284,0.4116943875527221,0.2650564442818071,Overconfident
A020,T2,A020_T2,26.85,-0.4442365526870606,-0.0054879196445363,0.1927349386129893,Overconfident
A020,T3,A020_T3,78.25,-0.978726469997549,-0.6804290956547949,0.026956525215103,Calibrated
A020,T4,A020_T4,145.78,-2.4263735493817697,-1.1200900297969645,0.4040644825824429,Overconfident
A021,T1,A021_T1,1.0,1.440740432132249,1.2791272270739065,0.1254331480240502,Overconfident
A021,T2,A021_T2,30.21,0.6805974603373044,0.8315240617198325,0.1944836699278138,Overconfident
A021,T3,A021_T3,74.19,0.3930811008215013,0.6869854132070615,0.235335473254045,Overconfident
A021,T4,A021_T4,140.39,0.8093923681799229,0.5691699886439037,-0.018445795095015,Calibrated
A022,T1,A022_T1,1.0,0.1015957685706258,-1.0690513066858962,-0.6809248196545253,Underconfident
A022,T2,A022_T2,24.15,0.4853615442474484,-1.6564639937575247,-1.1997635336107912,Underconfident
A022,T3,A022_T3,74.46,-0.1255436882900399,-1.4631726808911458,-0.8152168459310638,Underconfident
A022,T4,A022_T4,141.71,-0.0005845956143972,-2.295860045467069,-1.3658099751075312,Underconfident
A023,T1,A023_T1,1.0,0.9269864826326936,0.853286018673523,0.098723741496892,Calibrated
A023,T2,A023_T2,25.63,-0.5175887133379102,0.6910680787349744,0.6395587110500569,Overconfident
A023,T3,A023_T3,72.2,0.1315943994630388,0.6213572310039951,0.3116556053349575,Overconfident
A023,T4,A023_T4,145.07,-0.0016013159838502,0.6902375780256351,0.4114072437517632,Overconfident
A024,T1,A024_T1,1.0,0.3467226475786075,0.5105417496489459,0.1508027766382871,Overconfident
A024,T2,A024_T2,29.57,0.1027186847817873,0.1719921758697138,0.0570174661486441,Calibrated
A024,T3,A024_T3,91.47,0.1554620178004383,0.3438029242509107,0.1359764609731081,Overconfident
A024,T4,A024_T4,145.65,-0.8223248763731659,-0.0221499214383617,0.3496360777000808,Overconfident
A025,T1,A025_T1,1.0,1.0519005323883577,0.7450316350422999,-0.0208020535869653,Calibrated
A025,T2,A025_T2,23.33,1.7720035216359715,0.3516115501005872,-0.5726069048237366,Underconfident
A025,T3,A025_T3,72.94,-0.1674553285060481,-0.4134905313912513,-0.1721499995699602,Underconfident
A025,T4,A025_T4,137.74,-1.2129578318755363,-2.1152230098890143,-0.7234207948994702,Underconfident
A026,T1,A026_T1,1.0,1.1130604032896705,0.5355597703907286,-0.1724248273562427,Underconfident
A026,T2,A026_T2,26.48,0.0596504863133225,0.1127590006429193,0.0407749179088098,Calibrated
A026,T3,A026_T3,75.46,0.8152113883549932,0.443988218747478,-0.0954980411149383,Calibrated
A026,T4,A026_T4,147.65,-0.2900753571480824,0.5779902859730812,0.4718953786124212,Overconfident
A027,T1,A027_T1,1.0,1.0284185401071535,1.051040035485331,0.1716375219448288,Overconfident
A027,T2,A027_T2,28.26,0.3469864830469922,0.5435789001905708,0.1703439237421387,Overconfident
A027,T3,A027_T3,74.58,-0.7514633475439367,-0.3183543418153014,0.1421258150697973,Overconfident
A027,T4,A027_T4,145.92,-0.8953637416744017,-1.0300350459839362,-0.2178439909767378,Underconfident
A028,T1,A028_T1,1.0,1.6577348823930786,1.2361815929720432,0.004140418402755,Calibrated
A028,T2,A028_T2,22.82,-0.2124410661247883,0.5676351481819223,0.4314811298763384,Overconfident
A028,T3,A028_T3,72.26,-0.1109790721276567,-0.3887999735842298,-0.1823765082275564,Underconfident
A028,T4,A028_T4,138.91,-0.815653565728154,-0.2710669728326532,0.1985836223560549,Overconfident
A029,T1,A029_T1,1.0,1.796097973221766,1.5903179236605345,0.1538095646688428,Overconfident
A029,T2,A029_T2,28.43,0.3537996373008401,1.109574679009932,0.5041130857787572,Overconfident
A029,T3,A029_T3,93.26,1.3518095741517069,0.5364194527657121,-0.2772511362287945,Underconfident
A029,T4,A029_T4,143.14,0.8073366845834855,0.8332757192302931,0.1396076831490531,Overconfident
A030,T1,A030_T1,1.0,0.3470643963959833,0.207073366231852,-0.0299158143412132,Calibrated
A030,T2,A030_T2,32.95,1.2692036275623348,0.62079384000954,-0.1906008991694311,Underconfident
A030,T3,A030_T3,71.93,-0.1428643183568339,-0.1584392888290774,-0.0312407753763193,Calibrated
A030,T4,A030_T4,150.46,0.3451153338542833,-0.0559556012960889,-0.1855616814763075,Underconfident
A031,T1,A031_T1,1.0,2.383024051099418,2.0776080027766097,0.1847978204404725,Overconfident
A031,T2,A031_T2,32.41,0.0131981302708643,0.3740396651883196,0.2167355710156013,Overconfident
A031,T3,A031_T3,71.56,-0.0515868014066274,-0.3091448040965058,-0.1611848928224236,Underconfident
A031,T4,A031_T4,143.85,-0.6150547641871168,-0.839490082398295,-0.228141463917103,Underconfident
A032,T1,A032_T1,1.0,0.8480359485975465,0.277037212640365,-0.209318586142647,Underconfident
A032,T2,A032_T2,57.18,-0.1362803808324854,-0.5315870655961132,-0.2561736496210349,Underconfident
A032,T3,A032_T3,80.16,0.6905854114222335,-0.2698666053698004,-0.4652654879517028,Underconfident
A032,T4,A032_T4,144.51,1.638624660560344,0.2764914276144865,-0.5584566960125357,Underconfident
A033,T1,A033_T1,1.0,0.4528806713869024,0.7478771454208675,0.2451828851029152,Overconfident
A033,T2,A033_T2,29.16,0.5337746005753456,0.4282913715045883,0.0193340332548196,Calibrated
A033,T3,A033_T3,72.6,1.016447320878364,0.3840415725026408,-0.2199538337602128,Underconfident
A033,T4,A033_T4,168.33,-0.4395340398072934,-0.6874381903302189,-0.2151095148553085,Underconfident
A034,T1,A034_T1,1.0,2.1501389852816977,1.999653965810924,0.24116465662072,Overconfident
A034,T2,A034_T2,26.08,0.6896176439410955,1.776670585927711,0.7528789169701877,Overconfident
A034,T3,A034_T3,74.28,-0.1133398518987086,1.244736093710786,0.790641226640268,Overconfident
A034,T4,A034_T4,145.38,-0.1709805076527278,0.67550462473421,0.4773722400396408,Overconfident
A035,T1,A035_T1,1.0,-0.0751814423014505,0.8035031475837656,0.5112658705329156,Overconfident
A035,T2,A035_T2,44.76,0.7800844912980682,0.7032506413173133,0.074264857588218,Calibrated
A035,T3,A035_T3,79.98,-0.53215469602946,0.0325628693364284,0.2541657846457353,Overconfident
A035,T4,A035_T4,152.47,-1.0548746022893687,-0.3689026937522476,0.2459160619449275,Overconfident
A036,T1,A036_T1,1.0,1.4006049408487524,-0.9125657610255904,-1.1609458770968475,Underconfident
A036,T2,A036_T2,21.63,-0.1680186245403916,-1.5310119222437075,-0.8368418718870712,Underconfident
A036,T3,A036_T3,71.47,-0.4275240492858718,-1.4361040345046892,-0.6658747515769208,Underconfident
A036,T4,A036_T4,143.85,-1.0765663566164214,-1.6769036848956465,-0.5227917330832542,Underconfident
A037,T1,A037_T1,1.0,1.2435801463649347,0.9604580847298776,0.0228092008592798,Calibrated
A037,T2,A037_T2,23.7,1.319950270790195,0.3740973517554692,-0.3597784393785834,Underconfident
A037,T3,A037_T3,72.08,0.3045347566059729,-0.6144819656239726,-0.4999880133693692,Underconfident
A037,T4,A037_T4,143.66,-0.1824129436261767,-0.990542626154778,-0.5089044256917422,Underconfident
A038,T1,A038_T1,1.0,1.2709227000673329,1.2211253080373932,0.1658460092789418,Overconfident
A038,T2,A038_T2,71.85,-0.1850526224661933,0.9704092448347156,0.6590532106500774,Overconfident
A038,T3,A038_T3,72.86,1.0176032562477586,1.004269774910782,0.1485803619327172,Overconfident
A038,T4,A038_T4,152.89,-0.0250506037263266,0.6383744753853526,0.3908939858881682,Overconfident
A039,T1,A039_T1,1.0,2.2971283709234847,2.1948948644460886,0.2924828805526498,Overconfident
A039,T2,A039_T2,28.65,1.3734253113214028,1.7470058925051648,0.4335272172188608,Overconfident
A039,T3,A039_T3,98.84,0.5948059118025113,0.9045656496162348,0.2757962477120297,Overconfident
A039,T4,A039_T4,246.24,0.7594293923526958,0.4314621630111401,-0.0783398011555985,Calibrated
A040,T1,A040_T1,1.0,-0.5435394729740699,0.0770246924826156,0.2856442176983153,Overconfident
A040,T2,A040_T2,26.26,0.143583521283235,0.0563519924614599,-0.0298198696639615,Calibrated
A040,T3,A040_T3,71.28,-1.7892607874370556,-1.504136305151285,-0.1055469463607575,Underconfident
A040,T4,A040_T4,143.53,-1.7141541198621224,-2.318476290884544,-0.6232278916065744,Underconfident
A041,T1,A041_T1,1.0,1.2607230958603317,1.1444625774531465,0.1247307814573644,Overconfident
A041,T2,A041_T2,31.78,-1.2498242464087106,-0.3949118002225508,0.3164534593839302,Overconfident
A041,T3,A041_T3,75.74,0.297735076965302,0.5323783425761381,0.1854095103812629,Overconfident
A041,T4,A041_T4,141.84,0.130167774792928,0.0978387453002502,0.0007844343594691,Calibrated
A042,T1,A042_T1,1.0,-0.939411849606413,-0.2974992690100649,0.2374590819030589,Overconfident
