UID,test,composite_ID,TSVR_hours,z_theta_accuracy,z_theta_confidence,Calibration,Classification
A042,T2,A042_T2,28.93,-1.0579366022013394,-0.786974195291438,-0.0014911823903839,Calibrated
A042,T3,A042_T3,72.17,-0.188113955003455,-0.6580265864938221,-0.3085375400622352,Underconfident
A042,T4,A042_T4,146.02,-1.3420256641944843,-1.0856684925523656,-0.0538762314030233,Calibrated
A043,T1,A043_T1,1.0,1.089811081137255,2.289612551159118,0.8815181619457713,Overconfident
A043,T2,A043_T2,25.62,0.5938296379421426,1.984981214225016,0.9190889187321332,Overconfident
A043,T3,A043_T3,64.94,0.5962784052423202,1.3768169184537915,0.5561424908603323,Overconfident
A043,T4,A043_T4,149.33,-0.3954062706401479,0.7776139899814193,0.6371469410922814,Overconfident
A044,T1,A044_T1,1.0,-0.1006403785566512,-0.5262154775126844,-0.26870210415475,Underconfident
A044,T2,A044_T2,47.66,-0.4020322633644277,-0.8194349953103897,-0.3101954566046432,Underconfident
A044,T3,A044_T3,91.63,-1.3922429627521775,-1.320209084751374,-0.171274839479055,Underconfident
A044,T4,A044_T4,155.27,-1.9103321995494305,-1.7437938403001485,-0.1947288663415772,Underconfident
A045,T1,A045_T1,1.0,-0.961819749962723,-0.1922359909559549,0.3099786866746567,Overconfident
A045,T2,A045_T2,24.66,-1.081042640063007,-0.3112648839235858,0.2917568657707032,Overconfident
A045,T3,A045_T3,72.23,-1.1974849081406334,-0.0776610191513794,0.4821294939650495,Overconfident
A045,T4,A045_T4,151.52,-1.3282016856538623,-1.0635707292731829,-0.0468269997963705,Calibrated
A046,T1,A046_T1,1.0,-0.8209402327502409,0.6517506074862802,0.750005128786704,Overconfident
A046,T2,A046_T2,24.32,-1.3873262119974958,-0.1548056108532215,0.519986747274286,Overconfident
A046,T3,A046_T3,73.05,-1.7271527783456555,-0.2083109069296869,0.6380842666055838,Overconfident
A046,T4,A046_T4,147.94,-1.2296037461112923,-0.1257302779863529,0.4676986918791349,Overconfident
A047,T1,A047_T1,1.0,-0.7974739608510768,0.3621792928410305,0.5673527784503329,Overconfident
A047,T2,A047_T2,23.46,-0.5516529485859933,0.2484927153825685,0.3912497428337167,Overconfident
A047,T3,A047_T3,76.85,-1.3232231762554534,-0.239069847157675,0.4415656673309498,Overconfident
A047,T4,A047_T4,144.22,-1.701687666226082,-1.077780149947665,0.1095028718586924,Overconfident
A048,T1,A048_T1,1.0,1.1337538921706978,0.7003240909583147,-0.0835179336750233,Calibrated
A048,T2,A048_T2,23.91,-0.0703076153931472,0.5005652765451102,0.3288633565481901,Overconfident
A048,T3,A048_T3,81.15,0.1447536304202639,-0.1514673909289167,-0.1539914852589996,Underconfident
A048,T4,A048_T4,146.3,0.095300878448122,-0.5430130462746462,-0.3651475612894898,Underconfident
A049,T1,A049_T1,1.0,2.2191979668010275,1.5482365274653975,-0.05790416267131,Calibrated
A049,T2,A049_T2,27.12,-0.5702145460347382,-0.2910211311552007,0.0784211867689536,Calibrated
A049,T3,A049_T3,111.38,0.3940147368532242,-0.1922222839568966,-0.2882169722942574,Underconfident
A049,T4,A049_T4,168.86,0.0296733639543957,-0.1407329066358168,-0.0968300896175436,Calibrated
A050,T1,A050_T1,1.0,-0.4289929516141503,0.0049118098327261,0.1921973337043275,Overconfident
A050,T2,A050_T2,24.73,-0.762615560292252,-0.6030918534448177,-0.0223764352885207,Calibrated
A050,T3,A050_T3,93.39,-0.9876791428232136,-1.5096690035036748,-0.4625024974172309,Underconfident
A050,T4,A050_T4,148.69,-1.2121901390949277,-1.917824546774224,-0.6063047403582656,Underconfident
A051,T1,A051_T1,1.0,1.6068883448238205,1.7503387033668345,0.3325047347634235,Overconfident
A051,T2,A051_T2,17.16,-0.3325452086387447,1.4060298970658092,0.9833281916900348,Overconfident
A051,T3,A051_T3,65.63,-0.6972526058451661,0.2463886859766409,0.4542374206823891,Overconfident
A051,T4,A051_T4,146.99,-0.7692662882537709,0.0820708529741796,0.388239027408006,Overconfident
A052,T1,A052_T1,1.0,0.6127065434578783,0.9875260240493232,0.3172609110799487,Overconfident
A052,T2,A052_T2,31.76,0.4006917148866397,0.2065371064087089,-0.0538956503966978,Calibrated
A052,T3,A052_T3,80.98,0.116358450953461,-0.1395104887831746,-0.1343488110630455,Underconfident
A052,T4,A052_T4,153.27,-0.8871381894843241,0.0376732618154734,0.4138277786148498,Overconfident
A053,T1,A053_T1,1.0,1.4785583323223055,0.7703230179915362,-0.1939977919298146,Underconfident
A053,T2,A053_T2,32.71,1.0272958039812312,-0.3855888691570873,-0.6826808253359303,Underconfident
A053,T3,A053_T3,78.28,-0.4399891257994964,-0.3937940080856388,-0.0401864518103193,Calibrated
A053,T4,A053_T4,148.9,-0.150076499127309,-0.4190481185024323,-0.183124502444147,Underconfident
A054,T1,A054_T1,1.0,0.5498365407540212,1.6516139668922525,0.7401409469760261,Overconfident
A054,T2,A054_T2,16.9,1.1861153703299228,0.7757087474151875,-0.0617652958497943,Calibrated
A054,T3,A054_T3,72.83,1.2551742459167592,0.8792809737026467,-0.0306076816668808,Calibrated
A054,T4,A054_T4,136.83,1.3030692923512968,0.6973200662568128,-0.1600085274633785,Underconfident
A055,T1,A055_T1,1.0,0.2957569359541282,0.8710950164920109,0.3878233007186187,Overconfident
A055,T2,A055_T2,23.24,0.9095058203479244,-0.3442331560373709,-0.6061038362539359,Underconfident
A055,T3,A055_T3,74.48,-0.1334671697375182,-0.7475443003879767,-0.385912345570341,Underconfident
A055,T4,A055_T4,149.21,-0.6634023436407634,-0.5636242112639204,-0.0426662287923568,Calibrated
A056,T1,A056_T1,1.0,0.5530252888945004,0.3274295350898731,-0.0491736695767323,Calibrated
A056,T2,A056_T2,33.61,0.5758406585871718,-0.1472577109134145,-0.3416853301044873,Underconfident
A056,T3,A056_T3,71.46,-0.4428776506600633,-0.1302681027512342,0.1178894780220685,Overconfident
A056,T4,A056_T4,147.84,-1.0170426766371687,-0.4685572738512304,0.1699285190010333,Overconfident
A057,T1,A057_T1,1.0,0.5174758271208859,0.6907590904511178,0.1826970248362703,Overconfident
A057,T2,A057_T2,24.78,-0.826210225997846,-0.0033713397991615,0.3625238326494236,Overconfident
A057,T3,A057_T3,73.83,-0.7283158900772994,-0.8344245230182332,-0.175155773333087,Underconfident
A057,T4,A057_T4,145.06,-1.15885016249297,-1.8618683746200075,-0.5965440349846667,Underconfident
A058,T1,A058_T1,1.0,1.0755864659061043,0.5878286183848599,-0.1247903854412575,Underconfident
A058,T2,A058_T2,22.96,-0.8992812312176188,-1.2954780019036582,-0.3740577299973176,Underconfident
A058,T3,A058_T3,66.28,-0.1355417834705494,-1.1326284491050391,-0.6141273088386552,Underconfident
A058,T4,A058_T4,143.48,-1.1367986190448935,-1.8814925144655965,-0.6179499624152738,Underconfident
A059,T1,A059_T1,1.0,1.0497068929055964,0.331652048371627,-0.2658006716582902,Underconfident
A059,T2,A059_T2,30.4,1.309593039032822,-0.3100434559647592,-0.762281825727642,Underconfident
A059,T3,A059_T3,79.78,1.4083539027504404,-0.6832835857844038,-1.027938766456371,Underconfident
A059,T4,A059_T4,151.93,0.400576534486425,-0.5119390975922498,-0.4813479296519287,Underconfident
A060,T1,A060_T1,1.0,-0.0609515982424192,1.1706373901279823,0.7234374218473464,Overconfident
A060,T2,A060_T2,24.87,1.381233913216948,1.1099002328637633,0.0509954877166405,Calibrated
A060,T3,A060_T3,94.68,-0.5457457290168103,0.7103698970330687,0.66346663053784,Overconfident
A060,T4,A060_T4,143.91,0.1976966355959687,1.093553348614685,0.5634539307962966,Overconfident
A061,T1,A061_T1,1.0,2.672582789090471,3.034699767575026,0.6265250431700271,Overconfident
A061,T2,A061_T2,35.16,0.9957008975303198,2.211256092054535,0.876417086844469,Overconfident
A061,T3,A061_T3,82.55,0.2873271776962737,0.557003173453998,0.204653658289443,Overconfident
A061,T4,A061_T4,146.56,-0.3168386401961127,1.2073178044539423,0.8581619485855008,Overconfident
A062,T1,A062_T1,1.0,1.6204818142585216,0.7824904291379228,-0.2493756663028146,Underconfident
A062,T2,A062_T2,44.69,0.1430425028522808,-0.1448540164072197,-0.1493014759665092,Underconfident
A062,T3,A062_T3,92.72,-0.6415789046310041,-0.8488003064594731,-0.221978534322433,Underconfident
A062,T4,A062_T4,149.18,-0.7659604211484455,-1.3544813298470544,-0.4679876005778882,Underconfident
A063,T1,A063_T1,1.0,0.906661670608897,-0.257277337842669,-0.5531090845580082,Underconfident
A063,T2,A063_T2,21.98,0.7546882352992889,-0.5670148400051847,-0.670355344206375,Underconfident
A063,T3,A063_T3,69.99,0.1786761491785032,-1.324417648611094,-0.8668796726775498,Underconfident
A063,T4,A063_T4,141.09,-0.6235082831032701,-1.763902826096215,-0.7744498464980853,Underconfident
A064,T1,A064_T1,1.0,0.8749286811526699,0.9487578933634776,0.1784990754782648,Overconfident
A064,T2,A064_T2,37.65,0.5886611174300894,0.0550564386274754,-0.2269621414641965,Underconfident
A064,T3,A064_T3,82.99,0.1802804332335124,0.0822138976810065,-0.0306226233232929,Calibrated
A064,T4,A064_T4,156.21,-0.3595285346623346,-0.0617733193707543,0.1218705816889379,Overconfident
A065,T1,A065_T1,1.0,-2.377899899667573,-0.1695726649764969,0.948248302980362,Overconfident
A065,T2,A065_T2,32.31,-1.0448077950562562,-1.1632970766737936,-0.2312009300034778,Underconfident
A065,T3,A065_T3,106.41,-2.358857156833217,-1.3951824302269245,0.2105920564127136,Overconfident
A065,T4,A065_T4,187.43,-2.5229224367019976,-1.8951015342380704,-0.0144798310515688,Calibrated
A066,T1,A066_T1,1.0,0.4867959337693348,0.4415638879855159,0.0479586825775311,Calibrated
A066,T2,A066_T2,23.35,-0.4863142420866764,-0.2087860054563687,0.0903347926548903,Calibrated
A066,T3,A066_T3,73.79,-0.9911288980345,-0.5772466047038616,0.093823547884322,Calibrated
A066,T4,A066_T4,164.93,-1.3657405596559624,-1.2474240106656462,-0.1396597807031617,Underconfident
A067,T1,A067_T1,1.0,0.6954752553235585,0.2137918664666656,-0.1796395634381881,Underconfident
A067,T2,A067_T2,29.91,-1.396629627309237,-1.4808002655164965,-0.2648933451344478,Underconfident
A067,T3,A067_T3,73.19,-1.569277240006302,-1.9873694357767373,-0.4901355260595982,Underconfident
A067,T4,A067_T4,144.19,-1.252075100031227,-1.7860342255632125,-0.51029018131382,Underconfident
A068,T1,A068_T1,1.0,1.3746231959582351,2.257205144800462,0.7365741851815389,Overconfident
A068,T2,A068_T2,30.49,0.1663598230722928,1.3315481651821284,0.7188901028908323,Overconfident
A068,T3,A068_T3,82.98,0.4375786803235585,0.6292546644702673,0.1813522453923779,Overconfident
A068,T4,A068_T4,155.59,-0.4203872288912937,0.1325416851143146,0.2643419365530378,Overconfident
A069,T1,A069_T1,1.0,-0.8400112595603694,0.2255100678399344,0.5048004923319847,Overconfident
A069,T2,A069_T2,24.96,-1.6026934332252178,-1.0870633337461466,0.0603022920465371,Calibrated
A069,T3,A069_T3,79.75,-0.7618682807031463,-1.6579218649248677,-0.6503443208668186,Underconfident
A069,T4,A069_T4,140.22,-1.819072309766148,-1.6185673231628763,-0.1604819003569169,Underconfident
A070,T1,A070_T1,1.0,0.6256291953773039,0.2373595008504658,-0.1347999227364175,Underconfident
A070,T2,A070_T2,24.25,0.0381489242444777,-0.3233156088112239,-0.2092087541838082,Underconfident
A070,T3,A070_T3,81.92,-0.4671047297277567,-1.5830340745576617,-0.7358368429836464,Underconfident
A070,T4,A070_T4,149.2,-1.1156370144749588,-2.3863226029072173,-0.9276673705780842,Underconfident
A071,T1,A071_T1,1.0,1.1588739821588454,1.3891642276497198,0.3152681392175056,Overconfident
A071,T2,A071_T2,30.92,0.4178066770172461,-0.0224469269565714,-0.1976955026243519,Underconfident
A071,T3,A071_T3,79.96,-0.9196108949496188,-0.6817447049395019,9.150783554562336e-05,Calibrated
A071,T4,A071_T4,153.27,0.1483442016951993,-0.4425062484081256,-0.3287477430888482,Underconfident
A072,T1,A072_T1,1.0,1.012761717563483,1.1279129669910246,0.2242858614763605,Overconfident
A072,T2,A072_T2,33.76,0.3899725647651228,0.8578853885712432,0.3383947874777981,Overconfident
A072,T3,A072_T3,83.54,-0.9454397898452224,0.3182549163804693,0.6065007537089648,Overconfident
A072,T4,A072_T4,154.89,-0.1535120170114652,-0.1089991331196065,0.0028746289711102,Calibrated
A073,T1,A073_T1,1.0,0.920475024120418,-0.0255208684643238,-0.4213053879998875,Underconfident
A073,T2,A073_T2,66.66,-0.5222500396641933,-0.5523239572009208,-0.0982198242067698,Calibrated
A073,T3,A073_T3,66.9,-0.0265285569268522,-0.0208869199594731,-0.0007234130826611,Calibrated
A073,T4,A073_T4,140.12,1.027320973541694,-0.4088144851266546,-0.6965114872106393,Underconfident
A074,T1,A074_T1,1.0,1.200219116585956,0.378521934688042,-0.304319515994231,Underconfident
A074,T2,A074_T2,29.33,-0.179961803438144,-0.3038959830481208,-0.1014218094523303,Underconfident
A074,T3,A074_T3,73.02,-0.9097155500505334,-1.2648925052134965,-0.3512552484907108,Underconfident
A074,T4,A074_T4,147.21,-1.2171817841225343,-0.7734040642045754,0.0768433362861034,Calibrated
A075,T1,A075_T1,1.0,0.5042729307898278,0.1896101039798841,-0.109668215557787,Underconfident
A075,T2,A075_T2,28.68,0.5200239696932436,-0.0959993929906092,-0.2865592149308363,Underconfident
A075,T3,A075_T3,71.37,-1.6439688640715862,-2.018046548149625,-0.4754343489362441,Underconfident
A075,T4,A075_T4,244.53,-0.6400582754661351,-0.802806587280358,-0.1952825592542664,Underconfident
A076,T1,A076_T1,1.0,-0.4243079811553115,-0.2915302800089462,0.0137432225470724,Calibrated
A076,T2,A076_T2,27.3,-0.8200148064867665,-0.6791967182582535,-0.0423349077927868,Calibrated
A076,T3,A076_T3,74.88,-1.2826440396890548,-0.9114312215014724,0.0235977159614292,Calibrated
A076,T4,A076_T4,149.28,-2.6722253880024702,-2.111302424321963,-0.077248772897277,Calibrated
A077,T1,A077_T1,1.0,1.3255399047437764,1.0624701777582723,0.0473465533617858,Calibrated
A077,T2,A077_T2,53.88,-0.1730518162919608,-0.0936807152117349,0.0206103939969376,Calibrated
A077,T3,A077_T3,78.36,0.2634617839412383,-0.0893851093827551,-0.1694265659983181,Underconfident
A077,T4,A077_T4,149.75,0.6183134338146555,-0.0100439736070599,-0.2787805835516029,Underconfident
A078,T1,A078_T1,1.0,0.0518294352311377,-0.97688188948092,-0.6041255047559144,Underconfident
A078,T2,A078_T2,26.17,0.0710501022816261,-1.006983146278042,-0.6305164562502925,Underconfident
A078,T3,A078_T3,72.3,-1.1228564198414923,-1.7789242627281745,-0.5630718572531619,Underconfident
A078,T4,A078_T4,140.08,-1.1397100676970602,-1.7807122331801346,-0.5566997746971439,Underconfident
A079,T1,A079_T1,1.0,0.5198213526128695,0.3547869072398393,-0.0182458489088739,Calibrated
