composite_ID,TC_RFR-N-OBJ1,TC_RFR-N-OBJ2,TC_RFR-N-OBJ3,TC_RFR-N-OBJ4,TC_RFR-N-STRA,TC_RFR-N-PORT,TC_RFR-N-LAND,TC_IFR-N-i1,TC_IFR-N-i2,TC_IFR-N-i3,TC_IFR-N-i4,TC_IFR-N-i5,TC_IFR-N-i6,TC_RFR-O-RORD,TC_RFR-O-TMOD,TC_RFR-N-WEAT,TC_RFR-L-OBJ1,TC_RFR-L-OBJ2,TC_RFR-L-OBJ3,TC_RFR-L-OBJ4,TC_RFR-L-DOOR,TC_RFR-L-WIND,TC_RFR-L-PORT,TC_RFR-L-LAND,TC_RFR-L-STRA,TC_IFR-U-i1,TC_IFR-U-i2,TC_IFR-U-i3,TC_IFR-U-i4,TC_IFR-U-i5,TC_IFR-U-i6,TC_IFR-D-i1,TC_IFR-D-i2,TC_IFR-D-i3,TC_IFR-D-i4,TC_IFR-D-i5,TC_IFR-D-i6,TC_IFR-O-i1,TC_IFR-O-i2,TC_IFR-O-i3,TC_IFR-O-i4,TC_IFR-O-i5,TC_IFR-O-i6,TC_TCR-O-TSK1,TC_TCR-O-TSK2,TC_TCR-O-TSK3,TC_TCR-O-TSK4,TC_TCR-O-TSK5,TC_TCR-O-TSK6,TC_ICR-N-i1,TC_ICR-N-i2,TC_ICR-N-i3,TC_ICR-N-i4,TC_ICR-N-i5,TC_ICR-N-i6,TC_ICR-U-i1,TC_ICR-U-i2,TC_ICR-U-i3,TC_ICR-U-i4,TC_ICR-U-i5,TC_ICR-U-i6,TC_ICR-D-i1,TC_ICR-D-i2,TC_ICR-D-i3,TC_ICR-D-i4,TC_ICR-D-i5,TC_ICR-D-i6,TC_ICR-O-i1,TC_ICR-O-i2,TC_ICR-O-i3,TC_ICR-O-i4,TC_ICR-O-i5,TC_ICR-O-i6,TC_RRE-L-DOOR,TC_RRE-L-WIND,TC_RRE-N-LAND,TC_RRE-L-LAND,TC_RRE-N-PORT,TC_RRE-L-PORT,TC_RRE-N-STRA,TC_RRE-L-STRA,TC_IRE-N-i1,TC_IRE-N-i2,TC_IRE-N-i3,TC_IRE-N-i4,TC_IRE-N-i5,TC_IRE-N-i6,TC_IRE-U-i1,TC_IRE-U-i2,TC_IRE-U-i3,TC_IRE-U-i4,TC_IRE-U-i5,TC_IRE-U-i6,TC_IRE-D-i1,TC_IRE-D-i2,TC_IRE-D-i3,TC_IRE-D-i4,TC_IRE-D-i5,TC_IRE-D-i6,TC_IRE-O-i1,TC_IRE-O-i2,TC_IRE-O-i3,TC_IRE-O-i4,TC_IRE-O-i5,TC_IRE-O-i6
A010_1,4,4,4,4,4,4,4.0,4,0,4,4,4,0,4,4,4,4,4,4,4,3,3,2,2,4,4,1,4,4,4,0,1,0,4,1,4,0,1,0,4,1,1,0,1,1,1,1,1,4,4,3,4,4,4,4,4,3,4,4,4,1,1,1,4,1,4,1,2,1,4,1,2,0,2.0,2.0,4.0,2.0,4.0,3.0,4.0,4.0,4,4,4,4,4,4,4,2,4,4,4,2,2,2,4,2,4,1,1,2,4,2,2,1
A010_2,3,3,2,3,4,4,4.0,4,0,2,4,0,0,3,3,3,4,4,4,3,1,1,1,0,4,3,4,2,0,0,0,4,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,4,4,4,4,4,3,4,4,2,4,4,2,1,4,2,3,1,2,3,1,1,1,1,1,0,1.0,1.0,4.0,1.0,4.0,1.0,3.0,4.0,4,4,4,4,4,4,4,1,4,4,1,1,4,1,3,1,2,4,1,0,1,1,1,1
A010_3,4,4,4,4,4,3,3.0,0,0,1,4,0,0,4,3,3,4,4,4,4,1,1,1,0,4,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,4,4,4,4,4,4,3,1,3,0,4,1,3,0,1,0,3,1,1,0,0,0,0,0,0,1.0,1.0,4.0,1.0,3.0,1.0,2.0,4.0,4,4,4,4,4,4,1,4,1,4,1,2,0,1,1,4,1,1,0,0,0,0,0,0
A010_4,4,1,4,2,4,4,4.0,0,4,3,0,3,4,4,2,2,4,4,4,4,2,1,1,1,4,4,3,3,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,4,4,4,4,2,4,4,0,4,4,0,3,4,0,0,1,0,1,0,0,0,0,0,0,0,1.0,1.0,4.0,1.0,2.0,1.0,4.0,4.0,4,4,3,3,3,3,1,4,4,1,3,4,0,1,1,1,1,2,0,1,1,0,0,1
A011_1,4,4,1,1,4,4,4.0,4,4,4,0,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,0,4,0,4,2,0,4,4,0,4,4,2,2,4,0,4,4,4,2,2,2,2,4,4,4,4,4,4,4,4,3,4,4,4,4,1,4,4,4,1,4,4,2,4,2,4,4,1.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4,4,4,4,4,4,4,2,4,1,4,3,2,4,4,4,3,4,3,4,4,2,4,4
A011_2,3,3,3,3,4,4,1.0,4,2,1,4,4,2,3,4,3,4,4,4,4,2,2,3,2,4,1,4,2,4,1,4,1,4,4,1,4,1,0,2,2,2,0,0,3,3,3,3,3,4,4,3,3,4,4,4,4,2,4,4,3,4,4,0,0,2,4,1,3,0,0,4,1,0,1.0,1.0,4.0,2.0,4.0,2.0,3.0,4.0,4,4,4,4,4,4,4,2,3,4,2,4,4,2,2,2,4,1,3,1,1,4,3,1
A011_3,1,1,2,1,0,3,3.0,4,4,4,3,4,4,3,3,3,4,4,4,4,2,2,1,1,0,0,3,0,3,2,3,2,0,4,2,2,1,0,0,2,1,0,0,3,3,3,3,3,4,4,4,4,4,4,4,3,1,4,1,3,4,4,4,1,3,2,1,1,0,0,1,1,1,2.0,2.0,4.0,2.0,3.0,2.0,4.0,4.0,4,4,2,3,4,4,4,2,3,2,3,4,4,2,0,3,3,1,2,1,0,1,1,1
A011_4,3,3,3,3,3,2,2.0,0,1,0,1,1,1,4,4,3,4,4,4,4,2,2,2,2,4,1,1,4,0,4,0,0,1,0,2,0,0,0,0,0,0,0,0,3,2,2,3,3,4,3,3,2,4,4,1,1,2,1,4,3,0,1,2,1,2,1,0,1,2,0,1,0,0,2.0,2.0,3.0,2.0,4.0,1.0,4.0,4.0,4,3,2,4,3,4,2,3,2,4,3,2,1,1,0,3,2,2,0,0,0,0,0,0
A012_1,2,2,2,2,4,3,0.0,4,4,4,4,0,4,4,4,2,4,4,4,4,2,2,4,4,4,4,3,4,4,4,1,4,2,3,3,2,0,4,1,1,0,0,1,1,1,1,1,1,4,4,4,4,4,4,4,3,4,4,4,3,4,3,1,4,4,1,3,1,1,2,4,1,1,3.0,3.0,2.0,3.0,3.0,4.0,4.0,4.0,4,4,4,4,4,4,4,4,4,4,4,4,3,2,4,4,0,4,2,2,3,4,1,2
A012_2,4,4,4,4,4,2,2.0,0,4,0,4,0,4,1,1,0,4,4,4,4,3,2,4,3,4,2,0,2,1,4,0,2,0,0,1,0,0,1,0,1,0,0,0,1,1,1,1,1,4,4,4,4,4,4,4,2,2,4,4,4,4,2,0,1,2,1,1,2,0,1,1,1,0,2.0,1.0,2.0,3.0,2.0,3.0,3.0,4.0,4,4,4,4,4,4,1,3,2,2,2,3,3,2,1,3,0,1,1,2,1,1,1,1
A012_3,4,3,3,2,2,1,1.0,2,3,4,0,3,4,2,1,1,4,4,4,4,2,3,1,1,4,4,3,2,4,4,0,1,0,0,1,0,0,1,1,0,0,1,0,1,1,1,1,1,4,4,4,4,2,4,4,4,4,4,1,4,4,1,1,1,0,1,2,1,2,2,0,1,2,2.0,3.0,2.0,2.0,3.0,3.0,4.0,4.0,4,4,3,4,4,4,4,4,4,1,4,4,1,1,1,1,1,1,1,2,2,1,1,1
A012_4,4,4,4,4,4,2,3.0,4,0,4,0,2,0,4,1,1,4,4,4,4,3,3,4,3,4,4,0,3,0,0,0,3,1,4,1,0,0,1,1,2,0,0,0,1,1,1,2,2,4,4,2,4,1,3,2,4,1,3,0,1,1,2,1,4,1,0,1,1,0,4,0,0,1,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4,3,4,4,3,3,4,2,3,3,2,1,3,0,4,3,2,1,2,0,4,1,1,0
A013_1,3,3,0,3,3,4,4.0,0,0,0,4,0,0,4,4,4,2,2,3,0,1,4,4,4,3,4,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,2,4,3,4,4,4,4,2,1,3,4,3,1,4,0,0,4,3,0,1,0,2,1,0,2,1,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4,4,4,4,4,4,2,1,4,4,4,4,2,0,4,4,4,2,1,0,1,1,1,2
A013_2,2,1,1,1,1,0,0.0,0,3,2,3,0,2,3,1,3,1,2,3,2,3,2,0,0,3,3,1,4,0,2,0,2,2,0,2,2,0,3,1,0,0,0,0,2,2,2,3,2,4,0,4,4,4,3,4,0,2,0,2,0,4,0,0,4,0,0,3,0,4,4,2,0,0,3.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,4,4,1,3,3,4,1,4,0,0,0,4,4,2,4,3,0,3,1,4,0,1,0,0
A013_3,4,3,0,3,1,0,4.0,0,4,3,2,2,0,2,1,2,3,4,3,4,1,0,2,2,1,0,3,4,1,0,0,0,0,4,3,0,0,0,2,2,0,0,0,3,1,4,1,3,4,4,0,4,4,3,4,4,0,4,2,4,1,0,0,4,3,1,2,1,0,3,1,1,1,1.0,1.0,4.0,1.0,2.0,0.0,2.0,3.0,4,3,4,4,4,4,4,0,4,2,4,0,3,0,4,2,0,4,2,1,4,2,2,0
A013_4,2,2,3,2,1,4,3.0,3,2,1,3,2,0,2,0,2,2,1,2,2,1,2,4,2,1,1,0,1,0,1,0,1,0,0,0,1,1,2,0,2,1,1,1,1,1,1,1,1,1,4,4,2,3,0,1,1,0,0,3,0,0,1,1,0,1,0,0,1,0,1,1,0,0,1.0,1.0,2.0,1.0,4.0,2.0,3.0,1.0,4,2,3,4,0,4,1,0,1,4,0,2,2,2,0,1,0,2,3,0,1,1,0,0
A014_1,4,4,4,4,4,4,2.0,0,0,4,4,0,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,1,2,3,0,3,4,3,3,3,0,4,3,1,0,3,0,3,2,2,4,4,4,4,3,4,4,4,4,4,3,4,4,4,3,2,3,4,4,4,4,2,3,4,4,1,1,4.0,4.0,3.0,1.0,4.0,4.0,4.0,4.0,4,4,4,4,4,4,4,4,4,4,3,3,2,2,3,4,4,4,1,1,3,4,2,3
A014_2,4,3,3,3,4,2,2.0,4,4,0,4,4,4,4,2,3,4,4,4,4,4,4,3,2,4,3,4,4,1,0,3,4,2,3,1,0,3,2,2,2,1,2,2,1,1,1,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,3,4,2,2,3,3,1,2,2,2,4.0,2.0,3.0,3.0,3.0,2.0,4.0,4.0,4,4,4,4,4,4,3,4,4,4,4,4,2,3,2,4,4,2,2,2,2,3,2,2
A014_3,4,4,4,4,4,4,3.0,3,1,4,0,2,0,4,3,3,4,4,4,4,4,4,4,1,4,4,1,4,1,1,0,1,1,1,0,1,0,1,1,2,1,1,0,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,3,1,3,2,3,2,1,2,4,2,1,3,3,2,2,4.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,4,4,4,4,4,4,4,4,4,4,2,2,2,2,0,1,3,3,1,2,4,1,3,3
A014_4,4,4,4,4,0,1,4.0,0,4,0,4,1,4,4,4,4,4,4,4,4,4,3,2,2,3,4,2,1,0,3,0,1,0,0,0,3,0,0,3,0,0,2,0,3,2,2,4,2,4,2,4,3,4,3,4,2,3,3,4,2,4,2,3,1,2,2,2,1,2,1,3,1,2,4.0,3.0,4.0,2.0,3.0,2.0,4.0,2.0,3,4,2,4,3,4,3,4,3,4,3,4,2,3,2,1,2,1,1,2,1,2,1,2
A015_1,4,4,4,4,4,4,4.0,4,4,4,4,0,4,4,4,3,4,4,4,4,4,2,4,4,4,4,2,4,4,4,1,2,4,4,4,2,0,0,1,4,0,1,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,2,4,4,4,2,4,4,2,4,4,0,0,0,0,0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,0,0,0,0,0
A015_2,4,4,4,4,4,2,4.0,4,2,4,4,4,0,4,4,2,4,4,4,4,0,4,4,4,4,4,4,4,4,4,0,0,0,4,4,0,0,0,0,2,0,0,0,4,0,0,0,0,4,2,4,4,4,4,2,4,4,4,3,4,2,0,2,4,0,1,4,0,0,0,0,0,0,1.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4,4,2,4,4,4,4,4,4,4,4,4,0,0,4,1,0,0,0,0,0,0,0,0
A015_3,2,4,2,4,4,3,2.0,4,4,4,4,0,4,4,0,2,4,4,4,4,1,4,4,1,3,4,4,4,4,4,2,1,1,1,1,4,0,0,2,0,0,0,0,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,0,4,2,0,0,2,0,0,0,0,0,0,0,0,0.0,0.0,4.0,0.0,4.0,4.0,4.0,4.0,4,4,4,4,4,4,4,4,4,4,0,4,2,0,0,0,0,0,0,0,0,0,0,0
A015_4,4,4,4,4,4,4,4.0,0,4,0,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,4,0,2,0,0,0,2,0,0,0,0,0,0,0,4,2,2,2,2,4,0,4,2,4,4,4,0,4,2,4,4,4,0,0,2,1,1,2,0,0,0,2,2,0,4.0,2.0,4.0,4.0,4.0,2.0,2.0,4.0,4,4,4,4,4,4,0,4,4,4,4,4,0,0,0,2,0,0,0,0,0,0,0,0
A016_1,3,3,3,3,4,3,1.0,3,3,3,4,2,4,4,3,3,3,3,3,3,2,2,3,1,4,2,3,3,4,3,4,2,1,1,3,2,0,2,1,0,0,0,4,2,1,1,1,3,4,4,4,4,4,4,4,4,4,4,4,3,4,1,4,4,1,3,3,1,2,2,4,1,0,2.0,2.0,2.0,1.0,4.0,3.0,4.0,4.0,4,4,4,4,4,4,4,4,4,4,4,4,1,3,4,1,3,4,1,2,1,1,1,0
A016_2,4,4,4,4,4,3,2.0,3,0,4,3,3,0,3,1,0,4,4,4,4,1,1,1,1,4,4,3,4,1,1,1,1,3,4,3,4,0,0,0,0,0,0,0,4,2,3,2,4,4,4,3,4,4,4,3,4,1,4,2,3,2,1,2,4,3,2,4,0,0,2,0,0,0,1.0,1.0,3.0,1.0,3.0,1.0,2.0,4.0,2,3,1,4,4,4,3,0,4,3,4,2,1,0,4,3,4,4,0,0,3,1,1,0
A016_3,3,4,3,3,1,2,2.0,2,3,2,3,3,3,3,1,2,3,3,3,3,2,3,1,0,3,3,3,3,2,2,2,1,1,1,1,3,1,0,0,0,0,1,0,3,2,1,1,3,4,3,4,4,1,3,4,2,4,2,1,3,3,3,1,3,2,1,0,0,0,0,0,0,0,3.0,2.0,4.0,2.0,4.0,2.0,2.0,2.0,4,4,4,1,4,4,4,4,4,0,3,4,1,1,4,1,2,1,0,2,0,0,0,0
A016_4,3,3,3,3,3,3,2.0,1,1,1,2,2,2,4,4,4,3,3,3,3,2,3,2,2,2,2,1,0,0,0,0,1,1,1,1,0,3,0,1,0,0,0,0,3,2,2,1,3,4,2,0,2,1,2,3,1,0,0,2,1,4,1,0,0,4,1,1,0,0,0,0,0,0,3.0,3.0,2.0,1.0,4.0,3.0,3.0,3.0,3,3,0,3,3,3,2,3,1,3,3,2,3,1,2,4,2,1,0,0,0,0,1,0
A017_1,4,4,0,4,4,4,0.0,4,4,0,0,4,4,4,4,4,4,4,0,4,4,4,0,0,4,4,4,4,4,0,0,4,4,4,4,0,0,3,4,4,4,0,0,3,4,4,2,2,4,4,4,0,4,4,0,4,4,0,4,4,0,4,4,0,4,2,0,2,4,0,0,4,0,4.0,4.0,2.0,0.0,4.0,4.0,4.0,4.0,4,4,4,4,4,4,0,4,4,4,4,4,0,4,4,0,4,4,0,4,1,0,4,0
A017_2,4,4,4,4,4,4,4.0,4,0,4,0,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,0,4,0,4,4,4,0,4,0,4,4,4,0,4,0,4,4,4,4,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,0,0,4,0,4,0,4,4,4,4,0,0,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,4,0,3,4,2,0,4
A017_3,4,4,4,4,4,4,4.0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,0,0,0,0,0,0,0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0
A017_4,4,4,4,4,4,4,4.0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,4,4,0,0,4,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,4,0,0,4,4,0,0,0,0,0,4,0,0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4,0,0,0,0,0,0,0
A018_1,4,2,0,2,4,4,0.0,4,0,4,4,0,0,4,2,4,4,4,3,4,0,4,4,4,4,4,0,4,0,0,0,4,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,2,4,2,4,1,4,0,4,1,4,4,0,0,4,0,0,0,1.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4,4,4,4,4,4,4,4,4,1,4,4,2,2,4,1,4,4,0,0,4,0,0,0
A018_2,0,4,1,1,0,0,0.0,0,4,0,0,0,4,1,0,0,4,1,4,4,0,0,0,0,4,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,4,4,4,4,4,4,4,4,4,1,0,4,4,4,0,4,2,0,0,4,0,0,0,4,0,0.0,1.0,1.0,1.0,2.0,1.0,4.0,4.0,4,4,2,4,4,4,4,4,2,2,4,4,4,0,0,0,0,4,4,0,0,0,2,0
A018_3,2,1,0,2,4,0,0.0,0,0,0,4,0,0,4,4,4,4,4,4,0,1,4,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,2,4,4,4,1,4,2,3,4,4,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,2.0,4.0,0.0,1.0,0.0,4.0,4.0,3,4,2,4,4,4,4,4,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0
A018_4,1,1,1,0,0,4,0.0,4,4,0,0,0,0,1,0,1,1,1,1,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,4,4,4,4,4,4,1,1,0,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,2.0,0.0,4.0,4.0,0.0,0.0,4,4,4,4,4,3,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
A019_1,2,2,2,2,2,3,2.0,1,3,3,3,3,0,3,3,3,2,2,2,2,2,2,2,3,2,3,2,1,1,2,2,1,2,1,1,0,2,1,1,1,1,1,1,2,3,2,2,2,3,3,3,3,3,3,2,2,2,2,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2.0,1.0,3.0,2.0,3.0,2.0,2.0,2.0,3,3,3,3,3,3,2,3,2,1,1,1,2,1,1,3,2,1,2,2,1,2,2,1
A019_2,2,2,1,2,2,1,1.0,1,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,2,2,1,2,1,2,2,1.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,3,3,3,3,3,3,2,2,2,2,2,1,1,1,2,1,1,1,2,1,2,1,1,1
A019_3,2,2,2,2,3,2,1.0,2,2,3,3,2,0,3,3,3,2,2,2,2,2,2,1,1,2,1,2,1,1,2,1,1,2,2,2,2,1,2,2,1,1,1,2,2,2,2,2,2,3,3,2,3,3,3,2,2,2,1,2,1,1,2,1,2,1,1,1,2,1,2,1,2,2,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3,3,3,3,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2
A019_4,2,2,2,2,2,2,1.0,1,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,1,2,1,0,0,0,1,2,1,1,1,0,2,2,1,2,3,2,2,2,3,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2,1,1,2,2,2,2,1,1,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2
A020_1,4,1,1,4,4,4,0.0,4,4,4,4,0,0,4,4,4,4,4,4,4,2,1,2,4,4,4,2,4,0,0,0,0,4,1,4,0,0,0,3,4,0,0,0,1,0,0,0,0,4,4,4,4,4,4,1,4,0,4,2,4,0,0,3,0,3,0,0,0,0,4,0,0,0,1.0,3.0,4.0,1.0,4.0,4.0,4.0,4.0,4,4,4,4,4,4,4,2,4,1,4,3,0,4,1,4,0,4,1,1,4,1,2,3
A020_2,4,4,4,1,3,3,0.0,4,0,0,4,0,0,2,0,1,4,4,4,4,0,2,2,0,3,4,0,4,0,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,4,4,4,4,4,3,4,3,4,4,4,4,0,3,3,1,3,0,0,1,0,0,0,0,2.0,3.0,2.0,2.0,3.0,1.0,3.0,4.0,4,4,4,4,4,4,4,4,4,4,4,4,2,3,2,0,2,4,1,1,1,0,0,0
A020_3,4,0,3,0,3,0,3.0,2,0,0,0,0,2,1,2,2,3,2,0,0,2,2,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,4,4,3,4,4,3,1,4,3,1,1,2,0,3,3,0,0,0,1,1,2,0,0,0,0,2.0,2.0,3.0,2.0,3.0,0.0,4.0,2.0,4,4,2,4,4,4,2,3,2,2,3,4,4,2,3,1,2,1,1,0,0,0,0,0
A020_4,3,4,4,3,4,0,1.0,0,0,0,0,0,0,1,1,2,3,2,2,2,2,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,4,1,2,3,1,2,2,0,2,2,1,0,1,0,0,0,0,2,2,0,0,0,0,0,0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,2.0,4,4,4,4,3,4,1,3,1,1,0,2,3,0,2,3,3,0,0,0,0,0,0,0
A021_1,4,4,4,4,4,4,4.0,3,0,4,4,4,1,4,4,4,4,4,4,4,3,3,4,4,4,4,0,4,2,4,1,1,3,4,1,2,3,1,0,4,1,1,1,4,2,2,2,2,4,4,2,4,4,4,3,4,1,4,4,4,3,2,1,4,2,2,1,2,1,4,2,3,1,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4,4,4,4,4,4,4,4,4,4,4,2,2,1,2,2,2,2,1,1,4,3,3,1
A021_2,4,4,2,4,4,4,4.0,2,1,0,4,1,4,4,2,2,4,4,4,4,1,1,4,2,4,2,4,2,2,1,0,4,2,2,2,1,0,3,2,2,2,1,0,4,3,3,2,2,4,2,4,4,4,4,4,2,4,4,4,4,1,2,1,2,1,1,4,1,1,3,2,3,4,2.0,3.0,4.0,1.0,4.0,3.0,4.0,4.0,4,4,4,4,3,4,3,4,4,4,4,4,1,1,1,1,0,4,0,2,3,3,0,2
A021_3,4,4,2,4,4,4,4.0,4,4,0,4,4,4,4,4,4,4,4,4,4,2,4,1,1,4,4,4,4,3,4,0,2,1,2,1,1,0,1,1,1,1,1,0,3,3,3,2,2,4,4,4,4,4,1,4,4,4,2,4,1,4,1,1,1,2,1,1,0,1,0,1,1,1,1.0,3.0,4.0,1.0,4.0,1.0,4.0,4.0,4,4,4,4,4,4,3,4,3,4,3,4,2,1,1,1,3,1,1,1,1,1,1,2
A021_4,4,4,4,4,4,4,4.0,4,0,4,4,4,4,4,3,4,4,4,4,4,2,3,2,4,4,4,4,4,4,4,0,0,0,0,1,3,0,0,0,0,1,3,0,4,2,2,2,3,4,4,4,4,4,4,4,4,4,4,1,4,4,1,0,1,1,1,0,1,1,1,0,0,0,1.0,3.0,4.0,3.0,4.0,1.0,4.0,3.0,4,4,4,3,4,4,4,4,4,2,4,4,1,1,0,0,1,0,1,0,0,0,0,1
A022_1,2,1,2,1,2,3,3.0,0,0,4,3,3,0,4,2,1,2,1,1,1,1,1,1,1,2,0,1,2,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,3,3,3,3,3,0,3,3,3,3,3,0,0,0,0,0,0,0,0,0,3,0,0,0.0,0.0,0.0,0.0,4.0,2.0,4.0,4.0,3,4,4,4,4,4,0,4,4,4,4,4,0,0,0,0,0,0,0,0,0,4,0,0
A022_2,2,1,0,0,1,1,4.0,0,0,3,3,0,2,3,2,0,3,2,3,0,0,0,0,0,3,1,2,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,2,3,3,0,3,0,3,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4,3,3,3,3,3,1,3,2,3,3,2,0,0,0,0,0,0,0,0,0,0,2,0
A022_3,1,1,1,0,0,0,2.0,4,0,4,0,4,0,1,0,0,2,2,2,2,0,0,0,0,0,4,0,4,0,4,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,3,4,3,3,3,0,0,4,3,3,0,0,0,2,0,0,0,0,0,4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4,4,1,3,3,3,4,2,3,2,3,0,0,0,2,0,0,0,0,0,4,0,0,0
A022_4,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,2,3,2,0,0,0,1,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,3,0,1,4,1,1,1,2,1,3,2,0,0,0,0,1,0,1,0,0,0,0,0
A023_1,4,3,3,3,4,4,0.0,0,0,0,1,0,3,4,4,4,3,3,4,3,4,4,4,4,4,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,2,2,2,2,2,4,4,4,4,4,4,4,4,4,3,4,4,4,2,4,4,4,4,0,2,1,2,1,2,3,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3,4,4,4,4,4,4,4,2,4,4,4,4,3,4,4,0,1,1,1,1,1,3,2
A023_2,4,3,4,4,4,3,4.0,0,0,2,1,0,0,3,3,3,4,4,3,4,3,3,3,3,4,3,2,0,0,0,3,2,2,0,0,0,2,0,0,0,0,0,0,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,3,4,4,4,2,2,2,2,2,1,0,1,0,3,2,3.0,2.0,4.0,2.0,3.0,2.0,4.0,4.0,4,4,4,4,4,4,3,4,4,2,4,4,3,3,3,2,3,4,3,2,2,2,3,2
