composite_ID,UID,test,TSVR_hours,ma_theta,ma_theta_se
A021_T3,A021,T3,74.19,0.6309298062236115,0.017727409681300575
A021_T4,A021,T4,140.39,0.4545690613965394,0.020887665645967068
A022_T1,A022,T1,1.0,-0.8555564151283114,0.014460287385089797
A022_T2,A022,T2,24.15,-1.365752021141345,0.02068114053457927
A022_T3,A022,T3,74.46,-1.7573409816444772,0.013765176131458202
A022_T4,A022,T4,141.71,-1.9997872458469634,0.01624967043212983
A023_T1,A023,T1,1.0,1.0723462633833607,0.03268235339417548
A023_T2,A023,T2,25.63,0.7611501125548198,0.032438084823141734
A023_T3,A023,T3,72.2,0.564023889034609,0.030216746459525837
A023_T4,A023,T4,145.07,0.44416635083105577,0.04001302711897106
A024_T1,A024,T1,1.0,0.7187902395219963,0.027948018134227842
A024_T2,A024,T2,29.57,0.3279781956804187,0.029031352444961418
A024_T3,A024,T3,91.47,0.07058586938171368,0.020769205786943672
A024_T4,A024,T4,145.65,-0.029227785370892927,0.026848237713066814
A025_T1,A025,T1,1.0,0.7464775759608573,0.03977370547415277
A025_T2,A025,T2,23.33,-0.06837208050669213,0.06951139066375395
A025_T3,A025,T3,72.94,-0.7429896863646109,0.03198416264053924
A025_T4,A025,T4,137.74,-1.1877596234719863,0.09100297918260364
A026_T1,A026,T1,1.0,0.726942863640429,0.03685714497843743
A026_T2,A026,T2,26.48,0.46439587356239564,0.0444697185135633
A026_T3,A026,T3,75.46,0.30808515258257746,0.03350589019543067
A026_T4,A026,T4,147.65,0.23074707111831189,0.05938193581713815
A027_T1,A027,T1,1.0,1.0011423570927829,0.026124065890043777
A027_T2,A027,T2,28.26,0.22980815703250168,0.044870669326985
A027_T3,A027,T3,74.58,-0.25735214017844127,0.022992018516807232
A027_T4,A027,T4,145.92,-0.6377239981843444,0.05469708747535415
A028_T1,A028,T1,1.0,1.0741072772511824,0.02749512878837585
A028_T2,A028,T2,22.82,0.47221204868712086,0.02804959457756762
A028_T3,A028,T3,72.26,-0.01928749247861564,0.021774680955601373
