UID,ma_intercept,ma_slope
A010,0.05679542271703707,0.04213575871736923
A011,0.6119122581700625,0.18876606167574622
A012,0.4891729509479675,-0.1367585461949538
A013,-0.2572666739493139,-0.1519906971973831
A014,1.0582536798246953,-0.08724313196307149
A015,0.5715834636547283,-0.03160794561194147
A016,0.10840683596739341,-0.04234606229281612
A017,1.6460959803277544,-0.3199374566779199
A018,-0.6762770033012443,0.15736187148366781
A019,-0.22893989997023895,-0.22908735224187046
A020,-0.3600537225180035,0.08339403517564352
A021,0.8337289100786207,-0.1274927029695019
A022,-1.5335752862346697,-0.022102467546413804
A023,0.7498257840296547,-0.2504042639411608
A024,0.3178910531978549,-0.20115373547765364
A025,-0.48265082102230633,0.32783221020981834
A026,0.49200968646813015,-0.3047780122532717
A027,-0.011641419115252355,0.19487359656152356
A028,0.18793523932212367,0.12138274432059201
A029,0.9950857702537733,-0.0827842437179303
A030,0.22185531945205136,-0.20238116657401645
A031,0.1607283997155715,0.4103107916936136
A032,0.03207228049845831,-0.1987909491305983
A033,0.23081414193265481,-0.018837914190607687
A034,1.3397815905661625,-0.014741558181178114
A035,0.33904633269606127,-0.04269724041772392
A036,-1.2993644401043936,-0.09838184919588795
A037,-0.16506787423044586,0.20110263763929165
A038,1.0260544480969613,-0.2029477928637699
A039,1.2974387143124435,0.06962103784110774
A040,-0.9961717918013232,0.3123256283499085
A041,0.3480014706518496,-0.0755971822179855
A042,-0.6320451130547047,-0.10760243402929025
A043,1.4809284220069219,0.03467808508375599
A044,-0.967135162125028,-0.004221177190287986
A045,-0.339466723116861,-0.14251631542026233
A046,0.051292155494175554,-0.09239644051884927
A047,-0.18620460354281781,0.025308533234129398
A048,0.11026685318406279,0.006197943360886517
A049,0.22108916167702114,0.09231686662507908
A050,-1.0019065298032153,0.19273600759229112
A051,0.7022118933956611,0.14394523794158767
A052,0.2772231008805768,-0.03427543417903288
A053,-0.10068743891195953,0.01582639193558827
A054,0.9401594964271616,-0.10878763920564861
A055,-0.24355842375801845,0.08652100665154885
A056,-0.05604641707742543,-0.10603020490612235
A057,-0.5976107146662719,0.30140531878375365
A058,-1.0231751496332226,0.27223031087694627
A059,-0.2559840645070326,-0.04823395005443557
A060,1.047059704145274,-0.24788233443557442
A061,1.6000763582867585,0.21369680196793928
A062,-0.35935237153275795,0.20834009219343264
A063,-0.9941861423081709,0.10184194223047698
A064,0.2840026345953778,-0.04934220090590329
A065,-1.0527365492857055,0.10405936729927825
A066,-0.41434353676545876,0.0908575745282003
A067,-1.2986925559835083,0.2706103077368879
A068,0.9837279149814514,0.18623806944322685
A069,-1.068651156805949,0.20577196180463678
A070,-1.0816523674070824,0.3541614732043754
A071,-0.0063323886707143725,0.20086215099178764
A072,0.553836705865053,-0.022579516742447885
A073,-0.13649349460730903,-0.18582660366847695
A074,-0.5009076480391698,0.07387036162985018
A075,-0.657982288055088,0.06685474984104071
A076,-0.9702816091265238,0.09789357380858268
A077,0.24911220914834217,0.0055923901017142725
A078,-1.311286238543853,-0.031073089983299655
A079,-0.16645715126512634,-0.025074972882519954
A080,0.32547819321667043,0.0872991708351334
A081,0.8708058421253775,-0.17603550551651712
A082,-0.2715142977264342,-0.05253665057417575
A083,0.679267349637419,-0.14830412644976534
A084,-0.9088702239582792,-0.14446164850931134
A085,0.4978018873818224,-0.031568479652174894
A086,0.4422856242987194,0.10915350875234414
A087,0.558463455406595,0.04714843176021296
A088,0.38358132218398616,-0.2624099864678754
A089,0.5465171792506746,0.037265201117691674
A090,-1.1024897847792854,-0.032303588524025546
A091,0.178108611068303,0.005009582212400219
A092,-0.14878909898332165,-0.08588669268659951
A093,0.3002605743104399,0.1737635165274019
A094,-0.78932120750309,0.028825824242647808
A095,0.062137064604994706,0.05158517510974857
A096,0.8249024153364276,-0.19317440034320565
A097,-0.7231516048571284,-0.14050860583462862
A098,0.6130511947824251,-0.2894675047727972
A099,1.2323588426233163,-0.19368944675106245
A100,0.6344748469549188,-0.12696176925363187
A101,-1.259307503566326,0.15223071094091528
A102,0.08351535663690941,-0.009934992861777805
A103,-2.5047784658221666,0.0074747464615371505
A104,-0.1888458165000398,0.47478628861380334
A105,0.898594431199775,0.12132334681685823
A106,0.31506924299105427,-0.09918708049667972
A107,-1.2614753359865682,-0.23521367374007834
A108,-0.7711255611073478,-0.2342376590058463
A109,0.30170389467531333,-0.2530019995062753
