composite_ID,UID,test,theta_All,se_All,TSVR_hours,Days,Days_squared,log_Days_plus1
A063_T4,A063,T4,-1.7153044,0.07339282,141.09,5.87875,34.5597015625,1.9284369493918316
A064_T1,A064,T1,0.97024375,0.07339282,1.0,0.041666666666666664,0.001736111111111111,0.0408219945202552
A064_T2,A064,T2,0.085474685,0.07339282,37.65,1.5687499999999999,2.4609765624999995,0.9434193992624076
A064_T3,A064,T3,0.11236071,0.07339282,82.99,3.4579166666666663,11.95718767361111,1.4946815418025694
A064_T4,A064,T4,-0.03018738,0.07339282,156.21,6.50875,42.3638265625,2.0160690071822343
A065_T1,A065,T1,-0.13690929,0.07339282,1.0,0.041666666666666664,0.001736111111111111,0.0408219945202552
A065_T2,A065,T2,-1.1207016,0.07339282,32.31,1.3462500000000002,1.8123890625000005,0.8528183089185817
A065_T3,A065,T3,-1.3502693,0.07339282,106.41,4.43375,19.6581390625,1.6926295033208647
A065_T4,A065,T4,-1.8451918,0.07339282,187.43,7.809583333333333,60.989591840277775,2.1758401440888315
A066_T1,A066,T1,0.46811906,0.07339282,1.0,0.041666666666666664,0.001736111111111111,0.0408219945202552
A066_T2,A066,T2,-0.1757307,0.07339282,23.35,0.9729166666666668,0.9465668402777779,0.6795129892841417
A066_T3,A066,T3,-0.5405086,0.07339282,73.79,3.0745833333333334,9.453062673611111,1.404768491976238
A066_T4,A066,T4,-1.2039877,0.07339282,164.93,6.872083333333333,47.22552934027778,2.063322745737281
A067_T1,A067,T1,0.24262358,0.07339282,1.0,0.041666666666666664,0.001736111111111111,0.0408219945202552
A067_T2,A067,T2,-1.4350314,0.07339282,29.91,1.24625,1.5531390625000001,0.8092621591156317
A067_T3,A067,T3,-1.9365375,0.07339282,73.19,3.049583333333333,9.299958506944442,1.3986139951674335
A067_T4,A067,T4,-1.7372146,0.07339282,144.19,6.007916666666667,36.09506267361111,1.947040462391396
A068_T1,A068,T1,2.2656133,0.07339282,1.0,0.041666666666666664,0.001736111111111111,0.0408219945202552
A068_T2,A068,T2,1.3492081,0.07339282,30.49,1.2704166666666665,1.613958506944444,0.8199633682470614
A068_T3,A068,T3,0.6539339,0.07339282,82.98,3.4575,11.95430625,1.4945880707551584
A068_T4,A068,T4,0.16218548,0.07339282,155.59,6.482916666666667,42.02820850694445,2.0126226446826996
A069_T1,A069,T1,0.25422466,0.07339282,1.0,0.041666666666666664,0.001736111111111111,0.0408219945202552
A069_T2,A069,T2,-1.0452298,0.07339282,24.96,1.04,1.0816000000000001,0.712949807856125
A069_T3,A069,T3,-1.6103827,0.07339282,79.75,3.3229166666666665,11.04177517361111,1.463930328762862
A069_T4,A069,T4,-1.5714215,0.07339282,140.22,5.8425,34.134806250000004,1.9231531619326971
A070_T1,A070,T1,0.26595566,0.07339282,1.0,0.041666666666666664,0.001736111111111111,0.0408219945202552
A070_T2,A070,T2,-0.2891156,0.07339282,24.25,1.0104166666666667,1.020941840277778,0.6983419974370495
A070_T3,A070,T3,-1.5362434,0.07339282,81.92,3.4133333333333336,11.650844444444447,1.4846302618407525
A070_T4,A070,T4,-2.3315032,0.07339282,149.2,6.216666666666666,38.646944444444436,1.976393165780389
A071_T1,A071,T1,1.4062483,0.07339282,1.0,0.041666666666666664,0.001736111111111111,0.0408219945202552
A071_T2,A071,T2,0.008745952,0.07339282,30.92,1.2883333333333333,1.6598027777777777,0.8278237505518246
A071_T3,A071,T3,-0.64396226,0.07339282,79.96,3.3316666666666666,11.100002777777776,1.465952379425344
A071_T4,A071,T4,-0.40711495,0.07339282,153.27,6.38625,40.784189062500005,1.9996201636777473
A072_T1,A072,T1,1.1476082,0.07339282,1.0,0.041666666666666664,0.001736111111111111,0.0408219945202552
A072_T2,A072,T2,0.8802795,0.07339282,33.76,1.4066666666666665,1.9787111111111106,0.878242664236625
A072_T3,A072,T3,0.34604254,0.07339282,83.54,3.4808333333333334,12.116200694444446,1.4998090410335863
A072_T4,A072,T4,-0.07694118,0.07339282,154.89,6.453749999999999,41.65088906249999,2.0087172614551787
A073_T1,A073,T1,0.005702734,0.07339282,1.0,0.041666666666666664,0.001736111111111111,0.0408219945202552
A073_T2,A073,T2,-0.51583505,0.07339282,66.66,2.7775,7.7145062499999995,1.3290624151647576
A073_T3,A073,T3,0.010290367,0.07339282,66.9,2.7875,7.77015625,1.3317061708354876
A073_T4,A073,T4,-0.37375993,0.07339282,140.12,5.838333333333334,34.08613611111112,1.9225440372260398
A074_T1,A074,T1,0.4057072,0.07339282,1.0,0.041666666666666664,0.001736111111111111,0.0408219945202552
