model_name,AIC,BIC,log_likelihood,n_params,converged,delta_AIC,akaike_weight,cumulative_weight
Root_033,709.8820410772892,725.8478992657211,-350.9410205386446,3.0,True,0.0,0.06305359321317006,0.06305359321317006
CubeRoot,709.8858614452943,725.8517196337262,-350.94293072264713,3.0,True,0.003820368005108321,0.06293326420996725,0.1259868574231373
PowerLaw_04,709.9399210931324,725.9057792815644,-350.9699605465662,3.0,True,0.05788001584323865,0.06125497329398459,0.18724183071712192
PowerLaw_05,710.2120598093056,726.1779179977376,-351.1060299046528,3.0,True,0.3300187320164696,0.05346224397540519,0.2407040746925271
LogLog,710.2686478491592,726.2345060375911,-351.1343239245796,3.0,True,0.38660677186999237,0.051970781412831436,0.29267485610535854
PowerLaw_03,710.3451861245162,726.3110443129482,-351.1725930622581,3.0,True,0.4631450472270444,0.05001947987592046,0.342694335981279
FourthRoot,710.3848605581429,726.3507187465749,-351.19243027907146,3.0,True,0.5028194808537592,0.04903700956488652,0.3917313455461655
PowerLaw_06,711.1130917666619,727.0789499550939,-351.55654588333095,3.0,True,1.2310506893727506,0.03407144713106793,0.4258027926772334
SquareRoot+Lin,711.4294621762115,731.3867849117514,-350.71473108810574,4.0,True,1.5474210989223138,0.02908651024475774,0.45488930292199115
PowerLaw_02,711.4615755558634,727.4274337442954,-351.7307877779317,3.0,True,1.57953447857426,0.0286232066863336,0.48351250960832476
SquareRoot+Recip,711.6484310014862,731.6057537370261,-350.8242155007431,4.0,True,1.7663899241970284,0.026070126717264348,0.5095826363255891
Root_Multi,711.7077467412564,731.6650694767964,-350.8538733706282,4.0,True,1.8257056639672555,0.025308295280747566,0.5348909316063366
Log+LogLog,711.7240618392348,731.6813845747747,-350.8620309196174,4.0,True,1.842020761945605,0.02510268141497747,0.5599936130213141
Recip+Log,711.749331822245,731.706654557785,-350.8746659111225,4.0,True,1.8672907449558807,0.024787504569893714,0.5847811175912079
Log+Recip,711.749331822245,731.706654557785,-350.8746659111225,4.0,True,1.8672907449558807,0.024787504569893714,0.6095686221611016
SquareRoot+PowerLaw,711.781159120369,731.738481855909,-350.8905795601845,4.0,True,1.8991180430798522,0.02439616698417847,0.6339647891452801
