model_name,AIC,BIC,log_likelihood,n_params,converged,delta_AIC,akaike_weight,cumulative_weight
Lin+Quad+Log,317.0624175501198,378.1433395794329,-146.5312087750599,11.0,True,17.125271063661785,0.0001063195187460594,0.9993304709322853
Quad+Log,317.0624175501198,378.1433395794329,-146.5312087750599,11.0,True,17.125271063661785,0.0001063195187460594,0.9994367904510314
Recip+Quad,317.1492872132185,378.2302092425316,-146.57464360660924,11.0,True,17.21214072676048,0.00010180040234109366,0.9995385908533725
PowerLaw_Lin,317.41420168693367,373.40504688047065,-147.70710084346683,10.0,True,17.47705520047566,8.91710842579991e-05,0.9996277619376305
PowerLaw_07,317.95976967524985,368.86053803301076,-148.97988483762492,9.0,True,18.02262318879184,6.788213044702701e-05,0.9996956440680775
Tanh+Log,318.2132114230699,374.20405661660686,-148.10660571153494,10.0,True,18.276064936611874,5.980276823575602e-05,0.9997554468363133
Lin+Log,318.812569805601,374.803414999138,-148.4062849028005,10.0,True,18.87542331914301,4.431719541934987e-05,0.9997997640317327
Exp+Log,318.812569805601,374.803414999138,-148.4062849028005,10.0,True,18.87542331914301,4.431719541934987e-05,0.999844081227152
Log10,319.22326774586145,370.12403610362236,-149.61163387293072,9.0,True,19.286121259403444,3.609028768906318e-05,0.999880171514841
Log2,319.22326774586145,370.12403610362236,-149.61163387293072,9.0,True,19.286121259403444,3.609028768906318e-05,0.99991626180253
Log,319.22326774586145,370.12403610362236,-149.61163387293072,9.0,True,19.286121259403444,3.609028768906318e-05,0.999952352090219
PowerLaw_08,320.1536316959482,371.0544000537091,-150.0768158479741,9.0,True,20.2164852094902,2.2665451732026928e-05,0.9999750175419511
Sin+Log,321.15427918885325,377.14512438239024,-149.57713959442663,10.0,True,21.217132702395247,1.374284147525248e-05,0.9999887603834263
PowerLaw_09,322.4988561335176,373.39962449127853,-151.2494280667588,9.0,True,22.561709647059615,7.016254974206218e-06,0.9999957766384006
Reciprocal,324.90055759181087,375.8013259495718,-152.45027879590543,9.0,True,24.96341110535286,2.1114583440856796e-06,0.9999978880967446
PowerLaw_10,324.90055759181087,375.8013259495718,-152.45027879590543,9.0,True,24.96341110535286,2.1114583440856796e-06,0.9999999995550887
Root_067,342.79597309479504,393.69674145255595,-161.39798654739752,9.0,True,42.85882660833704,2.745632555472569e-10,0.9999999998296519
Recip_sq,343.75064607921377,394.6514144369747,-161.87532303960688,9.0,True,43.81349959275576,1.7034830285200637e-10,1.0000000000000002
Sin,479.35860380583654,530.2593721635974,-229.67930190291827,9.0,True,179.42145731937853,6.087569601576552e-40,1.0000000000000002
Cubic_pure,524.8853112205907,575.7860795783515,-252.44265561029533,9.0,True,224.94816473413266,7.914892761164245e-50,1.0000000000000002
Cubic,866.6468313494915,927.7277533788047,-421.3234156747458,11.0,False,566.7096848630335,4.851475868972295e-124,1.0000000000000002
Sin+Cos,871.3845896481907,927.3754348417277,-424.69229482409537,10.0,False,571.4474431617327,4.5402810035095633e-125,1.0000000000000002
Exp_fast,871.820825272187,922.7215936299478,-425.9104126360935,9.0,False,571.883678785729,3.650525366214779e-125,1.0000000000000002
Quadratic_pure,871.820825272187,922.7215936299478,-425.9104126360935,9.0,False,571.883678785729,3.650525366214779e-125,1.0000000000000002
Quadratic,872.4368987329508,928.4277439264878,-425.2184493664754,10.0,False,572.4997522464928,2.6827284709609484e-125,1.0000000000000002
Tanh,884.8543049624768,935.7550733202377,-432.4271524812384,9.0,False,584.9171584760188,5.397233605493005e-128,1.0000000000000002
Sinh,905.9747267047114,956.8754950624723,-442.9873633523557,9.0,False,606.0375802182534,1.3993614534314e-132,1.0000000000000002
Arctanh,915.6450383719293,966.5458067296902,-447.82251918596467,9.0,False,615.7078918854713,1.1118556544585381e-134,1.0000000000000002
Cos,937.8873996818475,988.7881680396083,-458.9436998409237,9.0,False,637.9502531953895,1.6450572569568207e-139,1.0000000000000002
Linear,1269.0407668465996,1319.9415352043604,-624.5203834232998,9.0,False,969.1036203601416,2.028341174268794e-211,1.0000000000000002
Exponential_proxy,1269.0407668465996,1319.9415352043604,-624.5203834232998,9.0,False,969.1036203601416,2.028341174268794e-211,1.0000000000000002
