composite_ID,UID,test,domain,TSVR_hours,ma_theta,ma_theta_se
A095_T4,A095,T4,Where,148.79,-1.0426560845653527,0.0058947410718914045
A096_T1,A096,T1,Where,1.0,-0.49308949976289523,0.0018251548193044152
A096_T2,A096,T2,Where,24.49,-0.726294492126735,0.0032091108352057664
A096_T3,A096,T3,Where,71.19,-0.8534455248367439,0.006065006542977789
A096_T4,A096,T4,Where,143.66,-1.0383103679952634,0.00663832155144917
A097_T1,A097,T1,Where,1.0,-0.49308949976289523,0.0018251548193044152
A097_T2,A097,T2,Where,24.37,-0.7264971798443963,0.0035860212912076526
A097_T3,A097,T3,Where,70.83,-0.8520242785463873,0.006211144194452879
A097_T4,A097,T4,Where,144.85,-1.0394170620237384,0.006453759963240698
A098_T1,A098,T1,Where,1.0,-0.49308949976289523,0.0018251548193044152
A098_T2,A098,T2,Where,25.77,-0.7244931881291579,0.0011589628978491242
A098_T3,A098,T3,Where,78.84,-0.8829532348747231,0.0045711461078688075
A098_T4,A098,T4,Where,146.29,-1.0406762805980538,0.0062385212463992494
A099_T1,A099,T1,Where,1.0,-0.49308949976289523,0.0018251548193044152
A099_T2,A099,T2,Where,28.75,-0.7226832815148819,0.00801871725212683
A099_T3,A099,T3,Where,78.57,-0.8819384832059947,0.0045642692907449395
A099_T4,A099,T4,Where,143.51,-1.0381666060974968,0.0066619252035322925
A100_T1,A100,T1,Where,1.0,-0.49308949976289523,0.0018251548193044152
A100_T2,A100,T2,Where,31.14,-0.7233739390895525,0.012193590492946837
A100_T3,A100,T3,Where,75.34,-0.869635849301426,0.004826950925066302
A100_T4,A100,T4,Where,146.8,-1.0411013552737858,0.0061649473285063285
A101_T1,A101,T1,Where,1.0,-0.49308949976289523,0.0018251548193044152
A101_T2,A101,T2,Where,29.12,-0.7226732651907437,0.00874822122062753
A101_T3,A101,T3,Where,75.21,-0.8691347633584969,0.004851216398903191
A101_T4,A101,T4,Where,150.22,-1.0436718140382144,0.005720920834317618
A102_T1,A102,T1,Where,1.0,-0.49308949976289523,0.0018251548193044152
A102_T2,A102,T2,Where,29.13,-0.7226736125541812,0.008767497182246457
A102_T3,A102,T3,Where,75.27,-0.8693660874127541,0.004839887536414658
A102_T4,A102,T4,Where,150.41,-1.0438004213218446,0.005699332633626354
A103_T1,A103,T1,Where,1.0,-0.49308949976289523,0.0018251548193044152
A103_T2,A103,T2,Where,27.26,-0.7231906414519857,0.004752979305058028
A103_T3,A103,T3,Where,80.24,-0.8881786710255747,0.004669475983981265
A103_T4,A103,T4,Where,149.72,-1.0433262675296124,0.005779487590135942
A104_T1,A104,T1,Where,1.0,-0.49308949976289523,0.0018251548193044152
A104_T2,A104,T2,Where,22.6,-0.7301905185565079,0.0098309919518949
A104_T3,A104,T3,Where,72.62,-0.8590667128980815,0.005539012046313364
A104_T4,A104,T4,Where,145.78,-1.0402402902915608,0.006313569551124605
A105_T1,A105,T1,Where,1.0,-0.49308949976289523,0.0018251548193044152
A105_T2,A105,T2,Where,22.77,-0.7297773283304096,0.009179845831302942
A105_T3,A105,T3,Where,69.46,-0.8465956447138802,0.006810792985608482
A105_T4,A105,T4,Where,146.2,-1.0406001350587304,0.006251661986968175
A106_T1,A106,T1,Where,1.0,-0.49308949976289523,0.0018251548193044152
A106_T2,A106,T2,Where,22.64,-0.7300921571133185,0.009676810229605287
A106_T3,A106,T3,Where,66.08,-0.8330972408394672,0.008518718534815
A106_T4,A106,T4,Where,147.13,-1.041370599348758,0.006118194172461574
A107_T1,A107,T1,Where,1.0,-0.49308949976289523,0.0018251548193044152
A107_T2,A107,T2,Where,26.22,-0.7240122512538929,0.0021971023578425198
A107_T3,A107,T3,Where,71.45,-0.8544705105047731,0.005962714496809166
A107_T4,A107,T4,Where,145.95,-1.0403868348635676,0.006288398386463555
A108_T1,A108,T1,Where,1.0,-0.49308949976289523,0.0018251548193044152
A108_T2,A108,T2,Where,27.61,-0.7230023272545985,0.0055674630525973014
A108_T3,A108,T3,Where,68.96,-0.8446072395346503,0.007045005673133945
A108_T4,A108,T4,Where,152.12,-1.0448912308155545,0.005523218325176375
A109_T1,A109,T1,Where,1.0,-0.49308949976289523,0.0018251548193044152
A109_T2,A109,T2,Where,24.65,-0.72603340847466,0.00271901254867902
A109_T3,A109,T3,Where,71.17,-0.8533666280848967,0.006072989916451798
A109_T4,A109,T4,Where,149.87,-1.0434310138397807,0.005761656330840372
A010_T1,A010,T1,When,1.0,-0.38758145735065375,0.0056773236585317575
A010_T2,A010,T2,When,21.9,-0.7478032064583244,0.020976072634624476
A010_T3,A010,T3,When,80.88,-0.8871986182218582,0.005686586397182754
A010_T4,A010,T4,When,145.31,-1.0291018445821636,0.0018442044281050095
A011_T1,A011,T1,When,1.0,-0.38758145735065375,0.0056773236585317575
A011_T2,A011,T2,When,24.57,-0.748984448597191,0.01626927590538615
A011_T3,A011,T3,When,72.55,-0.8549611340800293,0.0048085907878514045
A011_T4,A011,T4,When,148.85,-1.0309353791884526,0.0017491877504973513
A012_T1,A012,T1,When,1.0,-0.38758145735065375,0.0056773236585317575
A012_T2,A012,T2,When,25.6,-0.7490243646626437,0.014484466729502096
A012_T3,A012,T3,When,166.33,-1.0342358054789624,0.016128700165875462
A012_T4,A012,T4,When,166.87,-1.0342181248360685,0.01657036844838868
A013_T1,A013,T1,When,1.0,-0.38758145735065375,0.0056773236585317575
A013_T2,A013,T2,When,24.77,-0.7490044755028671,0.015916179173613987
A013_T3,A013,T3,When,79.66,-0.8825591518240047,0.004936772506968079
A013_T4,A013,T4,When,147.13,-1.0301026465500693,0.001090051385127226
A014_T1,A014,T1,When,1.0,-0.38758145735065375,0.0056773236585317575
A014_T2,A014,T2,When,25.66,-0.749022462531629,0.014383757012340992
A014_T3,A014,T3,When,70.56,-0.8471637628173901,0.006170895178176947
A014_T4,A014,T4,When,148.87,-1.0309444340320693,0.001762068212628658
A015_T1,A015,T1,When,1.0,-0.38758145735065375,0.0056773236585317575
A015_T2,A015,T2,When,23.69,-0.7488054389085846,0.017839933379164785
A015_T3,A015,T3,When,70.59,-0.8472812339778607,0.006148497109574434
A015_T4,A015,T4,When,146.54,-1.0297919333194012,0.0012021260666622976
A016_T1,A016,T1,When,1.0,-0.38758145735065375,0.0056773236585317575
A016_T2,A016,T2,When,32.85,-0.7487105545691506,0.010027999994516989
A016_T3,A016,T3,When,80.64,-0.8862890439971692,0.005533199438563654
A016_T4,A016,T4,When,150.8,-1.0317523550783574,0.003175287939620495
A017_T1,A017,T1,When,1.0,-0.38758145735065375,0.0056773236585317575
A017_T2,A017,T2,When,20.61,-0.7463052848031922,0.02302690487210199
A017_T3,A017,T3,When,61.28,-0.8116315957348755,0.01357038589922636
A017_T4,A017,T4,When,140.49,-1.0258185021648758,0.005281858030379451
A018_T1,A018,T1,When,1.0,-0.38758145735065375,0.0056773236585317575
A018_T2,A018,T2,When,34.03,-0.7490603958856002,0.01093880252957007
A018_T3,A018,T3,When,83.64,-0.8975360498767396,0.007547742977751269
A018_T4,A018,T4,When,150.87,-1.031779249937678,0.003230179016557061
A019_T1,A019,T1,When,1.0,-0.38758145735065375,0.0056773236585317575
A019_T2,A019,T2,When,28.69,-0.7486656137691431,0.010275064669045628
A019_T3,A019,T3,When,83.68,-0.8976840785455374,0.007575256401010266
A019_T4,A019,T4,When,154.76,-1.0330226361090344,0.006412540880195045
A020_T1,A020,T1,When,1.0,-0.38758145735065375,0.0056773236585317575
A020_T2,A020,T2,When,26.85,-0.7489211774843244,0.012503101272182715
A020_T3,A020,T3,When,78.25,-0.8771519766642695,0.004211196731470903
A020_T4,A020,T4,When,145.78,-1.0293723614121224,0.0015590794369426469
A021_T1,A021,T1,When,1.0,-0.38758145735065375,0.0056773236585317575
A021_T2,A021,T2,When,30.21,-0.7485177683976226,0.009374586695450212
A021_T3,A021,T3,When,74.19,-0.8613815394759542,0.003994607162934192
A021_T4,A021,T4,When,140.39,-1.0257401888489606,0.005353559323987032
A022_T1,A022,T1,When,1.0,-0.38758145735065375,0.0056773236585317575
A022_T2,A022,T2,When,24.15,-0.7489189299184627,0.01701674645869122
A022_T3,A022,T3,When,74.46,-0.8624368701311077,0.003901710091954826
A022_T4,A022,T4,When,141.71,-1.0267397578791586,0.004400652073725511
A023_T1,A023,T1,When,1.0,-0.38758145735065375,0.0056773236585317575
A023_T2,A023,T2,When,25.63,-0.7490234621361858,0.014434055479041037
A023_T3,A023,T3,When,72.2,-0.8535895730176036,0.00502563917813094
A023_T4,A023,T4,When,145.07,-1.0289604166644788,0.002000233573201233
A024_T1,A024,T1,When,1.0,-0.38758145735065375,0.0056773236585317575
A024_T2,A024,T2,When,29.57,-0.7485645909098657,0.009633965726401138
A024_T3,A024,T3,When,91.47,-0.9253264873349462,0.01255181474214934
A024_T4,A024,T4,When,145.65,-1.029298387742366,0.0016345796987415329
A025_T1,A025,T1,When,1.0,-0.38758145735065375,0.0056773236585317575
A025_T2,A025,T2,When,23.33,-0.7486815197859964,0.018483590530909696
A025_T3,A025,T3,When,72.94,-0.8564891003318502,0.004582040610301765
A025_T4,A025,T4,When,137.74,-1.023506390808729,0.007212493297740633
A026_T1,A026,T1,When,1.0,-0.38758145735065375,0.0056773236585317575
A026_T2,A026,T2,When,26.48,-0.7489632682030418,0.013060470089519566
A026_T3,A026,T3,When,75.46,-0.8663392490250785,0.0036865382889961647
A026_T4,A026,T4,When,147.65,-1.0303657777916082,0.0011566744979705798
A027_T1,A027,T1,When,1.0,-0.38758145735065375,0.0056773236585317575
A027_T2,A027,T2,When,28.26,-0.7487247551089226,0.01069877395006035
A027_T3,A027,T3,When,74.58,-0.8629056983960517,0.003864904939878498
A027_T4,A027,T4,When,145.92,-1.0294513016520592,0.001481408430140144
A028_T1,A028,T1,When,1.0,-0.38758145735065375,0.0056773236585317575
A028_T2,A028,T2,When,22.82,-0.7484451440258963,0.019388457441452695
A028_T3,A028,T3,When,72.26,-0.8538247113239441,0.004987585748030019
A028_T4,A028,T4,When,138.91,-1.0245306571230668,0.006402409285716938
A029_T1,A029,T1,When,1.0,-0.38758145735065375,0.0056773236585317575
A029_T2,A029,T2,When,28.43,-0.7487008882146038,0.010523191598902863
A029_T3,A029,T3,When,93.26,-0.9312999942917307,0.013510938440857444
A029_T4,A029,T4,When,143.14,-1.0277406177062265,0.0033605348731121183
A030_T1,A030,T1,When,1.0,-0.38758145735065375,0.0056773236585317575
A030_T2,A030,T2,When,32.95,-0.7487331269994286,0.010095322808117634
A030_T3,A030,T3,When,71.93,-0.8525314153425497,0.005200871569701399
A030_T4,A030,T4,When,150.46,-1.0316193585844107,0.0029109679050304876
A031_T1,A031,T1,When,1.0,-0.38758145735065375,0.0056773236585317575
A031_T2,A031,T2,When,32.41,-0.7486259449826126,0.009759953702901551
A031_T3,A031,T3,When,71.56,-0.8510813570166764,0.005450683580632225
A031_T4,A031,T4,When,143.85,-1.0282065912020306,0.0028480552183371235
A032_T1,A032,T1,When,1.0,-0.38758145735065375,0.0056773236585317575
A032_T2,A032,T2,When,57.18,-0.797043625642975,0.016330775217848727
A032_T3,A032,T3,When,80.16,-0.8844652563291595,0.005234285606107507
A032_T4,A032,T4,When,144.51,-1.028621682423962,0.0023811963638878104
A033_T1,A033,T1,When,1.0,-0.38758145735065375,0.0056773236585317575
A033_T2,A033,T2,When,29.16,-0.7486073761979256,0.00989302083816648
A033_T3,A033,T3,When,72.6,-0.8551570516286406,0.0047785987771857535
A033_T4,A033,T4,When,168.33,-1.034143494775597,0.017753431379035643
A034_T1,A034,T1,When,1.0,-0.38758145735065375,0.0056773236585317575
A034_T2,A034,T2,When,26.08,-0.7489991348752039,0.013692569182811134
A034_T3,A034,T3,When,74.28,-0.8617333854838032,0.003962126293097182
A034_T4,A034,T4,When,145.38,-1.029142673958323,0.0017998197354373157
A035_T1,A035,T1,When,1.0,-0.38758145735065375,0.0056773236585317575
A035_T2,A035,T2,When,44.76,-0.7620622284468113,0.01875235157527428
A035_T3,A035,T3,When,79.98,-0.8837797860898877,0.005125364656761632
A035_T4,A035,T4,When,152.47,-1.0323494838592557,0.004515370852813787
A036_T1,A036,T1,When,1.0,-0.38758145735065375,0.0056773236585317575
A036_T2,A036,T2,When,21.63,-0.7475533300716318,0.021425561620878823
A036_T3,A036,T3,When,71.47,-0.850728660815368,0.005512981959954791
A036_T4,A036,T4,When,143.85,-1.0282065912020306,0.0028480552183371235
A037_T1,A037,T1,When,1.0,-0.38758145735065375,0.0056773236585317575
A037_T2,A037,T2,When,23.7,-0.7488084191959845,0.017822029375279113
A037_T3,A037,T3,When,72.08,-0.8531192858380517,0.005102732755883792
A037_T4,A037,T4,When,143.66,-1.0280838800956555,0.0029845009914118378
A038_T1,A038,T1,When,1.0,-0.38758145735065375,0.0056773236585317575
A038_T2,A038,T2,When,71.85,-0.8522178831901761,0.005253980781094884
A038_T3,A038,T3,When,72.86,-0.8561757109059833,0.004627085527310396
A038_T4,A038,T4,When,152.89,-1.0324853086806185,0.004859619201020689
A039_T1,A039,T1,When,1.0,-0.38758145735065375,0.0056773236585317575
A039_T2,A039,T2,When,28.65,-0.74867092393879,0.010311586384782077
A039_T3,A039,T3,When,98.84,-0.9488838993640896,0.015917518685248645
A039_T4,A039,T4,When,246.24,-1.0513211841080896,0.04425769272776515
A040_T1,A040,T1,When,1.0,-0.38758145735065375,0.0056773236585317575
A040_T2,A040,T2,When,26.26,-0.7489844314679039,0.013404648794535665
A040_T3,A040,T3,When,71.28,-0.8499841284933153,0.005646303185186377
A040_T4,A040,T4,When,143.53,-1.027999085927422,0.003078204016237153
A041_T1,A041,T1,When,1.0,-0.38758145735065375,0.0056773236585317575
A041_T2,A041,T2,When,31.78,-0.7485445181319555,0.009470059893120202
A041_T3,A041,T3,When,75.74,-0.8674298462538088,0.00366550443815086
A041_T4,A041,T4,When,141.84,-1.0268342356837872,0.0043062078379117515
A042_T1,A042,T1,When,1.0,-0.38758145735065375,0.0056773236585317575
A042_T2,A042,T2,When,28.93,-0.748634833676301,0.010068961246883584
A042_T3,A042,T3,When,72.17,-0.8534720023932245,0.005044790683082063
A042_T4,A042,T4,When,146.02,-1.0295072293213177,0.0014285956814140256
A043_T1,A043,T1,When,1.0,-0.38758145735065375,0.0056773236585317575
A043_T2,A043,T2,When,25.62,-0.7490237738420809,0.01445084679745614
A043_T3,A043,T3,When,64.94,-0.8253649475962722,0.010700559910751431
A043_T4,A043,T4,When,149.33,-1.0311487823287386,0.0020728690892095297
A044_T1,A044,T1,When,1.0,-0.38758145735065375,0.0056773236585317575
A044_T2,A044,T2,When,47.66,-0.7686071044594819,0.01924539622753385
A044_T3,A044,T3,When,91.63,-0.9258666756498578,0.012640967883784106
A044_T4,A044,T4,When,155.27,-1.0331505948513557,0.006840116080762925
A045_T1,A045,T1,When,1.0,-0.38758145735065375,0.0056773236585317575
A045_T2,A045,T2,When,24.66,-0.7489942943091167,0.016110099593944858
A045_T3,A045,T3,When,72.23,-0.8537071426945646,0.005006570540333547
A045_T4,A045,T4,When,151.52,-1.0320211253026812,0.0037461166346251266
A046_T1,A046,T1,When,1.0,-0.38758145735065375,0.0056773236585317575
A046_T2,A046,T2,When,24.32,-0.7489495029042921,0.016713435142579086
A046_T3,A046,T3,When,73.05,-0.8569199711792288,0.004521381744938933
A046_T4,A046,T4,When,147.94,-1.0305082105627654,0.00125565219996644
A047_T1,A047,T1,When,1.0,-0.38758145735065375,0.0056773236585317575
A047_T2,A047,T2,When,23.46,-0.7487300984038959,0.018251432327737366
A047_T3,A047,T3,When,76.85,-0.8717424203641939,0.0037545602874985724
A047_T4,A047,T4,When,144.22,-1.0284414214775222,0.0025846547006018994
A048_T1,A048,T1,When,1.0,-0.38758145735065375,0.0056773236585317575
A048_T2,A048,T2,When,23.91,-0.7488655945410186,0.017446017075934565
A048_T3,A048,T3,When,81.15,-0.8882199844497058,0.00586174331174004
A048_T4,A048,T4,When,146.3,-1.0296618033785416,0.0012951807829169732
A049_T1,A049,T1,When,1.0,-0.38758145735065375,0.0056773236585317575
A049_T2,A049,T2,When,27.12,-0.7488865209036666,0.012115482089319798
A049_T3,A049,T3,When,111.38,-0.9821472249052537,0.017797981641507102
A049_T4,A049,T4,When,168.86,-1.0341071438736853,0.01817853325027281
A050_T1,A050,T1,When,1.0,-0.38758145735065375,0.0056773236585317575
A050_T2,A050,T2,When,24.73,-0.7490010039577626,0.015986610685389032
A050_T3,A050,T3,When,93.39,-0.9317277619507608,0.013577241483654958
A050_T4,A050,T4,When,148.69,-1.0308624272917002,0.0016484933149984254
A051_T1,A051,T1,When,1.0,-0.38758145735065375,0.0056773236585317575
A051_T2,A051,T2,When,17.16,-0.736884195466615,0.02658404529591812
A051_T3,A051,T3,When,65.63,-0.8280067231809919,0.010136613999914583
A051_T4,A051,T4,When,146.99,-1.0300300938832256,0.0010992768415696856
A052_T1,A052,T1,When,1.0,-0.38758145735065375,0.0056773236585317575
A052_T2,A052,T2,When,31.76,-0.7485426603403998,0.009462916635612507
A052_T3,A052,T3,When,80.98,-0.8875771395302124,0.00575115968613661
A052_T4,A052,T4,When,153.27,-1.032603342318256,0.005172788733197245
A053_T1,A053,T1,When,1.0,-0.38758145735065375,0.0056773236585317575
A053_T2,A053,T2,When,32.71,-0.7486810575494203,0.009937555039294362
A053_T3,A053,T3,When,78.28,-0.8772674792925239,0.0042243476094321174
A053_T4,A053,T4,When,148.9,-1.030957989617765,0.00178150254062844
A054_T1,A054,T1,When,1.0,-0.38758145735065375,0.0056773236585317575
A054_T2,A054,T2,When,16.9,-0.7357261908401792,0.026694798770223023
A054_T3,A054,T3,When,72.83,-0.8560581840517999,0.004644173820207855
A054_T4,A054,T4,When,136.83,-1.022667295773785,0.00782921168264936
A055_T1,A055,T1,When,1.0,-0.38758145735065375,0.0056773236585317575
A055_T2,A055,T2,When,23.24,-0.748645229103781,0.018644042303764406
A055_T3,A055,T3,When,74.48,-0.8625150173716555,0.003895380067045686
A055_T4,A055,T4,When,149.21,-1.0310961949631943,0.00198940876003297
A056_T1,A056,T1,When,1.0,-0.38758145735065375,0.0056773236585317575
A056_T2,A056,T2,When,33.61,-0.7489145313912047,0.010588830829083802
A056_T3,A056,T3,When,71.46,-0.8506894731462773,0.005519938720654753
A056_T4,A056,T4,When,147.84,-1.030459442729011,0.0012172430277407485
A057_T1,A057,T1,When,1.0,-0.38758145735065375,0.0056773236585317575
A057_T2,A057,T2,When,24.78,-0.749005302863273,0.015898587151571067
A057_T3,A057,T3,When,73.83,-0.8599735220819107,0.004138880934845312
A057_T4,A057,T4,When,145.06,-1.0289544752827768,0.002006849193656724
A058_T1,A058,T1,When,1.0,-0.38758145735065375,0.0056773236585317575
A058_T2,A058,T2,When,22.96,-0.7485176739970454,0.019141265051023523
A058_T3,A058,T3,When,66.28,-0.8305070514852775,0.009602619756206986
A058_T4,A058,T4,When,143.48,-1.027966291897278,0.0031143068783815965
A059_T1,A059,T1,When,1.0,-0.38758145735065375,0.0056773236585317575
A059_T2,A059,T2,When,30.4,-0.748509438970288,0.009332026718632003
A059_T3,A059,T3,When,79.78,-0.8830171888181264,0.005006689133129244
A059_T4,A059,T4,When,151.93,-1.032166465795752,0.004076272565387351
A060_T1,A060,T1,When,1.0,-0.38758145735065375,0.0056773236585317575
A060_T2,A060,T2,When,24.87,-0.7490120336301966,0.015740558639373278
A060_T3,A060,T3,When,94.68,-0.9359269431967099,0.014209616601059431
A060_T4,A060,T4,When,143.91,-1.0282450421833444,0.002805113343595088
A061_T1,A061,T1,When,1.0,-0.38758145735065375,0.0056773236585317575
A061_T2,A061,T2,When,35.16,-0.7495771541830363,0.011965397686585373
A061_T3,A061,T3,When,82.55,-0.8934818284248841,0.006800063266162194
A061_T4,A061,T4,When,146.56,-1.0298026794679624,0.0011954322520168696
A062_T1,A062,T1,When,1.0,-0.38758145735065375,0.0056773236585317575
A062_T2,A062,T2,When,44.69,-0.7619189896962646,0.01873100410325451
A062_T3,A062,T3,When,92.72,-0.929514237868881,0.013230585932666013
A062_T4,A062,T4,When,149.18,-1.0310829688202925,0.0019687800703692276
A063_T1,A063,T1,When,1.0,-0.38758145735065375,0.0056773236585317575
A063_T2,A063,T2,When,21.98,-0.7478714851018576,0.02084122034554647
A063_T3,A063,T3,When,69.99,-0.8449328303863463,0.0066038495080344055
A063_T4,A063,T4,When,141.09,-1.0262794358270362,0.0048498215058699525
A064_T1,A064,T1,When,1.0,-0.38758145735065375,0.0056773236585317575
A064_T2,A064,T2,When,37.65,-0.7514009240006115,0.014312785457780844
A064_T3,A064,T3,When,82.99,-0.8951230699290891,0.007101096843352569
A064_T4,A064,T4,When,156.21,-1.0333662719431114,0.007631158833311138
A065_T1,A065,T1,When,1.0,-0.38758145735065375,0.0056773236585317575
A065_T2,A065,T2,When,32.31,-0.7486099731132574,0.009706048670696304
A065_T3,A065,T3,When,106.41,-0.9700350227001554,0.017648079585742958
A065_T4,A065,T4,When,187.43,-1.0308993124572878,0.03066395958235611
A066_T1,A066,T1,When,1.0,-0.38758145735065375,0.0056773236585317575
A066_T2,A066,T2,When,23.35,-0.748689285513759,0.018447901742368586
A066_T3,A066,T3,When,73.79,-0.8598170176288362,0.004156265478922252
A066_T4,A066,T4,When,164.93,-1.034255203276578,0.014974609267254206
A067_T1,A067,T1,When,1.0,-0.38758145735065375,0.0056773236585317575
A067_T2,A067,T2,When,29.91,-0.7485363312130685,0.009473891631697522
A067_T3,A067,T3,When,73.19,-0.8574682790224603,0.004446405940542866
A067_T4,A067,T4,When,144.19,-1.0284225839008945,0.0026058716778090112
A068_T1,A068,T1,When,1.0,-0.38758145735065375,0.0056773236585317575
A068_T2,A068,T2,When,30.49,-0.748506481954423,0.009317329823347485
A068_T3,A068,T3,When,82.98,-0.8950858382414953,0.007094238778653296
A068_T4,A068,T4,When,155.59,-1.0332269269742742,0.007109022759971871
A069_T1,A069,T1,When,1.0,-0.38758145735065375,0.0056773236585317575
A069_T2,A069,T2,When,24.96,-0.7490175103913965,0.015583104648400927
A069_T3,A069,T3,When,79.75,-0.8829027129542408,0.004989115927019998
A069_T4,A069,T4,When,140.22,-1.02560607311989,0.0054752327317360286
A070_T1,A070,T1,When,1.0,-0.38758145735065375,0.0056773236585317575
A070_T2,A070,T2,When,24.25,-0.748937608487689,0.016838226609675763
A070_T3,A070,T3,When,81.92,-0.8911212784655386,0.006372968753187401
A070_T4,A070,T4,When,149.2,-1.0310917897772733,0.0019825215816547145
A071_T1,A071,T1,When,1.0,-0.38758145735065375,0.0056773236585317575
A071_T2,A071,T2,When,30.92,-0.7485017532178896,0.009294668536978431
A071_T3,A071,T3,When,79.96,-0.8837035717012444,0.005113382158018686
A071_T4,A071,T4,When,153.27,-1.032603342318256,0.005172788733197245
A072_T1,A072,T1,When,1.0,-0.38758145735065375,0.0056773236585317575
A072_T2,A072,T2,When,33.76,-0.7489638457233687,0.010711112181948522
A072_T3,A072,T3,When,83.54,-0.8971657409135294,0.00747896251401476
A072_T4,A072,T4,When,154.89,-1.0330559941508817,0.006521403865380255
A073_T1,A073,T1,When,1.0,-0.38758145735065375,0.0056773236585317575
A073_T2,A073,T2,When,66.66,-0.831973507947049,0.009289904533952781
A073_T3,A073,T3,When,66.9,-0.8329013411273584,0.00909240811401398
A073_T4,A073,T4,When,140.12,-1.025526601880189,0.005546672341507564
A074_T1,A074,T1,When,1.0,-0.38758145735065375,0.0056773236585317575
A074_T2,A074,T2,When,29.33,-0.7485885952142372,0.00977698701614402
A074_T3,A074,T3,When,73.02,-0.8568024657267603,0.004537775481910925
A074_T4,A074,T4,When,147.21,-1.0301437784361105,0.0010900187476281422
A075_T1,A075,T1,When,1.0,-0.38758145735065375,0.0056773236585317575
A075_T2,A075,T2,When,28.68,-0.748666936905209,0.010284137841863565
A075_T3,A075,T3,When,71.37,-0.8503367923933005,0.005582854006801297
A075_T4,A075,T4,When,244.53,-1.0489840993280675,0.041530639591091364
A076_T1,A076,T1,When,1.0,-0.38758145735065375,0.0056773236585317575
A076_T2,A076,T2,When,27.3,-0.7488620823110048,0.011866993236749529
A076_T3,A076,T3,When,74.88,-0.8640771616324135,0.0037855745462854373
A076_T4,A076,T4,When,149.28,-1.0311269325531354,0.0020379159019022564
A077_T1,A077,T1,When,1.0,-0.38758145735065375,0.0056773236585317575
A077_T2,A077,T2,When,53.88,-0.7861707544410184,0.018003973534620105
A077_T3,A077,T3,When,78.36,-0.8775753945565453,0.004259992618552036
A077_T4,A077,T4,When,149.75,-1.0313288606208963,0.00237501552314988
A078_T1,A078,T1,When,1.0,-0.38758145735065375,0.0056773236585317575
A078_T2,A078,T2,When,26.17,-0.7489920988768832,0.013547931926655965
A078_T3,A078,T3,When,72.3,-0.8539814676941909,0.004962404826050595
A078_T4,A078,T4,When,140.08,-1.0254946929304005,0.00557521988844968
A079_T1,A079,T1,When,1.0,-0.38758145735065375,0.0056773236585317575
A079_T2,A079,T2,When,26.11,-0.7489968620864211,0.013644209908511836
A079_T3,A079,T3,When,74.0,-0.8606385403122467,0.004067962935631607
A079_T4,A079,T4,When,194.42,-1.0294685679095825,0.033607807478000074
A080_T1,A080,T1,When,1.0,-0.38758145735065375,0.0056773236585317575
A080_T2,A080,T2,When,29.03,-0.7486226265734575,0.009989823887957055
A080_T3,A080,T3,When,72.87,-0.8562148858355262,0.0046214130384262045
A080_T4,A080,T4,When,145.77,-1.0293666941307775,0.0015647784383920854
A081_T1,A081,T1,When,1.0,-0.38758145735065375,0.0056773236585317575
A081_T2,A081,T2,When,31.39,-0.7485159251255439,0.009356084680632527
A081_T3,A081,T3,When,80.13,-0.8843510690237419,0.0052160011504061455
A081_T4,A081,T4,When,154.53,-1.0329623663564784,0.006220169993493859
A082_T1,A082,T1,When,1.0,-0.38758145735065375,0.0056773236585317575
A082_T2,A082,T2,When,27.97,-0.7487663561267143,0.01102132857574513
A082_T3,A082,T3,When,75.71,-0.8673130448893308,0.0036669097032971444
A082_T4,A082,T4,When,170.25,-1.0339898366732518,0.019281153998313743
A083_T1,A083,T1,When,1.0,-0.38758145735065375,0.0056773236585317575
A083_T2,A083,T2,When,25.15,-0.7490251675012606,0.015252815088402257
A083_T3,A083,T3,When,74.3,-0.8618115642970468,0.003955111391247554
A083_T4,A083,T4,When,144.91,-1.028864887083298,0.0021070249493429912
A084_T1,A084,T1,When,1.0,-0.38758145735065375,0.0056773236585317575
A084_T2,A084,T2,When,27.25,-0.7488689584424275,0.011935183144154437
A084_T3,A084,T3,When,91.97,-0.927010550637729,0.012828230151580565
A084_T4,A084,T4,When,162.51,-1.034192257855388,0.012954656206836045
A085_T1,A085,T1,When,1.0,-0.38758145735065375,0.0056773236585317575
A085_T2,A085,T2,When,24.51,-0.7489771003012035,0.016375624403764905
A085_T3,A085,T3,When,71.4,-0.8504543509099446,0.005561821940098416
A085_T4,A085,T4,When,170.65,-1.0339504531210186,0.01959494073401713
A086_T1,A086,T1,When,1.0,-0.38758145735065375,0.0056773236585317575
A086_T2,A086,T2,When,23.47,-0.7487336516725964,0.01823355800908951
A086_T3,A086,T3,When,145.29,-1.0290901442283087,0.0018569869766132717
A086_T4,A086,T4,When,169.55,-1.0340527934338508,0.018728177007709748
A087_T1,A087,T1,When,1.0,-0.38758145735065375,0.0056773236585317575
A087_T2,A087,T2,When,31.07,-0.748503981434068,0.009304789010581162
A087_T3,A087,T3,When,72.8,-0.8559406541748352,0.004661367445627672
A087_T4,A087,T4,When,144.2,-1.0284288670580468,0.00259879622468754
A088_T1,A088,T1,When,1.0,-0.38758145735065375,0.0056773236585317575
A088_T2,A088,T2,When,24.25,-0.748937608487689,0.016838226609675763
A088_T3,A088,T3,When,74.91,-0.8641942577619508,0.003778666692602762
A088_T4,A088,T4,When,149.93,-1.0314041546218042,0.002508373441954005
