item_name,Difficulty,Overall_Discrimination,Discrim_What,Discrim_Where,Discrim_When
TC_ICR-D-i1,0.5767296552658081,3.1696632,0.0,3.1696632,0.0
TC_ICR-D-i2,0.2921053469181061,5.4768705,0.0,5.4768705,0.0
TC_ICR-D-i3,0.5325109958648682,3.0363822,0.0,3.0363822,0.0
TC_ICR-D-i4,0.32038795948028564,4.775506,0.0,4.775506,0.0
TC_ICR-D-i5,0.4245835542678833,4.2115116,0.0,4.2115116,0.0
TC_ICR-D-i6,0.40961071848869324,3.976753,0.0,3.976753,0.0
TC_ICR-N-i1,0.11426711082458496,4.5436583,4.5436583,0.0,0.0
TC_ICR-N-i2,0.06560665369033813,5.1485295,5.1485295,0.0,0.0
TC_ICR-N-i3,0.02719946950674057,4.9331465,4.9331465,0.0,0.0
TC_ICR-N-i4,0.006865803152322769,5.3738976,5.3738976,0.0,0.0
TC_ICR-N-i5,0.05701405927538872,5.63495,5.63495,0.0,0.0
TC_ICR-N-i6,0.10002836585044861,4.4426293,4.4426293,0.0,0.0
TC_ICR-O-i1,0.7253116369247437,3.8919048,0.0,0.0,3.8919048
TC_ICR-O-i2,0.7053635120391846,3.8004377,0.0,0.0,3.8004377
TC_ICR-O-i3,0.45791536569595337,4.7200265,0.0,0.0,4.7200265
TC_ICR-O-i4,1.043595552444458,2.2711587,0.0,0.0,2.2711587
TC_ICR-O-i5,0.8232274651527405,3.1416438,0.0,0.0,3.1416438
TC_ICR-O-i6,0.6575949192047119,4.4376154,0.0,0.0,4.4376154
TC_ICR-U-i1,0.20607797801494598,4.6758485,0.0,4.6758485,0.0
TC_ICR-U-i2,0.2336689829826355,4.1319766,0.0,4.1319766,0.0
TC_ICR-U-i3,0.18553555011749268,4.558555,0.0,4.558555,0.0
TC_ICR-U-i4,0.21651697158813477,4.327548,0.0,4.327548,0.0
TC_ICR-U-i5,0.1779412031173706,5.2741103,0.0,5.2741103,0.0
TC_ICR-U-i6,0.37209218740463257,3.4260044,0.0,3.4260044,0.0
TC_IFR-D-i1,0.7626426815986633,2.4813075,0.0,2.4813075,0.0
TC_IFR-D-i2,0.4133341908454895,3.9975777,0.0,3.9975777,0.0
TC_IFR-D-i3,0.4032474458217621,4.007,0.0,4.007,0.0
TC_IFR-D-i4,0.46601536870002747,3.7861993,0.0,3.7861993,0.0
TC_IFR-D-i5,0.4559808075428009,4.099705,0.0,4.099705,0.0
TC_IFR-D-i6,0.48155659437179565,4.229715,0.0,4.229715,0.0
TC_IFR-N-i1,0.36686617136001587,3.2817545,3.2817545,0.0,0.0
TC_IFR-N-i2,0.3563309907913208,3.5863245,3.5863245,0.0,0.0
TC_IFR-N-i3,0.44321829080581665,2.7290134,2.7290134,0.0,0.0
TC_IFR-N-i4,0.5308910608291626,2.4567425,2.4567425,0.0,0.0
TC_IFR-N-i5,0.4531424045562744,3.2648706,3.2648706,0.0,0.0
TC_IFR-N-i6,0.37718549370765686,3.542693,3.542693,0.0,0.0
TC_IFR-O-i1,0.8581961989402771,2.7659435,0.0,0.0,2.7659435
TC_IFR-O-i2,1.053385615348816,2.7215943,0.0,0.0,2.7215943
TC_IFR-O-i3,0.38548120856285095,5.8341475,0.0,0.0,5.8341475
TC_IFR-O-i4,1.1498271226882935,2.60963,0.0,0.0,2.60963
TC_IFR-O-i5,0.8872542977333069,3.5623534,0.0,0.0,3.5623534
TC_IFR-O-i6,0.8586235642433167,3.6032784,0.0,0.0,3.6032784
TC_IFR-U-i1,0.2548518180847168,3.5917108,0.0,3.5917108,0.0
TC_IFR-U-i2,0.34683164954185486,3.6496413,0.0,3.6496413,0.0
TC_IFR-U-i3,0.25553005933761597,4.028324,0.0,4.028324,0.0
TC_IFR-U-i4,0.3374069035053253,4.3547225,0.0,4.3547225,0.0
TC_IFR-U-i5,0.2781603932380676,5.0176907,0.0,5.0176907,0.0
TC_IFR-U-i6,0.5306512713432312,3.8797069,0.0,3.8797069,0.0
TC_IRE-D-i1,0.5980963706970215,2.9640458,0.0,2.9640458,0.0
TC_IRE-D-i2,0.3907400965690613,4.525501,0.0,4.525501,0.0
TC_IRE-D-i3,0.6786121726036072,2.5112917,0.0,2.5112917,0.0
TC_IRE-D-i4,0.3375352919101715,4.471774,0.0,4.471774,0.0
TC_IRE-D-i5,0.4777471423149109,3.7132008,0.0,3.7132008,0.0
TC_IRE-D-i6,0.39196154475212097,4.0437016,0.0,4.0437016,0.0
TC_IRE-N-i1,0.09305311739444733,3.3380501,3.3380501,0.0,0.0
TC_IRE-N-i2,0.037025511264801025,3.7163477,3.7163477,0.0,0.0
TC_IRE-N-i3,0.3405131697654724,2.469637,2.469637,0.0,0.0
TC_IRE-N-i4,0.0677047148346901,3.6464071,3.6464071,0.0,0.0
TC_IRE-N-i5,0.23000788688659668,2.7916727,2.7916727,0.0,0.0
TC_IRE-N-i6,0.20535804331302643,2.9106975,2.9106975,0.0,0.0
TC_IRE-O-i1,1.166849970817566,2.444282,0.0,0.0,2.444282
TC_IRE-O-i2,0.7824234962463379,3.6461377,0.0,0.0,3.6461377
TC_IRE-O-i3,0.5189051628112793,4.14468,0.0,0.0,4.14468
TC_IRE-O-i4,1.1630182266235352,2.031546,0.0,0.0,2.031546
TC_IRE-O-i5,1.021459698677063,2.5880241,0.0,0.0,2.5880241
TC_IRE-O-i6,0.6846647262573242,4.4822874,0.0,0.0,4.4822874
TC_IRE-U-i1,0.19811688363552094,4.4618826,0.0,4.4618826,0.0
TC_IRE-U-i2,0.2964552640914917,3.3110943,0.0,3.3110943,0.0
TC_IRE-U-i3,0.2909051179885864,3.360278,0.0,3.360278,0.0
TC_IRE-U-i4,0.4284139573574066,2.7817464,0.0,2.7817464,0.0
TC_IRE-U-i5,0.19916123151779175,4.5947485,0.0,4.5947485,0.0
TC_IRE-U-i6,0.4457634687423706,2.8350282,0.0,2.8350282,0.0
