term,coef,se,z,p_value
Intercept,0.8592369838384815,0.09179915815217828,9.35996583339139,7.976248086744898e-21
C(domain)[T.When],-0.08455357685958557,0.08439886780623676,-1.0018330702457288,0.3164242222486413
C(domain)[T.Where],0.044090263797261095,0.08439886780623676,0.5224034983322725,0.6013894207728384
log_TSVR,-0.2454865276661741,0.015933203162451462,-15.407230119596608,1.4635171902944066e-53
C(domain)[T.When]:log_TSVR,0.013795204332928896,0.02252469717185268,0.6124479378203435,0.5402414334068723
C(domain)[T.Where]:log_TSVR,-0.014909359054347265,0.022524697171852678,-0.6619116315125562,0.5080278569256433
