model_name,AIC,BIC,log_likelihood,n_params,converged,delta_AIC,akaike_weight,cumulative_weight,renorm_weight
Ultimate,299.937146486458,376.2882990230994,-134.968573243229,14.0,True,0.0,0.5563119181294955,0.5563119181294955,0.6046767854206558
Quad+Log+SquareRoot,301.1326980946433,367.30369695973246,-137.56634904732164,12.0,True,1.1955516081852693,0.3059902799823035,0.8623021981117991,0.33259258491491905
CubeRoot,305.8549137279533,356.7556820857142,-142.92745686397666,9.0,True,5.917767241495312,0.0288596815802398,0.891161879692039,0.031368696081289074
Root_033,305.85534493664454,356.75611329440545,-142.92767246832227,9.0,True,5.918198450186537,0.0288534599782044,0.9200153396702434,0.031361933583135916
