composite_ID,theta_What,theta_Where,theta_When
A010_T1,1.1463219,0.9288281,0.746981
A010_T2,0.32221088,0.040600594,0.12701455
A010_T3,0.30102357,-0.34927982,-1.071144
A010_T4,0.011780944,-0.31690806,-0.57175004
A011_T1,1.376981,1.5882405,2.192896
A011_T2,0.34722888,0.6867629,0.960121
A011_T3,0.09652457,0.41284397,0.44103405
A011_T4,-0.29589805,-0.046361532,-0.21878058
A012_T1,0.373608,1.2177941,0.8838033
A012_T2,0.42123547,0.24094498,0.12025281
A012_T3,-0.0016279522,0.2975688,0.5109849
A012_T4,-0.0948346,0.30684352,0.20363536
A013_T1,0.11415642,0.11605854,0.21568216
A013_T2,-0.9585546,-0.6478913,0.2522653
A013_T3,-0.2941471,-0.15081358,0.51562315
A013_T4,-0.6965256,-0.80760336,-0.09041649
A014_T1,1.0810919,1.4830444,1.5433213
A014_T2,0.7406925,1.172708,1.3577079
A014_T3,0.8386822,0.9825766,1.2451239
A014_T4,0.10112816,0.4360437,0.93738997
A015_T1,2.1540196,1.708175,-0.28747022
A015_T2,0.9005664,0.69698596,-0.8646826
A015_T3,0.71268374,0.27273956,-0.5286478
A015_T4,0.79312706,0.45479047,-0.3050117
A016_T1,0.5211328,0.6527846,0.5581961
A016_T2,0.08811517,0.3487193,-0.12764877
A016_T3,-0.09152017,0.07949854,-0.54870087
A016_T4,-0.7240232,-0.31229386,-0.46644828
A017_T1,0.7381741,1.1308974,1.311201
A017_T2,1.845067,2.1773524,1.8326216
A017_T3,3.2960305,2.4438043,-0.084885255
A017_T4,1.9107949,1.3555256,-0.26784936
A018_T1,0.7290337,0.65416497,-0.7641084
A018_T2,-0.5339097,-0.5527362,-0.5122575
A018_T3,-0.8507129,-1.0460896,-0.6260431
A018_T4,-0.86061186,-1.5171093,-1.6701404
A019_T1,-0.69163615,-0.23071977,0.75020754
A019_T2,-0.93936217,-0.49473998,0.808948
A019_T3,-0.80626816,-0.26105392,1.0767756
A019_T4,-1.302009,-0.5094252,0.8303301
A020_T1,0.5444186,0.45497426,0.08030265
A020_T2,0.20373505,0.2882881,-0.7077252
A020_T3,-0.43987885,-0.66148406,-0.9009998
A020_T4,-0.78311396,-1.0694703,-1.4650317
A021_T1,0.99502367,1.264175,1.1404058
A021_T2,0.5922705,0.6314149,1.2907809
A021_T3,0.866829,0.58315873,0.5933228
A021_T4,1.2302567,0.49177468,0.15531135
A022_T1,-0.7737304,-1.1552428,-1.1176808
A022_T2,-1.4234872,-1.6077428,-1.4551052
A022_T3,-1.2759118,-1.3556738,-1.3060577
A022_T4,-2.165726,-2.0427144,-1.7575467
A023_T1,0.61284834,0.83280426,0.9071912
A023_T2,0.5246215,0.7395889,0.66436934
A023_T3,0.5320596,0.48332348,0.833288
A023_T4,0.7061012,0.6673192,0.5155716
A024_T1,0.20657125,0.48876464,0.565239
A024_T2,0.14897922,0.13587746,0.29870218
A024_T3,0.28140503,0.2972698,0.18742761
A024_T4,0.046748556,-0.06969874,-0.21063422
A025_T1,0.55235773,0.8036692,0.79489577
A025_T2,0.2220922,0.5643948,-0.069648005
A025_T3,-0.8012398,-0.08502412,-0.32917732
A025_T4,-2.0075474,-1.8628064,-1.6076064
A026_T1,0.3131216,0.5853654,0.37419423
A026_T2,0.4360759,0.11844324,-0.43022293
A026_T3,0.60247606,0.595863,-0.36088562
A026_T4,0.3946229,0.7022683,-0.11967808
A027_T1,1.1961414,1.2823101,0.21045637
A027_T2,0.5771999,0.79804265,-0.2975236
A027_T3,-0.40855676,-0.15855584,-0.5726829
A027_T4,-0.9528714,-0.9340213,-1.0127698
A028_T1,1.5334983,1.107668,0.8696907
A028_T2,0.68895495,0.49491823,0.35200232
A028_T3,-0.009131997,-0.39738804,-0.4547296
A028_T4,0.13412055,-0.4127174,-0.15949179
A029_T1,1.6522717,1.8096195,1.0794756
A029_T2,0.7098143,1.0604084,1.0870672
A029_T3,0.2358619,0.53189176,0.774945
A029_T4,0.85234916,0.82373655,0.6917364
A030_T1,0.085461795,0.17665954,0.47921792
A030_T2,0.40490332,0.6819054,0.5735616
A030_T3,-0.14618778,-0.07673123,-0.33966735
A030_T4,-0.29482478,0.121594384,-0.08354487
A031_T1,1.8979167,2.2562568,1.4999939
A031_T2,0.7765571,0.38408118,-0.0359763
A031_T3,-0.14105523,-0.34376162,0.026091294
A031_T4,-0.7614263,-0.81861424,-0.55101347
A032_T1,0.11457556,0.47289863,-0.016494643
A032_T2,-0.08138587,-0.48793846,-1.1151528
A032_T3,-0.06995934,-0.38165158,-0.34084868
A032_T4,0.065724365,0.25755855,0.38875657
A033_T1,1.0863577,0.6362773,0.4516585
A033_T2,0.66360396,0.39971325,0.17005152
A033_T3,0.69272226,0.33185533,0.24641962
A033_T4,-0.3240567,-0.84113,-0.6006278
A034_T1,1.6204983,2.0169735,1.8134989
A034_T2,1.1244634,1.5479094,1.8939562
A034_T3,0.9090509,1.1387746,1.3883541
A034_T4,0.076522484,0.67338705,1.0466846
A035_T1,0.42759883,0.83112806,0.91861826
A035_T2,0.64714986,0.6910209,0.6489374
A035_T3,-0.15405636,-0.0042634485,0.36816165
A035_T4,-0.48516214,-0.42682317,0.22152644
A036_T1,-0.6824424,-0.86634445,-0.7155813
A036_T2,-1.5832665,-1.473067,-0.7512339
A036_T3,-1.249144,-1.3745413,-1.8894104
A036_T4,-1.4552075,-1.7059844,-1.2810887
A037_T1,0.6635308,0.996946,0.9043829
A037_T2,0.564254,0.46129426,-0.15050232
A037_T3,-0.1882772,-0.6923861,-0.68839055
A037_T4,-0.32479942,-1.1182257,-1.2794098
A038_T1,1.1242604,0.897137,1.5668707
A038_T2,0.6975934,0.7511356,1.3477008
A038_T3,1.0244766,0.7436621,1.3348545
A038_T4,0.24296282,0.40657783,1.0910708
A039_T1,2.0499275,2.3086188,1.6835419
A039_T2,1.5163009,1.7787917,1.337376
A039_T3,0.75588095,0.81681097,0.849374
A039_T4,0.26762128,0.39678124,0.59859926
A040_T1,-0.24652265,0.02495736,0.85553473
A040_T2,-0.050713185,-0.07762806,0.26625353
A040_T3,-1.3551476,-1.5567734,-0.9757216
A040_T4,-2.004984,-2.2713451,-2.1262126
A041_T1,1.5270418,1.4643441,0.21854314
A041_T2,0.6871945,-0.70758325,-0.8672898
A041_T3,1.2520963,0.40604168,-0.11742157
A041_T4,0.56779975,0.08942254,-0.24968332
A042_T1,-0.25390476,-0.45949584,0.23581749
A042_T2,-0.41440427,-0.91426474,-0.6158205
A042_T3,-0.2266502,-0.7528247,-0.7805666
A042_T4,-1.0393169,-1.0211289,-1.0303493
A043_T1,1.3569416,2.0668824,2.0808363
A043_T2,1.7812092,1.9633124,1.6804221
A043_T3,1.1721907,1.2817588,1.3823439
A043_T4,0.5615992,0.73117566,0.8954872
A044_T1,-0.54618317,-0.45388943,-0.3125529
A044_T2,-0.8012456,-0.6863114,-0.7747342
A044_T3,-0.99561095,-1.3856796,-0.9797901
A044_T4,-1.6507362,-1.6658946,-0.86185545
A045_T1,0.12917024,-0.24685067,-0.26282775
A045_T2,-0.11154087,-0.31976682,-0.29168513
A045_T3,0.003675977,0.03959878,-0.4361565
A045_T4,-0.974309,-0.92881745,-1.1885765
A046_T1,0.18685566,0.5245083,1.3558364
A046_T2,-0.53404844,-0.1958924,0.5573252
A046_T3,-0.8568679,-0.19283004,0.49397555
