UID,n_ratings,n_unique_values,uses_full_scale,uses_extremes_only,rating_mean,rating_sd,pct_0,pct_0.25,pct_0.5,pct_0.75,pct_1.0
A010,288,4,False,False,0.640625,0.32371373402625697,0.0,31.25,21.52777777777778,6.944444444444445,40.27777777777778
A011,288,4,False,False,0.7473958333333334,0.2935093392123343,0.0,17.708333333333336,16.319444444444446,15.277777777777779,50.69444444444444
A012,288,4,False,False,0.7092013888888888,0.2951171867020962,0.0,18.40277777777778,23.958333333333336,13.194444444444445,44.44444444444444
A013,288,4,False,False,0.6102430555555556,0.32038541777677226,0.0,36.45833333333333,16.319444444444446,13.88888888888889,33.33333333333333
A014,288,4,False,False,0.8055555555555556,0.25675668815744657,0.0,10.069444444444445,13.88888888888889,19.791666666666664,56.25
A015,288,4,False,False,0.6701388888888888,0.34879850541042057,0.0,38.19444444444444,3.8194444444444446,9.722222222222223,48.26388888888889
A016,288,4,False,False,0.6866319444444444,0.3098836754540094,0.0,24.305555555555554,19.791666666666664,12.847222222222221,43.05555555555556
A017,288,4,False,False,0.7638888888888888,0.3458305443885759,0.0,30.90277777777778,0.3472222222222222,1.0416666666666665,67.70833333333334
A018,288,4,False,False,0.5434027777777778,0.34839645200555897,0.0,55.90277777777778,4.861111111111112,5.208333333333334,34.02777777777778
A019,288,4,False,False,0.6484375,0.18834805321347378,0.0,4.513888888888888,43.40277777777778,40.27777777777778,11.805555555555555
A020,288,4,False,False,0.5815972222222222,0.3382833772528844,0.0,45.83333333333333,10.416666666666668,9.027777777777777,34.72222222222222
A021,288,4,False,False,0.7378472222222222,0.2807941693622563,0.0,13.194444444444445,26.041666666666668,13.194444444444445,47.56944444444444
A022,288,4,False,False,0.4947916666666667,0.32870319428103456,0.0,61.458333333333336,5.208333333333334,7.291666666666667,26.041666666666668
A023,288,4,False,False,0.734375,0.29050176598717375,0.0,19.444444444444446,12.5,22.916666666666664,45.13888888888889
A024,288,4,False,False,0.6388888888888888,0.3044487530108746,0.0,25.34722222222222,30.208333333333332,7.986111111111111,36.45833333333333
A025,288,4,False,False,0.6041666666666666,0.32609324671871937,0.0,38.88888888888889,14.583333333333334,12.5,34.02777777777778
A026,288,4,False,False,0.6892361111111112,0.32840963551026886,0.0,30.208333333333332,10.76388888888889,12.152777777777777,46.875
A027,288,4,False,False,0.6397569444444444,0.32775161552546533,0.0,34.72222222222222,13.541666666666666,12.847222222222221,38.88888888888889
A028,288,4,False,False,0.671875,0.29531755213197575,0.0,18.40277777777778,35.06944444444444,5.902777777777778,40.625
A029,288,4,False,False,0.7934027777777778,0.24354489431691959,0.0,3.4722222222222223,29.86111111111111,12.5,54.166666666666664
A030,288,4,False,False,0.6666666666666666,0.30830517889476544,0.0,26.041666666666668,20.13888888888889,14.930555555555555,38.88888888888889
A031,288,4,False,False,0.6736111111111112,0.33693081863078345,0.0,33.33333333333333,10.76388888888889,9.027777777777777,46.875
A032,288,4,False,False,0.6032986111111112,0.3441695233913141,0.0,43.40277777777778,11.11111111111111,6.25,39.23611111111111
A033,288,4,False,False,0.6414930555555556,0.33227257252408704,0.0,34.72222222222222,15.277777777777779,8.680555555555555,41.31944444444444
A034,288,4,False,False,0.8550347222222222,0.23392929585888542,0.0,9.375,3.4722222222222223,22.916666666666664,64.23611111111111
A035,288,4,False,False,0.6788194444444444,0.2889203959180956,0.0,19.09722222222222,27.77777777777778,15.625,37.5
A036,288,4,False,False,0.4557291666666667,0.2585217516839734,0.0,53.47222222222222,21.180555555555554,14.930555555555555,10.416666666666668
A037,288,4,False,False,0.6397569444444444,0.3362491376801784,0.0,36.80555555555556,11.805555555555555,10.069444444444445,41.31944444444444
A038,288,4,False,False,0.8098958333333334,0.2718206163679254,0.0,12.847222222222221,11.458333333333332,14.583333333333334,61.111111111111114
A039,288,4,False,False,0.84375,0.240035804620894,0.0,7.638888888888889,11.458333333333332,16.666666666666664,64.23611111111111
A040,288,4,False,False,0.5138888888888888,0.34204473211179864,0.0,60.763888888888886,3.125,5.902777777777778,30.208333333333332
A041,288,4,False,False,0.640625,0.3507417116111069,0.0,42.01388888888889,3.8194444444444446,10.069444444444445,44.09722222222222
A042,288,4,False,False,0.5026041666666666,0.2720201360691582,0.0,40.625,35.76388888888889,5.555555555555555,18.055555555555554
A043,288,4,False,False,0.8758680555555556,0.18979871452438246,0.0,2.430555555555556,9.027777777777777,24.305555555555554,64.23611111111111
A044,288,4,False,False,0.4756944444444444,0.2846163421017107,0.0,52.77777777777778,21.52777777777778,8.333333333333332,17.36111111111111
A045,288,4,False,False,0.5451388888888888,0.3216072615938212,0.0,47.22222222222222,15.625,9.027777777777777,28.125
A046,288,4,False,False,0.6423611111111112,0.2702763146585955,0.0,21.180555555555554,25.694444444444443,28.125,25.0
A047,288,4,False,False,0.6475694444444444,0.28323097790343454,0.0,22.916666666666664,24.305555555555554,23.61111111111111,29.166666666666668
A048,288,4,False,False,0.6831597222222222,0.3077462014206052,0.0,21.875,27.083333333333332,6.944444444444445,44.09722222222222
A049,288,4,False,False,0.6475694444444444,0.33774835826514754,0.0,36.11111111111111,11.805555555555555,9.027777777777777,43.05555555555556
A050,288,4,False,False,0.4756944444444444,0.3304818720397741,0.0,65.97222222222221,4.513888888888888,2.7777777777777777,26.73611111111111
A051,288,4,False,False,0.75,0.2968293093494793,0.0,18.75,14.23611111111111,15.277777777777779,51.736111111111114
A052,288,4,False,False,0.6675347222222222,0.32061112246758194,0.0,29.86111111111111,14.583333333333334,14.23611111111111,41.31944444444444
A053,288,4,False,False,0.5989583333333334,0.22480460265528374,0.0,9.027777777777777,61.80555555555556,9.722222222222223,19.444444444444446
A054,288,4,False,False,0.7838541666666666,0.28630440940326085,0.0,14.583333333333334,15.972222222222221,10.76388888888889,58.68055555555556
A055,288,4,False,False,0.5789930555555556,0.3139710265411926,0.0,38.88888888888889,19.791666666666664,12.152777777777777,29.166666666666668
A056,288,4,False,False,0.5737847222222222,0.29385828177301637,0.0,34.02777777777778,27.083333333333332,14.23611111111111,24.65277777777778
A057,288,4,False,False,0.5338541666666666,0.327328315235424,0.0,50.69444444444444,14.23611111111111,5.902777777777778,29.166666666666668
A058,288,4,False,False,0.5208333333333334,0.33268165463898564,0.0,55.90277777777778,8.680555555555555,6.597222222222222,28.819444444444443
A059,288,4,False,False,0.5894097222222222,0.33598011501167174,0.0,42.70833333333333,14.930555555555555,6.25,36.11111111111111
A060,288,4,False,False,0.7838541666666666,0.30108266373091885,0.0,19.791666666666664,7.291666666666667,12.5,60.416666666666664
A061,288,4,False,False,0.8515625,0.27696141976490957,0.0,13.88888888888889,7.638888888888889,2.430555555555556,76.04166666666666
A062,288,4,False,False,0.5572916666666666,0.3263842715394437,0.0,46.18055555555556,14.930555555555555,8.680555555555555,30.208333333333332
A063,288,4,False,False,0.5338541666666666,0.2617543767210759,0.0,32.29166666666667,38.54166666666667,12.5,16.666666666666664
