UID,location,random_intercept,random_slope
A067,Destination,-0.5484299124167784,0.03857340840477703
A068,Destination,0.29790241261054906,-0.05634815714587628
A069,Destination,-0.407613189608762,0.0407418265418165
A070,Destination,-0.3754092695492384,0.026305759250747015
A071,Destination,-0.32550790419915665,0.03403191966240514
A072,Destination,0.432516087442743,-0.022834557241207597
A073,Destination,-0.0720895560497443,0.023279496198254996
A074,Destination,0.08044327593846289,0.015238496954907975
A075,Destination,-0.11587913899246523,0.011836124585605385
A076,Destination,-0.6252235823624112,0.05555611975774169
A077,Destination,-0.3808319320319832,0.07386476498946774
A078,Destination,-0.2582850980407708,0.025790644063904685
A079,Destination,0.24219184446247227,-0.05975677550433288
A080,Destination,-0.05711049084318722,0.029388360994122786
A081,Destination,0.15298347048680924,0.024238848772778113
A082,Destination,-0.16788356872796883,0.044577531356204916
A083,Destination,0.35911541537838243,-0.05445336839968069
A084,Destination,-0.06759395591614628,0.04701951548637692
A085,Destination,-0.11949919209590427,0.02534525697705698
A086,Destination,0.2676335904197495,-0.07150042589204611
A087,Destination,0.4172057003976048,-0.0523508746467958
A088,Destination,0.8747620445074851,-0.07908379673300182
A089,Destination,0.5293612005094708,-0.05525636922525979
A090,Destination,-0.3262931393768119,0.049992753397230964
A091,Destination,0.2418036121927443,-0.041368534661403736
A092,Destination,-0.5713625244823417,0.05876394955261785
A093,Destination,-0.044863347593750456,-0.02857098059746874
A094,Destination,-0.7243289027952644,0.07185943560366442
A095,Destination,0.09772885594136438,-0.05198674049525049
A096,Destination,-0.4457652175950223,0.05973208504217801
A097,Destination,-0.21159613675040878,0.029282425980721102
A098,Destination,0.18755323346585606,-0.017768468218933013
A099,Destination,0.44087304815481265,-0.041434134454786525
A100,Destination,-0.22634286616390126,0.03988025205763764
A101,Destination,0.05618857971491298,-0.019693674094877028
A102,Destination,-0.06946895137508294,-0.0013726380617508712
A103,Destination,0.2920493402322594,-0.04614862919971018
A104,Destination,-0.03377853536716138,0.004577148790748219
A105,Destination,0.4383451034352639,-0.037375476540521195
A106,Destination,0.3534586985758069,-0.03881328999122905
A107,Destination,-0.598460139067549,0.04320612148871694
A108,Destination,-0.2782000071206183,0.03745641056106424
A109,Destination,-0.7558947575641486,0.07948636708947039
