composite_ID,UID,test,theta_confidence,se_confidence,TSVR_hours,Age,Age_c,Time,Time_recip,Time_log
A066_T3,A066,T3,-0.5405086,0.07339282,73.79,47.0,2.4299999999999997,73.79,0.013370771493515175,4.314684186203576
A066_T4,A066,T4,-1.2039877,0.07339282,164.93,47.0,2.4299999999999997,164.93,0.00602663773880552,5.111566012674697
A067_T1,A067,T1,0.24262358,0.07339282,1.0,48.0,3.4299999999999997,1.0,0.5,0.6931471805599453
A067_T2,A067,T2,-1.4350314,0.07339282,29.91,48.0,3.4299999999999997,29.91,0.03235198964736331,3.431079756144025
A067_T3,A067,T3,-1.9365375,0.07339282,73.19,48.0,3.4299999999999997,73.19,0.013478905512872355,4.306629370201435
A067_T4,A067,T4,-1.7372146,0.07339282,144.19,48.0,3.4299999999999997,144.19,0.00688752668916592,4.978043229495596
A068_T1,A068,T1,2.2656133,0.07339282,1.0,49.0,4.43,1.0,0.5,0.6931471805599453
A068_T2,A068,T2,1.3492081,0.07339282,30.49,49.0,4.43,30.49,0.031756113051762465,3.4496700351129332
A068_T3,A068,T3,0.6539339,0.07339282,82.98,49.0,4.43,82.98,0.011907597046915932,4.430578675256047
A068_T4,A068,T4,0.16218548,0.07339282,155.59,49.0,4.43,155.59,0.0063861038380484065,5.053630924557352
A069_T1,A069,T1,0.25422466,0.07339282,1.0,46.0,1.4299999999999997,1.0,0.5,0.6931471805599453
A069_T2,A069,T2,-1.0452298,0.07339282,24.96,46.0,1.4299999999999997,24.96,0.03852080123266564,3.2565568918358894
A069_T3,A069,T3,-1.6103827,0.07339282,79.75,46.0,1.4299999999999997,79.75,0.01238390092879257,4.391357962102766
A069_T4,A069,T4,-1.5714215,0.07339282,140.22,46.0,1.4299999999999997,140.22,0.00708114997875655,4.950318958088201
A070_T1,A070,T1,0.26595566,0.07339282,1.0,52.0,7.43,1.0,0.5,0.6931471805599453
A070_T2,A070,T2,-0.2891156,0.07339282,24.25,52.0,7.43,24.25,0.039603960396039604,3.228826155721369
A070_T3,A070,T3,-1.5362434,0.07339282,81.92,52.0,7.43,81.92,0.012059816690786299,4.417876287567579
A070_T4,A070,T4,-2.3315032,0.07339282,149.2,52.0,7.43,149.2,0.006657789613848203,5.011967739330034
A071_T1,A071,T1,1.4062483,0.07339282,1.0,50.0,5.43,1.0,0.5,0.6931471805599453
A071_T2,A071,T2,0.008745952,0.07339282,30.92,50.0,5.43,30.92,0.03132832080200501,3.463232772581608
A071_T3,A071,T3,-0.64396226,0.07339282,79.96,50.0,5.43,79.96,0.012351778656126484,4.3939552055391555
A071_T4,A071,T4,-0.40711495,0.07339282,153.27,50.0,5.43,153.27,0.006482141699617553,5.038704314023848
A072_T1,A072,T1,1.1476082,0.07339282,1.0,50.0,5.43,1.0,0.5,0.6931471805599453
A072_T2,A072,T2,0.8802795,0.07339282,33.76,50.0,5.43,33.76,0.028768699654775607,3.548467300397191
A072_T3,A072,T3,0.34604254,0.07339282,83.54,50.0,5.43,83.54,0.011828720132481665,4.437224795138644
A072_T4,A072,T4,-0.07694118,0.07339282,154.89,50.0,5.43,154.89,0.0064147796523189434,5.04915063032459
A073_T1,A073,T1,0.005702734,0.07339282,1.0,51.0,6.43,1.0,0.5,0.6931471805599453
A073_T2,A073,T2,-0.51583505,0.07339282,66.66,51.0,6.43,66.66,0.014779781259237365,4.214495163352562
A073_T3,A073,T3,0.010290367,0.07339282,66.9,51.0,6.43,66.9,0.014727540500736375,4.21803603456465
A073_T4,A073,T4,-0.37375993,0.07339282,140.12,51.0,6.43,140.12,0.007086167800453514,4.949610592258481
A074_T1,A074,T1,0.4057072,0.07339282,1.0,53.0,8.43,1.0,0.5,0.6931471805599453
A074_T2,A074,T2,-0.26989007,0.07339282,29.33,53.0,8.43,29.33,0.032970656116056714,3.41213732170049
A074_T3,A074,T3,-1.2212816,0.07339282,73.02,53.0,8.43,73.02,0.013509862199405566,4.30433532695801
A074_T4,A074,T4,-0.7347055,0.07339282,147.21,53.0,8.43,147.21,0.006747183051076176,4.998630186968824
A075_T1,A075,T1,0.21868351,0.07339282,1.0,53.0,8.43,1.0,0.5,0.6931471805599453
A075_T2,A075,T2,-0.06407137,0.07339282,28.68,53.0,8.43,28.68,0.03369272237196765,3.39047341829918
A075_T3,A075,T3,-1.966908,0.07339282,71.37,53.0,8.43,71.37,0.01381788033715628,4.281791848878036
A075_T4,A075,T4,-0.76381415,0.07339282,244.53,53.0,8.43,244.53,0.004072822058404269,5.5034191393614815
A076_T1,A076,T1,-0.25764796,0.07339282,1.0,54.0,9.43,1.0,0.5,0.6931471805599453
A076_T2,A076,T2,-0.64143974,0.07339282,27.3,54.0,9.43,27.3,0.0353356890459364,3.342861804649192
A076_T3,A076,T3,-0.8713531,0.07339282,74.88,54.0,9.43,74.88,0.013178703215603585,4.3291531450668135
A076_T4,A076,T4,-2.0592318,0.07339282,149.28,54.0,9.43,149.28,0.006654245408570668,5.0125002207057685
A077_T1,A077,T1,1.0828195,0.07339282,1.0,52.0,7.43,1.0,0.5,0.6931471805599453
A077_T2,A077,T2,-0.061775867,0.07339282,53.88,52.0,7.43,53.88,0.01822157434402332,4.00514898341763
A077_T3,A077,T3,-0.057523195,0.07339282,78.36,52.0,7.43,78.36,0.012600806451612904,4.373994462976618
A077_T4,A077,T4,0.02102494,0.07339282,149.75,52.0,7.43,149.75,0.006633499170812604,5.015622835607295
A078_T1,A078,T1,-0.9361496,0.07339282,1.0,50.0,5.43,1.0,0.5,0.6931471805599453
A078_T2,A078,T2,-0.96595,0.07339282,26.17,50.0,5.43,26.17,0.0368052999631947,3.3021134234382563
A078_T3,A078,T3,-1.7301757,0.07339282,72.3,50.0,5.43,72.3,0.013642564802182811,4.294560608892605
A078_T4,A078,T4,-1.7319458,0.07339282,140.08,50.0,5.43,140.08,0.007088176920895945,4.949327105367852
A079_T1,A079,T1,0.3822094,0.07339282,1.0,50.0,5.43,1.0,0.5,0.6931471805599453
A079_T2,A079,T2,0.10216686,0.07339282,26.11,50.0,5.43,26.11,0.03688675765400221,3.299902663510574
A079_T3,A079,T3,-0.4006794,0.07339282,74.0,50.0,5.43,74.0,0.013333333333333334,4.31748811353631
A079_T4,A079,T4,-0.75433517,0.07339282,194.42,50.0,5.43,194.42,0.005117183502200389,5.275151088516197
A080_T1,A080,T1,1.1243324,0.07339282,1.0,56.0,11.43,1.0,0.5,0.6931471805599453
A080_T2,A080,T2,0.6892572,0.07339282,29.03,56.0,11.43,29.03,0.0333000333000333,3.402196881995239
A080_T3,A080,T3,0.62320197,0.07339282,72.87,56.0,11.43,72.87,0.013537295248409367,4.302306791540646
A080_T4,A080,T4,-0.8472369,0.07339282,145.77,56.0,11.43,145.77,0.006813381481229133,4.988866735623107
A081_T1,A081,T1,1.2758523,0.07339282,1.0,55.0,10.43,1.0,0.5,0.6931471805599453
A081_T2,A081,T2,0.6858867,0.07339282,31.39,55.0,10.43,31.39,0.030873726458783574,3.477849733183238
A081_T3,A081,T3,0.8307492,0.07339282,80.13,55.0,10.43,80.13,0.01232589670898558,4.396052806406973
A081_T4,A081,T4,0.7054321,0.07339282,154.53,55.0,10.43,154.53,0.006429627724554748,5.046838639056468
A082_T1,A082,T1,0.1739859,0.07339282,1.0,58.0,13.43,1.0,0.5,0.6931471805599453
A082_T2,A082,T2,-0.04442855,0.07339282,27.97,58.0,13.43,27.97,0.03451846738004833,3.366260811781259
A082_T3,A082,T3,-0.4148056,0.07339282,75.71,58.0,13.43,75.71,0.01303611002476861,4.3400320779712045
A082_T4,A082,T4,-0.8596984,0.07339282,170.25,58.0,13.43,170.25,0.00583941605839416,5.143124477142335
A083_T1,A083,T1,1.2734162,0.07339282,1.0,58.0,13.43,1.0,0.5,0.6931471805599453
A083_T2,A083,T2,0.3070551,0.07339282,25.15,58.0,13.43,25.15,0.03824091778202677,3.263849190510932
A083_T3,A083,T3,0.6661916,0.07339282,74.3,58.0,13.43,74.3,0.013280212483399735,4.321480134805848
A083_T4,A083,T4,0.5780402,0.07339282,144.91,58.0,13.43,144.91,0.0068535398533342475,4.982989993275931
A084_T1,A084,T1,-0.42285675,0.07339282,1.0,59.0,14.43,1.0,0.5,0.6931471805599453
A084_T2,A084,T2,-1.4664562,0.07339282,27.25,59.0,14.43,27.25,0.035398230088495575,3.34109345759245
A084_T3,A084,T3,-1.013821,0.07339282,91.97,59.0,14.43,91.97,0.010756157900397977,4.532276860467767
A084_T4,A084,T4,-1.0321283,0.07339282,162.51,59.0,14.43,162.51,0.006115833893951441,5.096874150546495
A085_T1,A085,T1,0.8677166,0.07339282,1.0,58.0,13.43,1.0,0.5,0.6931471805599453
A085_T2,A085,T2,1.0242546,0.07339282,24.51,58.0,13.43,24.51,0.03920031360250882,3.23907053215372
A085_T3,A085,T3,0.7863214,0.07339282,71.4,58.0,13.43,71.4,0.013812154696132596,4.282206299391671
A085_T4,A085,T4,-0.55458117,0.07339282,170.65,58.0,13.43,170.65,0.005825808330905913,5.145457519903701
A086_T1,A086,T1,1.277961,0.07339282,1.0,58.0,13.43,1.0,0.5,0.6931471805599453
A086_T2,A086,T2,1.1118082,0.07339282,23.47,58.0,13.43,23.47,0.040866366979975484,3.19744787745458
A086_T3,A086,T3,-0.3442445,0.07339282,145.29,58.0,13.43,145.29,0.006835737234260716,4.985590952989995
A086_T4,A086,T4,-0.2083888,0.07339282,169.55,58.0,13.43,169.55,0.005863383172090296,5.139028508864655
A087_T1,A087,T1,1.4973053,0.07339282,1.0,59.0,14.43,1.0,0.5,0.6931471805599453
A087_T2,A087,T2,0.72297037,0.07339282,31.07,59.0,14.43,31.07,0.031181789834736514,3.4679210137050633
A087_T3,A087,T3,0.12718847,0.07339282,72.8,59.0,14.43,72.8,0.013550135501355014,4.301358731606427
A087_T4,A087,T4,0.21799015,0.07339282,144.2,59.0,14.43,144.2,0.006887052341597796,4.978112102390695
A088_T1,A088,T1,0.25304648,0.07339282,1.0,56.0,11.43,1.0,0.5,0.6931471805599453
A088_T2,A088,T2,0.75527453,0.07339282,24.25,56.0,11.43,24.25,0.039603960396039604,3.228826155721369
A088_T3,A088,T3,0.05704416,0.07339282,74.91,56.0,11.43,74.91,0.013173494928204453,4.3295484280286765
A088_T4,A088,T4,0.31973332,0.07339282,149.93,56.0,11.43,149.93,0.006625588020936858,5.016816153171337
A089_T1,A089,T1,1.3327537,0.07339282,1.0,56.0,11.43,1.0,0.5,0.6931471805599453
A089_T2,A089,T2,0.91714174,0.07339282,32.14,56.0,11.43,32.14,0.030175015087507542,3.500741011998417
A089_T3,A089,T3,0.1780254,0.07339282,79.34,56.0,11.43,79.34,0.012447099825740602,4.386267628931136
A089_T4,A089,T4,-0.008746256,0.07339282,146.96,56.0,11.43,146.96,0.006758583400919167,4.996941966964253
A090_T1,A090,T1,-0.65424925,0.07339282,1.0,61.0,16.43,1.0,0.5,0.6931471805599453
A090_T2,A090,T2,-0.8496225,0.07339282,23.54,61.0,16.43,23.54,0.040749796251018745,3.2003044392827653
A090_T3,A090,T3,-1.6408993,0.07339282,95.42,61.0,16.43,95.42,0.01037129226301597,4.568713648977476
A090_T4,A090,T4,-1.4168081,0.07339282,144.07,61.0,16.43,144.07,0.006893223960846488,4.977216384550811
A091_T1,A091,T1,0.9867957,0.07339282,1.0,63.0,18.43,1.0,0.5,0.6931471805599453
A091_T2,A091,T2,0.32842198,0.07339282,22.2,63.0,18.43,22.2,0.04310344827586207,3.1441522786722644
A091_T3,A091,T3,-0.17302956,0.07339282,73.64,63.0,18.43,73.64,0.01339764201500536,4.312676556539088
A091_T4,A091,T4,-0.13599955,0.07339282,142.61,63.0,18.43,142.61,0.006963303391128751,4.9671012920725275
A092_T1,A092,T1,0.22590114,0.07339282,1.0,60.0,15.43,1.0,0.5,0.6931471805599453
A092_T2,A092,T2,0.14786519,0.07339282,22.83,60.0,15.43,22.83,0.04196391103650861,3.170945291110651
A092_T3,A092,T3,-0.3949276,0.07339282,71.31,60.0,15.43,71.31,0.013829345871940256,4.28096243218686
A092_T4,A092,T4,-0.5185454,0.07339282,146.16,60.0,15.43,146.16,0.0067953248165262305,4.991520430236574
A093_T1,A093,T1,1.615065,0.07339282,1.0,64.0,19.43,1.0,0.5,0.6931471805599453
A093_T2,A093,T2,0.5044622,0.07339282,22.09,64.0,19.43,22.09,0.043308791684711995,3.139399623366404
A093_T3,A093,T3,0.049923185,0.07339282,70.22,64.0,19.43,70.22,0.014040999719180006,4.265773677849632
A093_T4,A093,T4,-0.3427646,0.07339282,140.95,64.0,19.43,140.95,0.007044734061289187,4.95547488291898
A094_T1,A094,T1,-0.15748604,0.07339282,1.0,60.0,15.43,1.0,0.5,0.6931471805599453
A094_T2,A094,T2,-0.38972417,0.07339282,22.98,60.0,15.43,22.98,0.041701417848206836,3.177220149599368
A094_T3,A094,T3,-1.3148012,0.07339282,76.21,60.0,15.43,76.21,0.012951690195570523,4.3465289823207245
A094_T4,A094,T4,-1.2071853,0.07339282,149.99,60.0,15.43,149.99,0.006622955162593549,5.017213609456379
A095_T1,A095,T1,1.0626495,0.07339282,1.0,61.0,16.43,1.0,0.5,0.6931471805599453
A095_T2,A095,T2,-0.13491769,0.07339282,29.71,61.0,16.43,29.71,0.0325626831650928,3.424588334452731
A095_T3,A095,T3,-0.06304094,0.07339282,78.76,61.0,16.43,78.76,0.012537612838515545,4.379022125653583
A095_T4,A095,T4,-0.4148814,0.07339282,148.79,61.0,16.43,148.79,0.006676013084985647,5.009234313180627
A096_T1,A096,T1,1.2504172,0.07339282,1.0,60.0,15.43,1.0,0.5,0.6931471805599453
A096_T2,A096,T2,0.58374166,0.07339282,24.49,60.0,15.43,24.49,0.03923107100823853,3.238286218388024
A096_T3,A096,T3,0.73835707,0.07339282,71.19,60.0,15.43,71.19,0.013852334118298934,4.279301532151069
A096_T4,A096,T4,0.8100288,0.07339282,143.66,60.0,15.43,143.66,0.006912760956726116,4.974386161421135
A097_T1,A097,T1,-0.40680176,0.07339282,1.0,64.0,19.43,1.0,0.5,0.6931471805599453
A097_T2,A097,T2,-0.94182014,0.07339282,24.37,64.0,19.43,24.37,0.039416633819471816,3.2335673736111907
A097_T3,A097,T3,-0.5738898,0.07339282,70.83,64.0,19.43,70.83,0.013921759710427398,4.27430221608671
A097_T4,A097,T4,-1.1440835,0.07339282,144.85,64.0,19.43,144.85,0.006856359273225917,4.98257869631373
A098_T1,A098,T1,0.7665425,0.07339282,1.0,60.0,15.43,1.0,0.5,0.6931471805599453
A098_T2,A098,T2,0.114959404,0.07339282,25.77,60.0,15.43,25.77,0.03735524841240194,3.2872818575322613
A098_T3,A098,T3,0.95175016,0.07339282,78.84,60.0,15.43,78.84,0.0125250501002004,4.380024632003209
A098_T4,A098,T4,0.45389512,0.07339282,146.29,60.0,15.43,146.29,0.006789327177676692,4.992403432501452
A099_T1,A099,T1,1.5797538,0.07339282,1.0,63.0,18.43,1.0,0.5,0.6931471805599453
A099_T2,A099,T2,1.2974577,0.07339282,28.75,63.0,18.43,28.75,0.03361344537815126,3.392829131991639
A099_T3,A099,T3,0.8571293,0.07339282,78.57,63.0,18.43,78.57,0.012567550584391103,4.3766371373894435
A099_T4,A099,T4,1.3113091,0.07339282,143.51,63.0,18.43,143.51,0.0069199363365857035,4.973348709310239
A100_T1,A100,T1,0.9444509,0.07339282,1.0,66.0,21.43,1.0,0.5,0.6931471805599453
A100_T2,A100,T2,0.846625,0.07339282,31.14,66.0,21.43,31.14,0.031113876789047916,3.4701013603093664
A100_T3,A100,T3,0.7006375,0.07339282,75.34,66.0,21.43,75.34,0.013099292638197537,4.3351970473170836
A100_T4,A100,T4,0.07112359,0.07339282,146.8,66.0,21.43,146.8,0.006765899864682002,4.995860008514102
A101_T1,A101,T1,-0.32381263,0.07339282,1.0,69.0,24.43,1.0,0.5,0.6931471805599453
A101_T2,A101,T2,-0.8049391,0.07339282,29.12,69.0,24.43,29.12,0.033200531208499334,3.405189402931693
A101_T3,A101,T3,-2.0506682,0.07339282,75.21,69.0,24.43,75.21,0.013121637580370032,4.333492687678026
A101_T4,A101,T4,-1.7474207,0.07339282,150.22,69.0,24.43,150.22,0.006612881893929374,5.018735730130124
A102_T1,A102,T1,0.7623854,0.07339282,1.0,68.0,23.43,1.0,0.5,0.6931471805599453
A102_T2,A102,T2,0.3141226,0.07339282,29.13,68.0,23.43,29.13,0.03318951211417192,3.40552135314221
A102_T3,A102,T3,-0.36135077,0.07339282,75.27,68.0,23.43,75.27,0.01311131506490101,4.3342796761761475
A102_T4,A102,T4,-0.24279404,0.07339282,150.41,68.0,23.43,150.41,0.006604583581005218,5.019991389020281
A103_T1,A103,T1,-1.8178651,0.07339282,1.0,68.0,23.43,1.0,0.5,0.6931471805599453
A103_T2,A103,T2,-2.9925668,0.07339282,27.26,68.0,23.43,27.26,0.035385704175513094,3.3414473772563813
A103_T3,A103,T3,-2.6570177,0.07339282,80.24,68.0,23.43,80.24,0.012309207287050714,4.397407736712184
A103_T4,A103,T4,-2.9122403,0.07339282,149.72,68.0,23.43,149.72,0.006634819532908705,5.015423810828053
A104_T1,A104,T1,1.6208797,0.07339282,1.0,66.0,21.43,1.0,0.5,0.6931471805599453
A104_T2,A104,T2,0.573565,0.07339282,22.6,66.0,21.43,22.6,0.0423728813559322,3.1612467120315646
A104_T3,A104,T3,-0.157371,0.07339282,72.62,66.0,21.43,72.62,0.013583265417006248,4.298916727950875
A104_T4,A104,T4,-1.8637626,0.07339282,145.78,66.0,21.43,145.78,0.006812917291184085,4.9889348671169165
A105_T1,A105,T1,2.0030143,0.07339282,1.0,68.0,23.43,1.0,0.5,0.6931471805599453
A105_T2,A105,T2,1.3873036,0.07339282,22.77,68.0,23.43,22.77,0.04206983592763988,3.1684242813721024
A105_T3,A105,T3,0.4621537,0.07339282,69.46,68.0,23.43,69.46,0.01419244961680386,4.255045172913092
A105_T4,A105,T4,0.38215855,0.07339282,146.2,68.0,23.43,146.2,0.006793478260869566,4.991792206294776
A106_T1,A106,T1,0.900686,0.07339282,1.0,66.0,21.43,1.0,0.5,0.6931471805599453
A106_T2,A106,T2,0.14128786,0.07339282,22.64,66.0,21.43,22.64,0.04230118443316413,3.1629401925378975
A106_T3,A106,T3,0.43720695,0.07339282,66.08,66.0,21.43,66.08,0.01490757304710793,4.205885936955008
A106_T4,A106,T4,-0.07177689,0.07339282,147.13,66.0,21.43,147.13,0.006750826976304598,4.998090266593961
A107_T1,A107,T1,-1.6444446,0.07339282,1.0,70.0,25.43,1.0,0.5,0.6931471805599453
A107_T2,A107,T2,-0.80871445,0.07339282,26.22,70.0,25.43,26.22,0.036737692872887584,3.30395199722332
A107_T3,A107,T3,-1.256739,0.07339282,71.45,70.0,25.43,71.45,0.013802622498274672,4.282896668766692
A107_T4,A107,T4,-1.820972,0.07339282,145.95,70.0,25.43,145.95,0.006805035726437565,4.990092392864926
A108_T1,A108,T1,-0.31995967,0.07339282,1.0,69.0,24.43,1.0,0.5,0.6931471805599453
A108_T2,A108,T2,-1.9271332,0.07339282,27.61,69.0,24.43,27.61,0.03495281370150297,3.3537563070620187
A108_T3,A108,T3,-0.52692664,0.07339282,68.96,69.0,24.43,68.96,0.014293882218410521,4.247923650150401
A108_T4,A108,T4,-0.62428236,0.07339282,152.12,69.0,24.43,152.12,0.006530825496342737,5.031221927704644
A109_T1,A109,T1,0.48572227,0.07339282,1.0,68.0,23.43,1.0,0.5,0.6931471805599453
A109_T2,A109,T2,-0.036711782,0.07339282,24.65,68.0,23.43,24.65,0.038986354775828465,3.2445435716167785
A109_T3,A109,T3,0.40579683,0.07339282,71.17,68.0,23.43,71.17,0.013856172925038103,4.279024447084182
A109_T4,A109,T4,0.20902646,0.07339282,149.87,68.0,23.43,149.87,0.006628222973420825,5.016418538851983
