term,estimate,se,z,p
Intercept,0.9377421802078866,0.08965531628679307,10.459415225397217,1.3267193053098896e-25
Time_log,-0.2698926431130321,0.01542139790849975,-17.501178862927627,1.4033430672114949e-68
Age_c,-0.010686303212409121,0.006178695280380819,-1.7295404171073605,0.08371241936650611
Time_log:Age_c,0.00020321752336758465,0.0010645008125730053,0.19090405659380147,0.8486007619236772
