term,coef,se,z,p_value
Intercept,0.9016832190098425,0.0926017850669923,9.737212067321641,2.0921536984635652e-22
C(paradigm)[T.IFR],-0.1786128217992018,0.08109084426931609,-2.202626244782939,0.0276211025590973
C(paradigm)[T.IRE],0.045083282958929015,0.08109084426931615,0.5559602118483309,0.57823805487867
log_TSVR,-0.25543459844225375,0.015308737782054124,-16.68554273244463,1.6698160522044751e-62
C(paradigm)[T.IFR]:log_TSVR,0.04899386568168905,0.021641839020513944,2.2638494646988443,0.023583375005904704
C(paradigm)[T.IRE]:log_TSVR,-0.01374288488892845,0.021641839020513955,-0.635014652678166,0.5254188585644034
