model_name,AIC,BIC,log_likelihood,n_params,converged,delta_AIC,akaike_weight,cumulative_weight
Linear,298.37058302893274,349.27135138669365,-139.18529151446637,9.0,True,0.0,0.5,0.5
Exponential_proxy,298.37058302893274,349.27135138669365,-139.18529151446637,9.0,True,0.0,0.5,1.0
Quad+Log+SquareRoot,717.6863721138106,783.8573709788998,-345.8431860569053,12.0,False,419.3157890848779,4.422861268443117e-92,1.0
PowerLaw+Recip+Log,719.2575288492371,780.3384508785502,-347.62876442461857,11.0,False,420.8869458203044,2.016187727634325e-92,1.0
Ultimate,719.7402716616762,796.0914241983176,-344.8701358308381,14.0,False,421.3696886327434,1.5838158946631873e-92,1.0
Sin+Log,720.0255146189957,776.0163598125326,-349.01275730949783,10.0,False,421.6549315900629,1.3732985955360104e-92,1.0
SquareRoot+PowerLaw,720.5712377177751,776.5620829113121,-349.2856188588876,10.0,False,422.2006546888424,1.0453523759792947e-92,1.0
FourthRoot,721.9396667175115,772.8404350752724,-350.96983335875575,9.0,False,423.56908368857876,5.2736600260597994e-93,1.0
Root_033,722.3954231635398,773.2961915213007,-351.1977115817699,9.0,False,424.0248401346071,4.1989999953001e-93,1.0
CubeRoot,722.3976390937696,773.2984074515305,-351.1988195468848,9.0,False,424.02705606483687,4.194350226154521e-93,1.0
SquareRoot+Log,722.9941003988806,778.9849455924176,-350.4970501994403,10.0,False,424.6235173699479,3.1127537448334316e-93,1.0
Log+SquareRoot,723.04531087754,779.036156071077,-350.52265543877,10.0,False,424.6747278486073,3.0340626911469487e-93,1.0
Recip_sq,723.0864217800208,773.9871901377817,-351.5432108900104,9.0,False,424.7158387510881,2.972332780056207e-93,1.0
CubeRoot+Log,723.4391775325585,779.4300227260954,-350.71958876627923,10.0,False,425.0685945036257,2.4917099858263634e-93,1.0
Root_Multi,723.7144546500622,779.7052998435992,-350.8572273250311,10.0,False,425.34387162112944,2.1713099680355956e-93,1.0
Exp_slow,723.9140035677356,774.8147719254964,-351.9570017838678,9.0,False,425.5434205388028,1.9651256719851262e-93,1.0
SquareRoot,723.9140035677356,774.8147719254964,-351.9570017838678,9.0,False,425.5434205388028,1.9651256719851262e-93,1.0
PowerLaw_10,724.2981978639764,775.1989662217372,-352.1490989319882,9.0,False,425.92761483504364,1.6216741642889472e-93,1.0
Reciprocal,724.2981978639764,775.1989662217372,-352.1490989319882,9.0,False,425.92761483504364,1.6216741642889472e-93,1.0
PowerLaw_09,724.6039016768518,775.5046700346127,-352.3019508384259,9.0,False,426.2333186479191,1.3918129027391354e-93,1.0
PowerLaw_08,724.955598008637,775.8563663663979,-352.4777990043185,9.0,True,426.5850149797043,1.1673765638007407e-93,1.0
LogLog,725.070062548044,775.9708309058049,-352.535031274022,9.0,False,426.69947951911126,1.1024408855258408e-93,1.0
Recip+PowerLaw,725.0975575797147,781.0884027732517,-351.54877878985735,10.0,False,426.72697455078196,1.0873887636990105e-93,1.0
Recip+PowerLaw05,725.0975575797147,781.0884027732517,-351.54877878985735,10.0,False,426.72697455078196,1.0873887636990105e-93,1.0
Log+LogLog,725.1234333823031,781.1142785758401,-351.56171669115156,10.0,False,426.7528503533704,1.07341085260172e-93,1.0
PowerLaw_07,725.3560878143799,776.2568561721407,-352.67804390718993,9.0,False,426.9855047854471,9.555330517605149e-94,1.0
Log+Recip,725.4618905001425,781.4527356936795,-351.7309452500713,10.0,False,427.0913074712098,9.062978558805368e-94,1.0
Recip+Log,725.5367202593752,781.5275654529122,-351.7683601296876,10.0,False,427.1661372304425,8.730153438148757e-94,1.0
SquareRoot+Recip,725.654016766226,781.644861959763,-351.827008383113,10.0,False,427.2834337372933,8.232870116536534e-94,1.0
PowerLaw_06,725.8078918607553,776.7086602185161,-352.90394593037763,9.0,False,427.4373088318225,7.62320698222356e-94,1.0
Log+PowerLaw05,725.9829365600253,781.9737817535623,-351.99146828001267,10.0,False,427.6123535310926,6.984369999749121e-94,1.0
PowerLaw_Log,726.1553814016643,782.1462265952013,-352.07769070083214,10.0,False,427.78479837273153,6.407392324523539e-94,1.0
Exp+Recip,726.2469803484237,782.2378255419607,-352.12349017421184,10.0,False,427.87639731949093,6.120555749449086e-94,1.0
PowerLaw_05,726.313187360598,777.2139557183589,-353.156593680299,9.0,False,427.9426043316653,5.921260775452502e-94,1.0
Root_067,726.3655564241053,777.2663247818662,-353.18277821205265,9.0,False,427.99497339517256,5.768227628871728e-94,1.0
PowerLaw_04,726.8737614048896,777.7745297626504,-353.4368807024448,9.0,False,428.50317837595685,4.4739083279364454e-94,1.0
SquareRoot+Lin,727.0456795633581,783.0365247568951,-352.52283978167907,10.0,False,428.6750965344254,4.1054004654157223e-94,1.0
PowerLaw_03,727.4909960149944,778.3917643727552,-353.7454980074972,9.0,False,429.12041298606164,3.2859147236049567e-94,1.0
Recip+Lin,727.5140033117914,783.5048485053284,-352.7570016558957,10.0,False,429.14342028285864,3.248331303644112e-94,1.0
