model_name,AIC,BIC,log_likelihood,n_params,converged,delta_AIC,akaike_weight,cumulative_weight
Lin+Log+PowerLaw,727.7455304735049,788.826452502818,-351.87276523675246,11.0,False,429.3749474445722,2.8932424800138653e-94,1.0
PowerLaw_02,728.1659086752243,779.0666770329851,-354.08295433761214,9.0,True,429.79532564629153,2.3447733334916605e-94,1.0
Exp+PowerLaw,728.2943388828644,784.2851840764014,-353.1471694414322,10.0,False,429.92375585393165,2.1989360591594647e-94,1.0
PowerLaw_01,728.8992896266391,779.8000579843999,-354.44964481331954,9.0,False,430.52870659770633,1.6249844752230686e-94,1.0
PowerLaw_Lin,729.6560979624719,785.6469431560089,-353.82804898123595,10.0,False,431.28551493353916,1.1130389799652928e-94,1.0
Log,729.6920133917101,780.592781749471,-354.84600669585507,9.0,False,431.3214303627774,1.0932297402763415e-94,1.0
Log2,729.6920133917101,780.592781749471,-354.84600669585507,9.0,False,431.3214303627774,1.0932297402763415e-94,1.0
Log10,729.6920133917101,780.592781749471,-354.84600669585507,9.0,True,431.3214303627774,1.0932297402763415e-94,1.0
Tanh+Log,730.3432550813413,786.3341002748783,-354.17162754067067,10.0,False,431.9726720524086,7.893981452511793e-95,1.0
Lin+Quad+Log,731.4783890943982,792.5593111237113,-353.7391945471991,11.0,False,433.1078060654654,4.475122032295412e-95,1.0
Quad+Log,731.4783890943982,792.5593111237113,-353.7391945471991,11.0,False,433.1078060654654,4.475122032295412e-95,1.0
Recip+Quad,731.4847145213425,792.5656365506557,-353.74235726067127,11.0,False,433.1141314924098,4.460990861755107e-95,1.0
Exp+Log,731.689506726043,787.68035191958,-354.8447533630215,10.0,False,433.3189236971102,4.026811232557433e-95,1.0
Lin+Log,731.689506726043,787.68035191958,-354.8447533630215,10.0,False,433.3189236971102,4.026811232557433e-95,1.0
Quartic,732.1796430062823,798.3506418713714,-353.08982150314114,12.0,False,433.80905997734953,3.151588669420294e-95,1.0
Cubic,751.4582425954795,812.5391646247926,-363.72912129773977,11.0,False,453.0876595665468,2.052271528894602e-99,1.0
Quadratic_pure,752.6513378781165,803.5521062358773,-366.32566893905823,9.0,False,454.2807548491837,1.130205643153672e-99,1.0
Exp_fast,752.6513378781165,803.5521062358773,-366.32566893905823,9.0,False,454.2807548491837,1.130205643153672e-99,1.0
Quadratic,753.659743633696,809.650588827233,-365.829871816848,10.0,False,455.2891606047633,6.826293292069663e-100,1.0
Sin+Cos,755.4095769057058,811.4004220992427,-366.7047884528529,10.0,False,457.038993876773,2.8458596409908536e-100,1.0
Tanh,762.6511855525187,813.5519539102795,-371.3255927762593,9.0,False,464.2806025235859,7.61584574367628e-102,1.0
Sin,764.8959534934966,815.7967218512574,-372.4479767467483,9.0,False,466.5253704645638,2.4789797206178714e-102,1.0
Cubic_pure,764.9003061506392,815.8010745084,-372.4501530753196,9.0,False,466.5297231217064,2.4735905126949424e-102,1.0
Sinh,780.3209685026341,831.2217368603949,-380.16048425131703,9.0,False,481.9503854737013,1.1085965511071144e-105,1.0
Arctanh,797.4082705238015,848.3090388815624,-388.7041352619008,9.0,False,499.0376874948688,2.159300244557976e-109,1.0
Cos,815.903960961059,866.8047293188199,-397.9519804805295,9.0,False,517.5333779321263,2.0798158615721266e-113,1.0
