model_name,AIC,BIC,log_likelihood,n_params,converged,delta_AIC,akaike_weight,cumulative_weight,renorm_weight
Linear,298.37058302893274,349.27135138669365,-139.18529151446637,9.0,True,0.0,0.5,0.5,0.5
Exponential_proxy,298.37058302893274,349.27135138669365,-139.18529151446637,9.0,True,0.0,0.5,1.0,0.5
