composite_ID,UID,test,paradigm,TSVR_hours,ma_theta,ma_theta_se
A011_T3,A011,T3,ICR,72.55,-0.8187522186319922,0.0
A011_T4,A011,T4,ICR,148.85,-1.0859157195083338,0.0
A012_T1,A012,T1,ICR,1.0,-0.5682207836686602,0.0
A012_T2,A012,T2,ICR,25.6,-0.654357377660246,0.0
A012_T3,A012,T3,ICR,166.33,-1.1471217220682086,0.0
A012_T4,A012,T4,ICR,166.87,-1.1490125253509507,0.0
A013_T1,A013,T1,ICR,1.0,-0.5682207836686602,0.0
A013_T2,A013,T2,ICR,24.77,-0.6514511429849201,0.0
A013_T3,A013,T3,ICR,79.66,-0.8436477951880968,0.0
A013_T4,A013,T4,ICR,147.13,-1.0798931609040439,0.0
A014_T1,A014,T1,ICR,1.0,-0.5682207836686602,0.0
A014_T2,A014,T2,ICR,25.66,-0.654567466913884,0.0
A014_T3,A014,T3,ICR,70.56,-0.8117842583863314,0.0
A014_T4,A014,T4,ICR,148.87,-1.0859857492595464,0.0
A015_T1,A015,T1,ICR,1.0,-0.5682207836686602,0.0
A015_T2,A015,T2,ICR,23.69,-0.6476695364194359,0.0
A015_T3,A015,T3,ICR,70.59,-0.8118893030131504,0.0
A015_T4,A015,T4,ICR,146.54,-1.07782728324327,0.0
A016_T1,A016,T1,ICR,1.0,-0.5682207836686602,0.0
A016_T2,A016,T2,ICR,32.85,-0.6797431624748395,0.0
A016_T3,A016,T3,ICR,80.64,-0.8470792529975177,0.0
A016_T4,A016,T4,ICR,150.8,-1.0927436202515692,0.0
A017_T1,A017,T1,ICR,1.0,-0.5682207836686602,0.0
A017_T2,A017,T2,ICR,20.61,-0.6368849547326845,0.0
A017_T3,A017,T3,ICR,61.28,-0.7792904538236518,0.0
A017_T4,A017,T4,ICR,140.49,-1.056643283501437,0.0
A018_T1,A018,T1,ICR,1.0,-0.5682207836686602,0.0
A018_T2,A018,T2,ICR,34.03,-0.683874917796387,0.0
A018_T3,A018,T3,ICR,83.64,-0.8575837156794185,0.0
A018_T4,A018,T4,ICR,150.87,-1.0929887243808134,0.0
A019_T1,A019,T1,ICR,1.0,-0.5682207836686602,0.0
A019_T2,A019,T2,ICR,28.69,-0.6651769742226038,0.0
A019_T3,A019,T3,ICR,83.68,-0.8577237751818438,0.0
A019_T4,A019,T4,ICR,154.76,-1.106609510991678,0.0
A020_T1,A020,T1,ICR,1.0,-0.5682207836686602,0.0
A020_T2,A020,T2,ICR,26.85,-0.6587342371110381,0.0
A020_T3,A020,T3,ICR,78.25,-0.8387106977276035,0.0
A020_T4,A020,T4,ICR,145.78,-1.0751661526971885,0.0
A021_T1,A021,T1,ICR,1.0,-0.5682207836686602,0.0
A021_T2,A021,T2,ICR,30.21,-0.6704992353147667,0.0
A021_T3,A021,T3,ICR,74.19,-0.8244946582314312,0.0
A021_T4,A021,T4,ICR,140.39,-1.0562931347453737,0.0
A022_T1,A022,T1,ICR,1.0,-0.5682207836686602,0.0
A022_T2,A022,T2,ICR,24.15,-0.6492802206973274,0.0
A022_T3,A022,T3,ICR,74.46,-0.8254400598728022,0.0
A022_T4,A022,T4,ICR,141.71,-1.06091509832541,0.0
A023_T1,A023,T1,ICR,1.0,-0.5682207836686602,0.0
A023_T2,A023,T2,ICR,25.63,-0.6544624222870651,0.0
A023_T3,A023,T3,ICR,72.2,-0.8175266979857705,0.0
A023_T4,A023,T4,ICR,145.07,-1.0726800965291385,0.0
A024_T1,A024,T1,ICR,1.0,-0.5682207836686602,0.0
A024_T2,A024,T2,ICR,29.57,-0.6682582832759614,0.0
A024_T3,A024,T3,ICR,91.47,-0.8850003632791793,0.0
A024_T4,A024,T4,ICR,145.65,-1.0747109593143063,0.0
A025_T1,A025,T1,ICR,1.0,-0.5682207836686602,0.0
A025_T2,A025,T2,ICR,23.33,-0.6464090008976078,0.0
A025_T3,A025,T3,ICR,72.94,-0.8201177987806393,0.0
A025_T4,A025,T4,ICR,137.74,-1.0470141927096948,0.0
A026_T1,A026,T1,ICR,1.0,-0.5682207836686602,0.0
A026_T2,A026,T2,ICR,26.48,-0.6574386867136036,0.0
A026_T3,A026,T3,ICR,75.46,-0.8289415474334358,0.0
A026_T4,A026,T4,ICR,147.65,-1.0817139344355735,0.0
A027_T1,A027,T1,ICR,1.0,-0.5682207836686602,0.0
A027_T2,A027,T2,ICR,28.26,-0.6636713345715314,0.0
A027_T3,A027,T3,ICR,74.58,-0.8258602383800784,0.0
A027_T4,A027,T4,ICR,145.92,-1.0756563609556773,0.0
A028_T1,A028,T1,ICR,1.0,-0.5682207836686602,0.0
A028_T2,A028,T2,ICR,22.82,-0.6446232422416847,0.0
A028_T3,A028,T3,ICR,72.26,-0.8177367872394085,0.0
A028_T4,A028,T4,ICR,138.91,-1.0511109331556359,0.0
A029_T1,A029,T1,ICR,1.0,-0.5682207836686602,0.0
A029_T2,A029,T2,ICR,28.43,-0.6642665874568391,0.0
A029_T3,A029,T3,ICR,93.26,-0.8912680260127135,0.0
A029_T4,A029,T4,ICR,143.14,-1.065922225537116,0.0
A030_T1,A030,T1,ICR,1.0,-0.5682207836686602,0.0
A030_T2,A030,T2,ICR,32.95,-0.6800933112309028,0.0
A030_T3,A030,T3,ICR,71.93,-0.8165812963443995,0.0
A030_T4,A030,T4,ICR,150.46,-1.0915531144809538,0.0
A031_T1,A031,T1,ICR,1.0,-0.5682207836686602,0.0
A031_T2,A031,T2,ICR,32.41,-0.6782025079481606,0.0
A031_T3,A031,T3,ICR,71.56,-0.8152857459469649,0.0
A031_T4,A031,T4,ICR,143.85,-1.0684082817051657,0.0
A032_T1,A032,T1,ICR,1.0,-0.5682207836686602,0.0
A032_T2,A032,T2,ICR,57.18,-0.7649343548250542,0.0
A032_T3,A032,T3,ICR,80.16,-0.8453985389684137,0.0
A032_T4,A032,T4,ICR,144.51,-1.0707192634951839,0.0
A033_T1,A033,T1,ICR,1.0,-0.5682207836686602,0.0
A033_T2,A033,T2,ICR,29.16,-0.6668226733761016,0.0
A033_T3,A033,T3,ICR,72.6,-0.8189272930100239,0.0
A033_T4,A033,T4,ICR,168.33,-1.1541246971894756,0.0
A034_T1,A034,T1,ICR,1.0,-0.5682207836686602,0.0
A034_T2,A034,T2,ICR,26.08,-0.6560380916893501,0.0
A034_T3,A034,T3,ICR,74.28,-0.8248097921118882,0.0
A034_T4,A034,T4,ICR,145.38,-1.0737655576729352,0.0
A035_T1,A035,T1,ICR,1.0,-0.5682207836686602,0.0
A035_T2,A035,T2,ICR,44.76,-0.7214458793219852,0.0
A035_T3,A035,T3,ICR,79.98,-0.8447682712074995,0.0
A035_T4,A035,T4,ICR,152.47,-1.0985911044778272,0.0
A036_T1,A036,T1,ICR,1.0,-0.5682207836686602,0.0
A036_T2,A036,T2,ICR,21.63,-0.6404564720445307,0.0
A036_T3,A036,T3,ICR,71.47,-0.8149706120665079,0.0
A036_T4,A036,T4,ICR,143.85,-1.0684082817051657,0.0
A037_T1,A037,T1,ICR,1.0,-0.5682207836686602,0.0
A037_T2,A037,T2,ICR,23.7,-0.6477045512950422,0.0
A037_T3,A037,T3,ICR,72.08,-0.8171065194784943,0.0
A037_T4,A037,T4,ICR,143.66,-1.0677429990686453,0.0
A038_T1,A038,T1,ICR,1.0,-0.5682207836686602,0.0
A038_T2,A038,T2,ICR,71.85,-0.8163011773395487,0.0
A038_T3,A038,T3,ICR,72.86,-0.8198376797757886,0.0
A038_T4,A038,T4,ICR,152.89,-1.1000617292532933,0.0
A039_T1,A039,T1,ICR,1.0,-0.5682207836686602,0.0
A039_T2,A039,T2,ICR,28.65,-0.6650369147201785,0.0
A039_T3,A039,T3,ICR,98.84,-0.9108063266010488,0.0
A039_T4,A039,T4,ICR,246.24,-1.426925593038437,0.0
A040_T1,A040,T1,ICR,1.0,-0.5682207836686602,0.0
A040_T2,A040,T2,ICR,26.26,-0.6566683594502642,0.0
A040_T3,A040,T3,ICR,71.28,-0.8143053294299876,0.0
A040_T4,A040,T4,ICR,143.53,-1.0672878056857629,0.0
A041_T1,A041,T1,ICR,1.0,-0.5682207836686602,0.0
A041_T2,A041,T2,ICR,31.78,-0.6759965707849616,0.0
A041_T3,A041,T3,ICR,75.74,-0.8299219639504133,0.0
A041_T4,A041,T4,ICR,141.84,-1.0613702917082923,0.0
A042_T1,A042,T1,ICR,1.0,-0.5682207836686602,0.0
A042_T2,A042,T2,ICR,28.93,-0.6660173312371558,0.0
A042_T3,A042,T3,ICR,72.17,-0.8174216533589514,0.0
A042_T4,A042,T4,ICR,146.02,-1.0760065097117408,0.0
A043_T1,A043,T1,ICR,1.0,-0.5682207836686602,0.0
A043_T2,A043,T2,ICR,25.62,-0.6544274074114587,0.0
A043_T3,A043,T3,ICR,64.94,-0.7921058982955707,0.0
A043_T4,A043,T4,ICR,149.33,-1.0875964335374377,0.0
A044_T1,A044,T1,ICR,1.0,-0.5682207836686602,0.0
A044_T2,A044,T2,ICR,47.66,-0.7316001932478226,0.0
A044_T3,A044,T3,ICR,91.63,-0.8855606012888807,0.0
A044_T4,A044,T4,ICR,155.27,-1.1083952696476012,0.0
A045_T1,A045,T1,ICR,1.0,-0.5682207836686602,0.0
A045_T2,A045,T2,ICR,24.66,-0.6510659793532505,0.0
A045_T3,A045,T3,ICR,72.23,-0.8176317426125894,0.0
A045_T4,A045,T4,ICR,151.52,-1.0952646912952253,0.0
A046_T1,A046,T1,ICR,1.0,-0.5682207836686602,0.0
A046_T2,A046,T2,ICR,24.32,-0.6498754735826351,0.0
A046_T3,A046,T3,ICR,73.05,-0.820502962412309,0.0
A046_T4,A046,T4,ICR,147.94,-1.0827293658281572,0.0
A047_T1,A047,T1,ICR,1.0,-0.5682207836686602,0.0
A047_T2,A047,T2,ICR,23.46,-0.6468641942804902,0.0
A047_T3,A047,T3,ICR,76.85,-0.8338086151427164,0.0
A047_T4,A047,T4,ICR,144.22,-1.0697038321026002,0.0
A048_T1,A048,T1,ICR,1.0,-0.5682207836686602,0.0
A048_T2,A048,T2,ICR,23.91,-0.6484398636827753,0.0
A048_T3,A048,T3,ICR,81.15,-0.8488650116534409,0.0
A048_T4,A048,T4,ICR,146.3,-1.076986926228718,0.0
A049_T1,A049,T1,ICR,1.0,-0.5682207836686602,0.0
A049_T2,A049,T2,ICR,27.12,-0.6596796387524091,0.0
A049_T3,A049,T3,ICR,111.38,-0.9547149806113937,0.0
A049_T4,A049,T4,ICR,168.86,-1.1559804855966114,0.0
A050_T1,A050,T1,ICR,1.0,-0.5682207836686602,0.0
A050_T2,A050,T2,ICR,24.73,-0.6513110834824949,0.0
A050_T3,A050,T3,ICR,93.39,-0.8917232193955957,0.0
A050_T4,A050,T4,ICR,148.69,-1.0853554814986324,0.0
A051_T1,A051,T1,ICR,1.0,-0.5682207836686602,0.0
A051_T2,A051,T2,ICR,17.16,-0.6248048226484987,0.0
A051_T3,A051,T3,ICR,65.63,-0.7945219247124078,0.0
A051_T4,A051,T4,ICR,146.99,-1.0794029526455553,0.0
A052_T1,A052,T1,ICR,1.0,-0.5682207836686602,0.0
A052_T2,A052,T2,ICR,31.76,-0.6759265410337488,0.0
A052_T3,A052,T3,ICR,80.98,-0.8482697587681332,0.0
A052_T4,A052,T4,ICR,153.27,-1.1013922945263341,0.0
A053_T1,A053,T1,ICR,1.0,-0.5682207836686602,0.0
A053_T2,A053,T2,ICR,32.71,-0.6792529542163508,0.0
A053_T3,A053,T3,ICR,78.28,-0.8388157423544225,0.0
A053_T4,A053,T4,ICR,148.9,-1.0860907938863653,0.0
A054_T1,A054,T1,ICR,1.0,-0.5682207836686602,0.0
A054_T2,A054,T2,ICR,16.9,-0.623894435882734,0.0
A054_T3,A054,T3,ICR,72.83,-0.8197326351489695,0.0
A054_T4,A054,T4,ICR,136.83,-1.0438278390295181,0.0
A055_T1,A055,T1,ICR,1.0,-0.5682207836686602,0.0
A055_T2,A055,T2,ICR,23.24,-0.6460938670171508,0.0
A055_T3,A055,T3,ICR,74.48,-0.8255100896240151,0.0
A055_T4,A055,T4,ICR,149.21,-1.0871762550301618,0.0
A056_T1,A056,T1,ICR,1.0,-0.5682207836686602,0.0
A056_T2,A056,T2,ICR,33.61,-0.682404293020921,0.0
A056_T3,A056,T3,ICR,71.46,-0.8149355971909016,0.0
A056_T4,A056,T4,ICR,147.84,-1.0823792170720936,0.0
A057_T1,A057,T1,ICR,1.0,-0.5682207836686602,0.0
A057_T2,A057,T2,ICR,24.78,-0.6514861578605265,0.0
A057_T3,A057,T3,ICR,73.83,-0.8232341227096032,0.0
A057_T4,A057,T4,ICR,145.06,-1.0726450816535325,0.0
A058_T1,A058,T1,ICR,1.0,-0.5682207836686602,0.0
A058_T2,A058,T2,ICR,22.96,-0.6451134505001734,0.0
A058_T3,A058,T3,ICR,66.28,-0.7967978916268197,0.0
A058_T4,A058,T4,ICR,143.48,-1.0671127313077313,0.0
A059_T1,A059,T1,ICR,1.0,-0.5682207836686602,0.0
A059_T2,A059,T2,ICR,30.4,-0.6711645179512872,0.0
A059_T3,A059,T3,ICR,79.78,-0.8440679736953729,0.0
A059_T4,A059,T4,ICR,151.93,-1.096700301195085,0.0
A060_T1,A060,T1,ICR,1.0,-0.5682207836686602,0.0
A060_T2,A060,T2,ICR,24.87,-0.6518012917409836,0.0
A060_T3,A060,T3,ICR,94.68,-0.8962401383488131,0.0
A060_T4,A060,T4,ICR,143.91,-1.0686183709588037,0.0
A061_T1,A061,T1,ICR,1.0,-0.5682207836686602,0.0
A061_T2,A061,T2,ICR,35.16,-0.687831598739903,0.0
A061_T3,A061,T3,ICR,82.55,-0.8537670942383279,0.0
A061_T4,A061,T4,ICR,146.56,-1.0778973129944829,0.0
A062_T1,A062,T1,ICR,1.0,-0.5682207836686602,0.0
A062_T2,A062,T2,ICR,44.69,-0.721200775192741,0.0
A062_T3,A062,T3,ICR,92.72,-0.8893772227299712,0.0
A062_T4,A062,T4,ICR,149.18,-1.0870712104033426,0.0
A063_T1,A063,T1,ICR,1.0,-0.5682207836686602,0.0
A063_T2,A063,T2,ICR,21.98,-0.6416819926907525,0.0
A063_T3,A063,T3,ICR,69.99,-0.8097884104767702,0.0
A063_T4,A063,T4,ICR,141.09,-1.0587441760378171,0.0
A064_T1,A064,T1,ICR,1.0,-0.5682207836686602,0.0
A064_T2,A064,T2,ICR,37.65,-0.6965503027658806,0.0
A064_T3,A064,T3,ICR,82.99,-0.8553077487650067,0.0
A064_T4,A064,T4,ICR,156.21,-1.1116866679545967,0.0
A065_T1,A065,T1,ICR,1.0,-0.5682207836686602,0.0
A065_T2,A065,T2,ICR,32.31,-0.6778523591920973,0.0
A065_T3,A065,T3,ICR,106.41,-0.9373125874350449,0.0
A065_T4,A065,T4,ICR,187.43,-1.2210031095975769,0.0
A066_T1,A066,T1,ICR,1.0,-0.5682207836686602,0.0
A066_T2,A066,T2,ICR,23.35,-0.6464790306488205,0.0
A066_T3,A066,T3,ICR,73.79,-0.8230940632071778,0.0
A066_T4,A066,T4,ICR,164.93,-1.1422196394833213,0.0
A067_T1,A067,T1,ICR,1.0,-0.5682207836686602,0.0
A067_T2,A067,T2,ICR,29.91,-0.6694487890465768,0.0
A067_T3,A067,T3,ICR,73.19,-0.8209931706707976,0.0
A067_T4,A067,T4,ICR,144.19,-1.069598787475781,0.0
A068_T1,A068,T1,ICR,1.0,-0.5682207836686602,0.0
A068_T2,A068,T2,ICR,30.49,-0.6714796518317442,0.0
A068_T3,A068,T3,ICR,82.98,-0.8552727338894004,0.0
A068_T4,A068,T4,ICR,155.59,-1.109515745667004,0.0
A069_T1,A069,T1,ICR,1.0,-0.5682207836686602,0.0
A069_T2,A069,T2,ICR,24.96,-0.6521164256214406,0.0
A069_T3,A069,T3,ICR,79.75,-0.8439629290685539,0.0
A069_T4,A069,T4,ICR,140.22,-1.055697881860066,0.0
A070_T1,A070,T1,ICR,1.0,-0.5682207836686602,0.0
A070_T2,A070,T2,ICR,24.25,-0.6496303694533907,0.0
A070_T3,A070,T3,ICR,81.92,-0.8515611570751287,0.0
A070_T4,A070,T4,ICR,149.2,-1.0871412401545553,0.0
A071_T1,A071,T1,ICR,1.0,-0.5682207836686602,0.0
A071_T2,A071,T2,ICR,30.92,-0.6729852914828166,0.0
A071_T3,A071,T3,ICR,79.96,-0.8446982414562869,0.0
A071_T4,A071,T4,ICR,153.27,-1.1013922945263341,0.0
A072_T1,A072,T1,ICR,1.0,-0.5682207836686602,0.0
A072_T2,A072,T2,ICR,33.76,-0.682929516155016,0.0
A072_T3,A072,T3,ICR,83.54,-0.8572335669233551,0.0
A072_T4,A072,T4,ICR,154.89,-1.1070647043745603,0.0
A073_T1,A073,T1,ICR,1.0,-0.5682207836686602,0.0
A073_T2,A073,T2,ICR,66.66,-0.7981284568998605,0.0
A073_T3,A073,T3,ICR,66.9,-0.7989688139144125,0.0
A073_T4,A073,T4,ICR,140.12,-1.0553477331040026,0.0
A074_T1,A074,T1,ICR,1.0,-0.5682207836686602,0.0
A074_T2,A074,T2,ICR,29.33,-0.6674179262614093,0.0
A074_T3,A074,T3,ICR,73.02,-0.82039791778549,0.0
A074_T4,A074,T4,ICR,147.21,-1.0801732799088946,0.0
A075_T1,A075,T1,ICR,1.0,-0.5682207836686602,0.0
A075_T2,A075,T2,ICR,28.68,-0.6651419593469974,0.0
A075_T3,A075,T3,ICR,71.37,-0.8146204633104446,0.0
A075_T4,A075,T4,ICR,244.53,-1.4209380493097536,0.0
A076_T1,A076,T1,ICR,1.0,-0.5682207836686602,0.0
A076_T2,A076,T2,ICR,27.3,-0.6603099065133231,0.0
A076_T3,A076,T3,ICR,74.88,-0.8269106846482683,0.0
A076_T4,A076,T4,ICR,149.28,-1.0874213591594062,0.0
A077_T1,A077,T1,ICR,1.0,-0.5682207836686602,0.0
A077_T2,A077,T2,ICR,53.88,-0.7533794458749634,0.0
A077_T3,A077,T3,ICR,78.36,-0.8390958613592732,0.0
A077_T4,A077,T4,ICR,149.75,-1.0890670583129038,0.0
A078_T1,A078,T1,ICR,1.0,-0.5682207836686602,0.0
A078_T2,A078,T2,ICR,26.17,-0.6563532255698072,0.0
A078_T3,A078,T3,ICR,72.3,-0.8178768467418338,0.0
A078_T4,A078,T4,ICR,140.08,-1.0552076736015772,0.0
A079_T1,A079,T1,ICR,1.0,-0.5682207836686602,0.0
A079_T2,A079,T2,ICR,26.11,-0.6561431363161692,0.0
A079_T3,A079,T3,ICR,74.0,-0.8238293755949109,0.0
A079_T4,A079,T4,ICR,194.42,-1.2454785076464052,0.0
A080_T1,A080,T1,ICR,1.0,-0.5682207836686602,0.0
A080_T2,A080,T2,ICR,29.03,-0.6663674799932192,0.0
A080_T3,A080,T3,ICR,72.87,-0.819872694651395,0.0
A080_T4,A080,T4,ICR,145.77,-1.0751311378215824,0.0
A081_T1,A081,T1,ICR,1.0,-0.5682207836686602,0.0
A081_T2,A081,T2,ICR,31.39,-0.6746309906363144,0.0
A081_T3,A081,T3,ICR,80.13,-0.8452934943415946,0.0
A081_T4,A081,T4,ICR,154.53,-1.1058041688527322,0.0
A082_T1,A082,T1,ICR,1.0,-0.5682207836686602,0.0
A082_T2,A082,T2,ICR,27.97,-0.6626559031789476,0.0
A082_T3,A082,T3,ICR,75.71,-0.8298169193235942,0.0
A082_T4,A082,T4,ICR,170.25,-1.1608475533058922,0.0
A083_T1,A083,T1,ICR,1.0,-0.5682207836686602,0.0
A083_T2,A083,T2,ICR,25.15,-0.6527817082579609,0.0
A083_T3,A083,T3,ICR,74.3,-0.8248798218631009,0.0
A083_T4,A083,T4,ICR,144.91,-1.0721198585194374,0.0
A084_T1,A084,T1,ICR,1.0,-0.5682207836686602,0.0
A084_T2,A084,T2,ICR,27.25,-0.6601348321352914,0.0
A084_T3,A084,T3,ICR,91.97,-0.8867511070594961,0.0
A084_T4,A084,T4,ICR,162.51,-1.1337460395865882,0.0
A085_T1,A085,T1,ICR,1.0,-0.5682207836686602,0.0
A085_T2,A085,T2,ICR,24.51,-0.6505407562191554,0.0
A085_T3,A085,T3,ICR,71.4,-0.8147255079372635,0.0
A085_T4,A085,T4,ICR,170.65,-1.1622481483301454,0.0
A086_T1,A086,T1,ICR,1.0,-0.5682207836686602,0.0
A086_T2,A086,T2,ICR,23.47,-0.6468992091560966,0.0
A086_T3,A086,T3,ICR,145.29,-1.0734504237924782,0.0
A086_T4,A086,T4,ICR,169.55,-1.1583965120134487,0.0
A087_T1,A087,T1,ICR,1.0,-0.5682207836686602,0.0
A087_T2,A087,T2,ICR,31.07,-0.6735105146169117,0.0
A087_T3,A087,T3,ICR,72.8,-0.8196275905221506,0.0
A087_T4,A087,T4,ICR,144.2,-1.0696338023513876,0.0
A088_T1,A088,T1,ICR,1.0,-0.5682207836686602,0.0
A088_T2,A088,T2,ICR,24.25,-0.6496303694533907,0.0
A088_T3,A088,T3,ICR,74.91,-0.8270157292750874,0.0
A088_T4,A088,T4,ICR,149.93,-1.0896973260738179,0.0
A089_T1,A089,T1,ICR,1.0,-0.5682207836686602,0.0
A089_T2,A089,T2,ICR,32.14,-0.6772571063067896,0.0
A089_T3,A089,T3,ICR,79.34,-0.8425273191686942,0.0
A089_T4,A089,T4,ICR,146.96,-1.0792979080187362,0.0
A090_T1,A090,T1,ICR,1.0,-0.5682207836686602,0.0
A090_T2,A090,T2,ICR,23.54,-0.6471443132853408,0.0
A090_T3,A090,T3,ICR,95.42,-0.8988312391436819,0.0
A090_T4,A090,T4,ICR,144.07,-1.0691786089685051,0.0
A091_T1,A091,T1,ICR,1.0,-0.5682207836686602,0.0
A091_T2,A091,T2,ICR,22.2,-0.6424523199540919,0.0
A091_T3,A091,T3,ICR,73.64,-0.8225688400730828,0.0
A091_T4,A091,T4,ICR,142.61,-1.0640664371299802,0.0
A092_T1,A092,T1,ICR,1.0,-0.5682207836686602,0.0
A092_T2,A092,T2,ICR,22.83,-0.6446582571172911,0.0
A092_T3,A092,T3,ICR,71.31,-0.8144103740568065,0.0
A092_T4,A092,T4,ICR,146.16,-1.0764967179702292,0.0
A093_T1,A093,T1,ICR,1.0,-0.5682207836686602,0.0
A093_T2,A093,T2,ICR,22.09,-0.6420671563224222,0.0
A093_T3,A093,T3,ICR,70.22,-0.810593752615716,0.0
A093_T4,A093,T4,ICR,140.95,-1.0582539677793283,0.0
A094_T1,A094,T1,ICR,1.0,-0.5682207836686602,0.0
A094_T2,A094,T2,ICR,22.98,-0.645183480251386,0.0
A094_T3,A094,T3,ICR,76.21,-0.8315676631039111,0.0
A094_T4,A094,T4,ICR,149.99,-1.089907415327456,0.0
A095_T1,A095,T1,ICR,1.0,-0.5682207836686602,0.0
A095_T2,A095,T2,ICR,29.71,-0.66874849153445,0.0
A095_T3,A095,T3,ICR,78.76,-0.8404964563835267,0.0
A095_T4,A095,T4,ICR,148.79,-1.0857056302546955,0.0
A096_T1,A096,T1,ICR,1.0,-0.5682207836686602,0.0
A096_T2,A096,T2,ICR,24.49,-0.6504707264679428,0.0
A096_T3,A096,T3,ICR,71.19,-0.8139901955495306,0.0
A096_T4,A096,T4,ICR,143.66,-1.0677429990686453,0.0
A097_T1,A097,T1,ICR,1.0,-0.5682207836686602,0.0
A097_T2,A097,T2,ICR,24.37,-0.6500505479606667,0.0
A097_T3,A097,T3,ICR,70.83,-0.8127296600277024,0.0
A097_T4,A097,T4,ICR,144.85,-1.0719097692657993,0.0
A098_T1,A098,T1,ICR,1.0,-0.5682207836686602,0.0
A098_T2,A098,T2,ICR,25.77,-0.6549526305455537,0.0
A098_T3,A098,T3,ICR,78.84,-0.8407765753883774,0.0
A098_T4,A098,T4,ICR,146.29,-1.0769519113531116,0.0
A099_T1,A099,T1,ICR,1.0,-0.5682207836686602,0.0
A099_T2,A099,T2,ICR,28.75,-0.6653870634762418,0.0
A099_T3,A099,T3,ICR,78.57,-0.8398311737470063,0.0
A099_T4,A099,T4,ICR,143.51,-1.0672177759345503,0.0
A100_T1,A100,T1,ICR,1.0,-0.5682207836686602,0.0
A100_T2,A100,T2,ICR,31.14,-0.673755618746156,0.0
A100_T3,A100,T3,ICR,75.34,-0.8285213689261599,0.0
A100_T4,A100,T4,ICR,146.8,-1.0787376700090348,0.0
A101_T1,A101,T1,ICR,1.0,-0.5682207836686602,0.0
A101_T2,A101,T2,ICR,29.12,-0.6666826138736762,0.0
A101_T3,A101,T3,ICR,75.21,-0.8280661755432774,0.0
A101_T4,A101,T4,ICR,150.22,-1.0907127574664015,0.0
A102_T1,A102,T1,ICR,1.0,-0.5682207836686602,0.0
A102_T2,A102,T2,ICR,29.13,-0.6667176287492825,0.0
A102_T3,A102,T3,ICR,75.27,-0.8282762647969155,0.0
A102_T4,A102,T4,ICR,150.41,-1.091378040102922,0.0
A103_T1,A103,T1,ICR,1.0,-0.5682207836686602,0.0
A103_T2,A103,T2,ICR,27.26,-0.6601698470108978,0.0
A103_T3,A103,T3,ICR,80.24,-0.8456786579732644,0.0
A103_T4,A103,T4,ICR,149.72,-1.0889620136860847,0.0
A104_T1,A104,T1,ICR,1.0,-0.5682207836686602,0.0
A104_T2,A104,T2,ICR,22.6,-0.6438529149783453,0.0
A104_T3,A104,T3,ICR,72.62,-0.8189973227612366,0.0
A104_T4,A104,T4,ICR,145.78,-1.0751661526971885,0.0
A105_T1,A105,T1,ICR,1.0,-0.5682207836686602,0.0
A105_T2,A105,T2,ICR,22.77,-0.644448167863653,0.0
A105_T3,A105,T3,ICR,69.46,-0.8079326220696345,0.0
A105_T4,A105,T4,ICR,146.2,-1.0766367774726546,0.0
A106_T1,A106,T1,ICR,1.0,-0.5682207836686602,0.0
A106_T2,A106,T2,ICR,22.64,-0.6439929744807706,0.0
A106_T3,A106,T3,ICR,66.08,-0.796097594114693,0.0
A106_T4,A106,T4,ICR,147.13,-1.0798931609040439,0.0
A107_T1,A107,T1,ICR,1.0,-0.5682207836686602,0.0
A107_T2,A107,T2,ICR,26.22,-0.6565282999478388,0.0
A107_T3,A107,T3,ICR,71.45,-0.8149005823152953,0.0
A107_T4,A107,T4,ICR,145.95,-1.0757614055824962,0.0
A108_T1,A108,T1,ICR,1.0,-0.5682207836686602,0.0
A108_T2,A108,T2,ICR,27.61,-0.6613953676571195,0.0
A108_T3,A108,T3,ICR,68.96,-0.8061818782893176,0.0
A108_T4,A108,T4,ICR,152.12,-1.0973655838316054,0.0
A109_T1,A109,T1,ICR,1.0,-0.5682207836686602,0.0
A109_T2,A109,T2,ICR,24.65,-0.6510309644776442,0.0
A109_T3,A109,T3,ICR,71.17,-0.8139201657983178,0.0
A109_T4,A109,T4,ICR,149.87,-1.08948723682018,0.0
A010_T1,A010,T1,IRE,1.0,-0.5374263936068584,0.0
A010_T2,A010,T2,IRE,21.9,-0.6180305239534618,0.0
A010_T3,A010,T3,IRE,80.88,-0.8454961511229674,0.0
A010_T4,A010,T4,IRE,145.31,-1.0939805586938602,0.0
A011_T1,A011,T1,IRE,1.0,-0.5374263936068584,0.0
A011_T2,A011,T2,IRE,24.57,-0.6283277980216643,0.0
A011_T3,A011,T3,IRE,72.55,-0.8133701986929576,0.0
A011_T4,A011,T4,IRE,148.85,-1.1076331243123758,0.0
A012_T1,A012,T1,IRE,1.0,-0.5374263936068584,0.0
A012_T2,A012,T2,IRE,25.6,-0.6323001546846787,0.0
A012_T3,A012,T3,IRE,166.33,-1.1750474878749897,0.0
A012_T4,A012,T4,IRE,166.87,-1.1771300826303563,0.0
A013_T1,A013,T1,IRE,1.0,-0.5374263936068584,0.0
A013_T2,A013,T2,IRE,24.77,-0.6290991294125408,0.0
A013_T3,A013,T3,IRE,79.66,-0.8407910296386203,0.0
A013_T4,A013,T4,IRE,147.13,-1.1009996743508372,0.0
A014_T1,A014,T1,IRE,1.0,-0.5374263936068584,0.0
