model_name,AIC,BIC,log_likelihood,n_params,converged,delta_AIC,akaike_weight,cumulative_weight
Recip+PowerLaw,1508.4441413019458,1541.2364233956214,-747.2220706509729,6.0,True,1.9694889740794679,0.02393445624339342,0.6747851916398898
Exp+PowerLaw,1508.458860212484,1541.2511423061596,-747.229430106242,6.0,True,1.9842078846177174,0.02375895826016137,0.6985441499000512
PowerLaw_Lin,1508.458860212484,1541.2511423061596,-747.229430106242,6.0,True,1.9842078846177174,0.02375895826016137,0.7223031081602126
Lin+Log,1508.5914372320376,1541.3837193257132,-747.2957186160188,6.0,True,2.1167849041712543,0.022235078167825217,0.7445381863280378
Exp+Log,1508.5914372320376,1541.3837193257132,-747.2957186160188,6.0,True,2.1167849041712543,0.022235078167825217,0.766773264495863
SquareRoot+Recip,1508.6680447553545,1541.46032684903,-747.3340223776772,6.0,True,2.1933924274881065,0.021399496160071675,0.7881727606559347
Tanh+Log,1508.7825148420861,1541.5747969357617,-747.3912574210431,6.0,True,2.307862514219778,0.02020908659022965,0.8083818472461644
Root_Multi,1508.8861378933634,1541.678419987039,-747.4430689466817,6.0,True,2.4114855654970597,0.01918868550708437,0.8275705327532488
Recip+Lin,1508.999495572275,1541.7917776659506,-747.4997477861375,6.0,True,2.5248432444086575,0.018131340665196116,0.8457018734184449
Exp+Recip,1508.999495572275,1541.7917776659506,-747.4997477861375,6.0,True,2.5248432444086575,0.018131340665196116,0.8638332140836411
CubeRoot+Log,1509.1235105521137,1541.9157926457892,-747.5617552760568,6.0,True,2.6488582242473058,0.017041209168037336,0.8808744232516784
Recip+Quad,1509.624066614967,1547.1009604363103,-746.8120333074835,7.0,True,3.149414287100626,0.013268017605820994,0.8941424408574994
Quad+Log+SquareRoot,1509.779913591492,1551.9414191405033,-745.889956795746,8.0,True,3.3052612636256526,0.012273383318096747,0.9064158241755962
PowerLaw_08,1510.0071720381547,1538.1148424041623,-749.0035860190774,5.0,True,3.5325197102883976,0.010955085048170995,0.9173709092237672
Quartic,1510.0096728444023,1552.1711783934136,-746.0048364222012,8.0,True,3.535020516535951,0.010941395336218481,0.9283123045599857
Lin+Log+PowerLaw,1510.3945767749665,1547.8714705963098,-747.1972883874832,7.0,True,3.9199244471001293,0.009025928393577552,0.9373382329535632
PowerLaw+Recip+Log,1510.4261087662026,1547.9030025875459,-747.2130543831013,7.0,True,3.9514564383362085,0.008884741546200186,0.9462229744997634
PowerLaw_01,1510.4724287108656,1538.5800990768732,-749.2362143554328,5.0,True,3.997776382999291,0.008681335706520762,0.9549043102062842
Quad+Log,1510.586891795524,1548.0637856168673,-747.293445897762,7.0,True,4.112239467657673,0.00819843971694783,0.963102749923232
Lin+Quad+Log,1510.586891795524,1548.0637856168673,-747.293445897762,7.0,True,4.112239467657673,0.00819843971694783,0.9713011896401798
Sin+Log,1511.059406479225,1543.8516885729005,-748.5297032396124,6.0,True,4.584754151358538,0.006473303178665023,0.9777744928188448
Ultimate,1511.663015586515,1563.1937445908623,-744.8315077932575,10.0,True,5.188363258648678,0.0047868949353019824,0.9825613877541467
PowerLaw_09,1511.931541395793,1540.0392117618005,-749.9657706978965,5.0,True,5.456889067926568,0.004185470226516297,0.986746857980663
Log10,1513.4104041600285,1541.5180745260361,-750.7052020800143,5.0,True,6.935751832162168,0.001998081910219156,0.9887449398908821
Log,1513.4104041600285,1541.5180745260361,-750.7052020800143,5.0,True,6.935751832162168,0.001998081910219156,0.9907430218011012
Log2,1513.4104041600285,1541.5180745260361,-750.7052020800143,5.0,True,6.935751832162168,0.001998081910219156,0.9927411037113203
Reciprocal,1514.109715988653,1542.2173863546607,-751.0548579943265,5.0,True,7.635063660786727,0.00140850908886173,0.994149612800182
PowerLaw_10,1514.109715988653,1542.2173863546607,-751.0548579943265,5.0,True,7.635063660786727,0.00140850908886173,0.9955581218890437
Log+SquareRoot,1514.960364760006,1547.7526468536817,-750.480182380003,6.0,True,8.485712432139735,0.0009205420252931993,0.9964786639143369
SquareRoot+Log,1514.960364760007,1547.7526468536826,-750.4801823800035,6.0,True,8.485712432140645,0.0009205420252927807,0.9973992059396297
Exp_slow,1515.2087784831238,1543.3164488491313,-751.6043892415619,5.0,True,8.7341261552574,0.0008130200678343407,0.9982122260074641
SquareRoot,1515.2087784831238,1543.3164488491313,-751.6043892415619,5.0,True,8.7341261552574,0.0008130200678343407,0.9990252460752984
Cubic,1515.8171102505576,1553.2940040719009,-749.9085551252788,7.0,True,9.34245792269121,0.0005997961870202022,0.9996250422623186
Quadratic,1516.7572795375454,1549.549561631221,-751.3786397687727,6.0,True,10.282627209679049,0.00037484224809457354,0.9999998845104132
Root_067,1533.0823669256542,1561.1900372916618,-760.5411834628271,5.0,True,26.60771459778789,1.0688108386005726e-07,0.9999999913914971
Recip_sq,1538.1203221614978,1566.2279925275054,-763.0601610807489,5.0,True,31.645669833631473,8.60840655943162e-09,0.9999999999999036
Sin+Cos,1561.6926565399144,1594.48493863359,-773.8463282699572,6.0,True,55.21800421204807,6.550212608827073e-14,0.9999999999999691
Tanh,1563.5241182734953,1591.631788639503,-775.7620591367477,5.0,True,57.04946594562898,2.6215523483710747e-14,0.9999999999999953
Cos,1566.9916481395812,1595.0993185055888,-777.4958240697906,5.0,True,60.51699581171488,4.630138594391256e-15,1.0
Linear,1579.0294583560371,1607.1371287220447,-783.5147291780186,5.0,True,72.55480602817079,1.12620309206031e-17,1.0
Exponential_proxy,1579.0294583560371,1607.1371287220447,-783.5147291780186,5.0,True,72.55480602817079,1.12620309206031e-17,1.0
Sinh,1587.960880059657,1616.0685504256646,-787.9804400298285,5.0,True,81.48622773179068,1.2947416971319483e-19,1.0
Arctanh,1623.1216579175452,1651.2293282835528,-805.5608289587726,5.0,True,116.64700558967888,2.9999722198956943e-27,1.0
Sin,1649.8480277601047,1677.9556981261123,-818.9240138800524,5.0,True,143.3733754322384,4.715847593603657e-33,1.0
Exp_fast,1667.2696341885967,1695.3773045546043,-827.6348170942983,5.0,True,160.79498186073033,7.771520416257679e-37,1.0
Quadratic_pure,1667.2696341885967,1695.3773045546043,-827.6348170942983,5.0,True,160.79498186073033,7.771520416257679e-37,1.0
Cubic_pure,1685.2943199770862,1713.4019903430938,-836.6471599885431,5.0,True,178.8196676492198,9.47316723633325e-41,1.0
