model_name,AIC,BIC,log_likelihood,n_params,converged,delta_AIC,akaike_weight,cumulative_weight
PowerLaw_04,1506.4746523278664,1534.582322693874,-747.2373261639332,5.0,True,0.0,0.06407559713838301,0.06407559713838301
PowerLaw_05,1506.563709159862,1534.6713795258695,-747.281854579931,5.0,True,0.08905683199554915,0.06128500372501942,0.12536060086340242
LogLog,1506.73873454995,1534.8464049159577,-747.369367274975,5.0,True,0.26408222208374355,0.05614976413380071,0.18151036499720313
PowerLaw_03,1507.0515871247926,1535.1592574908002,-747.5257935623963,5.0,True,0.5769347969262526,0.04801897249423527,0.2295293374914384
Root_033,1507.1541181120647,1535.2617884780723,-747.5770590560323,5.0,True,0.679465784198328,0.045619292102498446,0.2751486295939368
CubeRoot,1507.158657205261,1535.2663275712687,-747.5793286026305,5.0,True,0.6840048773947274,0.045515874393340636,0.32066450398727747
PowerLaw_06,1507.2387785453875,1535.346448911395,-747.6193892726938,5.0,True,0.7641262175211523,0.04372851833845272,0.3643930223257302
FourthRoot,1507.4248688218477,1535.5325391878553,-747.7124344109238,5.0,True,0.9502164939813156,0.039843343188996405,0.4042363655147266
SquareRoot+Lin,1508.0836618634467,1540.8759439571222,-747.0418309317233,6.0,True,1.6090095355802987,0.028661616509212628,0.4328979820239392
PowerLaw_02,1508.3652948826584,1536.472965248666,-748.1826474413292,5.0,True,1.8906425547920662,0.024896875512631277,0.45779485753657045
Log+LogLog,1508.4023697403381,1541.1946518340137,-747.2011848701691,6.0,True,1.927717412471793,0.02443960287848567,0.48223446041505613
PowerLaw_07,1508.4151393906723,1536.5228097566799,-748.2075696953361,5.0,True,1.9404870628059143,0.024284057380771884,0.506518517795828
SquareRoot+PowerLaw,1508.4212252107154,1541.213507304391,-747.2106126053577,6.0,True,1.9465728828490683,0.024210275491958543,0.5307287932877865
Log+PowerLaw05,1508.4324930816883,1541.224775175364,-747.2162465408442,6.0,True,1.9578407538219835,0.024074259873113395,0.5548030531609
PowerLaw_Log,1508.4324930816883,1541.224775175364,-747.2162465408442,6.0,True,1.9578407538219835,0.024074259873113395,0.5788773130340134
Recip+Log,1508.437048920674,1541.2293310143496,-747.218524460337,6.0,True,1.962396592807636,0.024019483059544787,0.6028967960935582
Log+Recip,1508.437048920674,1541.2293310143496,-747.218524460337,6.0,True,1.962396592807636,0.024019483059544787,0.626916279153103
Recip+PowerLaw05,1508.4441413019458,1541.2364233956214,-747.2220706509729,6.0,True,1.9694889740794679,0.02393445624339342,0.6508507353964964
