domain,var_intercept,var_slope,cov_intercept_slope,var_residual
what,0.37162447746770594,0.07077965423218384,-0.06008425255441382,0.3203073963615305
where,0.4168296335350497,0.10763665609129623,-0.06983678278222388,0.32086592877464026
