UID,domain,TEST,HCE_rate,N_items,Days_mean,domain_Where,domain_When,HCE_rate_trans
A016,When,2,0.11538461538461539,26,1.1987375,0,1,0.3481420348899342
A016,When,3,0.07692307692307693,26,3.2778375,0,1,0.28290573721145973
A016,When,4,0.07692307692307693,26,6.307300000000001,0,1,0.28290573721145973
A016,Where,1,0.08,50,0.04166666666666666,1,0,0.28859435195061733
A016,Where,2,0.1,50,1.1987375,1,0,0.323413536785469
A016,Where,3,0.16,50,3.2778375,1,0,0.41287898879075535
A016,Where,4,0.16,50,6.307300000000001,1,0,0.41287898879075535
A017,What,1,0.06896551724137931,29,0.04166666666666666,0,0,0.267695745166414
A017,What,2,0.10344827586206896,29,1.1987375,0,0,0.329092735817834
A017,What,3,0.20689655172413793,29,3.2778375,0,0,0.4734469085719038
A017,What,4,0.20689655172413793,29,6.307300000000001,0,0,0.4734469085719038
A017,When,1,0.19230769230769232,26,0.04166666666666666,0,1,0.45522866891804775
A017,When,2,0.15384615384615385,26,1.1987375,0,1,0.4044410432789647
A017,When,3,0.19230769230769232,26,3.2778375,0,1,0.45522866891804775
A017,When,4,0.15384615384615385,26,6.307300000000001,0,1,0.4044410432789647
A017,Where,1,0.24,50,0.04166666666666666,1,0,0.5131425881640808
A017,Where,2,0.24,50,1.1987375,1,0,0.5131425881640808
A017,Where,3,0.4,50,3.2778375,1,0,0.6857396118957759
A017,Where,4,0.28,50,6.307300000000001,1,0,0.5587118091752663
A018,What,1,0.0,29,0.04166666666666666,0,0,0.03162804943757168
A018,What,2,0.0,29,1.1987375,0,0,0.03162804943757168
A018,What,3,0.0,29,3.2778375,0,0,0.03162804943757168
A018,What,4,0.0,29,6.307300000000001,0,0,0.03162804943757168
A018,When,1,0.0,26,0.04166666666666666,0,1,0.03162804943757168
A018,When,2,0.038461538461538464,26,1.1987375,0,1,0.19997954661742062
