UID,domain,TEST,HCE_rate,N_items,Days_mean,domain_Where,domain_When,HCE_rate_trans
A042,When,4,0.038461538461538464,26,6.307300000000001,0,1,0.19997954661742062
A042,Where,1,0.04,50,0.04166666666666666,1,0,0.20389438103477908
A042,Where,2,0.02,50,1.1987375,1,0,0.1454258194533693
A042,Where,3,0.02,50,3.2778375,1,0,0.1454258194533693
A042,Where,4,0.06,50,6.307300000000001,1,0,0.24956430006370459
A043,What,1,0.10344827586206896,29,0.04166666666666666,0,0,0.329092735817834
A043,What,2,0.13793103448275862,29,1.1987375,0,0,0.38195417820268907
A043,What,3,0.034482758620689655,29,3.2778375,0,0,0.18950082284559064
A043,What,4,0.13793103448275862,29,6.307300000000001,0,0,0.38195417820268907
A043,When,1,0.4230769230769231,26,0.04166666666666666,0,1,0.7091802540492428
A043,When,2,0.23076923076923078,26,1.1987375,0,1,0.5022788480074405
A043,When,3,0.07692307692307693,26,3.2778375,0,1,0.28290573721145973
A043,When,4,0.038461538461538464,26,6.307300000000001,0,1,0.19997954661742062
A043,Where,1,0.18,50,0.04166666666666666,1,0,0.4394490723289309
A043,Where,2,0.28,50,1.1987375,1,0,0.5587118091752663
A043,Where,3,0.18,50,3.2778375,1,0,0.4394490723289309
A043,Where,4,0.16,50,6.307300000000001,1,0,0.41287898879075535
A044,What,1,0.0,29,0.04166666666666666,0,0,0.03162804943757168
A044,What,2,0.0,29,1.1987375,0,0,0.03162804943757168
A044,What,3,0.0,29,3.2778375,0,0,0.03162804943757168
A044,What,4,0.0,29,6.307300000000001,0,0,0.03162804943757168
A044,When,1,0.0,26,0.04166666666666666,0,1,0.03162804943757168
A044,When,2,0.0,26,1.1987375,0,1,0.03162804943757168
A044,When,3,0.0,26,3.2778375,0,1,0.03162804943757168
A044,When,4,0.0,26,6.307300000000001,0,1,0.03162804943757168
A044,Where,1,0.02,50,0.04166666666666666,1,0,0.1454258194533693
A044,Where,2,0.0,50,1.1987375,1,0,0.03162804943757168
A044,Where,3,0.0,50,3.2778375,1,0,0.03162804943757168
A044,Where,4,0.0,50,6.307300000000001,1,0,0.03162804943757168
A045,What,1,0.034482758620689655,29,0.04166666666666666,0,0,0.18950082284559064
A045,What,2,0.0,29,1.1987375,0,0,0.03162804943757168
A045,What,3,0.06896551724137931,29,3.2778375,0,0,0.267695745166414
A045,What,4,0.06896551724137931,29,6.307300000000001,0,0,0.267695745166414
A045,When,1,0.038461538461538464,26,0.04166666666666666,0,1,0.19997954661742062
A045,When,2,0.0,26,1.1987375,0,1,0.03162804943757168
A045,When,3,0.07692307692307693,26,3.2778375,0,1,0.28290573721145973
A045,When,4,0.0,26,6.307300000000001,0,1,0.03162804943757168
A045,Where,1,0.1,50,0.04166666666666666,1,0,0.323413536785469
A045,Where,2,0.16,50,1.1987375,1,0,0.41287898879075535
A045,Where,3,0.3,50,3.2778375,1,0,0.5807303116068095
A045,Where,4,0.06,50,6.307300000000001,1,0,0.24956430006370459
A046,What,1,0.13793103448275862,29,0.04166666666666666,0,0,0.38195417820268907
A046,What,2,0.1724137931034483,29,1.1987375,0,0,0.4295149039912036
A046,What,3,0.06896551724137931,29,3.2778375,0,0,0.267695745166414
A046,What,4,0.2413793103448276,29,6.307300000000001,0,0,0.5147535300340429
A046,When,1,0.3076923076923077,26,0.04166666666666666,0,1,0.5890854491631276
A046,When,2,0.038461538461538464,26,1.1987375,0,1,0.19997954661742062
A046,When,3,0.07692307692307693,26,3.2778375,0,1,0.28290573721145973
A046,When,4,0.07692307692307693,26,6.307300000000001,0,1,0.28290573721145973
A046,Where,1,0.18,50,0.04166666666666666,1,0,0.4394490723289309
A046,Where,2,0.12,50,1.1987375,1,0,0.35527749346034315
A046,Where,3,0.1,50,3.2778375,1,0,0.323413536785469
A046,Where,4,0.16,50,6.307300000000001,1,0,0.41287898879075535
A047,What,1,0.0,29,0.04166666666666666,0,0,0.03162804943757168
A047,What,2,0.20689655172413793,29,1.1987375,0,0,0.4734469085719038
A047,What,3,0.1724137931034483,29,3.2778375,0,0,0.4295149039912036
A047,What,4,0.034482758620689655,29,6.307300000000001,0,0,0.18950082284559064
A047,When,1,0.038461538461538464,26,0.04166666666666666,0,1,0.19997954661742062
A047,When,2,0.07692307692307693,26,1.1987375,0,1,0.28290573721145973
A047,When,3,0.11538461538461539,26,3.2778375,0,1,0.3481420348899342
A047,When,4,0.0,26,6.307300000000001,0,1,0.03162804943757168
A047,Where,1,0.24,50,0.04166666666666666,1,0,0.5131425881640808
A047,Where,2,0.12,50,1.1987375,1,0,0.35527749346034315
A047,Where,3,0.24,50,3.2778375,1,0,0.5131425881640808
A047,Where,4,0.0,50,6.307300000000001,1,0,0.03162804943757168
A048,What,1,0.0,29,0.04166666666666666,0,0,0.03162804943757168
A048,What,2,0.20689655172413793,29,1.1987375,0,0,0.4734469085719038
A048,What,3,0.0,29,3.2778375,0,0,0.03162804943757168
A048,What,4,0.0,29,6.307300000000001,0,0,0.03162804943757168
A048,When,1,0.0,26,0.04166666666666666,0,1,0.03162804943757168
A048,When,2,0.11538461538461539,26,1.1987375,0,1,0.3481420348899342
A048,When,3,0.07692307692307693,26,3.2778375,0,1,0.28290573721145973
A048,When,4,0.11538461538461539,26,6.307300000000001,0,1,0.3481420348899342
A048,Where,1,0.06,50,0.04166666666666666,1,0,0.24956430006370459
A048,Where,2,0.14,50,1.1987375,1,0,0.38493583409084897
A048,Where,3,0.02,50,3.2778375,1,0,0.1454258194533693
A048,Where,4,0.1,50,6.307300000000001,1,0,0.323413536785469
A049,What,1,0.0,29,0.04166666666666666,0,0,0.03162804943757168
A049,What,2,0.0,29,1.1987375,0,0,0.03162804943757168
A049,What,3,0.06896551724137931,29,3.2778375,0,0,0.267695745166414
A049,What,4,0.13793103448275862,29,6.307300000000001,0,0,0.38195417820268907
A049,When,1,0.11538461538461539,26,0.04166666666666666,0,1,0.3481420348899342
A049,When,2,0.0,26,1.1987375,0,1,0.03162804943757168
A049,When,3,0.0,26,3.2778375,0,1,0.03162804943757168
A049,When,4,0.07692307692307693,26,6.307300000000001,0,1,0.28290573721145973
A049,Where,1,0.06,50,0.04166666666666666,1,0,0.24956430006370459
A049,Where,2,0.06,50,1.1987375,1,0,0.24956430006370459
A049,Where,3,0.06,50,3.2778375,1,0,0.24956430006370459
A049,Where,4,0.0,50,6.307300000000001,1,0,0.03162804943757168
A050,What,1,0.06896551724137931,29,0.04166666666666666,0,0,0.267695745166414
A050,What,2,0.06896551724137931,29,1.1987375,0,0,0.267695745166414
A050,What,3,0.0,29,3.2778375,0,0,0.03162804943757168
A050,What,4,0.034482758620689655,29,6.307300000000001,0,0,0.18950082284559064
A050,When,1,0.07692307692307693,26,0.04166666666666666,0,1,0.28290573721145973
A050,When,2,0.19230769230769232,26,1.1987375,0,1,0.45522866891804775
A050,When,3,0.23076923076923078,26,3.2778375,0,1,0.5022788480074405
A050,When,4,0.15384615384615385,26,6.307300000000001,0,1,0.4044410432789647
A050,Where,1,0.14,50,0.04166666666666666,1,0,0.38493583409084897
A050,Where,2,0.18,50,1.1987375,1,0,0.4394490723289309
A050,Where,3,0.02,50,3.2778375,1,0,0.1454258194533693
A050,Where,4,0.04,50,6.307300000000001,1,0,0.20389438103477908
A051,What,1,0.0,29,0.04166666666666666,0,0,0.03162804943757168
A051,What,2,0.1724137931034483,29,1.1987375,0,0,0.4295149039912036
A051,What,3,0.13793103448275862,29,3.2778375,0,0,0.38195417820268907
A051,What,4,0.06896551724137931,29,6.307300000000001,0,0,0.267695745166414
A051,When,1,0.4230769230769231,26,0.04166666666666666,0,1,0.7091802540492428
A051,When,2,0.38461538461538464,26,1.1987375,0,1,0.6699915648412373
A051,When,3,0.2692307692307692,26,3.2778375,0,1,0.5466604281567711
A051,When,4,0.2692307692307692,26,6.307300000000001,0,1,0.5466604281567711
A051,Where,1,0.06,50,0.04166666666666666,1,0,0.24956430006370459
A051,Where,2,0.2,50,1.1987375,1,0,0.46489644061454977
A051,Where,3,0.08,50,3.2778375,1,0,0.28859435195061733
A051,Where,4,0.06,50,6.307300000000001,1,0,0.24956430006370459
A052,What,1,0.0,29,0.04166666666666666,0,0,0.03162804943757168
A052,What,2,0.0,29,1.1987375,0,0,0.03162804943757168
A052,What,3,0.034482758620689655,29,3.2778375,0,0,0.18950082284559064
A052,What,4,0.034482758620689655,29,6.307300000000001,0,0,0.18950082284559064
A052,When,1,0.038461538461538464,26,0.04166666666666666,0,1,0.19997954661742062
A052,When,2,0.0,26,1.1987375,0,1,0.03162804943757168
A052,When,3,0.038461538461538464,26,3.2778375,0,1,0.19997954661742062
A052,When,4,0.038461538461538464,26,6.307300000000001,0,1,0.19997954661742062
A052,Where,1,0.2,50,0.04166666666666666,1,0,0.46489644061454977
A052,Where,2,0.2,50,1.1987375,1,0,0.46489644061454977
A052,Where,3,0.14,50,3.2778375,1,0,0.38493583409084897
A052,Where,4,0.24,50,6.307300000000001,1,0,0.5131425881640808
A053,What,1,0.06896551724137931,29,0.04166666666666666,0,0,0.267695745166414
A053,What,2,0.034482758620689655,29,1.1987375,0,0,0.18950082284559064
A053,What,3,0.0,29,3.2778375,0,0,0.03162804943757168
A053,What,4,0.0,29,6.307300000000001,0,0,0.03162804943757168
A053,When,1,0.0,26,0.04166666666666666,0,1,0.03162804943757168
A053,When,2,0.0,26,1.1987375,0,1,0.03162804943757168
A053,When,3,0.0,26,3.2778375,0,1,0.03162804943757168
A053,When,4,0.0,26,6.307300000000001,0,1,0.03162804943757168
A053,Where,1,0.1,50,0.04166666666666666,1,0,0.323413536785469
A053,Where,2,0.0,50,1.1987375,1,0,0.03162804943757168
A053,Where,3,0.0,50,3.2778375,1,0,0.03162804943757168
A053,Where,4,0.0,50,6.307300000000001,1,0,0.03162804943757168
A054,What,1,0.10344827586206896,29,0.04166666666666666,0,0,0.329092735817834
A054,What,2,0.06896551724137931,29,1.1987375,0,0,0.267695745166414
A054,What,3,0.06896551724137931,29,3.2778375,0,0,0.267695745166414
A054,What,4,0.034482758620689655,29,6.307300000000001,0,0,0.18950082284559064
A054,When,1,0.11538461538461539,26,0.04166666666666666,0,1,0.3481420348899342
A054,When,2,0.0,26,1.1987375,0,1,0.03162804943757168
A054,When,3,0.07692307692307693,26,3.2778375,0,1,0.28290573721145973
A054,When,4,0.038461538461538464,26,6.307300000000001,0,1,0.19997954661742062
A054,Where,1,0.3,50,0.04166666666666666,1,0,0.5807303116068095
A054,Where,2,0.08,50,1.1987375,1,0,0.28859435195061733
A054,Where,3,0.04,50,3.2778375,1,0,0.20389438103477908
A054,Where,4,0.04,50,6.307300000000001,1,0,0.20389438103477908
A055,What,1,0.0,29,0.04166666666666666,0,0,0.03162804943757168
A055,What,2,0.034482758620689655,29,1.1987375,0,0,0.18950082284559064
A055,What,3,0.034482758620689655,29,3.2778375,0,0,0.18950082284559064
A055,What,4,0.0,29,6.307300000000001,0,0,0.03162804943757168
A055,When,1,0.07692307692307693,26,0.04166666666666666,0,1,0.28290573721145973
A055,When,2,0.11538461538461539,26,1.1987375,0,1,0.3481420348899342
A055,When,3,0.0,26,3.2778375,0,1,0.03162804943757168
A055,When,4,0.0,26,6.307300000000001,0,1,0.03162804943757168
A055,Where,1,0.08,50,0.04166666666666666,1,0,0.28859435195061733
A055,Where,2,0.02,50,1.1987375,1,0,0.1454258194533693
A055,Where,3,0.0,50,3.2778375,1,0,0.03162804943757168
A055,Where,4,0.0,50,6.307300000000001,1,0,0.03162804943757168
A056,What,1,0.10344827586206896,29,0.04166666666666666,0,0,0.329092735817834
A056,What,2,0.0,29,1.1987375,0,0,0.03162804943757168
A056,What,3,0.06896551724137931,29,3.2778375,0,0,0.267695745166414
A056,What,4,0.10344827586206896,29,6.307300000000001,0,0,0.329092735817834
A056,When,1,0.07692307692307693,26,0.04166666666666666,0,1,0.28290573721145973
A056,When,2,0.0,26,1.1987375,0,1,0.03162804943757168
A056,When,3,0.0,26,3.2778375,0,1,0.03162804943757168
A056,When,4,0.0,26,6.307300000000001,0,1,0.03162804943757168
A056,Where,1,0.04,50,0.04166666666666666,1,0,0.20389438103477908
A056,Where,2,0.0,50,1.1987375,1,0,0.03162804943757168
A056,Where,3,0.06,50,3.2778375,1,0,0.24956430006370459
A056,Where,4,0.0,50,6.307300000000001,1,0,0.03162804943757168
A057,What,1,0.0,29,0.04166666666666666,0,0,0.03162804943757168
A057,What,2,0.13793103448275862,29,1.1987375,0,0,0.38195417820268907
A057,What,3,0.0,29,3.2778375,0,0,0.03162804943757168
A057,What,4,0.06896551724137931,29,6.307300000000001,0,0,0.267695745166414
A057,When,1,0.15384615384615385,26,0.04166666666666666,0,1,0.4044410432789647
A057,When,2,0.19230769230769232,26,1.1987375,0,1,0.45522866891804775
A057,When,3,0.0,26,3.2778375,0,1,0.03162804943757168
A057,When,4,0.038461538461538464,26,6.307300000000001,0,1,0.19997954661742062
A057,Where,1,0.08,50,0.04166666666666666,1,0,0.28859435195061733
A057,Where,2,0.12,50,1.1987375,1,0,0.35527749346034315
A057,Where,3,0.0,50,3.2778375,1,0,0.03162804943757168
A057,Where,4,0.0,50,6.307300000000001,1,0,0.03162804943757168
A058,What,1,0.10344827586206896,29,0.04166666666666666,0,0,0.329092735817834
A058,What,2,0.10344827586206896,29,1.1987375,0,0,0.329092735817834
A058,What,3,0.034482758620689655,29,3.2778375,0,0,0.18950082284559064
A058,What,4,0.0,29,6.307300000000001,0,0,0.03162804943757168
A058,When,1,0.0,26,0.04166666666666666,0,1,0.03162804943757168
A058,When,2,0.038461538461538464,26,1.1987375,0,1,0.19997954661742062
A058,When,3,0.0,26,3.2778375,0,1,0.03162804943757168
A058,When,4,0.0,26,6.307300000000001,0,1,0.03162804943757168
A058,Where,1,0.04,50,0.04166666666666666,1,0,0.20389438103477908
A058,Where,2,0.02,50,1.1987375,1,0,0.1454258194533693
A058,Where,3,0.0,50,3.2778375,1,0,0.03162804943757168
A058,Where,4,0.0,50,6.307300000000001,1,0,0.03162804943757168
A059,What,1,0.034482758620689655,29,0.04166666666666666,0,0,0.18950082284559064
A059,What,2,0.10344827586206896,29,1.1987375,0,0,0.329092735817834
A059,What,3,0.0,29,3.2778375,0,0,0.03162804943757168
A059,What,4,0.0,29,6.307300000000001,0,0,0.03162804943757168
A059,When,1,0.038461538461538464,26,0.04166666666666666,0,1,0.19997954661742062
A059,When,2,0.038461538461538464,26,1.1987375,0,1,0.19997954661742062
A059,When,3,0.038461538461538464,26,3.2778375,0,1,0.19997954661742062
A059,When,4,0.0,26,6.307300000000001,0,1,0.03162804943757168
A059,Where,1,0.12,50,0.04166666666666666,1,0,0.35527749346034315
A059,Where,2,0.02,50,1.1987375,1,0,0.1454258194533693
A059,Where,3,0.0,50,3.2778375,1,0,0.03162804943757168
A059,Where,4,0.06,50,6.307300000000001,1,0,0.24956430006370459
A060,What,1,0.0,29,0.04166666666666666,0,0,0.03162804943757168
A060,What,2,0.0,29,1.1987375,0,0,0.03162804943757168
A060,What,3,0.034482758620689655,29,3.2778375,0,0,0.18950082284559064
A060,What,4,0.06896551724137931,29,6.307300000000001,0,0,0.267695745166414
A060,When,1,0.19230769230769232,26,0.04166666666666666,0,1,0.45522866891804775
A060,When,2,0.0,26,1.1987375,0,1,0.03162804943757168
A060,When,3,0.11538461538461539,26,3.2778375,0,1,0.3481420348899342
A060,When,4,0.038461538461538464,26,6.307300000000001,0,1,0.19997954661742062
A060,Where,1,0.38,50,0.04166666666666666,1,0,0.6652450834574046
A060,Where,2,0.18,50,1.1987375,1,0,0.4394490723289309
A060,Where,3,0.44,50,3.2778375,1,0,0.7262603789764461
A060,Where,4,0.48,50,6.307300000000001,1,0,0.7663935877569065
A061,What,1,0.034482758620689655,29,0.04166666666666666,0,0,0.18950082284559064
A061,What,2,0.034482758620689655,29,1.1987375,0,0,0.18950082284559064
A061,What,3,0.06896551724137931,29,3.2778375,0,0,0.267695745166414
A061,What,4,0.06896551724137931,29,6.307300000000001,0,0,0.267695745166414
A061,When,1,0.19230769230769232,26,0.04166666666666666,0,1,0.45522866891804775
A061,When,2,0.5769230769230769,26,1.1987375,0,1,0.8636401714831048
A061,When,3,0.038461538461538464,26,3.2778375,0,1,0.19997954661742062
A061,When,4,0.3076923076923077,26,6.307300000000001,0,1,0.5890854491631276
A061,Where,1,0.18,50,0.04166666666666666,1,0,0.4394490723289309
A061,Where,2,0.28,50,1.1987375,1,0,0.5587118091752663
A061,Where,3,0.18,50,3.2778375,1,0,0.4394490723289309
A061,Where,4,0.26,50,6.307300000000001,1,0,0.5362099999892563
A062,What,1,0.0,29,0.04166666666666666,0,0,0.03162804943757168
A062,What,2,0.034482758620689655,29,1.1987375,0,0,0.18950082284559064
A062,What,3,0.034482758620689655,29,3.2778375,0,0,0.18950082284559064
A062,What,4,0.06896551724137931,29,6.307300000000001,0,0,0.267695745166414
A062,When,1,0.0,26,0.04166666666666666,0,1,0.03162804943757168
A062,When,2,0.0,26,1.1987375,0,1,0.03162804943757168
A062,When,3,0.0,26,3.2778375,0,1,0.03162804943757168
A062,When,4,0.0,26,6.307300000000001,0,1,0.03162804943757168
A062,Where,1,0.1,50,0.04166666666666666,1,0,0.323413536785469
A062,Where,2,0.1,50,1.1987375,1,0,0.323413536785469
A062,Where,3,0.04,50,3.2778375,1,0,0.20389438103477908
A062,Where,4,0.04,50,6.307300000000001,1,0,0.20389438103477908
A063,What,1,0.0,29,0.04166666666666666,0,0,0.03162804943757168
A063,What,2,0.034482758620689655,29,1.1987375,0,0,0.18950082284559064
A063,What,3,0.0,29,3.2778375,0,0,0.03162804943757168
A063,What,4,0.0,29,6.307300000000001,0,0,0.03162804943757168
A063,When,1,0.0,26,0.04166666666666666,0,1,0.03162804943757168
A063,When,2,0.0,26,1.1987375,0,1,0.03162804943757168
A063,When,3,0.0,26,3.2778375,0,1,0.03162804943757168
A063,When,4,0.0,26,6.307300000000001,0,1,0.03162804943757168
A063,Where,1,0.02,50,0.04166666666666666,1,0,0.1454258194533693
A063,Where,2,0.02,50,1.1987375,1,0,0.1454258194533693
A063,Where,3,0.0,50,3.2778375,1,0,0.03162804943757168
A063,Where,4,0.0,50,6.307300000000001,1,0,0.03162804943757168
A064,What,1,0.034482758620689655,29,0.04166666666666666,0,0,0.18950082284559064
A064,What,2,0.034482758620689655,29,1.1987375,0,0,0.18950082284559064
A064,What,3,0.13793103448275862,29,3.2778375,0,0,0.38195417820268907
A064,What,4,0.13793103448275862,29,6.307300000000001,0,0,0.38195417820268907
A064,When,1,0.038461538461538464,26,0.04166666666666666,0,1,0.19997954661742062
A064,When,2,0.0,26,1.1987375,0,1,0.03162804943757168
A064,When,3,0.038461538461538464,26,3.2778375,0,1,0.19997954661742062
A064,When,4,0.038461538461538464,26,6.307300000000001,0,1,0.19997954661742062
A064,Where,1,0.16,50,0.04166666666666666,1,0,0.41287898879075535
A064,Where,2,0.04,50,1.1987375,1,0,0.20389438103477908
A064,Where,3,0.06,50,3.2778375,1,0,0.24956430006370459
A064,Where,4,0.14,50,6.307300000000001,1,0,0.38493583409084897
A065,What,1,0.10344827586206896,29,0.04166666666666666,0,0,0.329092735817834
A065,What,2,0.0,29,1.1987375,0,0,0.03162804943757168
A065,What,3,0.10344827586206896,29,3.2778375,0,0,0.329092735817834
A065,What,4,0.034482758620689655,29,6.307300000000001,0,0,0.18950082284559064
A065,When,1,0.23076923076923078,26,0.04166666666666666,0,1,0.5022788480074405
A065,When,2,0.15384615384615385,26,1.1987375,0,1,0.4044410432789647
A065,When,3,0.038461538461538464,26,3.2778375,0,1,0.19997954661742062
A065,When,4,0.038461538461538464,26,6.307300000000001,0,1,0.19997954661742062
A065,Where,1,0.26,50,0.04166666666666666,1,0,0.5362099999892563
A065,Where,2,0.0,50,1.1987375,1,0,0.03162804943757168
A065,Where,3,0.06,50,3.2778375,1,0,0.24956430006370459
A065,Where,4,0.04,50,6.307300000000001,1,0,0.20389438103477908
A066,What,1,0.06896551724137931,29,0.04166666666666666,0,0,0.267695745166414
A066,What,2,0.06896551724137931,29,1.1987375,0,0,0.267695745166414
A066,What,3,0.10344827586206896,29,3.2778375,0,0,0.329092735817834
A066,What,4,0.0,29,6.307300000000001,0,0,0.03162804943757168
A066,When,1,0.07692307692307693,26,0.04166666666666666,0,1,0.28290573721145973
A066,When,2,0.0,26,1.1987375,0,1,0.03162804943757168
A066,When,3,0.038461538461538464,26,3.2778375,0,1,0.19997954661742062
A066,When,4,0.038461538461538464,26,6.307300000000001,0,1,0.19997954661742062
A066,Where,1,0.06,50,0.04166666666666666,1,0,0.24956430006370459
A066,Where,2,0.02,50,1.1987375,1,0,0.1454258194533693
A066,Where,3,0.0,50,3.2778375,1,0,0.03162804943757168
A066,Where,4,0.02,50,6.307300000000001,1,0,0.1454258194533693
A067,What,1,0.06896551724137931,29,0.04166666666666666,0,0,0.267695745166414
A067,What,2,0.06896551724137931,29,1.1987375,0,0,0.267695745166414
A067,What,3,0.0,29,3.2778375,0,0,0.03162804943757168
A067,What,4,0.034482758620689655,29,6.307300000000001,0,0,0.18950082284559064
A067,When,1,0.07692307692307693,26,0.04166666666666666,0,1,0.28290573721145973
A067,When,2,0.0,26,1.1987375,0,1,0.03162804943757168
A067,When,3,0.0,26,3.2778375,0,1,0.03162804943757168
A067,When,4,0.0,26,6.307300000000001,0,1,0.03162804943757168
A067,Where,1,0.04,50,0.04166666666666666,1,0,0.20389438103477908
A067,Where,2,0.0,50,1.1987375,1,0,0.03162804943757168
A067,Where,3,0.0,50,3.2778375,1,0,0.03162804943757168
A067,Where,4,0.02,50,6.307300000000001,1,0,0.1454258194533693
A068,What,1,0.06896551724137931,29,0.04166666666666666,0,0,0.267695745166414
A068,What,2,0.0,29,1.1987375,0,0,0.03162804943757168
A068,What,3,0.034482758620689655,29,3.2778375,0,0,0.18950082284559064
A068,What,4,0.034482758620689655,29,6.307300000000001,0,0,0.18950082284559064
A068,When,1,0.15384615384615385,26,0.04166666666666666,0,1,0.4044410432789647
A068,When,2,0.15384615384615385,26,1.1987375,0,1,0.4044410432789647
A068,When,3,0.11538461538461539,26,3.2778375,0,1,0.3481420348899342
A068,When,4,0.15384615384615385,26,6.307300000000001,0,1,0.4044410432789647
A068,Where,1,0.24,50,0.04166666666666666,1,0,0.5131425881640808
A068,Where,2,0.28,50,1.1987375,1,0,0.5587118091752663
A068,Where,3,0.04,50,3.2778375,1,0,0.20389438103477908
A068,Where,4,0.2,50,6.307300000000001,1,0,0.46489644061454977
A069,What,1,0.06896551724137931,29,0.04166666666666666,0,0,0.267695745166414
A069,What,2,0.0,29,1.1987375,0,0,0.03162804943757168
A069,What,3,0.034482758620689655,29,3.2778375,0,0,0.18950082284559064
A069,What,4,0.13793103448275862,29,6.307300000000001,0,0,0.38195417820268907
A069,When,1,0.34615384615384615,26,0.04166666666666666,0,1,0.6300654339520746
A069,When,2,0.0,26,1.1987375,0,1,0.03162804943757168
A069,When,3,0.038461538461538464,26,3.2778375,0,1,0.19997954661742062
A069,When,4,0.038461538461538464,26,6.307300000000001,0,1,0.19997954661742062
A069,Where,1,0.24,50,0.04166666666666666,1,0,0.5131425881640808
A069,Where,2,0.04,50,1.1987375,1,0,0.20389438103477908
A069,Where,3,0.0,50,3.2778375,1,0,0.03162804943757168
A069,Where,4,0.02,50,6.307300000000001,1,0,0.1454258194533693
A070,What,1,0.0,29,0.04166666666666666,0,0,0.03162804943757168
A070,What,2,0.06896551724137931,29,1.1987375,0,0,0.267695745166414
A070,What,3,0.10344827586206896,29,3.2778375,0,0,0.329092735817834
A070,What,4,0.0,29,6.307300000000001,0,0,0.03162804943757168
A070,When,1,0.038461538461538464,26,0.04166666666666666,0,1,0.19997954661742062
A070,When,2,0.0,26,1.1987375,0,1,0.03162804943757168
A070,When,3,0.0,26,3.2778375,0,1,0.03162804943757168
A070,When,4,0.0,26,6.307300000000001,0,1,0.03162804943757168
A070,Where,1,0.12,50,0.04166666666666666,1,0,0.35527749346034315
A070,Where,2,0.06,50,1.1987375,1,0,0.24956430006370459
A070,Where,3,0.04,50,3.2778375,1,0,0.20389438103477908
A070,Where,4,0.02,50,6.307300000000001,1,0,0.1454258194533693
A071,What,1,0.034482758620689655,29,0.04166666666666666,0,0,0.18950082284559064
A071,What,2,0.06896551724137931,29,1.1987375,0,0,0.267695745166414
A071,What,3,0.06896551724137931,29,3.2778375,0,0,0.267695745166414
A071,What,4,0.06896551724137931,29,6.307300000000001,0,0,0.267695745166414
A071,When,1,0.19230769230769232,26,0.04166666666666666,0,1,0.45522866891804775
A071,When,2,0.038461538461538464,26,1.1987375,0,1,0.19997954661742062
A071,When,3,0.0,26,3.2778375,0,1,0.03162804943757168
A071,When,4,0.0,26,6.307300000000001,0,1,0.03162804943757168
A071,Where,1,0.12,50,0.04166666666666666,1,0,0.35527749346034315
A071,Where,2,0.04,50,1.1987375,1,0,0.20389438103477908
A071,Where,3,0.04,50,3.2778375,1,0,0.20389438103477908
A071,Where,4,0.1,50,6.307300000000001,1,0,0.323413536785469
A072,What,1,0.10344827586206896,29,0.04166666666666666,0,0,0.329092735817834
A072,What,2,0.2413793103448276,29,1.1987375,0,0,0.5147535300340429
A072,What,3,0.2413793103448276,29,3.2778375,0,0,0.5147535300340429
A072,What,4,0.20689655172413793,29,6.307300000000001,0,0,0.4734469085719038
A072,When,1,0.07692307692307693,26,0.04166666666666666,0,1,0.28290573721145973
A072,When,2,0.038461538461538464,26,1.1987375,0,1,0.19997954661742062
A072,When,3,0.11538461538461539,26,3.2778375,0,1,0.3481420348899342
A072,When,4,0.0,26,6.307300000000001,0,1,0.03162804943757168
A072,Where,1,0.16,50,0.04166666666666666,1,0,0.41287898879075535
A072,Where,2,0.28,50,1.1987375,1,0,0.5587118091752663
A072,Where,3,0.2,50,3.2778375,1,0,0.46489644061454977
A072,Where,4,0.08,50,6.307300000000001,1,0,0.28859435195061733
A073,What,1,0.0,29,0.04166666666666666,0,0,0.03162804943757168
A073,What,2,0.10344827586206896,29,1.1987375,0,0,0.329092735817834
A073,What,3,0.034482758620689655,29,3.2778375,0,0,0.18950082284559064
A073,What,4,0.06896551724137931,29,6.307300000000001,0,0,0.267695745166414
A073,When,1,0.0,26,0.04166666666666666,0,1,0.03162804943757168
A073,When,2,0.0,26,1.1987375,0,1,0.03162804943757168
A073,When,3,0.0,26,3.2778375,0,1,0.03162804943757168
A073,When,4,0.0,26,6.307300000000001,0,1,0.03162804943757168
A073,Where,1,0.08,50,0.04166666666666666,1,0,0.28859435195061733
A073,Where,2,0.08,50,1.1987375,1,0,0.28859435195061733
A073,Where,3,0.08,50,3.2778375,1,0,0.28859435195061733
A073,Where,4,0.06,50,6.307300000000001,1,0,0.24956430006370459
A074,What,1,0.13793103448275862,29,0.04166666666666666,0,0,0.38195417820268907
A074,What,2,0.06896551724137931,29,1.1987375,0,0,0.267695745166414
A074,What,3,0.034482758620689655,29,3.2778375,0,0,0.18950082284559064
A074,What,4,0.13793103448275862,29,6.307300000000001,0,0,0.38195417820268907
A074,When,1,0.0,26,0.04166666666666666,0,1,0.03162804943757168
A074,When,2,0.0,26,1.1987375,0,1,0.03162804943757168
A074,When,3,0.0,26,3.2778375,0,1,0.03162804943757168
A074,When,4,0.038461538461538464,26,6.307300000000001,0,1,0.19997954661742062
A074,Where,1,0.06,50,0.04166666666666666,1,0,0.24956430006370459
A074,Where,2,0.12,50,1.1987375,1,0,0.35527749346034315
A074,Where,3,0.02,50,3.2778375,1,0,0.1454258194533693
A074,Where,4,0.1,50,6.307300000000001,1,0,0.323413536785469
A075,What,1,0.034482758620689655,29,0.04166666666666666,0,0,0.18950082284559064
A075,What,2,0.10344827586206896,29,1.1987375,0,0,0.329092735817834
A075,What,3,0.034482758620689655,29,3.2778375,0,0,0.18950082284559064
