time,domain,HCE_rate_observed,HCE_rate_predicted,CI_lower,CI_upper
0.041666666666666664,What,0.05068965517241379,0.05068965517241379,0.04270564930246127,0.058673661042366314
1.1987374999999998,What,0.07275862068965518,0.07275862068965518,0.06330505376025164,0.08221218761905871
3.2778375,What,0.05620689655172414,0.05620689655172414,0.047824073954827004,0.06458971914862127
6.307300000000001,What,0.05551724137931034,0.05551724137931034,0.04718296249911758,0.06385152025950311
0.041666666666666664,When,0.09884615384615385,0.09884615384615385,0.08737389980674852,0.11031840788555917
1.1987374999999998,When,0.08384615384615385,0.08384615384615385,0.07319258357651119,0.0944997241157965
3.2778375,When,0.065,0.065,0.05552385099315128,0.07447614900684872
6.307300000000001,When,0.04576923076923077,0.04576923076923077,0.0377361355983406,0.05380232594012094
0.041666666666666664,Where,0.1186,0.1186,0.10963810323576532,0.12756189676423468
1.1987374999999998,Where,0.099,0.099,0.09072151126835339,0.10727848873164662
3.2778375,Where,0.0778,0.0778,0.07037539374975345,0.08522460625024654
6.307300000000001,Where,0.0774,0.0774,0.06999289886144383,0.08480710113855616
