Age_tertile,TEST,theta_mean,theta_std,theta_count,Time_within_phase_mean,Age_c_mean
Young,3,0.05960393208823529,0.6989242071444692,34,50.80441176470588,-16.57
Young,4,-0.33246124328235294,0.8141098309729518,34,121.3835294117647,-16.57
Middle,3,-0.4272529421212121,0.7917582191065977,33,48.03393939393939,0.21787878787878767
Middle,4,-0.6409780196969697,0.7985097047457952,33,120.28969696969696,0.21787878787878767
Older,3,-0.36579262245454547,0.8685861002911907,33,50.82939393939394,16.854242424242422
Older,4,-0.5311305497272727,0.8539448131652816,33,126.18030303030302,16.854242424242422
