composite_ID,UID,TEST,TSVR_hours,theta,se_all,age,Age_c,Time,Time_log,Phase,Time_within_phase,Time_within_phase_log
A063_1,A063,1,1.0,0.86206603,0.3,45.0,0.4299999999999997,1.0,0.6931471805599453,Practice,0.0,0.0
A063_2,A063,2,21.98,0.7186035,0.3,45.0,0.4299999999999997,21.98,3.1346242724206097,Practice,20.98,3.090132948975475
A063_3,A063,3,69.99,0.17484958,0.3,45.0,0.4299999999999997,69.99,4.262539022051294,Forgetting,48.00999999999999,3.892024358921456
A063_4,A063,4,141.09,-0.58241045,0.3,45.0,0.4299999999999997,141.09,4.956460659649984,Forgetting,119.11,4.788407989566399
A064_1,A064,1,1.0,0.83211017,0.3,47.0,2.43,1.0,0.6931471805599453,Practice,0.0,0.0
A064_2,A064,2,37.65,0.56187433,0.3,47.0,2.43,37.65,3.654546775033431,Practice,36.65,3.6283329542459026
A064_3,A064,3,82.99,0.17636402,0.3,47.0,2.43,82.99,4.430697744137536,Forgetting,45.339999999999996,3.83600551900423
A064_4,A064,4,156.21,-0.33321425,0.3,47.0,2.43,156.21,5.057582491203423,Forgetting,118.56,4.783818337415737
A065_1,A065,1,1.0,-2.2385516,0.3,47.0,2.43,1.0,0.6931471805599453,Practice,0.0,0.0
A065_2,A065,2,32.31,-0.9801161,0.3,47.0,2.43,32.31,3.5058576522055884,Practice,31.310000000000002,3.475376779836407
A065_3,A065,3,106.41,-2.2205753,0.3,47.0,2.43,106.41,4.676653287609955,Forgetting,74.1,4.318820558770089
A065_4,A065,4,187.43,-2.3754525,0.3,47.0,2.43,187.43,5.238726585134399,Forgetting,155.12,5.050624942312414
A066_1,A066,1,1.0,0.46571386,0.3,47.0,2.43,1.0,0.6931471805599453,Practice,0.0,0.0
A066_2,A066,2,23.35,-0.45289963,0.3,47.0,2.43,23.35,3.192531849528599,Practice,22.35,3.150596984114906
A066_3,A066,3,73.79,-0.92944336,0.3,47.0,2.43,73.79,4.314684186203576,Forgetting,50.440000000000005,3.940416079929364
A066_4,A066,4,164.93,-1.2830758,0.3,47.0,2.43,164.93,5.111566012674697,Forgetting,141.58,4.959903245689483
A067_1,A067,1,1.0,0.6627066,0.3,48.0,3.43,1.0,0.6931471805599453,Practice,0.0,0.0
A067_2,A067,2,29.91,-1.312235,0.3,48.0,3.43,29.91,3.431079756144025,Practice,28.91,3.398192872641857
A067_3,A067,3,73.19,-1.4752139,0.3,48.0,3.43,73.19,4.306629370201435,Forgetting,43.28,3.790533107840436
A067_4,A067,4,144.19,-1.1757759,0.3,48.0,3.43,144.19,4.978043229495596,Forgetting,114.28,4.747363951691266
A068_1,A068,1,1.0,1.3038205,0.3,49.0,4.43,1.0,0.6931471805599453,Practice,0.0,0.0
A068_2,A068,2,30.49,0.163223,0.3,49.0,4.43,30.49,3.449670035112933,Practice,29.49,3.4173987610001633
A068_3,A068,3,82.98,0.4192529,0.3,49.0,4.43,82.98,4.430578675256047,Forgetting,52.49000000000001,3.979494720543159
A068_4,A068,4,155.59,-0.3906647,0.3,49.0,4.43,155.59,5.053630924557352,Forgetting,125.10000000000001,4.837075242970874
A069_1,A069,1,1.0,-0.7867887,0.3,46.0,1.4299999999999995,1.0,0.6931471805599453,Practice,0.0,0.0
A069_2,A069,2,24.96,-1.5067587,0.3,46.0,1.4299999999999995,24.96,3.2565568918358894,Practice,23.96,3.217274543501227
A069_3,A069,3,79.75,-0.71302193,0.3,46.0,1.4299999999999995,79.75,4.391357962102766,Forgetting,54.79,4.021594641857437
A069_4,A069,4,140.22,-1.7110198,0.3,46.0,1.4299999999999995,140.22,4.950318958088201,Forgetting,115.25999999999999,4.755829062273205
A070_1,A070,1,1.0,0.5967721,0.3,52.0,7.43,1.0,0.6931471805599453,Practice,0.0,0.0
A070_2,A070,2,24.25,0.042192243,0.3,52.0,7.43,24.25,3.228826155721369,Practice,23.25,3.188416617383492
A070_3,A070,3,81.92,-0.4347659,0.3,52.0,7.43,81.92,4.417876287567579,Forgetting,57.67,4.071928522937768
A070_4,A070,4,149.2,-1.0469787,0.3,52.0,7.43,149.2,5.011967739330034,Forgetting,124.94999999999999,4.835885002798619
A071_1,A071,1,1.0,1.1001538,0.3,50.0,5.43,1.0,0.6931471805599453,Practice,0.0,0.0
A071_2,A071,2,30.92,0.40058818,0.3,50.0,5.43,30.92,3.463232772581608,Practice,29.92,3.4314032237192214
A071_3,A071,3,79.96,-0.86193055,0.3,50.0,5.43,79.96,4.393955205539156,Forgetting,49.03999999999999,3.91282268559871
A071_4,A071,4,153.27,0.1462163,0.3,50.0,5.43,153.27,5.038704314023848,Forgetting,122.35000000000001,4.815025842975365
A072_1,A072,1,1.0,0.9622242,0.3,50.0,5.43,1.0,0.6931471805599453,Practice,0.0,0.0
A072_2,A072,2,33.76,0.37431285,0.3,50.0,5.43,33.76,3.548467300397191,Practice,32.76,3.5192766697277564
A072_3,A072,3,83.54,-0.88631296,0.3,50.0,5.43,83.54,4.437224795138644,Forgetting,49.78000000000001,3.9275025762765323
A072_4,A072,4,154.89,-0.13873519,0.3,50.0,5.43,154.89,5.04915063032459,Forgetting,121.13,4.805086051182997
A073_1,A073,1,1.0,0.8751058,0.3,51.0,6.43,1.0,0.6931471805599453,Practice,0.0,0.0
A073_2,A073,2,66.66,-0.48682293,0.3,51.0,6.43,66.66,4.214495163352562,Practice,65.66,4.199605072879594
A073_3,A073,3,66.9,-0.018863132,0.3,51.0,6.43,66.9,4.21803603456465,Forgetting,0.2400000000000091,0.21511137961695284
A073_4,A073,4,140.12,0.9759681,0.3,51.0,6.43,140.12,4.949610592258481,Forgetting,73.46000000000001,4.310262068444571
A074_1,A074,1,1.0,1.1391835,0.3,53.0,8.43,1.0,0.6931471805599453,Practice,0.0,0.0
A074_2,A074,2,29.33,-0.16370372,0.3,53.0,8.43,29.33,3.41213732170049,Practice,28.33,3.3786108829893595
A074_3,A074,3,73.02,-0.85258937,0.3,53.0,8.43,73.02,4.30433532695801,Forgetting,43.69,3.79974976294536
A074_4,A074,4,147.21,-1.1428367,0.3,53.0,8.43,147.21,4.998630186968824,Forgetting,117.88000000000001,4.778114580969449
A075_1,A075,1,1.0,0.4822121,0.3,53.0,8.43,1.0,0.6931471805599453,Practice,0.0,0.0
A075_2,A075,2,28.68,0.49708104,0.3,53.0,8.43,28.68,3.39047341829918,Practice,27.68,3.3562000157314196
A075_3,A075,3,71.37,-1.5457226,0.3,53.0,8.43,71.37,4.281791848878036,Forgetting,42.690000000000005,3.7771192429633444
A075_4,A075,4,244.53,-0.5980336,0.3,53.0,8.43,244.53,5.5034191393614815,Forgetting,215.85,5.379205870281376
A076_1,A076,1,1.0,-0.39436588,0.3,54.0,9.43,1.0,0.6931471805599453,Practice,0.0,0.0
A076_2,A076,2,27.3,-0.7679121,0.3,54.0,9.43,27.3,3.342861804649192,Practice,26.3,3.3068867021909143
A076_3,A076,3,74.88,-1.2046329,0.3,54.0,9.43,74.88,4.3291531450668135,Forgetting,47.58,3.8832119235740263
A076_4,A076,4,149.28,-2.5163941,0.3,54.0,9.43,149.28,5.0125002207057685,Forgetting,121.98,4.812021740525323
A077_1,A077,1,1.0,1.257486,0.3,52.0,7.43,1.0,0.6931471805599453,Practice,0.0,0.0
A077_2,A077,2,53.88,-0.15718071,0.3,52.0,7.43,53.88,4.00514898341763,Practice,52.88,3.986759351542163
A077_3,A077,3,78.36,0.254887,0.3,52.0,7.43,78.36,4.373994462976618,Forgetting,24.479999999999997,3.2378938307039626
A077_4,A077,4,149.75,0.58986604,0.3,52.0,7.43,149.75,5.015622835607295,Forgetting,95.87,4.573369873438294
A078_1,A078,1,1.0,0.05510661,0.3,50.0,5.43,1.0,0.6931471805599453,Practice,0.0,0.0
A078_2,A078,2,26.17,0.07325087,0.3,50.0,5.43,26.17,3.3021134234382563,Practice,25.17,3.2646137165420543
A078_3,A078,3,72.3,-1.0537938,0.3,50.0,5.43,72.3,4.294560608892605,Forgetting,46.129999999999995,3.8529097409356394
A078_4,A078,4,140.08,-1.0697036,0.3,50.0,5.43,140.08,4.949327105367852,Forgetting,113.91000000000001,4.744149213269543
A079_1,A079,1,1.0,0.49688977,0.3,50.0,5.43,1.0,0.6931471805599453,Practice,0.0,0.0
A079_2,A079,2,26.11,-0.40158516,0.3,50.0,5.43,26.11,3.299902663510574,Practice,25.11,3.2623183827110376
A079_3,A079,3,74.0,-0.94553256,0.3,50.0,5.43,74.0,4.31748811353631,Forgetting,47.89,3.889572876590554
A079_4,A079,4,194.42,-0.9119565,0.3,50.0,5.43,194.42,5.275151088516197,Forgetting,168.31,5.131731354140141
A080_1,A080,1,1.0,0.35685366,0.3,56.0,11.43,1.0,0.6931471805599453,Practice,0.0,0.0
A080_2,A080,2,29.03,0.34285796,0.3,56.0,11.43,29.03,3.402196881995239,Practice,28.03,3.3683297780365384
A080_3,A080,3,72.87,0.31786218,0.3,56.0,11.43,72.87,4.302306791540646,Forgetting,43.84,3.8031005982039594
A080_4,A080,4,145.77,-0.8033879,0.3,56.0,11.43,145.77,4.988866735623107,Forgetting,116.74000000000001,4.768478803600115
A081_1,A081,1,1.0,0.56923956,0.3,55.0,10.43,1.0,0.6931471805599453,Practice,0.0,0.0
A081_2,A081,2,31.39,-0.24241331,0.3,55.0,10.43,31.39,3.477849733183238,Practice,30.39,3.4464893708538624
A081_3,A081,3,80.13,0.93472326,0.3,55.0,10.43,80.13,4.396052806406973,Forgetting,48.739999999999995,3.9068094383752583
A081_4,A081,4,154.53,0.18450806,0.3,55.0,10.43,154.53,5.046838639056468,Forgetting,123.14,4.821409960985506
A082_1,A082,1,1.0,0.47511065,0.3,58.0,13.43,1.0,0.6931471805599453,Practice,0.0,0.0
A082_2,A082,2,27.97,1.1720833,0.3,58.0,13.43,27.97,3.366260811781259,Practice,26.97,3.3311325072138684
A082_3,A082,3,75.71,0.4018064,0.3,58.0,13.43,75.71,4.3400320779712045,Forgetting,47.739999999999995,3.88650004819706
A082_4,A082,4,170.25,-0.08527875,0.3,58.0,13.43,170.25,5.143124477142335,Forgetting,142.28,4.964800757752457
A083_1,A083,1,1.0,1.9135383,0.3,58.0,13.43,1.0,0.6931471805599453,Practice,0.0,0.0
A083_2,A083,2,25.15,0.9028967,0.3,58.0,13.43,25.15,3.263849190510932,Practice,24.15,3.224857896545748
A083_3,A083,3,74.3,0.21852846,0.3,58.0,13.43,74.3,4.321480134805848,Forgetting,49.15,3.9150185144079446
A083_4,A083,4,144.91,-0.03377411,0.3,58.0,13.43,144.91,4.982989993275931,Forgetting,119.75999999999999,4.793805104838638
A084_1,A084,1,1.0,0.37614724,0.3,59.0,14.43,1.0,0.6931471805599453,Practice,0.0,0.0
A084_2,A084,2,27.25,-0.4066572,0.3,59.0,14.43,27.25,3.34109345759245,Practice,26.25,3.305053521109253
A084_3,A084,3,91.97,0.011830099,0.3,59.0,14.43,91.97,4.532276860467767,Forgetting,64.72,4.185403293169068
A084_4,A084,4,162.51,-0.024996497,0.3,59.0,14.43,162.51,5.096874150546495,Forgetting,135.26,4.914564825345522
A085_1,A085,1,1.0,0.29977113,0.3,58.0,13.43,1.0,0.6931471805599453,Practice,0.0,0.0
A085_2,A085,2,24.51,1.7130281,0.3,58.0,13.43,24.51,3.23907053215372,Practice,23.51,3.1990811975400213
A085_3,A085,3,71.4,-0.14947924,0.3,58.0,13.43,71.4,4.282206299391671,Forgetting,46.89,3.868906714354518
A085_4,A085,4,170.65,-0.5059031,0.3,58.0,13.43,170.65,5.145457519903701,Forgetting,146.14000000000001,4.9913845145041185
A086_1,A086,1,1.0,0.9054527,0.3,58.0,13.43,1.0,0.6931471805599453,Practice,0.0,0.0
A086_2,A086,2,23.47,-0.35819164,0.3,58.0,13.43,23.47,3.19744787745458,Practice,22.47,3.1557230098629323
A086_3,A086,3,145.29,-1.1229844,0.3,58.0,13.43,145.29,4.985590952989995,Forgetting,121.82,4.810719868901253
A086_4,A086,4,169.55,-1.1456217,0.3,58.0,13.43,169.55,5.139028508864655,Forgetting,146.08,4.990976656433071
A087_1,A087,1,1.0,1.164813,0.3,59.0,14.43,1.0,0.6931471805599453,Practice,0.0,0.0
A087_2,A087,2,31.07,1.112516,0.3,59.0,14.43,31.07,3.467921013705064,Practice,30.07,3.436242723404956
A087_3,A087,3,72.8,-0.23325346,0.3,59.0,14.43,72.8,4.301358731606427,Forgetting,41.73,3.7549012496559335
A087_4,A087,4,144.2,0.27864328,0.3,59.0,14.43,144.2,4.978112102390695,Forgetting,113.13,4.737338149565509
A088_1,A088,1,1.0,2.00997,0.3,56.0,11.43,1.0,0.6931471805599453,Practice,0.0,0.0
A088_2,A088,2,24.25,2.599694,0.3,56.0,11.43,24.25,3.228826155721369,Practice,23.25,3.188416617383492
A088_3,A088,3,74.91,0.43418288,0.3,56.0,11.43,74.91,4.3295484280286765,Forgetting,50.66,3.9446837876676946
A088_4,A088,4,149.93,1.1879628,0.3,56.0,11.43,149.93,5.016816153171337,Forgetting,125.68,4.841664221670439
A089_1,A089,1,1.0,1.6034564,0.3,56.0,11.43,1.0,0.6931471805599453,Practice,0.0,0.0
A089_2,A089,2,32.14,0.9674698,0.3,56.0,11.43,32.14,3.500741011998417,Practice,31.14,3.4701013603093664
A089_3,A089,3,79.34,0.524776,0.3,56.0,11.43,79.34,4.386267628931136,Forgetting,47.2,3.8753590210565547
A089_4,A089,4,146.96,0.3647498,0.3,56.0,11.43,146.96,4.996941966964253,Forgetting,114.82000000000001,4.752037261797644
A090_1,A090,1,1.0,0.20163605,0.3,61.0,16.43,1.0,0.6931471805599453,Practice,0.0,0.0
A090_2,A090,2,23.54,-0.51139903,0.3,61.0,16.43,23.54,3.2003044392827653,Practice,22.54,3.1587011018321305
A090_3,A090,3,95.42,-1.5578265,0.3,61.0,16.43,95.42,4.568713648977476,Forgetting,71.88,4.288814252951703
A090_4,A090,4,144.07,-1.1440647,0.3,61.0,16.43,144.07,4.977216384550811,Forgetting,120.53,4.800161145882709
A091_1,A091,1,1.0,0.64397514,0.3,63.0,18.43,1.0,0.6931471805599453,Practice,0.0,0.0
A091_2,A091,2,22.2,-0.25296763,0.3,63.0,18.43,22.2,3.1441522786722644,Practice,21.2,3.100092288878234
A091_3,A091,3,73.64,-1.0806334,0.3,63.0,18.43,73.64,4.312676556539088,Forgetting,51.44,3.959669658895499
A091_4,A091,4,142.61,-0.80276793,0.3,63.0,18.43,142.61,4.967101292072528,Forgetting,120.41000000000001,4.799173247555884
A092_1,A092,1,1.0,-0.28513366,0.3,60.0,15.43,1.0,0.6931471805599453,Practice,0.0,0.0
A092_2,A092,2,22.83,-0.78696686,0.3,60.0,15.43,22.83,3.170945291110651,Practice,21.83,3.1280754605417043
A092_3,A092,3,71.31,-0.45482323,0.3,60.0,15.43,71.31,4.28096243218686,Forgetting,48.480000000000004,3.9015685475242874
A092_4,A092,4,146.16,-1.3833519,0.3,60.0,15.43,146.16,4.991520430236574,Forgetting,123.33,4.822939320964847
A093_1,A093,1,1.0,0.56161565,0.3,64.0,19.43,1.0,0.6931471805599453,Practice,0.0,0.0
A093_2,A093,2,22.09,0.19028424,0.3,64.0,19.43,22.09,3.139399623366404,Practice,21.09,3.095125017432026
A093_3,A093,3,70.22,0.67098945,0.3,64.0,19.43,70.22,4.265773677849632,Forgetting,48.129999999999995,3.8944698461805567
A093_4,A093,4,140.95,0.5149613,0.3,64.0,19.43,140.95,4.95547488291898,Forgetting,118.85999999999999,4.786324395030039
A094_1,A094,1,1.0,-0.70889944,0.3,60.0,15.43,1.0,0.6931471805599453,Practice,0.0,0.0
A094_2,A094,2,22.98,-0.17624284,0.3,60.0,15.43,22.98,3.177220149599368,Practice,21.98,3.1346242724206097
A094_3,A094,3,76.21,-1.6861137,0.3,60.0,15.43,76.21,4.3465289823207245,Forgetting,53.22999999999999,3.993234260852969
A094_4,A094,4,149.99,-1.1788263,0.3,60.0,15.43,149.99,5.017213609456379,Forgetting,127.01,4.852108385868018
A095_1,A095,1,1.0,1.5409168,0.3,61.0,16.43,1.0,0.6931471805599453,Practice,0.0,0.0
A095_2,A095,2,29.71,-0.27584857,0.3,61.0,16.43,29.71,3.424588334452731,Practice,28.71,3.391483689474516
A095_3,A095,3,78.76,-0.5608494,0.3,61.0,16.43,78.76,4.379022125653583,Forgetting,49.050000000000004,3.9130225057612296
A095_4,A095,4,148.79,-0.7580661,0.3,61.0,16.43,148.79,5.009234313180627,Forgetting,119.07999999999998,4.788158187325206
A096_1,A096,1,1.0,-0.45961466,0.3,60.0,15.43,1.0,0.6931471805599453,Practice,0.0,0.0
A096_2,A096,2,24.49,-1.2598481,0.3,60.0,15.43,24.49,3.238286218388024,Practice,23.49,3.1982648709640764
A096_3,A096,3,71.19,-2.12857,0.3,60.0,15.43,71.19,4.279301532151069,Forgetting,46.7,3.8649313978942956
A096_4,A096,4,143.66,-1.4557325,0.3,60.0,15.43,143.66,4.974386161421135,Forgetting,119.17,4.788907406923208
A097_1,A097,1,1.0,0.24293853,0.3,64.0,19.43,1.0,0.6931471805599453,Practice,0.0,0.0
A097_2,A097,2,24.37,-0.5491651,0.3,64.0,19.43,24.37,3.2335673736111907,Practice,23.37,3.193352867637115
A097_3,A097,3,70.83,0.7895957,0.3,64.0,19.43,70.83,4.27430221608671,Forgetting,46.459999999999994,3.8598872510076174
A097_4,A097,4,144.85,0.086306766,0.3,64.0,19.43,144.85,4.98257869631373,Forgetting,120.47999999999999,4.799749640177548
A098_1,A098,1,1.0,0.6008492,0.3,60.0,15.43,1.0,0.6931471805599453,Practice,0.0,0.0
A098_2,A098,2,25.77,0.3483601,0.3,60.0,15.43,25.77,3.2872818575322613,Practice,24.77,3.2492110246642736
A098_3,A098,3,78.84,1.1610224,0.3,60.0,15.43,78.84,4.380024632003209,Forgetting,53.07000000000001,3.990279503393914
A098_4,A098,4,146.29,-0.6924288,0.3,60.0,15.43,146.29,4.992403432501452,Forgetting,120.52,4.800078858287518
A099_1,A099,1,1.0,1.1219946,0.3,63.0,18.43,1.0,0.6931471805599453,Practice,0.0,0.0
A099_2,A099,2,28.75,1.2483166,0.3,63.0,18.43,28.75,3.392829131991639,Practice,27.75,3.3586377672433594
A099_3,A099,3,78.57,-0.21441267,0.3,63.0,18.43,78.57,4.376637137389444,Forgetting,49.81999999999999,3.928289977892018
A099_4,A099,4,143.51,0.8498486,0.3,63.0,18.43,143.51,4.973348709310239,Forgetting,114.75999999999999,4.751519082323228
A100_1,A100,1,1.0,-0.06985861,0.3,66.0,21.43,1.0,0.6931471805599453,Practice,0.0,0.0
A100_2,A100,2,31.14,0.79101294,0.3,66.0,21.43,31.14,3.4701013603093664,Practice,30.14,3.4384931664058525
A100_3,A100,3,75.34,0.2661362,0.3,66.0,21.43,75.34,4.335197047317084,Forgetting,44.2,3.8110970868381857
A100_4,A100,4,146.8,0.06164612,0.3,66.0,21.43,146.8,4.995860008514102,Forgetting,115.66000000000001,4.759263721325492
A101_1,A101,1,1.0,-1.0356112,0.3,69.0,24.43,1.0,0.6931471805599453,Practice,0.0,0.0
A101_2,A101,2,29.12,-0.70036155,0.3,69.0,24.43,29.12,3.405189402931693,Practice,28.12,3.3714252233284854
A101_3,A101,3,75.21,-1.5118189,0.3,69.0,24.43,75.21,4.333492687678026,Forgetting,46.08999999999999,3.852060664255463
A101_4,A101,4,150.22,-1.1640573,0.3,69.0,24.43,150.22,5.018735730130124,Forgetting,121.1,4.804840381116659
A102_1,A102,1,1.0,-0.044223346,0.3,68.0,23.43,1.0,0.6931471805599453,Practice,0.0,0.0
A102_2,A102,2,29.13,1.0700971,0.3,68.0,23.43,29.13,3.40552135314221,Practice,28.13,3.3717685709713434
A102_3,A102,3,75.27,-0.4782194,0.3,68.0,23.43,75.27,4.334279676176148,Forgetting,46.14,3.853121897507985
A102_4,A102,4,150.41,-0.5023084,0.3,68.0,23.43,150.41,5.019991389020281,Forgetting,121.28,4.806313497022634
A103_1,A103,1,1.0,1.7611793,0.3,68.0,23.43,1.0,0.6931471805599453,Practice,0.0,0.0
A103_2,A103,2,27.26,-1.0142955,0.3,68.0,23.43,27.26,3.3414473772563813,Practice,26.26,3.3054204262683866
A103_3,A103,3,80.24,-1.7227138,0.3,68.0,23.43,80.24,4.397407736712184,Forgetting,52.97999999999999,3.9886136075898584
A103_4,A103,4,149.72,-0.96813315,0.3,68.0,23.43,149.72,5.015423810828053,Forgetting,122.46,4.81591721696575
A104_1,A104,1,1.0,1.7474676,0.3,66.0,21.43,1.0,0.6931471805599453,Practice,0.0,0.0
A104_2,A104,2,22.6,0.04523211,0.3,66.0,21.43,22.6,3.1612467120315646,Practice,21.6,3.1179499062782403
A104_3,A104,3,72.62,0.22338806,0.3,66.0,21.43,72.62,4.298916727950875,Forgetting,50.02,3.9322177127136655
A104_4,A104,4,145.78,-1.7777252,0.3,66.0,21.43,145.78,4.9889348671169165,Forgetting,123.18,4.821732125936747
A105_1,A105,1,1.0,0.61165696,0.3,68.0,23.43,1.0,0.6931471805599453,Practice,0.0,0.0
A105_2,A105,2,22.77,0.47426346,0.3,68.0,23.43,22.77,3.1684242813721024,Practice,21.77,3.125443880075648
A105_3,A105,3,69.46,-0.23769371,0.3,68.0,23.43,69.46,4.255045172913092,Forgetting,46.69,3.864721732310133
A105_4,A105,4,146.2,0.29649377,0.3,68.0,23.43,146.2,4.991792206294776,Forgetting,123.42999999999999,4.82374330878754
A106_1,A106,1,1.0,1.1972102,0.3,66.0,21.43,1.0,0.6931471805599453,Practice,0.0,0.0
A106_2,A106,2,22.64,0.124567874,0.3,66.0,21.43,22.64,3.162940192537897,Practice,21.64,3.119718253334982
A106_3,A106,3,66.08,0.3480307,0.3,66.0,21.43,66.08,4.205885936955008,Forgetting,43.44,3.7941399647714293
A106_4,A106,4,147.13,1.0106606,0.3,66.0,21.43,147.13,4.998090266593961,Forgetting,124.49,4.832226074122216
A107_1,A107,1,1.0,-0.71622896,0.3,70.0,25.43,1.0,0.6931471805599453,Practice,0.0,0.0
A107_2,A107,2,26.22,-1.6166046,0.3,70.0,25.43,26.22,3.30395199722332,Practice,25.22,3.2665224783355535
A107_3,A107,3,71.45,-1.0414004,0.3,70.0,25.43,71.45,4.282896668766692,Forgetting,45.230000000000004,3.833628938000134
A107_4,A107,4,145.95,-1.2497748,0.3,70.0,25.43,145.95,4.990092392864926,Forgetting,119.72999999999999,4.793556647344296
A108_1,A108,1,1.0,-0.4913459,0.3,69.0,24.43,1.0,0.6931471805599453,Practice,0.0,0.0
A108_2,A108,2,27.61,-1.1094757,0.3,69.0,24.43,27.61,3.3537563070620187,Practice,26.61,3.3181780259420632
A108_3,A108,3,68.96,-0.358304,0.3,69.0,24.43,68.96,4.247923650150401,Forgetting,41.349999999999994,3.745968421098063
A108_4,A108,4,152.12,-1.1333818,0.3,69.0,24.43,152.12,5.031221927704644,Forgetting,124.51,4.832385436672355
A109_1,A109,1,1.0,-0.25337747,0.3,68.0,23.43,1.0,0.6931471805599453,Practice,0.0,0.0
A109_2,A109,2,24.65,-1.0994496,0.3,68.0,23.43,24.65,3.2445435716167785,Practice,23.65,3.204776900488699
A109_3,A109,3,71.17,-0.23198725,0.3,68.0,23.43,71.17,4.279024447084182,Forgetting,46.52,3.8611506750543896
A109_4,A109,4,149.87,-1.2962439,0.3,68.0,23.43,149.87,5.016418538851983,Forgetting,125.22,4.838026416156094
