UID,TEST,Domain,TSVR_hours,theta_accuracy,theta_confidence,theta_accuracy_z,theta_confidence_z,latent_calibration
A072,T3,What,83.54,-1.1341089,-0.5401528,-1.393480453187919,0.386743318650365,0.8668114800603713
A072,T4,What,154.89,-0.5302154,-0.7525621,-0.6804517883802422,0.0291185332775857,0.32957021403210157
A073,T1,What,1.0,0.6544795,-0.83740723,0.7183402548384116,-0.1137317157754243,-0.3653141278456885
A073,T2,What,66.66,-0.7580057,-1.1371781,-0.9494081746720968,-0.6184435765308685,0.029384792073034682
A073,T3,What,66.9,-0.30615124,-1.0209675,-0.4158949272183758,-0.4227845781581893,-0.0749004841266766
A073,T4,What,140.12,0.90156066,-1.0217786,1.010073730383242,-0.4241501938040948,-0.6905791864551538
A074,T1,What,1.0,0.9347626,-0.18597467,1.049275899221331,0.9830584410342827,0.19683806679773064
A074,T2,What,29.33,-0.76089525,-0.53408575,-0.9528199219063278,0.3969581607222324,0.6833867195767163
A074,T3,What,73.02,-1.1451392,-0.86386716,-1.4065041404463978,-0.1582812095463127,0.5221756856241897
A074,T4,What,147.21,-1.2613695,-0.7869516,-1.5437394900886705,-0.0287816507377901,0.6645649273300268
A075,T1,What,1.0,0.25188833,-0.61729574,0.2429931209340717,0.2568609295057975,0.07778520384461456
A075,T2,What,28.68,0.108092144,-0.6755973,0.0732101997600297,0.1587009954450092,0.08790564032993245
A075,T3,What,71.37,-1.198156,-1.5873282,-1.469102095410933,-1.376342749957056,-0.2336023402336409
A075,T4,What,244.53,-0.75654626,-1.1416014,-0.9476849858075588,-0.6258909044639647,0.02385594467097113
A076,T1,What,1.0,-0.48276085,-0.84134424,-0.6244212889204052,-0.1203602972747301,0.20935279786089228
A076,T2,What,27.3,-0.47757313,-0.8928892,-0.6182960481867392,-0.2071444223438703,0.1509415546304604
A076,T3,What,74.88,-1.4173888,-1.2276068,-1.7279544769418624,-0.77069465230316,0.26721053988865184
A076,T4,What,149.28,-2.3509033,-1.6442255,-2.8301729931431567,-1.4721383893230846,0.2916568754117862
A077,T1,What,1.0,1.3145027,-0.29585537,1.4976423354835753,0.7980568344468559,-0.11536165597513254
A077,T2,What,53.88,-0.046640176,-0.53061026,-0.1094852250660267,0.4028097000160169,0.3235464784076677
A077,T3,What,78.36,0.09669988,-0.7001903,0.0597591346482897,0.1172947747820119,0.06709600123425444
A077,T4,What,149.75,0.63073874,-0.4655254,0.6903090831097549,0.5123903967581906,0.049138325116314996
A078,T1,What,1.0,0.023597341,-1.0185794,-0.0265544384854186,-0.4187638325978547,-0.24017933074965558
A078,T2,What,26.17,0.099462025,-0.9904335,0.0630204523497639,-0.3713757406140118,-0.24834604785818395
A078,T3,What,72.3,-0.7596743,-1.0203165,-0.9513783227695646,-0.4216885162848265,0.15667556703335656
A078,T4,What,140.08,-0.65401506,-1.7117021,-0.8266244268892581,-1.5857459601435944,-0.6451736857535806
A079,T1,What,1.0,0.13202901,-0.71846724,0.1014729176128635,0.0865226440665906,0.02933606221268073
A079,T2,What,26.11,-0.5799095,-0.4687813,-0.7391265675785929,0.5069085720984641,0.6619114155565249
A079,T3,What,74.0,-1.0114949,-0.7912571,-1.248707746234245,-0.0360306436652303,0.5327046380342614
A079,T4,What,194.42,-0.5881184,-1.1430237,-0.7488189736179687,-0.6282855723633255,-0.06342329422928633
A080,T1,What,1.0,0.43105462,-0.3331419,0.4545382038621791,0.7352790404023122,0.29402573135095705
A080,T2,What,29.03,0.4199076,-0.52528346,0.441376703055854,0.411778213667367,0.09180786115661249
A080,T3,What,72.87,0.3975454,-0.8356168,0.4149732236208837,-0.1107172425650943,-0.23258135359782783
A080,T4,What,145.77,-0.8417055,-1.1089727,-1.048234137592164,-0.5709553068489223,0.10251078371415034
A081,T1,What,1.0,0.41316152,-0.32426777,0.4334114767119941,0.7502200473950387,0.3127360301878113
A081,T2,What,31.39,-0.49664956,-0.46589303,-0.6408199558164739,0.5117714332766171,0.6226519200267051
A081,T3,What,80.13,0.96994483,-0.40189904,1.0908162345318726,0.6195154771527458,-0.054696708281584294
A081,T4,What,154.53,0.04104539,-0.7679094,-0.0059531916066744,0.0032789167045278,0.022157240950387264
A082,T1,What,1.0,0.70349485,-0.3075968,0.7762136208633497,0.7782882726008373,0.18297572979975024
A082,T2,What,27.97,1.0411574,-0.5080273,1.1748982849341756,0.4408316991614501,-0.20577651851835443
A082,T3,What,75.71,0.26939318,-0.69216347,0.2636614338454686,0.1308092176805752,-0.012130889870219819
A082,T4,What,170.25,0.099159405,-1.0564356,0.0626631430981424,-0.4825007565462365,-0.31960463056659616
A083,T1,What,1.0,1.716006,-0.10635004,1.9717050003655057,1.117119149365495,-0.11471195333446704
A083,T2,What,25.15,0.627722,-0.6589626,0.6867471601974005,0.1867081543464347,-0.15862021792598385
A083,T3,What,74.3,-0.03808578,-0.7292993,-0.0993848852575736,0.0682851510159329,0.10421514070008256
A083,T4,What,144.91,-0.45677182,-0.6611885,-0.5937355415816001,0.1829604982421057,0.3910467940051365
A084,T1,What,1.0,0.27613997,-1.6331187,0.2716274984999777,-1.45343832785601,-1.0336556512486128
A084,T2,What,27.25,-1.0235722,-1.7653933,-1.262967646520441,-1.676143621057721,-0.5151384673840957
A084,T3,What,91.97,-0.04605442,-1.3211712,-0.1087936116961477,-0.928225176948422,-0.5321190383812058
A084,T4,What,162.51,-0.27272734,-1.9710993,-0.3764306859412875,-2.022482336452448,-1.1199343889983828
A085,T1,What,1.0,0.11177244,-0.16988859,0.0775555959979045,1.0101419110494343,0.6331964208666669
A085,T2,What,24.51,1.5030562,-0.06407394,1.720271077720103,1.1882976768070814,0.03943454409457381
A085,T3,What,71.4,-0.12060891,-0.29939044,-0.1968215312881242,0.7921049827622652,0.6113753145068381
A085,T4,What,170.65,-0.5840122,-0.9037909,-0.7439707043396384,-0.2254991653927782,0.19333034875083288
A086,T1,What,1.0,0.67570555,-0.42006263,0.7434022601268291,0.5889341891613576,0.07543698784049385
A086,T2,What,23.47,-0.8055431,-0.17667152,-1.0055364967196574,0.9987217713218022,1.092828608383876
A086,T3,What,145.29,-1.0776986,-0.756651,-1.326875727536127,0.0222342208444166,0.6038494159671364
A086,T4,What,169.55,-0.74143744,-0.81732196,-0.9298457115788752,-0.0799149743573023,0.36702691914255886
A087,T1,What,1.0,1.2110579,0.04956661,1.375503071482063,1.3796295879022855,0.31103625141148983
A087,T2,What,31.07,0.91695786,-0.28434318,1.0282535004217943,0.8174394343514771,0.09946950811519434
A087,T3,What,72.8,-0.11189697,-0.3399625,-0.1865351762502167,0.7237954772479984,0.5630424278948021
A087,T4,What,144.2,0.37117374,-0.31418985,0.3838356976853305,0.767187826004563,0.34501450343631235
A088,T1,What,1.0,1.4964592,-0.48985383,1.7124818729981837,0.4714296217016997,-0.417890450240846
A088,T2,What,24.25,2.3701851,-0.3874051,2.744106839792636,0.6439183266593631,-0.7518247538106873
A088,T3,What,74.91,0.24273601,-0.47999272,0.2321868007642196,0.4880323662486069,0.23100277117888596
A088,T4,What,149.93,1.3775116,-0.21584226,1.5720381550080451,0.9327716105454475,-0.06086493778110302
A089,T1,What,1.0,1.3879722,-0.24243428,1.5843891865245083,0.8879997222847703,-0.09496194546125558
A089,T2,What,32.14,0.98157203,-0.2085569,1.1045446930952647,0.9450376709597677,0.1485757179571165
A089,T3,What,79.34,0.18005185,-0.5054164,0.1581744080006102,0.4452275639005636,0.23540514933335016
A089,T4,What,146.96,0.12621939,-0.49625972,0.0946133875936797,0.4606442886848702,0.2727165488411206
A090,T1,What,1.0,0.5685513,-1.6694237,0.6168831771991804,-1.5145635602867875,-1.221792469655549
A090,T2,What,23.54,-1.004835,-1.231995,-1.240844274273125,-0.7780828838126693,0.052446854200417614
A090,T3,What,95.42,-1.9035667,-2.343972,-2.3019940698435915,-2.650272735972942,-0.6931738721679861
A090,T4,What,144.07,-1.0069829,-2.383801,-1.2433803410947424,-2.717331181985487,-1.1926852558320364
A091,T1,What,1.0,0.6446007,-0.31102517,0.7066761657665768,0.7725160673093153,0.20924713504194148
A091,T2,What,22.2,-0.23618999,-0.6510467,-0.3332903343956742,0.2000358289752404,0.28972998235274544
A091,T3,What,73.64,-1.0844674,-1.295363,-1.3348677798207604,-0.8847729741218145,0.024422136436687114
A091,T4,What,142.61,-0.22201028,-0.6915264,-0.3165480782053691,0.1318818261869704,0.23871358906779025
A092,T1,What,1.0,-0.45725018,-0.39631176,-0.5943003504296792,0.6289225502461443,0.6778803726774052
A092,T2,What,22.83,-0.707106,-0.874028,-0.8893099203770742,-0.1753885971428406,0.28819553379895496
A092,T3,What,71.31,-0.27878723,-1.0167565,-0.3835857145607069,-0.41569469098656,-0.08427428409401488
A092,T4,What,146.16,-1.5835248,-1.5746155,-1.9241144459703223,-1.3549389008364734,-0.023670622213750936
A093,T1,What,1.0,0.40196308,-0.31084672,0.4201892633231616,0.7728165162206849,0.332957981825327
A093,T2,What,22.09,0.31625798,-1.5315979,0.3189956041428452,-1.2825119404008802,-0.944235247022579
A093,T3,What,70.22,0.895297,-2.2868278,1.002678106607511,-2.554061401251256,-2.0561424503177266
A093,T4,What,140.95,0.58903307,-2.3151166,0.6410663967834249,-2.601690088076425,-1.930842679188312
A094,T1,What,1.0,-0.4338472,-0.8733607,-0.5666680020405662,-0.1742650916311739,0.14981166617056677
A094,T2,What,22.98,-0.10413395,-0.84126997,-0.1773692292985186,-0.1202352519362745,0.016688314242748928
A094,T3,What,76.21,-1.5876961,-1.1084818,-1.9290395800701468,-0.5701287987481024,0.48279793387415226
A094,T4,What,149.99,-0.9550737,-1.2153608,-1.1820901507429096,-0.7500765667406397,0.04511302301689579
A095,T1,What,1.0,1.5629785,-0.24935532,1.7910224892872169,0.8763470524414236,-0.19153952326668067
A095,T2,What,29.71,-0.31464836,-0.9429458,-0.4259276401525448,-0.2914226570138731,0.013842627315583611
A095,T3,What,78.76,-0.52469057,-0.5604514,-0.6739285153889127,0.3525674023022206,0.5346167418402687
A095,T4,What,148.79,-0.44003212,-1.0292403,-0.5739706559845851,-0.4367131506097343,-0.015697682796401824
A096,T1,What,1.0,-0.5876299,-0.7722609,-0.7482421922769564,-0.0040475245273282,0.33748418287723486
A096,T2,What,24.49,-1.6634033,-0.9537298,-2.0184285265190285,-0.3095792334230042,0.6887754734661493
A096,T3,What,71.19,-2.0487726,-0.642855,-2.4734414674380303,0.2138278566987827,1.2213114434480619
A096,T4,What,143.66,-1.6537123,-0.8880069,-2.006986176517495,-0.1989242950254076,0.7549526943819074
A097,T1,What,1.0,0.30110675,-1.0316466,0.3011062556118641,-0.4407645387600764,-0.395587413351788
A097,T2,What,24.37,-0.46951467,-2.4364095,-0.6087812695474493,-2.805905945525896,-1.5232113904744031
A097,T3,What,70.83,0.49897698,-1.826925,0.5347354400658911,-1.779742008727763,-1.3567872770280327
A097,T4,What,144.85,0.21680588,-2.2625446,0.2015705977877188,-2.513176778081911,-1.6844740909386453
A098,T1,What,1.0,0.63542306,-0.32570514,0.6958399497859684,0.7478000067576878,0.19803576602062112
A098,T2,What,25.77,0.2751316,-0.47275475,0.2704368966558907,0.5002186380727908,0.22234268784739203
A098,T3,What,78.84,1.2736149,-0.38767546,1.449365323989126,0.6434631326684531,-0.19389426117415753
A098,T4,What,146.29,-0.28662166,-0.56587017,-0.3928359766722038,0.3434440425518028,0.40756175875064854
A099,T1,What,1.0,0.8915915,-0.1933334,0.99830295152231,0.9706688505744197,0.21085290130071094
A099,T2,What,28.75,0.962919,-0.42159227,1.0825207019850482,0.5863587973273013,-0.07242770655298908
A099,T3,What,78.57,-0.6954294,-0.41357124,-0.8755231342840075,0.5998634750048729,0.7804542064235145
A099,T4,What,143.51,0.024082785,0.018703647,-0.0259812654223555,1.3276668889110317,0.8818880788236836
A100,T1,What,1.0,0.07399175,-1.2776049,0.0329472090120986,-0.8548743929338517,-0.5460924128432199
A100,T2,What,31.14,0.9113723,-1.4885942,1.0216585223519807,-1.210108382822491,-1.2006568282880772
A100,T3,What,75.34,0.36577296,-1.2015793,0.3774588929137606,-0.7268732231035439,-0.6123695373756017
A100,T4,What,146.8,0.07635781,-2.177189,0.0357408615396633,-2.369467071725528,-1.5206245712576734
A101,T1,What,1.0,-1.1400971,-1.1531101,-1.400550836046157,-0.6452676283994028,0.2066552529362814
A101,T2,What,29.12,-0.97317004,-1.1507939,-1.203456847268217,-0.6413679379061881,0.124184979656284
A101,T3,What,75.21,-1.268504,-2.0616903,-1.5521633313935863,-2.1750066700466237,-0.7110388230371361
A101,T4,What,150.22,-1.4687408,-2.4006252,-1.7885867705419822,-2.745657394227929,-0.9758248875665799
A102,T1,What,1.0,-0.1090957,-0.4659688,-0.1832276629090965,0.5116438624499738,0.4252807142556986
A102,T2,What,29.13,0.7893604,-0.5725646,0.8775967264431858,0.3321729066272312,-0.14742380925571458
A102,T3,What,75.27,-0.54814076,-0.70983475,-0.7016166055325993,0.1010568117489033,0.38492527967299134
A102,T4,What,150.41,-0.016238477,-0.7002248,-0.0735893546089762,0.1172366885537001,0.12455138099373336
A103,T1,What,1.0,1.5837513,-1.6476277,1.8155493335872743,-1.4778665332640293,-1.7150102178319817
A103,T2,What,27.26,-0.8997795,-2.0595725,-1.1168032258172254,-2.171441017457671,-0.8964513151375681
A103,T3,What,80.24,-1.8014679,-2.1543787,-2.1814440539178266,-2.331062309590402,-0.5400133171708306
A103,T4,What,149.72,-0.7135607,-2.3034658,-0.8969311087533924,-2.5820741162266936,-1.2551348668905682
A104,T1,What,1.0,1.9797188,-0.23795481,2.2830757729879863,0.8955416213321935,-0.39135140741653773
A104,T2,What,22.6,-0.25339428,-0.18667741,-0.3536037703370515,0.98187526665504,0.8009240999996596
A104,T3,What,72.62,0.30562896,-0.5396037,0.3064457158946457,0.3876678156928588,0.13448871265699974
A104,T4,What,145.78,-1.6902736,-1.1808013,-2.050154806288527,-0.6918901607306835,0.45676841027640325
A105,T1,What,1.0,0.6786545,0.14666553,0.7468841420829764,1.5431110382198034,0.6871216009119268
A105,T2,What,22.77,0.4023,-0.09143283,0.4205870712441725,1.142234641128853,0.5701868556701362
A105,T3,What,69.46,-0.07094553,-0.7008655,-0.1381830237843404,0.1161579683658912,0.15170748102487536
A105,T4,What,146.2,0.012376063,-0.5656953,-0.0398036171398929,0.3437384639646981,0.25554236776398254
A106,T1,What,1.0,1.5945877,-0.2363908,1.8283440793881844,0.8981748805189187,-0.19360329968608792
A106,T2,What,22.64,0.07416145,-0.50482,0.0331475770644421,0.4462316980039024,0.289955295041405
A106,T3,What,66.08,0.610385,-0.4244297,0.6662770310077822,0.5815815333621157,0.10396418366701815
A106,T4,What,147.13,0.97847015,-0.25632027,1.1008822437481636,0.8646204531405354,0.09847598769370064
A107,T1,What,1.0,-0.6293192,-2.2529342,-0.7974655502295865,-2.4969961436306574,-1.243345136580282
A107,T2,What,26.22,-1.6425781,-2.5128634,-1.993839812531624,-2.9346282264166668,-1.008769746479318
A107,T3,What,71.45,-0.8989691,-1.9072479,-1.1158463709579494,-1.914978365483419,-0.7320524201993679
A107,T4,What,145.95,-1.2341427,-2.1943111,-1.5115922839157514,-2.398294845922003,-0.8720232965387702
A108,T1,What,1.0,-0.6797666,-0.7291451,-0.8570297652195125,0.0685447712016049,0.4310377688374077
A108,T2,What,27.61,-1.2300881,-1.0643289,-1.5068049397493888,-0.4957903804863511,0.3485253732494949
A108,T3,What,68.96,-0.64672476,-1.0438112,-0.8180166295292146,-0.4612455744969566,0.0737564835771326
A108,T4,What,152.12,-1.2409853,-1.1844062,-1.519671473279129,-0.6979595823086951,0.22415207104683543
A109,T1,What,1.0,-0.29406714,-1.0555787,-0.4016269980414556,-0.4810580293276736,-0.11850050901771225
A109,T2,What,24.65,-0.85136366,-1.3236896,-1.0596377127743757,-0.9324653032493084,-0.12489096759580692
A109,T3,What,71.17,-0.2927042,-0.97737586,-0.4000177485820509,-0.3493911302298383,-0.03458079761175853
A109,T4,What,149.87,-1.3304558,-2.326117,-1.625311012626175,-2.6202110082480687,-0.965604602145952
A010,T1,Where,1.0,2.4439983,-0.35840303,2.8312595040309194,0.6927479167908513,-0.8184462349438941
A010,T2,Where,21.9,0.59148264,-0.60747373,0.6439586511734008,0.2733978429939511,-0.11651377389104908
A010,T3,Where,80.88,-0.091231495,-0.6976981,-0.1621350526408942,0.1214907892225569,0.14388392163973707
A010,T4,Where,145.31,0.47084022,-0.8171049,0.5015138266277367,-0.0795495193799872,-0.2821779700867997
A011,T1,Where,1.0,0.9860436,0.1822105,1.1098243617565338,1.6029566394591646,0.5390449069579488
A011,T2,Where,24.57,0.20441371,-0.41067916,0.1869389244394053,0.604732750923022,0.3020997395641312
A011,T3,Where,72.55,-0.74633425,-0.40114135,-0.9356274692830348,0.6207911685825894,0.8124711071136039
A011,T4,Where,148.85,-0.26116142,-0.8926102,-0.3627745818519531,-0.2066746815410005,0.020223703322808623
A012,T1,Where,1.0,1.4285018,-0.13544692,1.6322432643928562,1.0681299315439707,-0.04078454899694739
A012,T2,Where,25.6,-0.31520778,-0.6886631,-0.4265881581009358,0.1367026464050958,0.27153534603384544
A012,T3,Where,166.33,1.0647037,-0.65423065,1.202699854002498,0.194675143565573,-0.416455592697882
A012,T4,Where,166.87,-0.45238903,-0.75222445,-0.5885606971730539,0.0296870206685856,0.2742061406833576
A013,T1,Where,1.0,0.09202722,-0.69894737,0.0542420351582302,0.119387444803915,0.0461526325992875
A013,T2,Where,24.77,-0.6685766,-0.72977465,-0.8438175171009321,0.067484823809323,0.41242278331264404
A013,T3,Where,79.66,0.24629961,-0.72450304,0.2363944117915094,0.0763604163319621,-0.06290049323430502
A013,T4,Where,147.13,-0.42889243,-1.3667862,-0.5608178098501732,-1.0050252727294418,-0.40979725812483087
A014,T1,Where,1.0,0.840902,-0.26887542,0.93845288440821,0.8434818644625771,0.12238027564650567
A014,T2,Where,25.66,1.7318953,-0.3245419,1.9904658023342776,0.7497585060104843,-0.4069828231456241
A014,T3,Where,70.56,0.22653097,-0.5947845,0.2130531985076048,0.2947621766426936,0.08926274783682143
A014,T4,Where,148.87,-0.64632875,-0.8250754,-0.8175490529092468,-0.0929691217788169,0.2965706829686756
A015,T1,Where,1.0,1.7240337,0.1364241,1.98118346008146,1.5258679645612567,0.10093585447386977
A015,T2,Where,23.69,1.980908,-0.3898742,2.284479884289381,0.6397612047369052,-0.6093262629552993
A015,T3,Where,70.59,1.7067914,-0.3012806,1.960825145002372,0.7889225982606439,-0.3683600027684066
A015,T4,Where,146.54,0.8411193,-0.62505066,0.9387094546956244,0.2438042902692713,-0.2669940012459027
A016,T1,Where,1.0,1.42478,-0.35686523,1.627848863584301,0.6953370472806475,-0.2808130937678561
A016,T2,Where,32.85,0.5182861,-0.5745343,0.5575340892519002,0.3288566039053222,-0.042024479351389504
A016,T3,Where,80.64,0.08904186,-0.94173694,0.0507171632151306,-0.2893873492470016,-0.21761958213864346
A016,T4,Where,150.8,-1.0289922,-0.9995266,-1.2693671447154995,-0.3866854183723455,0.3071371624182238
A017,T1,Where,1.0,0.014488589,-0.04159507,-0.0373093170801116,1.226144423908892,0.8053391730852284
A017,T2,Where,20.61,0.9758614,0.13028155,1.0978020424720825,1.5155260062506195,0.4876466029118348
A017,T3,Where,61.28,0.13619477,0.20525199,0.1063915105281858,1.641750646670332,1.0111168318563601
A017,T4,Where,140.49,-0.036762077,-0.077853166,-0.0978219636783681,1.165098161810078,0.7926630873403774
A018,T1,Where,1.0,0.33654568,-0.17650345,0.342949681547253,0.9990047438549144,0.48854665311131884
A018,T2,Where,34.03,0.034030903,-0.3196287,-0.0142353312553389,0.7580306583856088,0.4912030108189175
A018,T3,Where,83.64,-0.6435525,-0.8628611,-0.8142710811631156,-0.1565873477823876,0.25381522449967
A018,T4,Where,150.87,-0.09666681,-1.062314,-0.1685526335508711,-0.4923979763870597,-0.251742651439429
A019,T1,Where,1.0,-0.6979575,-2.5336318,-0.8785081105546584,-2.969595125665128,-1.5435430499053584
A019,T2,Where,28.69,-1.2111,-2.4748008,-1.4843853250487262,-2.8705437952936887,-1.2094130473670093
A019,T3,Where,83.68,-1.4745452,-2.7013297,-1.7954401372068156,-3.25194116934102,-1.3184522282538376
A019,T4,Where,154.76,-1.8336661,-2.283211,-2.219461087641837,-2.5479719441336237,-0.6726523794373628
A020,T1,Where,1.0,-0.079359196,-0.37285313,-0.1481172009763747,0.6684188788856599,0.4926604155781017
A020,T2,Where,26.85,-0.15119976,-0.5112881,-0.2329407359671478,0.4353416245736445,0.37914347396625725
A020,T3,Where,78.25,-0.95550704,-0.89992255,-1.182601803611516,-0.218986183906107,0.3773514125244445
A020,T4,Where,145.78,-2.1095285,-1.3165435,-2.545177126550421,-0.9204337091583132,0.5288692313607334
A021,T1,Where,1.0,1.2243092,-0.41147396,1.3911491361374468,0.6033945789154203,-0.23507748313855625
A021,T2,Where,30.21,0.61569417,-0.558847,0.672545670091225,0.3552686644675406,-0.07610170557630538
A021,T3,Where,74.19,0.43332618,-0.3880754,0.4572202784230587,0.6427897701713214,0.2064302925176025
A021,T4,Where,140.39,0.7931139,-0.43092597,0.8820285560511476,0.5706440312636972,-0.029593781000953223
A022,T1,Where,1.0,-0.02021975,-1.1627107,-0.0782901201767871,-0.661431762994498,-0.40166453090210835
A022,T2,Where,24.15,0.49875164,-1.805651,0.5344693767959142,-1.7439238515942448,-1.377226278331425
A022,T3,Where,74.46,0.051550657,-0.5665401,0.0064505790953751,0.342316109017514,0.21214354845895403
A022,T4,Where,141.71,0.03178843,-1.8017873,-0.0168830622361448,-1.7374186991209553,-1.1274526581280535
A023,T1,Where,1.0,0.8410934,-0.59082544,0.9386788740677182,0.3014278828183552,-0.22957601453595686
A023,T2,Where,25.63,-0.37005034,-0.5326225,-0.4913418229962111,0.3994217744491113,0.47090917979340896
A023,T3,Where,72.2,0.038829546,-0.6464132,-0.0085694812152595,0.207837061986341,0.13154046735607589
A023,T4,Where,145.07,-0.029049361,-0.6230106,-0.0887154116265232,0.2472390552237605,0.19281080573405177
A024,T1,Where,1.0,0.4682902,-0.49176538,0.4985029689916919,0.4682112237385252,0.07472293979358244
A024,T2,Where,29.57,0.12924328,-0.6222243,0.098183752648487,0.2485629161316333,0.11043249439107107
A024,T3,Where,91.47,0.1628256,-0.5914005,0.1378350434650699,0.3004596779936302,0.12646033768054393
A024,T4,Where,145.65,-0.8004861,-0.91537094,-0.9995655996029764,-0.2449960015464127,0.27895079957932745
A025,T1,Where,1.0,1.0470951,-0.22930345,1.1819090414715925,0.9101075596559046,0.05720210295215056
A025,T2,Where,23.33,1.87031,-0.47376117,2.153894699533461,0.4985241701917004,-0.6428478274278664
A025,T3,Where,72.94,0.022343142,-0.6453535,-0.0280352953556666,0.2096212352078502,0.14136792164729234
A025,T4,Where,137.74,-0.8030515,-1.3320826,-1.0025946167006892,-0.9465962514876092,-0.17511979289936325
A026,T1,Where,1.0,1.0557629,-0.42322144,1.1921432795629447,0.5836158309337123,-0.15928667319677836
A026,T2,Where,26.48,0.11092596,-0.44688615,0.0765561407890201,0.543772533890414,0.3116897347969132
A026,T3,Where,75.46,0.8867782,-0.3506699,0.9926197956805618,0.7057678691023076,0.00886414159579113
A026,T4,Where,147.65,-0.30421466,-0.41052327,-0.4136083699832122,0.604995216492052,0.5697306184051741
A027,T1,Where,1.0,0.8734448,-0.2720792,0.9768767939768728,0.8380877920990712,0.10176637831688173
A027,T2,Where,28.26,0.3406542,-0.37899905,0.3478006900941833,0.658071246644895,0.2650809831112986
A027,T3,Where,74.58,-0.48679298,-0.9105261,-0.6291821023258003,-0.2368389440862853,0.11929120568078727
A027,T4,Where,145.92,-0.80049735,-1.2259247,-0.9995788826942484,-0.767862569849729,-0.06044408031709081
A028,T1,Where,1.0,1.5852748,0.06443758,1.8173481593253136,1.4046672272831182,0.09522847522238365
A028,T2,Where,22.82,-0.25359893,-0.39307082,-0.35384540452628,0.6343791873703477,0.5621880989955772
A028,T3,Where,72.26,-0.15333362,-0.68142813,-0.2354602254908577,0.1488838672529047,0.19432138569859075
A028,T4,Where,138.91,-0.9400507,-0.93770975,-1.164352205838045,-0.2826069353978651,0.32792653227478685
A029,T1,Where,1.0,1.8794568,0.04235333,2.164694502133196,1.3674848856136677,-0.08360176909129957
A029,T2,Where,28.43,0.4782135,-0.15864953,0.5102196000690028,1.0290646532282928,0.4335634622362543
A029,T3,Where,93.26,1.4485718,-0.47460964,1.65594029922216,0.4970956362167509,-0.4220055046710008
A029,T4,Where,143.14,0.75251937,-0.4180649,0.8340978140835735,0.5922976848391964,0.0058084375639303465
A030,T1,Where,1.0,0.21859212,-0.6236615,0.203679645694719,0.2461431617162769,0.061878008916553345
A030,T2,Where,32.95,1.2273304,-0.2575324,1.3947163250575412,0.8625796398094152,-0.06842512967808456
A030,T3,Where,71.93,-0.03165805,-0.6491758,-0.0917955408787315,0.2031857862085345,0.16558691613189705
A030,T4,Where,150.46,0.53584546,-0.5578966,0.5782667631682072,0.3568688137831228,-0.0330748497132454
A031,T1,Where,1.0,2.1835008,-0.0035324944,2.5236850979299468,1.2902288139505953,-0.2936303921713972
A031,T2,Where,32.41,0.23107058,-0.19972831,0.2184132033048871,0.9599020041311224,0.5186281831901554
A031,T3,Where,71.56,-0.090858296,-0.94005686,-0.1616944094071492,-0.2865586677843298,-0.12118355247050068
A031,T4,Where,143.85,-0.6049658,-1.1272513,-0.768711022675428,-0.6017302324379378,-0.0554246088467274
A032,T1,Where,1.0,0.7973815,-0.3360491,0.8870673934122604,0.7303843075632334,0.07185200582648033
A032,T2,Where,57.18,-0.19438347,-0.5707413,-0.2839285725355857,0.3352427217020428,0.33687573211576594
A032,T3,Where,80.16,0.46258765,-0.49220014,0.4917698585798411,0.4674792362422683,0.07724646199508192
A032,T4,Where,144.51,1.7630539,-0.48205373,2.02725536035283,0.4845623286424326,-0.5955104177484017
A033,T1,Where,1.0,0.22796804,-0.3546501,0.214749974683098,0.6990665703797905,0.35094731948561075
A033,T2,Where,29.16,0.45576963,-0.6500345,0.4837196912949936,0.2017400284041465,-0.09166374490052279
A033,T3,Where,72.6,0.8525857,-0.36226928,0.9522480536077684,0.6862384709876426,0.014167317006986813
A033,T4,Where,168.33,-0.5992665,-0.85558045,-0.7619817496010558,-0.1443292174009761,0.23848452363127742
A034,T1,Where,1.0,1.6937131,-0.035111323,1.9453833447727715,1.237060841548263,-0.0705893415758364
A034,T2,Where,26.08,0.952347,-0.23034386,1.0700381383470114,0.9083558642124864,0.10588801826457189
A034,T3,Where,74.28,-0.020196838,-0.38596812,-0.0782630675379227,0.6463377106697853,0.44721686106798075
A034,T4,Where,145.38,-0.0680759,-0.90760684,-0.1347947964770552,-0.2319239063221792,-0.09769932767834931
A035,T1,Where,1.0,-0.11286555,-0.48868048,-0.1876787972763735,0.4734051427448798,0.38369317902702904
A035,T2,Where,44.76,0.78530264,-0.544072,0.872805651204075,0.3801447231141385,-0.14914231064272773
A035,T3,Where,79.98,-0.4592081,-0.6989289,-0.5966121042130867,0.1194185419817967,0.33603804720717156
A035,T4,Where,152.47,-0.9852635,-0.9028312,-1.2177358279770756,-0.2238833580504337,0.3898199147303761
A036,T1,Where,1.0,1.2830837,-1.3059089,1.4605453181790464,-0.902528671372654,-1.2435019838322305
A036,T2,Where,21.63,-0.28614074,-2.2476616,-0.3922681451829108,-2.4881188842858144,-1.4475618077634402
A036,T3,Where,71.47,-0.31800184,-1.8617111,-0.4298871584564497,-1.8383099318199063,-1.0090066908074633
A036,T4,Where,143.85,-1.1686301,-2.2146947,-1.4342402976697004,-2.432613873267437,-0.9474785988948955
A037,T1,Where,1.0,1.2661066,-0.110464536,1.4405001298382112,1.110191742001895,0.07191339102977767
