UID,TEST,theta_accuracy,Domain,theta_confidence,TSVR_hours,theta_accuracy_z,theta_confidence_z,calibration,abs_calibration
A035,T4,-0.88171935,What,-1.0032879,152.47,-1.095479259520641,-0.3930181641853706,0.7024610953352705,0.7024610953352705
A036,T1,0.97793245,What,-1.4230407,1.0,1.1002473710213216,-1.0997386562241993,-2.199986027245521,2.199986027245521
A036,T2,0.026050432,What,-2.1549456,21.63,-0.02365802678305435,-2.332016775759387,-2.3083587489763326,2.3083587489763326
A036,T3,-0.35021576,What,-1.8325033,71.47,-0.4679227530866641,-1.7891339625652125,-1.3212112094785484,1.3212112094785484
A036,T4,-0.5848764,What,-2.2474222,143.85,-0.7449910818931752,-2.4877158163710944,-1.7427247344779193,1.7427247344779193
A037,T1,1.2614937,What,-0.39597678,1.0,1.4350535901289885,0.6294865422681706,-0.8055670478608179,0.8055670478608179
A037,T2,1.157818,What,-0.5082488,23.7,1.312641698058613,0.44045876873910017,-0.8721829293195129,0.8721829293195129
A037,T3,0.059776444,What,-0.68401986,72.08,0.016162923940289557,0.14452027825282704,0.12835735431253747,0.12835735431253747
A037,T4,-0.13570116,What,-0.80795884,143.66,-0.21464124099926316,-0.06415067505204781,0.15049056594721533,0.15049056594721533
A038,T1,1.2025418,What,-0.45616615,1.0,1.3654479484970192,0.5281481803039213,-0.8372997681930979,0.8372997681930979
A038,T2,0.007853324,What,-0.3251796,71.85,-0.045143702023144015,0.7486848367990504,0.7938285388221944,0.7938285388221944
A038,T3,0.70266676,What,-0.57717633,72.86,0.7752358790809979,0.32440832686802473,-0.45082755221297316,0.45082755221297316
A038,T4,0.056318834,What,-0.43558908,152.89,0.012080457343570647,0.5627929451157758,0.5507124877722052,0.5507124877722052
A039,T1,2.252001,What,0.064273424,1.0,2.6045646009301593,1.4043908445905164,-1.2001737563396428,1.2001737563396428
A039,T2,0.92305565,What,0.10130654,28.65,1.0354532782998105,1.4667419759260336,0.4312886976262231,0.4312886976262231
A039,T3,0.31220362,What,-0.23081385,98.84,0.3142085433490966,0.9075645614169996,0.593356018067903,0.593356018067903
A039,T4,0.6324969,What,-0.58008456,246.24,0.6923849764209402,0.3195118598603906,-0.3728731165605496,0.3728731165605496
A040,T1,-0.36999494,What,-0.6970588,1.0,-0.4912764111511915,0.12256715228805748,0.613843563439249,0.613843563439249
A040,T2,0.056224108,What,-0.7691323,26.26,0.011968612534340926,0.0012199703682215235,-0.010748642166119402,0.010748642166119402
A040,T3,-1.5265014,What,-0.77506536,71.28,-1.8567858213621853,-0.008769278262153126,1.8480165431000322,1.8480165431000322
A040,T4,-1.7589025,What,-1.1014721,143.53,-2.131186267852892,-0.558326855716288,1.5728594121366037,1.5728594121366037
A041,T1,1.2257649,What,-0.14199288,1.0,1.3928679091120864,1.0571087684401952,-0.33575914067189117,0.33575914067189117
A041,T2,-1.0088389,What,-0.319344,31.78,-1.2455717559748216,0.7585099960435909,2.0040817520184127,2.0040817520184127
A041,T3,0.059980888,What,-0.23154925,75.74,0.016404314901357932,0.9063263987416216,0.8899220838402636,0.8899220838402636
A041,T4,0.045220107,What,-0.62750417,141.84,-0.0010240229892610664,0.23967341658737515,0.24069743957663622,0.24069743957663622
A042,T1,-0.8475921,What,-0.7107582,1.0,-1.0551845593772253,0.099502037037756,1.1546865964149813,1.1546865964149813
A042,T2,-0.4416498,What,-1.0012134,28.93,-0.5758806818591574,-0.38952541402209706,0.18635526783706036,0.18635526783706036
A042,T3,0.056583792,What,-0.912052,72.17,0.01239329834777108,-0.23940803903646082,-0.2518013373842319,0.2518013373842319
A042,T4,-1.0751622,What,-1.1347266,146.02,-1.3238809512959155,-0.6143160870031436,0.709564864292772,0.709564864292772
A043,T1,0.78068006,What,0.04892652,1.0,0.8673476821327625,1.3785518947463398,0.5112042126135773,0.5112042126135773
A043,T2,0.43919662,What,-0.10843749,25.62,0.4641516197854571,1.1136045958208696,0.6494529760354124,0.6494529760354124
A043,T3,0.38608864,What,-0.13326636,64.94,0.40144600684206094,1.0718012505586865,0.6703552437166256,0.6703552437166256
A043,T4,-0.026184201,What,-0.484459,149.33,-0.08533246213417009,0.4805126746606457,0.5658451367948157,0.5658451367948157
A044,T1,-0.12027291,What,-1.1892142,1.0,-0.19642480962879957,-0.7060546137789385,-0.5096298041501389,0.5096298041501389
A044,T2,-0.47558594,What,-1.0392059,47.66,-0.6159497347516398,-0.4534918206637806,0.16245791408785926,0.16245791408785926
A044,T3,-0.9757199,What,-1.1329389,91.63,-1.206467515989186,-0.6113062101813146,0.5951613058078714,0.5951613058078714
A044,T4,-1.5148207,What,-1.6890951,155.27,-1.8429941943202997,-1.5476834858408102,0.2953107084794895,0.2953107084794895
A045,T1,-0.90017945,What,-0.6257483,1.0,-1.1172754544709362,0.24262970254986596,1.3599051570208023,1.3599051570208023
A045,T2,-0.808676,What,-0.593401,24.66,-1.0092355719770925,0.29709151858093863,1.306327090558031,1.306327090558031
A045,T3,-0.65163666,What,-0.7782343,72.23,-0.8238162042864671,-0.014104691953357881,0.8097115123331092,0.8097115123331092
A045,T4,-1.5065612,What,-0.9648333,151.52,-1.8332420438881802,-0.3282737388160669,1.5049683050721132,1.5049683050721132
A046,T1,-0.55372006,What,-0.9063086,1.0,-0.7082041923000698,-0.22973811313251027,0.47846607916755957,0.47846607916755957
A046,T2,-1.0450114,What,-1.1701665,24.32,-1.2882813221114924,-0.6739847862132665,0.6142965358982259,0.6142965358982259
A046,T3,-1.613356,What,-1.9860176,73.05,-1.9593367172906972,-2.0475996634038878,-0.08826294611319052,0.08826294611319052
A046,T4,-1.2604105,What,-1.0147238,147.94,-1.5426071803526813,-0.4122723177607773,1.130334862591904,1.130334862591904
A047,T1,-0.4363785,What,-1.0830257,1.0,-0.5696567566127345,-0.5272694121820339,0.04238734443070058,0.04238734443070058
A047,T2,-0.48320502,What,-0.6639803,23.46,-0.6249457289782094,0.178260059627583,0.8032057886057924,0.8032057886057924
A047,T3,-1.4562982,What,-1.4815022,76.85,-1.7738955535231933,-1.1981678746721238,0.5757276788510695,0.5757276788510695
A047,T4,-1.3712326,What,-2.0934942,144.22,-1.6734569642867403,-2.228553585890314,-0.5550966216035735,0.5550966216035735
A048,T1,1.0746682,What,-0.6284435,1.0,1.2144651307118453,0.23809190537461647,-0.9763732253372288,0.9763732253372288
A048,T2,-0.534043,What,-0.5796271,23.91,-0.6849711092827158,0.32028206641121787,1.0052531756939336,1.0052531756939336
A048,T3,0.23268522,What,-0.760365,81.15,0.22031963979301802,0.015981112092236335,-0.2043385277007817,0.2043385277007817
A048,T4,0.47788984,What,-0.58579195,146.3,0.5098374484849044,0.30990256250952725,-0.19993488597537717,0.19993488597537717
A049,T1,2.0709105,What,-0.2116448,1.0,2.3907475662636917,0.939838700977038,-1.4509088652866535,1.4509088652866535
A049,T2,-0.3073396,What,-0.5638283,27.12,-0.417298046715623,0.34688185492870494,0.7641799016443279,0.7641799016443279
A049,T3,0.13866153,What,-0.37564683,111.38,0.1093040614816255,0.663715241319433,0.5544111798378075,0.5544111798378075
A049,T4,-0.27844822,What,-0.5774049,168.86,-0.3831854389365176,0.3240234929780178,0.7072089319145354,0.7072089319145354
A050,T1,-0.5759458,What,-0.42287263,1.0,-0.7344465507897084,0.584203107956827,1.3186496587465353,1.3186496587465353
A050,T2,-0.6173181,What,-0.43648311,24.73,-0.7832956207482734,0.5612877036462789,1.3445833243945522,1.3445833243945522
A050,T3,-1.037826,What,-1.0299709,93.39,-1.2797973821980655,-0.43794323172291194,0.8418541504751536,0.8418541504751536
A050,T4,-1.1924096,What,-1.0414252,148.69,-1.462317210461102,-0.4572283646200847,1.0050888458410172,1.0050888458410172
A051,T1,1.2619079,What,-0.14727834,1.0,1.435542644031644,1.0482098572432916,-0.3873327867883525,0.3873327867883525
A051,T2,-0.61919725,What,-0.22153668,17.16,-0.7855143692783924,0.9231841502491117,1.7086985195275042,1.7086985195275042
A051,T3,-0.53872013,What,-0.63959575,65.63,-0.6904934865877073,0.21931532161546108,0.9098088082031683,0.9098088082031683
A051,T4,-0.75623167,What,-0.6500405,146.99,-0.9473135433468239,0.2017299264513965,1.1490434697982204,1.1490434697982204
A052,T1,0.9840419,What,-0.47576472,1.0,1.1074609160854916,0.4951508756196943,-0.6123100404657973,0.6123100404657973
A052,T2,0.4169858,What,-0.6463823,31.76,0.43792687762664334,0.20788908704300302,-0.23003779058364032,0.23003779058364032
A052,T3,0.17672805,What,-1.006661,80.98,0.1542499334432789,-0.3986973136554784,-0.5529472470987573,0.5529472470987573
A052,T4,-0.5472725,What,-0.66724753,153.27,-0.7005914342590124,0.1727591591137471,0.8733505933727594,0.8733505933727594
A053,T1,1.1032048,What,-0.5527678,1.0,1.248158842924596,0.36550396299372656,-0.8826548799308694,0.8826548799308694
A053,T2,0.5740109,What,-1.2998157,32.71,0.6233294318755166,-0.892269801623385,-1.5155992334989015,1.5155992334989015
A053,T3,-0.52216256,What,-1.4460309,78.28,-0.6709436453829922,-1.1384463085759433,-0.4675026631929511,0.4675026631929511
A053,T4,0.31794128,What,-1.3424246,148.9,0.32098310881290837,-0.9640086507108319,-1.2849917595237401,1.2849917595237401
A054,T1,0.5364078,What,-0.010698893,1.0,0.5789307288167329,1.278163043943252,0.6992323151265192,0.6992323151265192
A054,T2,0.78079957,What,-0.32851967,16.9,0.8674887898872443,0.743061298578831,-0.12442749130841335,0.12442749130841335
A054,T3,1.0624813,What,-0.22610237,72.83,1.2000758235986793,0.9154970861406728,-0.28457873745800644,0.28457873745800644
A054,T4,1.199456,What,-0.47328517,136.83,1.361804485115043,0.49932559177652486,-0.8624788933385181,0.8624788933385181
A055,T1,0.12596902,What,-0.5363119,1.0,0.09431777092152162,0.3932100837032056,0.298892312781684,0.298892312781684
A055,T2,0.7207104,What,-0.8289479,23.24,0.796540351703191,-0.09948909044947339,-0.8960294421526644,0.8960294421526644
A055,T3,0.026863433,What,-0.95640945,74.48,-0.022698100873076336,-0.3140908497040436,-0.2913927488309673,0.2913927488309673
A055,T4,-0.27365744,What,-0.93987375,149.21,-0.3775288728916978,-0.28625037302299117,0.09127849986870662,0.09127849986870662
A056,T1,0.25282967,What,-0.49617058,1.0,0.24410457916856185,0.4607943700295577,0.21668979086099585,0.21668979086099585
A056,T2,0.79354787,What,-0.98517495,33.61,0.8825409527728653,-0.3625221366751917,-1.245063089448057,1.245063089448057
A056,T3,-0.6342211,What,-0.89595854,71.46,-0.8032533177945972,-0.21231214361942677,0.5909411741751704,0.5909411741751704
A056,T4,-0.7479079,What,-1.2052184,147.84,-0.9374855080901665,-0.7330002258122298,0.20448528227793672,0.20448528227793672
A057,T1,0.37111652,What,-0.40966684,1.0,0.3837681369313229,0.6064371523909832,0.22266901545966028,0.22266901545966028
A057,T2,-0.33406383,What,-0.32671973,24.78,-0.44885185882804557,0.7460917833842697,1.1949436422123152,1.1949436422123152
A057,T3,-0.36420104,What,-0.6543599,73.83,-0.4844354420382118,0.19445753066675256,0.6788929727049644,0.6788929727049644
A057,T4,-0.8997757,What,-1.3364934,145.06,-1.1167987390841734,-0.9540225336858097,0.16277620539836368,0.16277620539836368
A058,T1,0.86404234,What,-0.50493246,1.0,0.9657751287002843,0.44604235373619366,-0.5197327749640905,0.5197327749640905
A058,T2,-0.67254853,What,-0.6090426,22.96,-0.8485072512090316,0.2707564012254986,1.11926365243453,1.11926365243453
A058,T3,-0.33693078,What,-0.5491983,66.28,-0.45223692180780994,0.3715137830505138,0.8237507048583237,0.8237507048583237
A058,T4,-0.94237626,What,-1.1876487,143.48,-1.1670980392370303,-0.7034188459406135,0.4636791932964167,0.4636791932964167
A059,T1,1.0408934,What,-0.73470205,1.0,1.174586575058992,0.05918876347935711,-1.115397811579635,1.115397811579635
A059,T2,1.4646933,What,-0.4889424,30.4,1.6749752641947866,0.47296415883417137,-1.2020111053606153,1.2020111053606153
A059,T3,1.2263882,What,-0.76569885,79.78,1.3936038514045181,0.007000728646404968,-1.3866031227581133,1.3866031227581133
A059,T4,0.31380215,What,-0.7211721,151.93,0.31609595845052596,0.08196858274741382,-0.23412737570311215,0.23412737570311215
A060,T1,0.076296605,What,-0.6521186,1.0,0.035668595619547334,0.19823111511647304,0.1625625194969257,0.1625625194969257
A060,T2,1.238489,What,-0.32915124,24.87,1.4078914985924822,0.7419979501957898,-0.6658935483966923,0.6658935483966923
A060,T3,-0.14499544,What,-0.52048606,94.68,-0.22561517607017992,0.41985539835441876,0.6454705744245987,0.6454705744245987
A060,T4,0.22517887,What,-0.10856633,143.91,0.21145674804459036,1.1133876732221537,0.9019309251775633,0.9019309251775633
A061,T1,2.5348673,What,0.07041081,1.0,2.938550279212982,1.4147241084871534,-1.5238261707258285,1.5238261707258285
A061,T2,1.0422542,What,-0.22703744,35.16,1.1761932977792569,0.9139227473143666,-0.26227055046489023,0.26227055046489023
A061,T3,0.12469013,What,-0.27437422,82.55,0.09280776091290936,0.8342237614990635,0.7414160005861542,0.7414160005861542
A061,T4,-0.31471238,What,-0.27913383,146.56,-0.42600322979727684,0.8262102022777481,1.252213432075025,1.252213432075025
A062,T1,1.241772,What,-0.025706012,1.0,1.4117677998054672,1.2528961761015955,-0.15887162370387165,0.15887162370387165
A062,T2,0.4567172,What,-0.8947107,44.69,0.48483850541025036,-0.21021120683285685,-0.6950497122431072,0.6950497122431072
A062,T3,-0.8347038,What,-1.1198639,92.72,-1.0399670958002192,-0.5892923714805178,0.45067472431970135,0.45067472431970135
A062,T4,-0.5505843,What,-1.6989232,149.18,-0.7045017401856535,-1.564230652811005,-0.8597289126253516,0.8597289126253516
A063,T1,0.7833641,What,-1.0210048,1.0,0.870516779759232,-0.4228473786311178,-1.29336415839035,1.29336415839035
A063,T2,0.50485903,What,-1.7673504,21.98,0.5416804895784822,-1.679438709678855,-2.221119199257337,2.221119199257337
A063,T3,0.36549178,What,-2.1477082,69.99,0.37712689828230556,-2.319831463620714,-2.6969583619030195,2.6969583619030195
A063,T4,-0.6113484,What,-2.477313,141.09,-0.7762470811956828,-2.874773482910067,-2.098526401714384,2.098526401714384
A064,T1,1.0437275,What,-0.4705508,1.0,1.177932851412242,0.5039293378666432,-0.6740035135455988,0.6740035135455988
A064,T2,0.62713385,What,-0.43880627,37.65,0.6860527201856987,0.5573762948878741,-0.12867642529782464,0.12867642529782464
A064,T3,0.41516995,What,-0.6070419,82.99,0.4357828686234151,0.2741248973699485,-0.1616579712534666,0.1616579712534666
A064,T4,-0.070843264,What,-0.55356926,156.21,-0.13806227635216037,0.3641545778185725,0.5022168541707329,0.5022168541707329
A065,T1,-2.1746836,What,-0.7599667,1.0,-2.6221070056738274,0.01665171338894964,2.638758719062777,2.638758719062777
A065,T2,-1.1918952,What,-1.4849308,32.31,-1.4617098484921835,-1.2039404672051681,0.25776938128701543,0.25776938128701543
A065,T3,-1.9587346,What,-2.2474854,106.41,-2.3671318699312622,-2.4878222236067264,-0.12069035367546421,0.12069035367546421
A065,T4,-2.4718368,What,-1.7795594,187.43,-2.9729615014405955,-1.699994499866084,1.2729670015745114,1.2729670015745114
A066,T1,0.5877305,What,-0.81996965,1.0,0.6395284273435841,-0.08437278090336056,-0.7239012082469446,0.7239012082469446
A066,T2,-0.24346694,What,-0.46592626,23.35,-0.3418823691540749,0.5117154852949706,0.8535978544490455,0.8535978544490455
A066,T3,-0.82052904,What,-0.8389682,73.79,-1.0232306841700736,-0.11635985663942314,0.9068708275306504,0.9068708275306504
A066,T4,-1.2888547,What,-1.3690192,164.93,-1.5761917941091175,-1.0087848828111916,0.5674069112979259,0.5674069112979259
A067,T1,0.88467497,What,-0.47319022,1.0,0.9901364715866885,0.49948545517879184,-0.49065101640789666,0.49065101640789666
A067,T2,-1.1704557,What,-1.5407175,29.91,-1.4363958186853645,-1.2978662351171926,0.1385295835681719,0.1385295835681719
A067,T3,-1.4594061,What,-1.3362082,73.19,-1.777565110800024,-0.9535423541984317,0.8240227566015924,0.8240227566015924
A067,T4,-1.1524973,What,-1.2376945,144.19,-1.4151919905698407,-0.7876788970956666,0.627513093474174,0.627513093474174
A068,T1,1.5781611,What,0.043350097,1.0,1.8089488769802602,1.3691631011364422,-0.43978577584381795,0.43978577584381795
A068,T2,0.14502825,What,-0.38292572,30.49,0.11682137018060028,0.6514600741774949,0.5346387039968946,0.5346387039968946
A068,T3,0.23438412,What,-0.39800465,82.98,0.22232556368297834,0.6260723011143514,0.40374673743137307,0.40374673743137307
A068,T4,-0.37933305,What,-0.7517871,155.59,-0.5023020971457042,0.03042336884111284,0.532725465986817,0.532725465986817
A069,T1,-0.41606086,What,-0.9856775,1.0,-0.5456673284747547,-0.3633682594009343,0.18229906907382043,0.18229906907382043
A069,T2,-1.4017547,What,-1.4256461,24.96,-1.7094949945191014,-1.1041252608399588,0.6053697336791426,0.6053697336791426
A069,T3,-0.28530526,What,-1.7863635,79.75,-0.3912816778854925,-1.711450282650336,-1.3201686047648433,1.3201686047648433
A069,T4,-1.4135531,What,-1.3407162,140.22,-1.7234255922136732,-0.9611322880311804,0.7622933041824927,0.7622933041824927
A070,T1,0.5219151,What,-0.29940233,1.0,0.5618189193164514,0.7920849640592325,0.230266044742781,0.230266044742781
A070,T2,0.19770284,What,-0.38949186,24.25,0.17901527121942878,0.6404049348393038,0.46138966361987505,0.46138966361987505
A070,T3,-0.34628716,What,-0.965894,81.92,-0.46328417954254836,-0.3300595956963679,0.13322458384618047,0.13322458384618047
A070,T4,-0.6466961,What,-1.3122176,149.2,-0.8179827901162496,-0.9131503695915235,-0.09516757947527388,0.09516757947527388
A071,T1,0.8269955,What,-0.03096188,1.0,0.9220332125171432,1.2440470877356546,0.32201387521851144,0.32201387521851144
A071,T2,0.52419287,What,-0.709585,30.92,0.5645083261437133,0.1014773055321173,-0.46303102061159596,0.46303102061159596
A071,T3,-1.1711217,What,-1.4961342,79.96,-1.4371821776886688,-1.222803170111516,0.21437900757715278,0.21437900757715278
A071,T4,0.10002842,What,-0.97358733,153.27,0.06368920581474367,-0.34301253838791645,-0.40670174420266014,0.40670174420266014
A072,T1,0.81125784,What,-0.007103957,1.0,0.903451454811526,1.2842156895450636,0.3807642347335376,0.3807642347335376
A072,T2,0.4618086,What,-0.044950858,33.76,0.49085001926824323,1.2204944219397855,0.7296444026715423,0.7296444026715423
A072,T3,-1.1341089,What,-0.5401528,83.54,-1.393480453187919,0.38674331865036504,1.780223771838284,1.780223771838284
A072,T4,-0.5302154,What,-0.7525621,154.89,-0.6804517883802422,0.029118533277585755,0.709570321657828,0.709570321657828
A073,T1,0.6544795,What,-0.83740723,1.0,0.7183402548384116,-0.11373171577542432,-0.8320719706138359,0.8320719706138359
A073,T2,-0.7580057,What,-1.1371781,66.66,-0.9494081746720969,-0.6184435765308685,0.33096459814122847,0.33096459814122847
A073,T3,-0.30615124,What,-1.0209675,66.9,-0.4158949272183758,-0.4227845781581893,-0.00688965093981353,0.00688965093981353
A073,T4,0.90156066,What,-1.0217786,140.12,1.0100737303832419,-0.42415019380409485,-1.4342239241873367,1.4342239241873367
A074,T1,0.9347626,What,-0.18597467,1.0,1.049275899221331,0.9830584410342829,-0.06621745818704805,0.06621745818704805
A074,T2,-0.76089525,What,-0.53408575,29.33,-0.9528199219063278,0.39695816072223244,1.3497780826285601,1.3497780826285601
A074,T3,-1.1451392,What,-0.86386716,73.02,-1.4065041404463978,-0.15828120954631275,1.2482229309000852,1.2482229309000852
A074,T4,-1.2613695,What,-0.7869516,147.21,-1.5437394900886703,-0.02878165073779012,1.5149578393508802,1.5149578393508802
A075,T1,0.25188833,What,-0.61729574,1.0,0.24299312093407172,0.25686092950579753,0.013867808571725815,0.013867808571725815
A075,T2,0.108092144,What,-0.6755973,28.68,0.07321019976002974,0.1587009954450092,0.08549079568497947,0.08549079568497947
A075,T3,-1.198156,What,-1.5873282,71.37,-1.469102095410933,-1.376342749957056,0.0927593454538771,0.0927593454538771
A075,T4,-0.75654626,What,-1.1416014,244.53,-0.9476849858075589,-0.6258909044639647,0.3217940813435942,0.3217940813435942
A076,T1,-0.48276085,What,-0.84134424,1.0,-0.6244212889204052,-0.1203602972747301,0.5040609916456751,0.5040609916456751
A076,T2,-0.47757313,What,-0.8928892,27.3,-0.6182960481867392,-0.20714442234387032,0.4111516258428689,0.4111516258428689
A076,T3,-1.4173888,What,-1.2276068,74.88,-1.7279544769418624,-0.77069465230316,0.9572598246387024,0.9572598246387024
A076,T4,-2.3509033,What,-1.6442255,149.28,-2.8301729931431567,-1.4721383893230846,1.3580346038200721,1.3580346038200721
A077,T1,1.3145027,What,-0.29585537,1.0,1.4976423354835753,0.7980568344468559,-0.6995855010367193,0.6995855010367193
A077,T2,-0.046640176,What,-0.53061026,53.88,-0.10948522506602679,0.4028097000160169,0.5122949250820437,0.5122949250820437
A077,T3,0.09669988,What,-0.7001903,78.36,0.05975913464828974,0.11729477478201192,0.05753564013372218,0.05753564013372218
A077,T4,0.63073874,What,-0.4655254,149.75,0.6903090831097549,0.5123903967581906,-0.17791868635156427,0.17791868635156427
A078,T1,0.023597341,What,-1.0185794,1.0,-0.026554438485418635,-0.4187638325978547,-0.39220939411243605,0.39220939411243605
A078,T2,0.099462025,What,-0.9904335,26.17,0.06302045234976392,-0.3713757406140118,-0.43439619296377574,0.43439619296377574
A078,T3,-0.7596743,What,-1.0203165,72.3,-0.9513783227695646,-0.42168851628482656,0.529689806484738,0.529689806484738
A078,T4,-0.65401506,What,-1.7117021,140.08,-0.8266244268892581,-1.5857459601435944,-0.7591215332543363,0.7591215332543363
A079,T1,0.13202901,What,-0.71846724,1.0,0.10147291761286352,0.08652264406659066,-0.01495027354627286,0.01495027354627286
A079,T2,-0.5799095,What,-0.4687813,26.11,-0.7391265675785929,0.5069085720984641,1.246035139677057,1.246035139677057
A079,T3,-1.0114949,What,-0.7912571,74.0,-1.248707746234245,-0.03603064366523034,1.2126771025690148,1.2126771025690148
A079,T4,-0.5881184,What,-1.1430237,194.42,-0.7488189736179687,-0.6282855723633255,0.12053340125464318,0.12053340125464318
A080,T1,0.43105462,What,-0.3331419,1.0,0.4545382038621791,0.7352790404023122,0.2807408365401331,0.2807408365401331
A080,T2,0.4199076,What,-0.52528346,29.03,0.441376703055854,0.411778213667367,-0.029598489388487026,0.029598489388487026
A080,T3,0.3975454,What,-0.8356168,72.87,0.41497322362088374,-0.11071724256509431,-0.525690466185978,0.525690466185978
A080,T4,-0.8417055,What,-1.1089727,145.77,-1.048234137592164,-0.5709553068489223,0.47727883074324173,0.47727883074324173
A081,T1,0.41316152,What,-0.32426777,1.0,0.4334114767119941,0.7502200473950387,0.3168085706830446,0.3168085706830446
A081,T2,-0.49664956,What,-0.46589303,31.39,-0.6408199558164739,0.5117714332766171,1.152591389093091,1.152591389093091
A081,T3,0.96994483,What,-0.40189904,80.13,1.0908162345318726,0.6195154771527458,-0.4713007573791268,0.4713007573791268
A081,T4,0.04104539,What,-0.7679094,154.53,-0.00595319160667442,0.0032789167045278026,0.009232108311202223,0.009232108311202223
A082,T1,0.70349485,What,-0.3075968,1.0,0.7762136208633497,0.7782882726008373,0.002074651737487665,0.002074651737487665
A082,T2,1.0411574,What,-0.5080273,27.97,1.1748982849341756,0.44083169916145015,-0.7340665857727254,0.7340665857727254
A082,T3,0.26939318,What,-0.69216347,75.71,0.26366143384546864,0.1308092176805752,-0.13285221616489343,0.13285221616489343
A082,T4,0.099159405,What,-1.0564356,170.25,0.06266314309814242,-0.4825007565462365,-0.5451638996443788,0.5451638996443788
A083,T1,1.716006,What,-0.10635004,1.0,1.9717050003655057,1.117119149365495,-0.8545858510000106,0.8545858510000106
A083,T2,0.627722,What,-0.6589626,25.15,0.6867471601974005,0.18670815434643478,-0.5000390058509656,0.5000390058509656
A083,T3,-0.03808578,What,-0.7292993,74.3,-0.09938488525757361,0.0682851510159329,0.16767003627350652,0.16767003627350652
A083,T4,-0.45677182,What,-0.6611885,144.91,-0.5937355415816001,0.1829604982421057,0.7766960398237058,0.7766960398237058
A084,T1,0.27613997,What,-1.6331187,1.0,0.27162749849997775,-1.45343832785601,-1.7250658263559877,1.7250658263559877
A084,T2,-1.0235722,What,-1.7653933,27.25,-1.262967646520441,-1.676143621057721,-0.41317597453728006,0.41317597453728006
A084,T3,-0.04605442,What,-1.3211712,91.97,-0.1087936116961477,-0.9282251769484221,-0.8194315652522745,0.8194315652522745
A084,T4,-0.27272734,What,-1.9710993,162.51,-0.3764306859412875,-2.0224823364524473,-1.64605165051116,1.64605165051116
A085,T1,0.11177244,What,-0.16988859,1.0,0.07755559599790453,1.0101419110494345,0.93258631505153,0.93258631505153
A085,T2,1.5030562,What,-0.06407394,24.51,1.7202710777201027,1.1882976768070814,-0.5319734009130213,0.5319734009130213
A085,T3,-0.12060891,What,-0.29939044,71.4,-0.19682153128812424,0.7921049827622652,0.9889265140503893,0.9889265140503893
A085,T4,-0.5840122,What,-0.9037909,170.65,-0.7439707043396384,-0.2254991653927782,0.5184715389468602,0.5184715389468602
A086,T1,0.67570555,What,-0.42006263,1.0,0.7434022601268291,0.5889341891613576,-0.15446807096547144,0.15446807096547144
A086,T2,-0.8055431,What,-0.17667152,23.47,-1.0055364967196574,0.9987217713218022,2.0042582680414593,2.0042582680414593
A086,T3,-1.0776986,What,-0.756651,145.29,-1.326875727536127,0.02223422084441668,1.3491099483805435,1.3491099483805435
A086,T4,-0.74143744,What,-0.81732196,169.55,-0.9298457115788753,-0.07991497435730233,0.849930737221573,0.849930737221573
A087,T1,1.2110579,What,0.04956661,1.0,1.375503071482063,1.3796295879022857,0.004126516420222659,0.004126516420222659
A087,T2,0.91695786,What,-0.28434318,31.07,1.0282535004217945,0.8174394343514771,-0.21081406607031739,0.21081406607031739
A087,T3,-0.11189697,What,-0.3399625,72.8,-0.18653517625021673,0.7237954772479984,0.9103306534982152,0.9103306534982152
A087,T4,0.37117374,What,-0.31418985,144.2,0.3838356976853305,0.767187826004563,0.38335212831923254,0.38335212831923254
A088,T1,1.4964592,What,-0.48985383,1.0,1.7124818729981837,0.4714296217016997,-1.2410522512964839,1.2410522512964839
A088,T2,2.3701851,What,-0.3874051,24.25,2.744106839792636,0.6439183266593631,-2.100188513133273,2.100188513133273
A088,T3,0.24273601,What,-0.47999272,74.91,0.2321868007642196,0.4880323662486069,0.2558455654843873,0.2558455654843873
A088,T4,1.3775116,What,-0.21584226,149.93,1.5720381550080451,0.9327716105454477,-0.6392665444625975,0.6392665444625975
A089,T1,1.3879722,What,-0.24243428,1.0,1.5843891865245083,0.8879997222847703,-0.696389464239738,0.696389464239738
A089,T2,0.98157203,What,-0.2085569,32.14,1.1045446930952647,0.9450376709597677,-0.15950702213549706,0.15950702213549706
A089,T3,0.18005185,What,-0.5054164,79.34,0.1581744080006102,0.44522756390056367,0.2870531558999535,0.2870531558999535
A089,T4,0.12621939,What,-0.49625972,146.96,0.0946133875936797,0.46064428868487023,0.3660309010911905,0.3660309010911905
A090,T1,0.5685513,What,-1.6694237,1.0,0.6168831771991804,-1.5145635602867875,-2.131446737485968,2.131446737485968
A090,T2,-1.004835,What,-1.231995,23.54,-1.240844274273125,-0.7780828838126693,0.4627613904604556,0.4627613904604556
A090,T3,-1.9035667,What,-2.343972,95.42,-2.3019940698435915,-2.650272735972942,-0.34827866612935043,0.34827866612935043
A090,T4,-1.0069829,What,-2.383801,144.07,-1.2433803410947424,-2.717331181985487,-1.4739508408907445,1.4739508408907445
A091,T1,0.6446007,What,-0.31102517,1.0,0.7066761657665768,0.7725160673093153,0.06583990154273855,0.06583990154273855
A091,T2,-0.23618999,What,-0.6510467,22.2,-0.33329033439567424,0.20003582897524047,0.5333261633709148,0.5333261633709148
A091,T3,-1.0844674,What,-1.295363,73.64,-1.3348677798207604,-0.8847729741218145,0.4500948056989459,0.4500948056989459
