term,estimate,SE,z,p_uncorrected
Intercept,0.8321713583681688,0.015688674962250657,53.042807016558115,0.0
C(domain)[T.Where],-0.1705588689570077,0.01672039081504316,-10.200650860598167,1.9694819668982426e-24
log_TSVR,-0.03466068730739366,0.003653929868182981,-9.48586550858724,2.403798541798084e-21
log_TSVR:C(domain)[T.Where],-0.008078805396700306,0.004462402748915117,-1.8104160138087928,0.0702312977852088
