term,estimate,SE,z,p_uncorrected
Intercept,0.7966526312333829,0.0960999530154198,8.289833722453073,1.1340689361054157e-16
C(domain)[T.Where],0.06907830839296848,0.07693044337239448,0.8979320196893128,0.3692217927916004
log_TSVR,-0.23907993309537787,0.020526422773715608,-11.647423213046324,2.3650229190354766e-31
log_TSVR:C(domain)[T.Where],-0.007457616444904926,0.020531495093486292,-0.3632281239601926,0.7164344803605562
