TSVR_hours,domain,probability,predicted_probability,UID
26.17,what,0.802248666065854,0.8132517518318039,A078
26.22,what,0.3975421079135514,0.8131671862454495,A107
26.26,what,0.7949999023857972,0.8130995731677014,A040
26.48,what,0.7853162422560568,0.8127283251939514,A026
26.85,what,0.6808191458407551,0.8121063200294573,A020
27.12,what,0.7263746871713262,0.8116542816924143,A049
27.25,what,0.5571525969982196,0.81143718829541,A084
27.26,what,0.588718741262889,0.8114205036773181,A103
27.3,what,0.6897248147795787,0.8113537864160685,A076
27.61,what,0.5035787787195591,0.8108378743068717,A108
27.97,what,0.9154561266571697,0.8102412821011359,A082
28.26,what,0.8386830680719959,0.8097626540257408,A027
28.43,what,0.7820470671980448,0.8094828856909687,A029
28.65,what,0.9054263872903148,0.8091217119416076,A039
28.68,what,0.8036721432402995,0.8090725375371789,A075
28.69,what,0.5131020413489985,0.8090561501421815,A019
28.75,what,0.9089255700492301,0.8089578684994704,A099
28.93,what,0.6976820424813494,0.8086634620073674,A042
29.03,what,0.8499847778118914,0.8085001860996264,A080
29.12,what,0.5700755909502345,0.8083534101638804,A101
29.13,what,0.8927980978322962,0.8083371117882652,A102
29.16,what,0.8259246160335216,0.8082882287206019,A033
29.33,what,0.6232725514362083,0.8080115656702485,A074
29.57,what,0.7689554935497113,0.8076219653491314,A024
29.71,what,0.7248576509598293,0.8073952271091155,A095
29.91,what,0.5191116321993009,0.8070719873454113,A067
30.21,what,0.8973184254809458,0.8065886012402875,A021
30.4,what,0.9439431591247558,0.8062833654317798,A059
30.49,what,0.8096769299404963,0.8061390246995409,A068
30.92,what,0.863326957558782,0.8054515533733776,A071
31.07,what,0.9048806262624789,0.8052125717537499,A087
31.14,what,0.9043782391188245,0.8051011937406021,A100
31.39,what,0.6854527775287726,0.8047041741580887,A081
31.76,what,0.8495959588031623,0.8041187480997457,A052
31.78,what,0.560938995390561,0.8040871765652178,A041
32.14,what,0.9105225826016597,0.8035201626510379,A089
32.31,what,0.5135298256577211,0.803253240837738,A065
32.41,what,0.719601723536657,0.803096476744961,A031
32.71,what,0.8693403253450591,0.8026272843563917,A053
32.85,what,0.708907799877951,0.8024088898088679,A016
32.95,what,0.9018137295387424,0.8022531115773945,A030
33.61,what,0.8932152075530315,0.8012294927673183,A056
33.76,what,0.8554700864305562,0.8009979376546866,A072
34.03,what,0.7148051389611928,0.8005821420620458,A018
35.16,what,0.9155445828887298,0.7988557747693564,A061
37.65,what,0.8755034173023531,0.7951278054134087,A064
44.69,what,0.8548125700181112,0.7851076194848466,A062
44.76,what,0.9014088522035787,0.7850115620856787,A035
47.66,what,0.6901679936955382,0.7810893905301209,A044
53.88,what,0.7769695178388131,0.7730310600647926,A077
57.18,what,0.7713440908950084,0.7689358626895104,A032
61.28,what,0.8802854636938702,0.7640070551385928,A017
64.94,what,0.8454334186070535,0.7597463521465367,A043
65.63,what,0.6759202912042016,0.7589570832374513,A051
66.08,what,0.8735876899032012,0.7584446654660303,A106
66.28,what,0.7202005572201137,0.7582175083367297,A058
66.66,what,0.6239796200031654,0.7577868942400693,A073
66.9,what,0.7266208547106717,0.7575155889734108,A073
68.96,what,0.650784155450031,0.7552076325821383,A108
69.46,what,0.7725477792688717,0.7546529664167145,A105
69.99,what,0.8426065853272411,0.7540673330880635,A063
70.22,what,0.9029191005716133,0.7538139257509798,A093
70.56,what,0.8473113372278778,0.753440134039801,A014
70.59,what,0.9559049261220887,0.7534071986838067,A015
70.83,what,0.8601953824995522,0.7531439850251127,A097
71.17,what,0.7293967489465195,0.752771915481108,A109
71.19,what,0.3017062592464091,0.7527500587501702,A096
71.28,what,0.426852707417721,0.7526517442159669,A040
71.31,what,0.7322509101868223,0.7526189875132809,A092
71.37,what,0.5118991178169612,0.752553496299234,A075
71.4,what,0.7633217858079592,0.7525207617806339,A085
71.45,what,0.5889232921003893,0.7524662206644295,A107
71.46,what,0.6537407840396529,0.7524553149022041,A056
71.47,what,0.7174011351186438,0.752444409960005,A036
71.56,what,0.812218564463846,0.7523463023593705,A031
71.85,what,0.7866591028369359,0.7520306284790838,A038
71.93,what,0.7516751532374867,0.7519436667631546,A030
72.08,what,0.7956028062951854,0.7517807538704439,A037
72.17,what,0.7950610081027847,0.7516830938384824,A042
72.2,what,0.8374079109517936,0.7516505550904783,A023
72.23,what,0.6496194863148609,0.7516180236345619,A045
72.26,what,0.7001400422481501,0.7515854994671952,A028
72.3,what,0.6235713803193269,0.7515421452423405,A078
72.55,what,0.7231689925936734,0.7512714742402692,A011
72.6,what,0.9058114637575226,0.7512174005297593,A033
72.62,what,0.8341518731471245,0.7511957766815718,A104
72.8,what,0.7649587080279092,0.7510013067796241,A087
72.83,what,0.9171608877496195,0.7509689204261125,A054
72.86,what,0.8838357334029174,0.750936541290963,A038
72.87,what,0.8469877769999187,0.7509257498493918,A080
72.94,what,0.6791846475996944,0.7508502321938714,A025
73.02,what,0.5256965766490637,0.7507639743366968,A074
73.05,what,0.4048607903126277,0.7507316408371173,A046
73.19,what,0.4440465866066705,0.7505808462225977,A067
73.64,what,0.541436987911958,0.7500972060734516,A091
73.79,what,0.6085668564201497,0.7499363495263643,A066
73.83,what,0.7144358782305402,0.7498934844774792,A057
74.0,what,0.5602569249859373,0.7497114488139065,A079
74.19,what,0.8323313580184635,0.7495082663753988,A021
74.28,what,0.8183824887355154,0.7494121209999085,A034
74.3,what,0.7785111149745743,0.7493907639846092,A083
74.46,what,0.727735901663192,0.7492200205933188,A022
74.48,what,0.7899662876735712,0.7491986917459197,A055
74.58,what,0.623065473690331,0.749092094361345,A027
74.88,what,0.4548853280733837,0.7487727696963207,A076
74.91,what,0.8248812860418089,0.7487408757104215,A088
75.21,what,0.49356678437997864,0.748422319385543,A101
75.27,what,0.6737652161217349,0.7483586916296917,A102
75.34,what,0.8426454575917405,0.7482844943507281,A100
75.46,what,0.8455419870110623,0.7481573868503891,A026
75.71,what,0.8288595578089488,0.7478929350876743,A082
75.74,what,0.7956374644842799,0.7478612330947051,A041
76.21,what,0.41132250276833077,0.747365466375422,A094
76.85,what,0.4448466049791707,0.7466930779088978,A047
78.25,what,0.6918085833610361,0.7452329358211852,A020
78.28,what,0.679689966817547,0.7452018062008149,A053
78.36,what,0.8017914301039406,0.7451188262723928,A077
78.57,what,0.6391580916260216,0.7449012277669332,A099
78.76,what,0.6791159121088467,0.7447046315471584,A095
78.84,what,0.932421509086977,0.7446219331850442,A098
79.34,what,0.8152400800512815,0.7441061248575348,A089
79.66,what,0.8459652030910267,0.7437769590849357,A013
79.75,what,0.7309165404795039,0.7436845144113712,A069
79.78,what,0.9292522883074341,0.7436537124865631,A059
79.96,what,0.5189383026399572,0.7434690368797199,A071
79.98,what,0.7161502999137725,0.7434485317366478,A035
80.13,what,0.9095300880592352,0.7432948346040494,A081
80.16,what,0.8937980637583223,0.7432641145219923,A032
80.24,what,0.3586188114511217,0.743182225786461,A103
80.64,what,0.8018106400600628,0.7427734672682149,A016
80.88,what,0.7388578478053496,0.742528758318652,A010
80.98,what,0.8147175755627658,0.7424269167063156,A052
81.15,what,0.8233625273154485,0.7422539481609223,A048
81.92,what,0.7182307390057519,0.7414730469240084,A070
82.55,what,0.8063880632073686,0.740837204468652,A061
82.98,what,0.8236199700315554,0.7404047925049262,A068
82.99,what,0.8493538966313247,0.7403947515443824,A064
83.54,what,0.5285629533224911,0.7398435528234121,A072
83.64,what,0.5850981959695882,0.7397435566184417,A018
83.68,what,0.5778034170379186,0.739703577176551,A019
91.47,what,0.8370831123727421,0.7321173286281698,A024
91.63,what,0.5694239488064572,0.7319655256773108,A044
91.97,what,0.7770753211144017,0.7316434603261819,A084
92.72,what,0.6050410485882872,0.7309354890193396,A062
93.26,what,0.9245293044852829,0.7304278364020927,A029
93.39,what,0.5534830914687348,0.730305882988186,A050
94.68,what,0.7586980051072921,0.7291011346792035,A060
95.42,what,0.3345215902304714,0.7284144286844826,A090
98.84,what,0.8350979390105816,0.7252813268687154,A039
106.41,what,0.3218421565897263,0.718572155277768,A065
111.38,what,0.8086519896199956,0.7143256118178507,A049
136.83,what,0.9273840052019395,0.6942810164831907,A054
137.74,what,0.4583138063912372,0.6936112878657578,A025
138.91,what,0.7058926176186792,0.69275453351974,A028
140.08,what,0.6490548972840748,0.6919025930185384,A078
140.12,what,0.9034899949041468,0.691873551282583,A073
140.22,what,0.45587707265434735,0.6918009712610029,A069
140.39,what,0.8924352676897722,0.6916776648725931,A021
140.49,what,0.8185693731346381,0.6916051784980647,A017
140.95,what,0.8711089596318808,0.6912721865695709,A093
141.09,what,0.659118554472569,0.691170986105163,A063
141.71,what,0.8287140278411166,0.6907236222378778,A022
141.84,what,0.7931239282058508,0.6906299871764398,A041
142.61,what,0.7436953053546456,0.6900765609199826,A091
143.14,what,0.9159664523965327,0.6896968003239238,A029
143.48,what,0.577925453366211,0.6894536796061478,A058
143.51,what,0.7894848987231332,0.6894322464596887,A099
143.53,what,0.36888845130036263,0.6894179593762934,A040
143.66,what,0.760467472538844,0.6893251260929927,A037
143.66,what,0.3947653666958719,0.6893251260929927,A096
143.85,what,0.7041564695621098,0.6891895487074016,A031
143.85,what,0.6652917621220666,0.6891895487074016,A036
143.91,what,0.8222215197385181,0.6891467599369061,A060
144.07,what,0.5614154864488858,0.6890327154681598,A090
144.19,what,0.523783518347735,0.6889472382963098,A067
144.2,what,0.8433905842115198,0.6889401173702523,A087
144.22,what,0.46684081663053245,0.6889258765199302,A047
144.51,what,0.9394965316459133,0.6887195341383043,A032
144.85,what,0.8209419713313229,0.6884779720141243,A097
144.91,what,0.6943465076136195,0.6884353832631727,A083
145.06,what,0.588719700482062,0.6883289636090529,A057
145.07,what,0.7728903246731317,0.688321871616191,A023
145.29,what,0.5431885174923177,0.6881659315014148,A086
145.31,what,0.8904082594804081,0.6881517630636047,A010
145.38,what,0.737401268288728,0.6881021839373135,A034
145.65,what,0.6963566756413969,0.6879111016215461,A024
145.77,what,0.6032953907776178,0.6878262532482242,A080
145.78,what,0.2537088312031736,0.6878191846893978,A020
145.78,what,0.3856959120494942,0.6878191846893978,A104
145.92,what,0.5823516528347183,0.687720259388442,A027
145.95,what,0.5025220601878546,0.6876990694889314,A107
146.02,what,0.5438445768210274,0.6876496378822555,A042
146.16,what,0.4123758844961132,0.6875508228992805,A092
146.2,what,0.7874493490666488,0.6875226018491484,A105
146.29,what,0.730646537923196,0.687459123648407,A098
146.3,what,0.8575306172727857,0.6874520721520464,A048
146.54,what,0.8588492297873624,0.6872829343568517,A015
146.56,what,0.7248443396748583,0.6872688480368235,A061
146.8,what,0.798399563948378,0.687099913989977,A100
146.96,what,0.8066368532491524,0.6869873955569826,A089
146.99,what,0.6244134610902633,0.686966307624265,A051
147.13,what,0.6683193572837867,0.6868679359520166,A013
147.13,what,0.9102587713403928,0.6868679359520166,A106
147.21,what,0.49542603551091163,0.6868117521493124,A074
147.65,what,0.7753413516473514,0.686503112020168,A026
147.84,what,0.6264463733066867,0.6863700291489806,A056
147.94,what,0.49567596174540063,0.6863000323162489,A046
148.69,what,0.5133958537883853,0.6857760811506989,A050
148.79,what,0.6980376384795707,0.6857063572657766,A095
148.85,what,0.649971136229822,0.6856645382815212,A011
148.87,what,0.6884049138945708,0.6856506011764452,A014
148.9,what,0.8359200207280053,0.6856296979145772,A053
149.18,what,0.6732050227300544,0.685434739294684,A062
149.2,what,0.6507909458095034,0.6854208232422092,A070
149.21,what,0.7332981231607447,0.6854138656936704,A055
149.28,what,0.2397290430418904,0.685365171768154,A076
149.33,what,0.7806432033943905,0.6853303999398977,A043
149.72,what,0.6347871727249906,0.6850594522928779,A103
149.75,what,0.8759124725393383,0.6850386301539381,A077
149.87,what,0.4774351495691539,0.6849553701041048,A109
149.93,what,0.9389351739831262,0.6849137571715671,A088
149.99,what,0.5746931906558955,0.684872155625441,A094
150.22,what,0.441645459868573,0.6847127883996722,A101
150.41,what,0.7824135646945606,0.6845812630874014,A102
150.46,what,0.7851493613784708,0.684546670063964,A030
150.8,what,0.5226414205443178,0.6843116459835112,A016
150.87,what,0.8135850696283344,0.6842633037318056,A018
151.52,what,0.43194609410799994,0.6838151437480992,A045
151.93,what,0.8353273051738617,0.6835331359380244,A059
152.12,what,0.5007386809380092,0.6834026264800679,A108
152.47,what,0.5932698593589572,0.683162507057146,A035
152.89,what,0.7950159964346456,0.682874863179583,A038
153.27,what,0.673964149627428,0.6826150817747713,A052
153.27,what,0.8023423268838487,0.6826150817747713,A071
154.53,what,0.7924089057216541,0.6817568613081605,A081
154.76,what,0.494481210952253,0.6816007231017762,A019
154.89,what,0.6778594606621207,0.6815125418829365,A072
155.27,what,0.4298345343207815,0.6812550739695478,A044
155.59,what,0.711206538422857,0.6810385962001368,A068
156.21,what,0.7725665128931173,0.6806200446510212,A064
162.51,what,0.733487717622424,0.676431013850908,A084
164.93,what,0.4882645426284198,0.6748520267445203,A066
166.33,what,0.8691640889853066,0.6739459766606706,A012
166.87,what,0.6657895599864317,0.6735979342631392,A012
168.33,what,0.7768160850904867,0.6726608892658247,A033
168.86,what,0.7323201972903238,0.6723221486487388,A049
169.55,what,0.6280235767444625,0.6718822711361893,A086
170.25,what,0.8021986101872228,0.6714373112317167,A082
170.65,what,0.6654923551042937,0.6711836300355607,A085
187.43,what,0.2175090115391731,0.6609046293443008,A065
194.42,what,0.6645387161969443,0.6568188382409123,A079
244.53,what,0.6243365422846512,0.6303491405416541,A075
246.24,what,0.8761115561943973,0.6295221048022687,A039
1.0,when,0.06464962261975374,0.1332422776502149,A010
1.0,when,0.1299458677741313,0.1332422776502149,A011
1.0,when,0.262187123336794,0.1332422776502149,A012
1.0,when,0.06774321522631557,0.1332422776502149,A013
1.0,when,0.16142934312794835,0.1332422776502149,A014
1.0,when,0.6102396954816296,0.1332422776502149,A015
1.0,when,0.043413897542578066,0.1332422776502149,A016
1.0,when,0.07011631799716517,0.1332422776502149,A017
1.0,when,0.13134791749692884,0.1332422776502149,A018
1.0,when,0.047435100140780256,0.1332422776502149,A019
1.0,when,0.06409153678792909,0.1332422776502149,A020
1.0,when,0.3013459126362825,0.1332422776502149,A021
1.0,when,0.05935759725251618,0.1332422776502149,A022
1.0,when,0.1169070758708971,0.1332422776502149,A023
1.0,when,0.21148170325234208,0.1332422776502149,A024
1.0,when,0.6929264367097716,0.1332422776502149,A025
1.0,when,0.2746903182303372,0.1332422776502149,A026
1.0,when,0.06662133785848001,0.1332422776502149,A027
1.0,when,0.23339761577860188,0.1332422776502149,A028
1.0,when,0.047436583621335994,0.1332422776502149,A029
1.0,when,0.03741180964400257,0.1332422776502149,A030
1.0,when,0.1621458020838632,0.1332422776502149,A031
1.0,when,0.51206678259421,0.1332422776502149,A032
1.0,when,0.04450834338806316,0.1332422776502149,A033
1.0,when,0.4743599305604383,0.1332422776502149,A034
1.0,when,0.1157839497199474,0.1332422776502149,A035
1.0,when,0.044267447494267156,0.1332422776502149,A036
1.0,when,0.7149062417078728,0.1332422776502149,A037
1.0,when,0.4894187565104791,0.1332422776502149,A038
1.0,when,0.7109613222766802,0.1332422776502149,A039
1.0,when,0.04146659729932102,0.1332422776502149,A040
1.0,when,0.2943208719947499,0.1332422776502149,A041
1.0,when,0.05997139657813764,0.1332422776502149,A042
1.0,when,0.05209689605347935,0.1332422776502149,A043
1.0,when,0.046400816337951796,0.1332422776502149,A044
1.0,when,0.10107283993829384,0.1332422776502149,A045
1.0,when,0.20796044103165054,0.1332422776502149,A046
1.0,when,0.0752515280097865,0.1332422776502149,A047
1.0,when,0.22364125429212042,0.1332422776502149,A048
1.0,when,0.7581846308116961,0.1332422776502149,A049
1.0,when,0.03430146040449949,0.1332422776502149,A050
1.0,when,0.06404191905748949,0.1332422776502149,A051
1.0,when,0.5166857141805219,0.1332422776502149,A052
1.0,when,0.05700779935752291,0.1332422776502149,A053
1.0,when,0.2957360908176515,0.1332422776502149,A054
1.0,when,0.12986510149463462,0.1332422776502149,A055
1.0,when,0.03345245323096908,0.1332422776502149,A056
1.0,when,0.059349977064222036,0.1332422776502149,A057
1.0,when,0.3072667019544311,0.1332422776502149,A058
1.0,when,0.28879773314531737,0.1332422776502149,A059
1.0,when,0.04320436104013274,0.1332422776502149,A060
1.0,when,0.7557659562463213,0.1332422776502149,A061
1.0,when,0.16049409211465204,0.1332422776502149,A062
1.0,when,0.08782867838315181,0.1332422776502149,A063
1.0,when,0.5659916053268644,0.1332422776502149,A064
1.0,when,0.02935751360599435,0.1332422776502149,A065
1.0,when,0.05277497341425514,0.1332422776502149,A066
1.0,when,0.3721257684563534,0.1332422776502149,A067
1.0,when,0.35467048835602266,0.1332422776502149,A068
1.0,when,0.06287173623640853,0.1332422776502149,A069
1.0,when,0.09627677567962038,0.1332422776502149,A070
1.0,when,0.044967123277972976,0.1332422776502149,A071
1.0,when,0.07310988541234427,0.1332422776502149,A072
1.0,when,0.0420014538583856,0.1332422776502149,A073
1.0,when,0.4602219835676138,0.1332422776502149,A074
1.0,when,0.040492865607371906,0.1332422776502149,A075
1.0,when,0.042796073253488276,0.1332422776502149,A076
1.0,when,0.5517812173723071,0.1332422776502149,A077
1.0,when,0.07926679298140951,0.1332422776502149,A078
1.0,when,0.030827902022489702,0.1332422776502149,A079
1.0,when,0.2086567496042615,0.1332422776502149,A080
1.0,when,0.2972321272137572,0.1332422776502149,A081
1.0,when,0.65419882222174,0.1332422776502149,A082
1.0,when,0.0573920232286358,0.1332422776502149,A083
1.0,when,0.5152756403305317,0.1332422776502149,A084
1.0,when,0.04494173525649278,0.1332422776502149,A085
1.0,when,0.06567930311987677,0.1332422776502149,A086
1.0,when,0.5112331444353536,0.1332422776502149,A087
1.0,when,0.08259133454684056,0.1332422776502149,A088
1.0,when,0.6329877805801041,0.1332422776502149,A089
1.0,when,0.2659013581518569,0.1332422776502149,A090
1.0,when,0.29975341597486904,0.1332422776502149,A091
1.0,when,0.0443751743363375,0.1332422776502149,A092
1.0,when,0.053040307330527676,0.1332422776502149,A093
1.0,when,0.28617129489712484,0.1332422776502149,A094
1.0,when,0.22826042774801536,0.1332422776502149,A095
1.0,when,0.03592313763745503,0.1332422776502149,A096
1.0,when,0.05349731431367268,0.1332422776502149,A097
1.0,when,0.18950387745997535,0.1332422776502149,A098
1.0,when,0.06703886773732795,0.1332422776502149,A099
1.0,when,0.5372340593421694,0.1332422776502149,A100
1.0,when,0.23317126449924516,0.1332422776502149,A101
1.0,when,0.0631591367311869,0.1332422776502149,A102
1.0,when,0.04891098987626984,0.1332422776502149,A103
1.0,when,0.6731404887054842,0.1332422776502149,A104
1.0,when,0.076132618357843,0.1332422776502149,A105
1.0,when,0.40395056372378735,0.1332422776502149,A106
1.0,when,0.3410313699401652,0.1332422776502149,A107
1.0,when,0.07615906464380334,0.1332422776502149,A108
1.0,when,0.03489020498598928,0.1332422776502149,A109
16.9,when,0.04574887047389374,0.12142369851294309,A054
17.16,when,0.06414048126119576,0.12127761861025314,A051
20.61,when,0.1139488905189998,0.11943525162527396,A017
21.63,when,0.3352413487025349,0.11892215995688638,A036
21.9,when,0.24201041581321686,0.11878857516333081,A010
21.98,when,0.18032168987893535,0.11874917018680153,A063
22.09,when,0.11131645030121692,0.11869511855187147,A093
22.2,when,0.23266307704381906,0.11864121697945623,A091
22.6,when,0.2929227744898818,0.11844646412505574,A104
22.64,when,0.047798739517534515,0.11842709601208638,A106
22.77,when,0.13347194730324882,0.11836428303890076,A105
22.82,when,0.13099580636697059,0.11834017834277157,A028
22.83,when,0.04834913236214683,0.11833536100232858,A092
22.96,when,0.13021915813644197,0.11827284442191519,A058
22.98,when,0.1805412719776381,0.1182632443840589,A094
23.24,when,0.12036366819544264,0.11813887549311927,A055
23.33,when,0.05489825767167038,0.1180960104228814,A025
23.35,when,0.07764465901350294,0.11808649774830703,A066
