TSVR_hours,domain,theta,predicted_theta,UID
72.2,what,0.32838494,-0.18156027084967086,A023
72.23,what,-0.65163666,-0.181727425188429,A045
72.26,what,-0.43044564,-0.18189452742442613,A028
72.3,what,-0.7596743,-0.18211724941313445,A078
72.55,what,-0.32275462,-0.18350716934938827,A011
72.6,what,0.9273771,-0.18378472142346824,A033
72.62,what,0.30562896,-0.18389570203024275,A104
72.8,what,-0.11189697,-0.1848934949709603,A087
72.83,what,1.0624813,-0.1850596133896144,A054
72.86,what,0.70266676,-0.18522568034920872,A038
72.87,what,0.3975454,-0.18528102457257,A080
72.94,what,-0.524388,-0.18566827423945498,A025
73.02,what,-1.1451392,-0.1861105030284924,A074
73.05,what,-1.613356,-0.18627624481961313,A046
73.19,what,-1.4594061,-0.18704902970091386,A067
73.64,what,-1.0844674,-0.1895254629769778,A091
73.79,what,-0.82052904,-0.19034840509085538,A066
73.83,what,-0.36420104,-0.19056764313464736,A057
74.0,what,-1.0114949,-0.19149840585886713,A079
74.19,what,0.29306138,-0.19253676130486141,A021
74.28,what,0.20019667,-0.1930279127996931,A034
74.3,what,-0.03808578,-0.19313699649507599,A083
74.46,what,-0.30076003,-0.1940088679116635,A022
74.48,what,0.026863433,-0.19411775220555072,A055
74.58,what,-0.7617411,-0.19466184219350136,A027
74.88,what,-1.4173888,-0.19629080673798727,A076
74.91,what,0.24273601,-0.19645343128621173,A088
75.21,what,-1.268504,-0.19807696922941798,A101
75.27,what,-0.54814076,-0.19840108763053088,A102
75.34,what,0.36577296,-0.19877897825931667,A100
75.46,what,0.3868858,-0.19942617168091092,A026
75.71,what,0.26939318,-0.20077198706640353,A082
75.74,what,0.059980888,-0.20093325810871598,A041
76.21,what,-1.5876961,-0.20345352436565656,A094
76.85,what,-1.4562982,-0.20686643516872427,A047
78.25,what,-0.46821594,-0.21425728139585531,A020
78.28,what,-0.52216256,-0.21441454687953643,A053
78.36,what,0.09669988,-0.2148336960948768,A077
78.57,what,-0.6954294,-0.21593240610726572,A099
78.76,what,-0.52469057,-0.21692454047343657,A095
78.84,what,1.2736149,-0.21734173257162015,A098
79.34,what,0.18005185,-0.21994185319448645,A089
79.66,what,0.38999763,-0.22159933646763663,A013
79.75,what,-0.28530526,-0.22206458179571298,A069
79.78,what,1.2263882,-0.22221957389020863,A059
79.96,what,-1.1711217,-0.2231485866136964,A071
79.98,what,-0.35612592,-0.2232517109420148,A035
80.13,what,0.96994483,-0.22402451173767013,A081
80.16,what,0.7994235,-0.22417893830336733,A032
80.24,what,-1.8014679,-0.22459052513288258,A103
80.64,what,0.09681583,-0.22664373261820603,A016
80.88,what,-0.24620515,-0.22787189310751133,A010
80.98,what,0.17672805,-0.228382797386255,A052
81.15,what,0.23268522,-0.2292502187837906,A048
81.92,what,-0.34628716,-0.23316164657490412,A070
82.55,what,0.12469013,-0.23634081385346317,A061
82.98,what,0.23438412,-0.23849994647018247,A068
82.99,what,0.41516995,-0.2385500555340231,A064
83.54,what,-1.1341089,-0.24129886592426641,A072
83.64,what,-0.91410375,-0.24179713886571452,A018
83.68,what,-0.94285613,-0.24199631844040426,A019
91.47,what,0.3260986,-0.27944066479581675,A024
91.63,what,-0.9757199,-0.28018298158303145,A044
91.97,what,-0.04605442,-0.2817570001446834,A084
92.72,what,-0.8347038,-0.28521284488820187,A062
93.26,what,1.1595125,-0.2876873307100327,A029
93.39,what,-1.037826,-0.2882813383266074,A050
94.68,what,-0.14499544,-0.294140323629396,A060
95.42,what,-1.9035667,-0.29747261446058626,A090
98.84,what,0.31220362,-0.3126097054526218,A039
106.41,what,-1.9587346,-0.344668338313574,A065
111.38,what,0.13866153,-0.3647194082606313,A049
136.83,what,1.199456,-0.4570678005697155,A054
137.74,what,-1.4041344,-0.46009253845343134,A025
138.91,what,-0.40401626,-0.4639565775345862,A028
140.08,what,-0.65401506,-0.4677929646113905,A078
140.12,what,0.90156066,-0.46792363903473366,A073
140.22,what,-1.4135531,-0.4682501858067907,A069
140.39,what,0.7857295,-0.46880485923352144,A021
140.49,what,0.20140322,-0.4691308698365573,A017
140.95,what,0.58903307,-0.47062797035292436,A093
141.09,what,-0.6113484,-0.4710827810375513,A063
141.71,what,0.26840943,-0.4730923174162671,A022
141.84,what,0.045220107,-0.47351271820079943,A041
142.61,what,-0.22201028,-0.47599604765698955,A091
143.14,what,1.0474995,-0.47769869276840016,A029
143.48,what,-0.94237626,-0.47878811528483123,A058
143.51,what,0.024082785,-0.47888413459654977,A099
143.53,what,-1.7589025,-0.47894813791791413,A040
143.66,what,-0.13570116,-0.47936397335440506,A037
143.66,what,-1.6537123,-0.47936397335440506,A096
143.85,what,-0.412024,-0.4799711532090709,A031
143.85,what,-0.5848764,-0.4799711532090709,A036
143.91,what,0.22517887,-0.48016275143094966,A060
144.07,what,-1.0069829,-0.48067334549929774,A090
144.19,what,-1.1524973,-0.48105597216333273,A067
144.2,what,0.37117374,-0.48108784539495497,A087
144.22,what,-1.3712326,-0.48115158617371256,A047
144.51,what,1.3869435,-0.48207497681891165,A032
144.85,what,0.21680588,-0.48315555116210174,A097
144.91,what,-0.45677182,-0.4833460148610891,A083
145.06,what,-0.8997757,-0.48382187826995127,A057
145.07,what,-0.06907465,-0.4838535874835239,A023
145.29,what,-1.0776986,-0.48455071608515654,A086
145.31,what,0.76564074,-0.4846140464832349,A010
145.38,what,-0.25343332,-0.4848356439787149,A034
145.65,what,-0.4476697,-0.4856895201652509,A024
145.77,what,-0.8417055,-0.48606858457497104,A080
145.78,what,-2.2787354,-0.486100161180435,A020
145.78,what,-1.6902736,-0.486100161180435,A104
145.92,what,-0.9249458,-0.48654203847760713,A027
145.95,what,-1.2341427,-0.48663667910264063,A107
146.02,what,-1.0751622,-0.48685744227508554,A042
146.16,what,-1.5835248,-0.48729869607550147,A092
146.2,what,0.012376063,-0.48742470190969533,A105
146.29,what,-0.28662166,-0.4877081067958513,A098
146.3,what,0.47788984,-0.48773958698136854,A048
146.54,what,0.48828286,-0.48849455739476344,A015
146.56,what,-0.31471238,-0.4885574236298529,A061
146.8,what,0.07635781,-0.48931124398247805,A100
146.96,what,0.12621939,-0.4898132026512767,A089
146.99,what,-0.75623167,-0.4899072676000389,A051
147.13,what,-0.5718052,-0.4903460192594846,A013
147.13,what,0.97847015,-0.4903460192594846,A106
147.21,what,-1.2613695,-0.49059657336539986,A074
147.65,what,-0.0556293,-0.49197253165683397,A026
147.84,what,-0.7479079,-0.4925656054349319,A056
147.94,what,-1.2604105,-0.49287748619252714,A046
148.69,what,-1.1924096,-0.49521082629103397,A050
148.79,what,-0.44003212,-0.49552117238000126,A095
148.85,what,-0.6501544,-0.4957072938327831,A011
148.87,what,-0.48348227,-0.4957693199602513,A014
148.9,what,0.31794128,-0.4958623456976703,A053
149.18,what,-0.5505843,-0.496729808377415,A062
149.2,what,-0.6466961,-0.4967917163189479,A070
149.21,what,-0.27365744,-0.49682266760899507,A055
149.28,what,-2.3509033,-0.49703927661848035,A076
149.33,what,-0.026184201,-0.4971939437725812,A043
149.72,what,-0.7135607,-0.49839881855985824,A103
149.75,what,0.63073874,-0.4984913891680447,A077
149.87,what,-1.3304558,-0.498861511835605,A109
149.93,what,1.3775116,-0.4990464773874492,A088
149.99,what,-0.9550737,-0.49923137914340154,A094
150.22,what,-1.4687408,-0.4999395790016883,A101
150.41,what,-0.016238477,-0.5005239088397135,A102
150.46,what,-0.0007534161,-0.5006775740510476,A030
150.8,what,-1.1568888,-0.5017213310004587,A016
150.87,what,0.16954863,-0.5019359701049801,A018
151.52,what,-1.5065612,-0.5039249542777102,A045
151.93,what,0.31380215,-0.5051757594878183,A059
152.12,what,-1.2409853,-0.5057544128354698,A108
152.47,what,-0.88171935,-0.5068187209458375,A035
152.89,what,0.056318834,-0.508093107803756,A038
153.27,what,-0.5472725,-0.5092435198742178,A052
153.27,what,0.10002842,-0.5092435198742178,A071
154.53,what,0.04104539,-0.5130404761181451,A081
154.76,what,-1.264995,-0.5137306781133153,A019
154.89,what,-0.5302154,-0.5141203995703467,A072
155.27,what,-1.5148207,-0.5152579636070953,A044
155.59,what,-0.37933305,-0.5162140435691118,A068
156.21,what,-0.070843264,-0.5180616103108013,A064
162.51,what,-0.27272734,-0.5364828078095365,A084
164.93,what,-1.2888547,-0.5433939529725467,A066
166.33,what,0.5725235,-0.547351828602932,A012
166.87,what,-0.5827313,-0.5488706626845645,A012
168.33,what,-0.04748927,-0.5529557244966601,A033
168.86,what,-0.27844822,-0.55443099043521,A049
169.55,what,-0.74143744,-0.5563455565610671,A086
170.25,what,0.099159405,-0.5582809081904776,A082
170.65,what,-0.5840122,-0.5593836945276423,A085
187.43,what,-2.4718368,-0.603713609736406,A065
194.42,what,-0.5881184,-0.621150446648516,A079
244.53,what,-0.75654626,-0.7318763653097771,A075
246.24,what,0.6324969,-0.7352793762009402,A039
1.0,when,-0.24154915,0.24296699502589117,A010
1.0,when,0.22548166,0.24296699502589117,A011
1.0,when,0.7508862,0.24296699502589117,A012
1.0,when,-0.21120891,0.24296699502589117,A013
1.0,when,0.37932342,0.24296699502589117,A014
1.0,when,1.6497607,0.24296699502589117,A015
1.0,when,-0.4965228,0.24296699502589117,A016
1.0,when,-0.18879388,0.24296699502589117,A017
1.0,when,0.23296411,0.24296699502589117,A018
1.0,when,-0.4402759,0.24296699502589117,A019
1.0,when,-0.24716589,0.24296699502589117,A020
1.0,when,0.8683164,0.24296699502589117,A021
1.0,when,-0.29673445,0.24296699502589117,A022
1.0,when,0.1523731,0.24296699502589117,A023
1.0,when,0.58032763,0.24296699502589117,A024
1.0,when,1.8713145,0.24296699502589117,A025
1.0,when,0.78948355,0.24296699502589117,A026
1.0,when,-0.22206005,0.24296699502589117,A027
1.0,when,0.6571814,0.24296699502589117,A028
1.0,when,-0.440256,0.24296699502589117,A029
1.0,when,-0.59050345,0.24296699502589117,A030
1.0,when,0.38252574,0.24296699502589117,A031
1.0,when,1.4072789,0.24296699502589117,A032
1.0,when,-0.48073784,0.24296699502589117,A033
1.0,when,1.3157963,0.24296699502589117,A034
1.0,when,0.14575137,0.24296699502589117,A035
1.0,when,-0.4841802,0.24296699502589117,A036
1.0,when,1.9352602,0.24296699502589117,A037
1.0,when,1.352358,0.24296699502589117,A038
1.0,when,1.9235764,0.24296699502589117,A039
1.0,when,-0.525572,0.24296699502589117,A040
1.0,when,0.8479543,0.24296699502589117,A041
1.0,when,-0.29010308,0.24296699502589117,A042
1.0,when,-0.380481,0.24296699502589117,A043
1.0,when,-0.45429626,0.24296699502589117,A044
1.0,when,0.053384863,0.24296699502589117,A045
1.0,when,0.5674494,0.24296699502589117,A046
1.0,when,-0.14259496,0.24296699502589117,A047
1.0,when,0.6236336,0.24296699502589117,A048
1.0,when,2.0706832,0.24296699502589117,A049
1.0,when,-0.6450708,0.24296699502589117,A050
1.0,when,-0.24766746,0.24296699502589117,A051
1.0,when,1.4184871,0.24296699502589117,A052
1.0,when,-0.32272992,0.24296699502589117,A053
1.0,when,0.8520787,0.24296699502589117,A054
1.0,when,0.22504854,0.24296699502589117,A055
1.0,when,-0.660795,0.24296699502589117,A056
1.0,when,-0.29681718,0.24296699502589117,A057
1.0,when,0.88526887,0.24296699502589117,A058
1.0,when,0.831746,0.24296699502589117,A059
1.0,when,-0.49958816,0.24296699502589117,A060
1.0,when,2.0627139,0.24296699502589117,A061
1.0,when,0.37512586,0.24296699502589117,A062
1.0,when,-0.040614642,0.24296699502589117,A063
1.0,when,1.5389558,0.24296699502589117,A064
1.0,when,-0.74250513,0.24296699502589117,A065
1.0,when,-0.37220883,0.24296699502589117,A066
1.0,when,1.0609406,0.24296699502589117,A067
1.0,when,1.015199,0.24296699502589117,A068
1.0,when,-0.2596027,0.24296699502589117,A069
1.0,when,0.02069249,0.24296699502589117,A070
1.0,when,-0.4742308,0.24296699502589117,A071
1.0,when,-0.16149792,0.24296699502589117,A072
1.0,when,-0.5174654,0.24296699502589117,A073
1.0,when,1.2813684,0.24296699502589117,A074
1.0,when,-0.54059076,0.24296699502589117,A075
1.0,when,-0.5056021,0.24296699502589117,A076
1.0,when,1.5040148,0.24296699502589117,A077
1.0,when,-0.10844841,0.24296699502589117,A078
1.0,when,-0.7119632,0.24296699502589117,A079
1.0,when,0.57000864,0.24296699502589117,A080
1.0,when,0.8564262,0.24296699502589117,A081
1.0,when,1.7644588,0.24296699502589117,A082
1.0,when,-0.31841132,0.24296699502589117,A083
1.0,when,1.4150648,0.24296699502589117,A084
1.0,when,-0.47458923,0.24296699502589117,A085
1.0,when,-0.23130356,0.24296699502589117,A086
1.0,when,1.4052566,0.24296699502589117,A087
1.0,when,-0.08135233,0.24296699502589117,A088
1.0,when,1.7083962,0.24296699502589117,A089
1.0,when,0.7624718,0.24296699502589117,A090
1.0,when,0.86372465,0.24296699502589117,A091
1.0,when,-0.4826386,0.24296699502589117,A092
1.0,when,-0.3689992,0.24296699502589117,A093
1.0,when,0.823974,0.24296699502589117,A094
1.0,when,0.63964266,0.24296699502589117,A095
1.0,when,-0.6160523,0.24296699502589117,A096
1.0,when,-0.36350635,0.24296699502589117,A097
1.0,when,0.4971533,0.24296699502589117,A098
1.0,when,-0.2180019,0.24296699502589117,A099
1.0,when,1.4684601,0.24296699502589117,A100
1.0,when,0.65641433,0.24296699502589117,A101
1.0,when,-0.2566523,0.24296699502589117,A102
1.0,when,-0.42076415,0.24296699502589117,A103
1.0,when,1.8159056,0.24296699502589117,A104
1.0,when,-0.13496135,0.24296699502589117,A105
1.0,when,1.1422098,0.24296699502589117,A106
1.0,when,0.97875214,0.24296699502589117,A107
1.0,when,-0.13473348,0.24296699502589117,A108
1.0,when,-0.63438576,0.24296699502589117,A109
16.9,when,-0.46328735,0.17845788674781576,A054
17.16,when,-0.24667148,0.1776274532508156,A051
20.61,when,0.13481109,0.16707922198092356,A017
21.63,when,0.9630702,0.16411656649739365,A036
21.9,when,0.68599474,0.16334341761619753,A010
21.98,when,0.46021977,0.1631152097130784,A063
22.09,when,0.11884567,0.1628020713197626,A093
22.2,when,0.65469027,0.16248967938339604,A091
22.6,when,0.84386843,0.16135994518646485,A104
22.64,when,-0.4354155,0.1612475055783235,A106
22.77,when,0.24417153,0.16088274169476846,A105
22.82,when,0.23109137,0.16074271779508137,A028
22.83,when,-0.42812535,0.16071473095989774,A092
22.96,when,0.22694552,0.1603514449572857,A058
22.98,when,0.46111983,0.1602956440813098,A094
23.24,when,0.17241217,0.159572386623214,A055
23.33,when,-0.34693974,0.15932295539696661,A025
23.35,when,-0.1220482,0.15926759064952323,A066
23.46,when,-0.1003868,0.15896350193429104,A047
23.47,when,-0.5171918,0.1589358924629471,A086
23.54,when,-0.6505352,0.1587427888627515,A090
23.69,when,-0.31009868,0.15832995111111275,A015
23.7,when,-0.10257697,0.15830247478115583,A037
23.91,when,-0.24837433,0.15772679862055738,A048
24.15,when,0.13275431,0.15707196475209123,A022
24.25,when,-0.20295013,0.15680008010010837,A070
24.25,when,-0.31528148,0.15680008010010837,A088
24.32,when,0.4305871,0.1566100959130089,A046
24.37,when,-0.3395108,0.15647456135211268,A097
24.49,when,-0.4185087,0.1561498491762785,A096
24.51,when,-0.47382683,0.15609580861664696,A085
24.57,when,1.3155032,0.15593382051783938,A011
24.65,when,0.88505614,0.15571814738913653,A109
24.66,when,-0.35258865,0.15569121318798346,A045
24.73,when,1.2842733,0.15550282862186454,A050
24.77,when,-0.34614083,0.1553953017602427,A013
24.78,when,0.657737,0.15536843382467974,A057
24.87,when,-0.39960644,0.1551268699678025,A060
24.96,when,-0.6040248,0.1548857505708945,A069
25.15,when,-0.45229053,0.15437817298196438,A083
25.6,when,-0.15484987,0.1531837999578044,A012
25.62,when,-0.13192014,0.1531309685298567,A043
25.63,when,-0.40719613,0.15310456080074986,A023
25.66,when,0.92721575,0.153025369527165,A014
25.77,when,-0.2349469,0.15273541026017395,A098
26.08,when,0.14213738,0.15192168726258315,A034
26.11,when,-0.30479327,0.1518432073589006,A079
26.17,when,-0.0067033195,0.1516863884069013,A078
26.22,when,-0.28175655,0.1515558491439415,A107
26.26,when,-0.19992182,0.15145151127597017,A040
26.48,when,-0.23021683,0.15087913319402496,A026
26.85,when,0.23668598,0.14992209960199743,A020
27.12,when,-0.33731827,0.14922810845541729,A049
27.25,when,-0.27028632,0.14889527080102044,A084
27.26,when,0.31559962,0.1488697028845899,A103
27.3,when,-0.43344772,0.14876748107344007,A076
27.61,when,0.24186571,0.14797795404967778,A108
27.97,when,-0.0019905437,0.1470670137551649,A082
28.26,when,-0.06869045,0.14633777800559478,A027
28.43,when,-0.63901347,0.145912174032456,A029
