predictor,coefficient,SE,t_value,p_uncorrected,p_bonferroni,sig_uncorrected,sig_bonferroni
Intercept,0.0417708333333333,0.002802505320478505,14.904818566482245,1.0191077023743924e-26,1.0191077023743924e-26,True,True
z_baseline_accuracy,-0.0007103735608612498,0.0018924650440984491,-0.3753694490033048,0.7082138155195585,1.0,False,False
z_baseline_confidence,0.012402228592093806,0.0018822564546312663,6.589021682767134,2.3759100535743053e-09,9.503640214297221e-09,True,True
z_Age,0.0032366133517454576,0.0028840276071024264,1.1222546357651801,0.26455324615091974,1.0,False,False
z_confidence_bias,0.013627587219204236,0.0019261865815805882,7.074905073848933,2.4345367493534074e-10,9.73814699741363e-10,True,True
