predictor,ols_coef,ols_SE,ols_t,ols_p,rlm_coef,rlm_SE,rlm_p,boot_mean,boot_SE,boot_ci_lower,boot_ci_upper,ols_rlm_diff,ols_boot_diff,ols_rlm_pct_change,ols_boot_pct_change
Intercept,0.04177083333333325,0.0028025053204785056,14.904818566482225,1.0191077023744796e-26,0.03828721858204844,0.002199899100955019,7.68312388720972e-68,0.04169907961278979,0.0028510246789123454,0.03655681949560329,0.047606775594434506,0.003483614751284808,7.175372054345902e-05,8.339825838487338,0.171779480602795
z_baseline_accuracy,-0.000710373560861257,0.001892465044098449,-0.37536944900330865,0.7082138155195558,0.0002822357034272941,0.0014855394274113777,0.8493179859801223,-0.0009582863988996473,0.001981453197789986,-0.005421782269200912,0.0022278461970817844,-0.000992609264288551,0.0002479128380383903,-139.73060358343173,34.8989393324015
z_baseline_confidence,0.012402228592093787,0.001882256454631265,6.589021682767128,2.375910053574374e-09,0.011252796984028852,0.0014775259308350205,2.6171323515405036e-14,0.012528486115175127,0.0018964747889522557,0.009226996961809546,0.01652003893302181,0.0011494316080649346,-0.0001262575230813398,9.267944059648102,-1.0180228669694644
z_Age,0.0032366133517454636,0.002884027607102427,1.1222546357651821,0.2645532461509189,0.0016808493427282886,0.002263892130242521,0.4578086805842464,0.003164425089058889,0.0031666371574800775,-0.002516832015505146,0.009788720028481924,0.001555764009017175,7.218826268657469e-05,48.06765096541951,2.2303641133916874
z_confidence_bias,0.013627587219204226,0.0019261865815805876,7.074905073848931,2.434536749353443e-10,0.011401419714494331,0.0015120100212217442,4.679161668316511e-14,0.0140164527678971,0.0029559656578349988,0.009139098042936878,0.020673873601816994,0.002226167504709895,-0.0003888655486928745,16.33574211561634,-2.8535172253007386
