TEST,time_days,observed_mean,CI_lower,CI_upper,predicted_mean,N
T1,0.041666666666666664,0.728466717187473,0.7045944803582275,0.7523389540167186,0.7147647996678437,100
T2,1.1987374999999998,0.6850821633330798,0.650313506746091,0.7198508199200686,0.7049375926478838,100
T3,3.2778375,0.6919064238856982,0.6581093940680666,0.7257034537033299,0.6872794290103664,100
T4,6.3073000000000015,0.6623814912995428,0.6228585505561548,0.7019044320429308,0.6615496687493292,100
