UID,TEST,TSVR_hours,ITEM,Accuracy,Confidence
A068,T2,30.49,IFR-N-i1,0,0.6
A068,T2,30.49,IFR-N-i2,1,1.0
A068,T2,30.49,IFR-N-i3,0,0.2
A068,T2,30.49,IFR-N-i4,1,1.0
A068,T2,30.49,IFR-N-i5,0,0.2
A068,T2,30.49,IFR-N-i6,0,0.2
A068,T2,30.49,IFR-U-i1,0,1.0
A068,T2,30.49,IFR-U-i2,0,1.0
A068,T2,30.49,IFR-U-i3,0,0.6
A068,T2,30.49,IFR-U-i4,1,0.8
A068,T2,30.49,IFR-U-i5,0,0.6
A068,T2,30.49,IFR-U-i6,1,0.2
A068,T2,30.49,IFR-D-i1,0,1.0
A068,T2,30.49,IFR-D-i2,0,1.0
A068,T2,30.49,IFR-D-i3,0,0.4
A068,T2,30.49,IFR-D-i4,0,1.0
A068,T2,30.49,IFR-D-i5,0,0.6
A068,T2,30.49,IFR-D-i6,0,0.2
A068,T2,30.49,IFR-O-i1,1,1.0
A068,T2,30.49,IFR-O-i2,0,0.4
A068,T2,30.49,IFR-O-i3,0,0.4
A068,T2,30.49,IFR-O-i4,1,0.4
A068,T2,30.49,IFR-O-i5,1,0.4
A068,T2,30.49,IFR-O-i6,0,0.2
A068,T2,30.49,ICR-N-i1,1,1.0
A068,T2,30.49,ICR-N-i2,1,1.0
A068,T2,30.49,ICR-N-i3,1,1.0
A068,T2,30.49,ICR-N-i4,1,1.0
A068,T2,30.49,ICR-N-i5,1,1.0
A068,T2,30.49,ICR-N-i6,1,1.0
A068,T2,30.49,ICR-U-i1,1,1.0
A068,T2,30.49,ICR-U-i2,0,1.0
A068,T2,30.49,ICR-U-i3,1,1.0
A068,T2,30.49,ICR-U-i4,1,1.0
A068,T2,30.49,ICR-U-i5,0,1.0
A068,T2,30.49,ICR-U-i6,1,1.0
A068,T2,30.49,ICR-D-i1,1,0.6
A068,T2,30.49,ICR-D-i2,0,1.0
A068,T2,30.49,ICR-D-i3,1,1.0
A068,T2,30.49,ICR-D-i4,0,1.0
A068,T2,30.49,ICR-D-i5,0,0.6
A068,T2,30.49,ICR-D-i6,0,0.6
A068,T2,30.49,ICR-O-i1,0,0.6
A068,T2,30.49,ICR-O-i2,0,1.0
A068,T2,30.49,ICR-O-i3,1,1.0
A068,T2,30.49,ICR-O-i4,1,1.0
A068,T2,30.49,ICR-O-i5,0,0.4
A068,T2,30.49,ICR-O-i6,0,0.6
A068,T2,30.49,IRE-N-i1,1,1.0
A068,T2,30.49,IRE-N-i2,1,1.0
A068,T2,30.49,IRE-N-i3,1,1.0
A068,T2,30.49,IRE-N-i4,1,1.0
A068,T2,30.49,IRE-N-i5,1,1.0
A068,T2,30.49,IRE-N-i6,1,1.0
A068,T2,30.49,IRE-U-i1,1,1.0
A068,T2,30.49,IRE-U-i2,1,1.0
A068,T2,30.49,IRE-U-i3,1,1.0
A068,T2,30.49,IRE-U-i4,1,1.0
A068,T2,30.49,IRE-U-i5,0,1.0
A068,T2,30.49,IRE-U-i6,1,1.0
A068,T2,30.49,IRE-D-i1,1,0.8
A068,T2,30.49,IRE-D-i2,0,1.0
A068,T2,30.49,IRE-D-i3,1,1.0
A068,T2,30.49,IRE-D-i4,1,1.0
A068,T2,30.49,IRE-D-i5,0,0.6
A068,T2,30.49,IRE-D-i6,0,0.4
A068,T2,30.49,IRE-O-i1,0,0.6
A068,T2,30.49,IRE-O-i2,0,1.0
A068,T2,30.49,IRE-O-i3,1,0.6
A068,T2,30.49,IRE-O-i4,1,1.0
A068,T2,30.49,IRE-O-i5,0,0.4
A068,T2,30.49,IRE-O-i6,0,0.2
A068,T3,82.98,IFR-N-i1,1,1.0
A068,T3,82.98,IFR-N-i2,1,1.0
A068,T3,82.98,IFR-N-i3,0,0.2
A068,T3,82.98,IFR-N-i4,1,1.0
A068,T3,82.98,IFR-N-i5,1,1.0
A068,T3,82.98,IFR-N-i6,0,0.2
A068,T3,82.98,IFR-U-i1,1,1.0
A068,T3,82.98,IFR-U-i2,1,1.0
A068,T3,82.98,IFR-U-i3,0,1.0
A068,T3,82.98,IFR-U-i4,1,1.0
A068,T3,82.98,IFR-U-i5,1,0.2
A068,T3,82.98,IFR-U-i6,1,0.2
A068,T3,82.98,IFR-D-i1,1,0.6
A068,T3,82.98,IFR-D-i2,0,0.6
A068,T3,82.98,IFR-D-i3,0,0.6
A068,T3,82.98,IFR-D-i4,0,0.6
A068,T3,82.98,IFR-D-i5,0,0.2
A068,T3,82.98,IFR-D-i6,0,0.2
A068,T3,82.98,IFR-O-i1,0,0.4
A068,T3,82.98,IFR-O-i2,0,0.4
A068,T3,82.98,IFR-O-i3,0,0.4
A068,T3,82.98,IFR-O-i4,0,0.6
A068,T3,82.98,IFR-O-i5,1,0.2
A068,T3,82.98,IFR-O-i6,0,0.2
A068,T3,82.98,ICR-N-i1,1,1.0
A068,T3,82.98,ICR-N-i2,1,1.0
A068,T3,82.98,ICR-N-i3,1,0.8
A068,T3,82.98,ICR-N-i4,1,1.0
A068,T3,82.98,ICR-N-i5,1,1.0
A068,T3,82.98,ICR-N-i6,1,1.0
A068,T3,82.98,ICR-U-i1,1,1.0
A068,T3,82.98,ICR-U-i2,1,1.0
A068,T3,82.98,ICR-U-i3,1,0.6
A068,T3,82.98,ICR-U-i4,1,1.0
A068,T3,82.98,ICR-U-i5,1,1.0
A068,T3,82.98,ICR-U-i6,1,1.0
A068,T3,82.98,ICR-D-i1,1,0.8
A068,T3,82.98,ICR-D-i2,0,0.6
A068,T3,82.98,ICR-D-i3,0,0.4
A068,T3,82.98,ICR-D-i4,0,0.4
A068,T3,82.98,ICR-D-i5,0,0.4
A068,T3,82.98,ICR-D-i6,0,0.4
A068,T3,82.98,ICR-O-i1,0,0.4
A068,T3,82.98,ICR-O-i2,0,1.0
A068,T3,82.98,ICR-O-i3,0,0.2
A068,T3,82.98,ICR-O-i4,0,0.4
A068,T3,82.98,ICR-O-i5,1,0.6
A068,T3,82.98,ICR-O-i6,0,0.4
A068,T3,82.98,IRE-N-i1,1,1.0
A068,T3,82.98,IRE-N-i2,1,1.0
A068,T3,82.98,IRE-N-i3,1,1.0
A068,T3,82.98,IRE-N-i4,1,1.0
A068,T3,82.98,IRE-N-i5,1,1.0
A068,T3,82.98,IRE-N-i6,1,1.0
A068,T3,82.98,IRE-U-i1,1,1.0
A068,T3,82.98,IRE-U-i2,1,1.0
A068,T3,82.98,IRE-U-i3,1,0.8
A068,T3,82.98,IRE-U-i4,1,1.0
A068,T3,82.98,IRE-U-i5,1,1.0
A068,T3,82.98,IRE-U-i6,1,1.0
A068,T3,82.98,IRE-D-i1,1,1.0
A068,T3,82.98,IRE-D-i2,0,0.4
A068,T3,82.98,IRE-D-i3,0,0.8
A068,T3,82.98,IRE-D-i4,0,0.6
A068,T3,82.98,IRE-D-i5,0,0.4
A068,T3,82.98,IRE-D-i6,0,0.6
A068,T3,82.98,IRE-O-i1,0,0.4
A068,T3,82.98,IRE-O-i2,0,0.8
A068,T3,82.98,IRE-O-i3,0,0.4
A068,T3,82.98,IRE-O-i4,0,0.6
A068,T3,82.98,IRE-O-i5,1,0.6
A068,T3,82.98,IRE-O-i6,0,0.4
A068,T4,155.59,IFR-N-i1,0,0.2
A068,T4,155.59,IFR-N-i2,1,1.0
A068,T4,155.59,IFR-N-i3,1,1.0
A068,T4,155.59,IFR-N-i4,0,0.2
A068,T4,155.59,IFR-N-i5,0,0.2
A068,T4,155.59,IFR-N-i6,0,0.2
A068,T4,155.59,IFR-U-i1,1,1.0
A068,T4,155.59,IFR-U-i2,1,1.0
A068,T4,155.59,IFR-U-i3,1,0.2
A068,T4,155.59,IFR-U-i4,0,0.2
A068,T4,155.59,IFR-U-i5,0,0.2
A068,T4,155.59,IFR-U-i6,1,0.2
A068,T4,155.59,IFR-D-i1,0,1.0
A068,T4,155.59,IFR-D-i2,0,0.4
A068,T4,155.59,IFR-D-i3,0,0.2
A068,T4,155.59,IFR-D-i4,0,0.2
A068,T4,155.59,IFR-D-i5,0,0.2
A068,T4,155.59,IFR-D-i6,0,0.2
A068,T4,155.59,IFR-O-i1,0,1.0
A068,T4,155.59,IFR-O-i2,0,1.0
A068,T4,155.59,IFR-O-i3,0,0.2
A068,T4,155.59,IFR-O-i4,1,0.2
A068,T4,155.59,IFR-O-i5,1,0.2
A068,T4,155.59,IFR-O-i6,0,0.2
A068,T4,155.59,ICR-N-i1,1,1.0
A068,T4,155.59,ICR-N-i2,1,1.0
A068,T4,155.59,ICR-N-i3,1,1.0
A068,T4,155.59,ICR-N-i4,1,0.8
A068,T4,155.59,ICR-N-i5,1,0.8
A068,T4,155.59,ICR-N-i6,1,0.8
A068,T4,155.59,ICR-U-i1,0,0.8
A068,T4,155.59,ICR-U-i2,1,1.0
A068,T4,155.59,ICR-U-i3,1,1.0
A068,T4,155.59,ICR-U-i4,0,0.6
A068,T4,155.59,ICR-U-i5,0,0.4
A068,T4,155.59,ICR-U-i6,0,0.6
A068,T4,155.59,ICR-D-i1,1,0.6
A068,T4,155.59,ICR-D-i2,0,0.4
A068,T4,155.59,ICR-D-i3,0,1.0
A068,T4,155.59,ICR-D-i4,1,0.4
A068,T4,155.59,ICR-D-i5,1,0.4
A068,T4,155.59,ICR-D-i6,0,0.4
A068,T4,155.59,ICR-O-i1,0,0.4
A068,T4,155.59,ICR-O-i2,0,0.8
A068,T4,155.59,ICR-O-i3,0,1.0
A068,T4,155.59,ICR-O-i4,0,0.4
A068,T4,155.59,ICR-O-i5,1,0.4
A068,T4,155.59,ICR-O-i6,0,0.2
A068,T4,155.59,IRE-N-i1,1,1.0
A068,T4,155.59,IRE-N-i2,1,0.8
A068,T4,155.59,IRE-N-i3,1,1.0
A068,T4,155.59,IRE-N-i4,0,1.0
A068,T4,155.59,IRE-N-i5,1,1.0
A068,T4,155.59,IRE-N-i6,1,1.0
A068,T4,155.59,IRE-U-i1,0,1.0
A068,T4,155.59,IRE-U-i2,1,1.0
A068,T4,155.59,IRE-U-i3,1,1.0
A068,T4,155.59,IRE-U-i4,0,1.0
A068,T4,155.59,IRE-U-i5,0,0.8
A068,T4,155.59,IRE-U-i6,1,0.8
A068,T4,155.59,IRE-D-i1,0,0.8
A068,T4,155.59,IRE-D-i2,0,0.8
A068,T4,155.59,IRE-D-i3,0,0.8
A068,T4,155.59,IRE-D-i4,1,0.6
A068,T4,155.59,IRE-D-i5,1,0.4
A068,T4,155.59,IRE-D-i6,0,0.6
A068,T4,155.59,IRE-O-i1,0,0.4
A068,T4,155.59,IRE-O-i2,0,0.6
A068,T4,155.59,IRE-O-i3,0,0.6
A068,T4,155.59,IRE-O-i4,1,0.4
A068,T4,155.59,IRE-O-i5,1,0.4
A068,T4,155.59,IRE-O-i6,0,0.4
A069,T1,1.0,IFR-N-i1,1,1.0
A069,T1,1.0,IFR-N-i2,0,0.2
A069,T1,1.0,IFR-N-i3,0,0.4
A069,T1,1.0,IFR-N-i4,1,1.0
A069,T1,1.0,IFR-N-i5,0,0.2
A069,T1,1.0,IFR-N-i6,1,1.0
A069,T1,1.0,IFR-U-i1,0,0.4
A069,T1,1.0,IFR-U-i2,0,0.4
A069,T1,1.0,IFR-U-i3,0,1.0
A069,T1,1.0,IFR-U-i4,0,0.4
A069,T1,1.0,IFR-U-i5,0,0.2
A069,T1,1.0,IFR-U-i6,0,0.4
A069,T1,1.0,IFR-D-i1,1,1.0
A069,T1,1.0,IFR-D-i2,0,1.0
A069,T1,1.0,IFR-D-i3,0,0.4
A069,T1,1.0,IFR-D-i4,0,0.2
A069,T1,1.0,IFR-D-i5,1,0.4
A069,T1,1.0,IFR-D-i6,1,0.4
A069,T1,1.0,IFR-O-i1,0,0.8
A069,T1,1.0,IFR-O-i2,0,1.0
A069,T1,1.0,IFR-O-i3,0,1.0
A069,T1,1.0,IFR-O-i4,1,1.0
A069,T1,1.0,IFR-O-i5,0,0.2
A069,T1,1.0,IFR-O-i6,0,0.2
A069,T1,1.0,ICR-N-i1,1,0.6
A069,T1,1.0,ICR-N-i2,1,1.0
A069,T1,1.0,ICR-N-i3,1,0.8
A069,T1,1.0,ICR-N-i4,1,1.0
A069,T1,1.0,ICR-N-i5,1,0.8
A069,T1,1.0,ICR-N-i6,1,1.0
A069,T1,1.0,ICR-U-i1,0,0.6
A069,T1,1.0,ICR-U-i2,0,0.4
A069,T1,1.0,ICR-U-i3,0,0.6
A069,T1,1.0,ICR-U-i4,0,0.4
A069,T1,1.0,ICR-U-i5,1,0.4
A069,T1,1.0,ICR-U-i6,0,0.6
A069,T1,1.0,ICR-D-i1,1,0.6
A069,T1,1.0,ICR-D-i2,0,0.4
A069,T1,1.0,ICR-D-i3,0,0.4
A069,T1,1.0,ICR-D-i4,0,0.4
A069,T1,1.0,ICR-D-i5,0,0.4
A069,T1,1.0,ICR-D-i6,0,0.8
A069,T1,1.0,ICR-O-i1,0,0.2
A069,T1,1.0,ICR-O-i2,0,1.0
A069,T1,1.0,ICR-O-i3,0,0.2
A069,T1,1.0,ICR-O-i4,1,0.2
A069,T1,1.0,ICR-O-i5,0,0.4
A069,T1,1.0,ICR-O-i6,0,0.6
A069,T1,1.0,IRE-N-i1,1,1.0
A069,T1,1.0,IRE-N-i2,1,1.0
A069,T1,1.0,IRE-N-i3,1,1.0
A069,T1,1.0,IRE-N-i4,0,1.0
A069,T1,1.0,IRE-N-i5,1,0.8
A069,T1,1.0,IRE-N-i6,1,0.8
A069,T1,1.0,IRE-U-i1,0,0.4
A069,T1,1.0,IRE-U-i2,1,0.8
A069,T1,1.0,IRE-U-i3,1,0.6
A069,T1,1.0,IRE-U-i4,0,0.6
A069,T1,1.0,IRE-U-i5,0,0.6
A069,T1,1.0,IRE-U-i6,0,0.8
A069,T1,1.0,IRE-D-i1,1,0.8
A069,T1,1.0,IRE-D-i2,0,0.8
A069,T1,1.0,IRE-D-i3,1,0.6
A069,T1,1.0,IRE-D-i4,0,0.6
A069,T1,1.0,IRE-D-i5,1,0.6
A069,T1,1.0,IRE-D-i6,0,0.8
A069,T1,1.0,IRE-O-i1,0,0.8
A069,T1,1.0,IRE-O-i2,0,0.8
A069,T1,1.0,IRE-O-i3,0,0.8
A069,T1,1.0,IRE-O-i4,1,0.8
A069,T1,1.0,IRE-O-i5,0,0.8
A069,T1,1.0,IRE-O-i6,0,0.8
A069,T2,24.96,IFR-N-i1,0,0.6
A069,T2,24.96,IFR-N-i2,0,0.6
A069,T2,24.96,IFR-N-i3,1,0.4
A069,T2,24.96,IFR-N-i4,0,0.4
A069,T2,24.96,IFR-N-i5,0,0.4
A069,T2,24.96,IFR-N-i6,0,0.4
A069,T2,24.96,IFR-U-i1,0,0.6
A069,T2,24.96,IFR-U-i2,0,0.6
A069,T2,24.96,IFR-U-i3,1,0.4
A069,T2,24.96,IFR-U-i4,0,0.4
A069,T2,24.96,IFR-U-i5,0,0.4
A069,T2,24.96,IFR-U-i6,0,0.4
A069,T2,24.96,IFR-D-i1,0,0.6
A069,T2,24.96,IFR-D-i2,0,0.6
A069,T2,24.96,IFR-D-i3,0,0.4
A069,T2,24.96,IFR-D-i4,1,0.4
A069,T2,24.96,IFR-D-i5,1,0.4
A069,T2,24.96,IFR-D-i6,0,0.4
A069,T2,24.96,IFR-O-i1,0,0.6
A069,T2,24.96,IFR-O-i2,0,0.6
A069,T2,24.96,IFR-O-i3,0,0.4
A069,T2,24.96,IFR-O-i4,0,0.4
A069,T2,24.96,IFR-O-i5,1,0.4
A069,T2,24.96,IFR-O-i6,0,0.4
A069,T2,24.96,ICR-N-i1,1,0.2
A069,T2,24.96,ICR-N-i2,1,0.2
A069,T2,24.96,ICR-N-i3,1,0.2
A069,T2,24.96,ICR-N-i4,1,0.2
A069,T2,24.96,ICR-N-i5,0,0.2
A069,T2,24.96,ICR-N-i6,1,0.2
A069,T2,24.96,ICR-U-i1,0,0.2
A069,T2,24.96,ICR-U-i2,1,0.2
A069,T2,24.96,ICR-U-i3,0,0.2
A069,T2,24.96,ICR-U-i4,0,0.2
A069,T2,24.96,ICR-U-i5,0,0.2
A069,T2,24.96,ICR-U-i6,1,0.2
A069,T2,24.96,ICR-D-i1,0,0.2
A069,T2,24.96,ICR-D-i2,0,0.2
A069,T2,24.96,ICR-D-i3,0,0.2
A069,T2,24.96,ICR-D-i4,0,0.2
A069,T2,24.96,ICR-D-i5,0,0.2
A069,T2,24.96,ICR-D-i6,0,0.2
A069,T2,24.96,ICR-O-i1,0,0.2
A069,T2,24.96,ICR-O-i2,0,0.2
A069,T2,24.96,ICR-O-i3,0,0.2
A069,T2,24.96,ICR-O-i4,0,0.2
A069,T2,24.96,ICR-O-i5,1,0.4
A069,T2,24.96,ICR-O-i6,0,0.2
A069,T2,24.96,IRE-N-i1,1,1.0
A069,T2,24.96,IRE-N-i2,1,1.0
A069,T2,24.96,IRE-N-i3,1,1.0
A069,T2,24.96,IRE-N-i4,1,0.4
A069,T2,24.96,IRE-N-i5,1,1.0
A069,T2,24.96,IRE-N-i6,1,1.0
A069,T2,24.96,IRE-U-i1,0,0.2
A069,T2,24.96,IRE-U-i2,1,0.2
A069,T2,24.96,IRE-U-i3,1,0.2
A069,T2,24.96,IRE-U-i4,0,0.6
A069,T2,24.96,IRE-U-i5,0,0.2
A069,T2,24.96,IRE-U-i6,1,0.2
A069,T2,24.96,IRE-D-i1,0,0.2
A069,T2,24.96,IRE-D-i2,1,0.2
A069,T2,24.96,IRE-D-i3,0,0.2
A069,T2,24.96,IRE-D-i4,0,0.6
A069,T2,24.96,IRE-D-i5,1,0.2
A069,T2,24.96,IRE-D-i6,0,0.2
A069,T2,24.96,IRE-O-i1,0,0.2
A069,T2,24.96,IRE-O-i2,0,0.2
A069,T2,24.96,IRE-O-i3,0,0.2
A069,T2,24.96,IRE-O-i4,0,0.6
A069,T2,24.96,IRE-O-i5,1,0.2
A069,T2,24.96,IRE-O-i6,0,0.2
A069,T3,79.75,IFR-N-i1,1,0.4
A069,T3,79.75,IFR-N-i2,1,0.2
A069,T3,79.75,IFR-N-i3,0,0.2
A069,T3,79.75,IFR-N-i4,1,0.4
A069,T3,79.75,IFR-N-i5,0,0.2
A069,T3,79.75,IFR-N-i6,0,0.2
A069,T3,79.75,IFR-U-i1,1,0.4
A069,T3,79.75,IFR-U-i2,0,0.2
A069,T3,79.75,IFR-U-i3,0,0.2
A069,T3,79.75,IFR-U-i4,0,0.2
A069,T3,79.75,IFR-U-i5,0,0.4
A069,T3,79.75,IFR-U-i6,0,0.2
A069,T3,79.75,IFR-D-i1,1,0.4
A069,T3,79.75,IFR-D-i2,0,0.2
A069,T3,79.75,IFR-D-i3,0,0.2
A069,T3,79.75,IFR-D-i4,0,0.2
A069,T3,79.75,IFR-D-i5,0,0.4
A069,T3,79.75,IFR-D-i6,1,0.2
A069,T3,79.75,IFR-O-i1,1,0.4
A069,T3,79.75,IFR-O-i2,0,0.2
A069,T3,79.75,IFR-O-i3,0,0.2
A069,T3,79.75,IFR-O-i4,0,0.2
A069,T3,79.75,IFR-O-i5,0,0.4
A069,T3,79.75,IFR-O-i6,0,0.2
A069,T3,79.75,ICR-N-i1,1,0.4
A069,T3,79.75,ICR-N-i2,1,0.2
A069,T3,79.75,ICR-N-i3,1,0.2
A069,T3,79.75,ICR-N-i4,1,0.2
A069,T3,79.75,ICR-N-i5,1,0.2
A069,T3,79.75,ICR-N-i6,1,0.2
A069,T3,79.75,ICR-U-i1,0,0.4
A069,T3,79.75,ICR-U-i2,1,0.2
A069,T3,79.75,ICR-U-i3,0,0.2
A069,T3,79.75,ICR-U-i4,1,0.4
A069,T3,79.75,ICR-U-i5,0,0.2
A069,T3,79.75,ICR-U-i6,1,0.2
A069,T3,79.75,ICR-D-i1,1,0.4
A069,T3,79.75,ICR-D-i2,0,0.2
A069,T3,79.75,ICR-D-i3,0,0.2
A069,T3,79.75,ICR-D-i4,0,0.2
A069,T3,79.75,ICR-D-i5,1,0.2
A069,T3,79.75,ICR-D-i6,0,0.2
A069,T3,79.75,ICR-O-i1,1,0.4
A069,T3,79.75,ICR-O-i2,0,0.2
A069,T3,79.75,ICR-O-i3,0,0.2
A069,T3,79.75,ICR-O-i4,0,0.2
A069,T3,79.75,ICR-O-i5,0,0.2
A069,T3,79.75,ICR-O-i6,0,0.2
A069,T3,79.75,IRE-N-i1,1,0.8
A069,T3,79.75,IRE-N-i2,1,0.8
A069,T3,79.75,IRE-N-i3,1,0.4
A069,T3,79.75,IRE-N-i4,0,0.2
A069,T3,79.75,IRE-N-i5,1,0.8
A069,T3,79.75,IRE-N-i6,1,1.0
A069,T3,79.75,IRE-U-i1,1,0.2
A069,T3,79.75,IRE-U-i2,1,0.2
A069,T3,79.75,IRE-U-i3,0,0.2
A069,T3,79.75,IRE-U-i4,0,0.2
A069,T3,79.75,IRE-U-i5,1,0.2
A069,T3,79.75,IRE-U-i6,1,0.2
A069,T3,79.75,IRE-D-i1,1,0.2
A069,T3,79.75,IRE-D-i2,1,0.2
A069,T3,79.75,IRE-D-i3,0,0.2
A069,T3,79.75,IRE-D-i4,0,0.2
A069,T3,79.75,IRE-D-i5,0,0.2
A069,T3,79.75,IRE-D-i6,0,0.2
A069,T3,79.75,IRE-O-i1,1,0.2
A069,T3,79.75,IRE-O-i2,0,0.2
A069,T3,79.75,IRE-O-i3,0,0.2
A069,T3,79.75,IRE-O-i4,0,0.2
A069,T3,79.75,IRE-O-i5,0,0.2
A069,T3,79.75,IRE-O-i6,0,0.2
A069,T4,140.22,IFR-N-i1,1,0.6
A069,T4,140.22,IFR-N-i2,0,0.2
A069,T4,140.22,IFR-N-i3,1,0.2
A069,T4,140.22,IFR-N-i4,0,0.2
A069,T4,140.22,IFR-N-i5,0,0.2
A069,T4,140.22,IFR-N-i6,0,0.2
A069,T4,140.22,IFR-U-i1,0,0.6
A069,T4,140.22,IFR-U-i2,0,0.2
A069,T4,140.22,IFR-U-i3,0,0.2
A069,T4,140.22,IFR-U-i4,0,0.2
A069,T4,140.22,IFR-U-i5,0,0.2
A069,T4,140.22,IFR-U-i6,0,0.2
A069,T4,140.22,IFR-D-i1,0,0.6
A069,T4,140.22,IFR-D-i2,1,0.2
A069,T4,140.22,IFR-D-i3,0,0.2
A069,T4,140.22,IFR-D-i4,0,0.2
A069,T4,140.22,IFR-D-i5,1,0.2
A069,T4,140.22,IFR-D-i6,1,0.2
A069,T4,140.22,IFR-O-i1,0,0.6
A069,T4,140.22,IFR-O-i2,0,0.2
A069,T4,140.22,IFR-O-i3,1,0.2
A069,T4,140.22,IFR-O-i4,0,0.2
A069,T4,140.22,IFR-O-i5,0,0.2
A069,T4,140.22,IFR-O-i6,0,0.2
A069,T4,140.22,ICR-N-i1,1,0.2
A069,T4,140.22,ICR-N-i2,1,0.2
A069,T4,140.22,ICR-N-i3,1,0.2
A069,T4,140.22,ICR-N-i4,0,0.2
A069,T4,140.22,ICR-N-i5,0,0.2
A069,T4,140.22,ICR-N-i6,1,0.2
A069,T4,140.22,ICR-U-i1,0,0.2
A069,T4,140.22,ICR-U-i2,1,0.2
A069,T4,140.22,ICR-U-i3,0,0.2
A069,T4,140.22,ICR-U-i4,0,0.2
A069,T4,140.22,ICR-U-i5,0,0.2
A069,T4,140.22,ICR-U-i6,1,0.2
A069,T4,140.22,ICR-D-i1,0,0.2
A069,T4,140.22,ICR-D-i2,1,0.2
A069,T4,140.22,ICR-D-i3,0,0.2
A069,T4,140.22,ICR-D-i4,0,0.2
A069,T4,140.22,ICR-D-i5,0,0.2
A069,T4,140.22,ICR-D-i6,0,0.4
A069,T4,140.22,ICR-O-i1,0,0.2
A069,T4,140.22,ICR-O-i2,0,0.2
A069,T4,140.22,ICR-O-i3,1,0.2
A069,T4,140.22,ICR-O-i4,0,0.2
A069,T4,140.22,ICR-O-i5,0,0.2
A069,T4,140.22,ICR-O-i6,0,0.2
A069,T4,140.22,IRE-N-i1,1,1.0
A069,T4,140.22,IRE-N-i2,1,1.0
A069,T4,140.22,IRE-N-i3,0,1.0
A069,T4,140.22,IRE-N-i4,0,1.0
A069,T4,140.22,IRE-N-i5,0,1.0
A069,T4,140.22,IRE-N-i6,1,1.0
A069,T4,140.22,IRE-U-i1,0,0.6
A069,T4,140.22,IRE-U-i2,0,0.2
A069,T4,140.22,IRE-U-i3,0,0.2
A069,T4,140.22,IRE-U-i4,0,0.4
A069,T4,140.22,IRE-U-i5,0,0.2
A069,T4,140.22,IRE-U-i6,0,0.2
A069,T4,140.22,IRE-D-i1,0,0.6
A069,T4,140.22,IRE-D-i2,1,0.2
A069,T4,140.22,IRE-D-i3,0,0.2
A069,T4,140.22,IRE-D-i4,0,0.6
A069,T4,140.22,IRE-D-i5,0,0.2
A069,T4,140.22,IRE-D-i6,0,0.2
A069,T4,140.22,IRE-O-i1,0,0.6
A069,T4,140.22,IRE-O-i2,0,0.2
A069,T4,140.22,IRE-O-i3,1,0.2
A069,T4,140.22,IRE-O-i4,0,0.4
A069,T4,140.22,IRE-O-i5,0,0.2
A069,T4,140.22,IRE-O-i6,0,0.2
A070,T1,1.0,IFR-N-i1,1,1.0
A070,T1,1.0,IFR-N-i2,0,0.2
A070,T1,1.0,IFR-N-i3,0,0.2
A070,T1,1.0,IFR-N-i4,1,1.0
A070,T1,1.0,IFR-N-i5,0,0.2
A070,T1,1.0,IFR-N-i6,0,0.2
A070,T1,1.0,IFR-U-i1,1,1.0
A070,T1,1.0,IFR-U-i2,0,1.0
A070,T1,1.0,IFR-U-i3,1,0.2
A070,T1,1.0,IFR-U-i4,1,0.2
A070,T1,1.0,IFR-U-i5,0,0.2
A070,T1,1.0,IFR-U-i6,1,0.2
A070,T1,1.0,IFR-D-i1,1,0.6
A070,T1,1.0,IFR-D-i2,0,0.6
A070,T1,1.0,IFR-D-i3,0,0.2
A070,T1,1.0,IFR-D-i4,0,0.2
A070,T1,1.0,IFR-D-i5,0,0.2
A070,T1,1.0,IFR-D-i6,0,0.2
A070,T1,1.0,IFR-O-i1,1,0.6
A070,T1,1.0,IFR-O-i2,1,0.6
A070,T1,1.0,IFR-O-i3,1,0.2
A070,T1,1.0,IFR-O-i4,1,0.2
A070,T1,1.0,IFR-O-i5,1,0.2
A070,T1,1.0,IFR-O-i6,1,0.2
A070,T1,1.0,ICR-N-i1,1,1.0
A070,T1,1.0,ICR-N-i2,1,1.0
A070,T1,1.0,ICR-N-i3,1,1.0
A070,T1,1.0,ICR-N-i4,1,1.0
A070,T1,1.0,ICR-N-i5,1,1.0
A070,T1,1.0,ICR-N-i6,1,1.0
A070,T1,1.0,ICR-U-i1,1,1.0
A070,T1,1.0,ICR-U-i2,1,1.0
A070,T1,1.0,ICR-U-i3,0,0.2
A070,T1,1.0,ICR-U-i4,1,1.0
A070,T1,1.0,ICR-U-i5,0,1.0
A070,T1,1.0,ICR-U-i6,1,1.0
A070,T1,1.0,ICR-D-i1,0,0.2
A070,T1,1.0,ICR-D-i2,1,0.2
A070,T1,1.0,ICR-D-i3,1,0.2
A070,T1,1.0,ICR-D-i4,1,0.2
A070,T1,1.0,ICR-D-i5,0,1.0
A070,T1,1.0,ICR-D-i6,0,1.0
A070,T1,1.0,ICR-O-i1,0,0.2
A070,T1,1.0,ICR-O-i2,1,0.2
A070,T1,1.0,ICR-O-i3,1,0.2
A070,T1,1.0,ICR-O-i4,0,0.2
A070,T1,1.0,ICR-O-i5,1,0.2
A070,T1,1.0,ICR-O-i6,1,0.2
A070,T1,1.0,IRE-N-i1,1,1.0
A070,T1,1.0,IRE-N-i2,1,1.0
A070,T1,1.0,IRE-N-i3,1,1.0
A070,T1,1.0,IRE-N-i4,1,1.0
A070,T1,1.0,IRE-N-i5,1,1.0
A070,T1,1.0,IRE-N-i6,1,1.0
