composite_ID,UID,test,TSVR_hours,log_TSVR,Paradigm,theta_confidence,Age,Age_c
A040_T1,A040,T1,1.0,0.6931471805599453,IFR,-0.0072261244,38.0,-6.57
A040_T2,A040,T2,26.26,3.3054204262683866,IFR,0.19315363,38.0,-6.57
A040_T3,A040,T3,71.28,4.280547465724028,IFR,-0.89366555,38.0,-6.57
A040_T4,A040,T4,143.53,4.97348709846075,IFR,-1.3991143,38.0,-6.57
A041_T1,A041,T1,1.0,0.6931471805599453,IFR,1.1841989,35.0,-9.57
A041_T2,A041,T2,31.78,3.4898185733156835,IFR,-0.3145056,35.0,-9.57
A041_T3,A041,T3,75.74,4.340423084818807,IFR,0.23010083,35.0,-9.57
A041_T4,A041,T4,141.84,4.961725122726247,IFR,-0.18036772,35.0,-9.57
A042_T1,A042,T1,1.0,0.6931471805599453,IFR,-1.5427378,38.0,-6.57
A042_T2,A042,T2,28.93,3.3988613218646075,IFR,-0.4776334,38.0,-6.57
A042_T3,A042,T3,72.17,4.292785500895938,IFR,-0.57906073,38.0,-6.57
A042_T4,A042,T4,146.02,4.9905686319459415,IFR,-0.71413696,38.0,-6.57
A043_T1,A043,T1,1.0,0.6931471805599453,IFR,2.1977189,38.0,-6.57
A043_T2,A043,T2,25.62,3.2816628129669656,IFR,1.7545252,38.0,-6.57
A043_T3,A043,T3,64.94,4.188745237643585,IFR,1.4070431,38.0,-6.57
A043_T4,A043,T4,149.33,5.012832877639743,IFR,0.7182775,38.0,-6.57
A044_T1,A044,T1,1.0,0.6931471805599453,IFR,-1.2280133,38.0,-6.57
A044_T2,A044,T2,47.66,3.884857337355376,IFR,-0.50659543,38.0,-6.57
A044_T3,A044,T3,91.63,4.5286130632659365,IFR,-1.1602864,38.0,-6.57
A044_T4,A044,T4,155.27,5.0515852804252095,IFR,-1.6527768,38.0,-6.57
A045_T1,A045,T1,1.0,0.6931471805599453,IFR,-0.8908339,37.0,-7.57
A045_T2,A045,T2,24.66,3.2449333591874905,IFR,-0.24345724,37.0,-7.57
A045_T3,A045,T3,72.23,4.2936051730729785,IFR,0.001533542,37.0,-7.57
A045_T4,A045,T4,151.52,5.027295734989363,IFR,-1.5910465,37.0,-7.57
A046_T1,A046,T1,1.0,0.6931471805599453,IFR,0.45228595,38.0,-6.57
A046_T2,A046,T2,24.32,3.231594597275976,IFR,-0.2419213,38.0,-6.57
A046_T3,A046,T3,73.05,4.304740540713808,IFR,0.27085888,38.0,-6.57
A046_T4,A046,T4,147.94,5.003543540282499,IFR,0.53204423,38.0,-6.57
A047_T1,A047,T1,1.0,0.6931471805599453,IFR,0.22207776,36.0,-8.57
A047_T2,A047,T2,23.46,3.1970391302590264,IFR,0.41024467,36.0,-8.57
A047_T3,A047,T3,76.85,4.354783898280007,IFR,-0.22017261,36.0,-8.57
A047_T4,A047,T4,144.22,4.978249833952101,IFR,-0.95780337,36.0,-8.57
A048_T1,A048,T1,1.0,0.6931471805599453,IFR,0.6095396,38.0,-6.57
A048_T2,A048,T2,23.91,3.215269329274089,IFR,0.8507576,38.0,-6.57
A048_T3,A048,T3,81.15,4.408546844483277,IFR,-0.030397754,38.0,-6.57
A048_T4,A048,T4,146.3,4.9924713234685845,IFR,-0.16322981,38.0,-6.57
A049_T1,A049,T1,1.0,0.6931471805599453,IFR,1.500568,35.0,-9.57
A049_T2,A049,T2,27.12,3.336481066942464,IFR,-0.7632378,35.0,-9.57
A049_T3,A049,T3,111.38,4.721885985684052,IFR,0.048425123,35.0,-9.57
A049_T4,A049,T4,168.86,5.134974568351863,IFR,-0.18425566,35.0,-9.57
A050_T1,A050,T1,1.0,0.6931471805599453,IFR,-0.050649323,41.0,-3.5700000000000003
A050_T2,A050,T2,24.73,3.2476576262936527,IFR,-0.5459121,41.0,-3.5700000000000003
A050_T3,A050,T3,93.39,4.547435135336853,IFR,-2.3131957,41.0,-3.5700000000000003
A050_T4,A050,T4,148.69,5.008566488927144,IFR,-2.4320745,41.0,-3.5700000000000003
A051_T1,A051,T1,1.0,0.6931471805599453,IFR,1.3480291,41.0,-3.5700000000000003
A051_T2,A051,T2,17.16,2.8992213731731478,IFR,1.2231305,41.0,-3.5700000000000003
A051_T3,A051,T3,65.63,4.199154926574446,IFR,-0.36823046,41.0,-3.5700000000000003
A051_T4,A051,T4,146.99,4.997144703913756,IFR,-0.6609453,41.0,-3.5700000000000003
A052_T1,A052,T1,1.0,0.6931471805599453,IFR,0.6669634,43.0,-1.5700000000000003
A052_T2,A052,T2,31.76,3.4892082589848687,IFR,0.31808516,43.0,-1.5700000000000003
A052_T3,A052,T3,80.98,4.406475315076191,IFR,-0.035309065,43.0,-1.5700000000000003
A052_T4,A052,T4,153.27,5.038704314023848,IFR,-0.19639316,43.0,-1.5700000000000003
A053_T1,A053,T1,1.0,0.6931471805599453,IFR,0.6536005,44.0,-0.5700000000000003
A053_T2,A053,T2,32.71,3.5177945292459696,IFR,-0.39780223,44.0,-0.5700000000000003
A053_T3,A053,T3,78.28,4.372985890021733,IFR,0.34928432,44.0,-0.5700000000000003
A053_T4,A053,T4,148.9,5.009968405108552,IFR,0.36064044,44.0,-0.5700000000000003
A054_T1,A054,T1,1.0,0.6931471805599453,IFR,1.8232684,43.0,-1.5700000000000003
A054_T2,A054,T2,16.9,2.884800712846709,IFR,0.5109033,43.0,-1.5700000000000003
A054_T3,A054,T3,72.83,4.3017651530710745,IFR,0.6350186,43.0,-1.5700000000000003
A054_T4,A054,T4,136.83,4.926021041706347,IFR,1.2063037,43.0,-1.5700000000000003
A055_T1,A055,T1,1.0,0.6931471805599453,IFR,0.024251683,44.0,-0.5700000000000003
A055_T2,A055,T2,23.24,3.1880041612011136,IFR,-0.9970529,44.0,-0.5700000000000003
A055_T3,A055,T3,74.48,4.32386772050035,IFR,-0.7205307,44.0,-0.5700000000000003
A055_T4,A055,T4,149.21,5.012034315009963,IFR,-0.16210052,44.0,-0.5700000000000003
A056_T1,A056,T1,1.0,0.6931471805599453,IFR,0.57660365,42.0,-2.5700000000000003
A056_T2,A056,T2,33.61,3.544142657647253,IFR,-0.18208218,42.0,-2.5700000000000003
A056_T3,A056,T3,71.46,4.283034685466931,IFR,-0.19482121,42.0,-2.5700000000000003
A056_T4,A056,T4,147.84,5.002871903478422,IFR,-0.8372754,42.0,-2.5700000000000003
A057_T1,A057,T1,1.0,0.6931471805599453,IFR,0.12487902,40.0,-4.57
A057_T2,A057,T2,24.78,3.249598997511041,IFR,0.60816133,40.0,-4.57
A057_T3,A057,T3,73.83,4.315218874092267,IFR,-0.8551672,40.0,-4.57
A057_T4,A057,T4,145.06,4.984017496191964,IFR,-2.1506314,40.0,-4.57
A058_T1,A058,T1,1.0,0.6931471805599453,IFR,0.636781,42.0,-2.5700000000000003
A058_T2,A058,T2,22.96,3.1763857732472487,IFR,-0.8905038,42.0,-2.5700000000000003
A058_T3,A058,T3,66.28,4.208863015664693,IFR,-0.8070869,42.0,-2.5700000000000003
A058_T4,A058,T4,143.48,4.973141089668675,IFR,-1.5770576,42.0,-2.5700000000000003
A059_T1,A059,T1,1.0,0.6931471805599453,IFR,0.36479566,43.0,-1.5700000000000003
A059_T2,A059,T2,30.4,3.446807892914208,IFR,-0.032276977,43.0,-1.5700000000000003
A059_T3,A059,T3,79.78,4.391729410135267,IFR,-0.09160779,43.0,-1.5700000000000003
A059_T4,A059,T4,151.93,5.029980300360032,IFR,-0.2156555,43.0,-1.5700000000000003
A060_T1,A060,T1,1.0,0.6931471805599453,IFR,1.1719497,48.0,3.4299999999999997
A060_T2,A060,T2,24.87,3.2530839961979376,IFR,0.55717367,48.0,3.4299999999999997
A060_T3,A060,T3,94.68,4.561009290202322,IFR,0.35518724,48.0,3.4299999999999997
A060_T4,A060,T4,143.91,4.976112860057833,IFR,0.803442,48.0,3.4299999999999997
A061_T1,A061,T1,1.0,0.6931471805599453,IFR,2.535371,47.0,2.4299999999999997
A061_T2,A061,T2,35.16,3.587953535523976,IFR,1.7377238,47.0,2.4299999999999997
A061_T3,A061,T3,82.55,4.425445255041403,IFR,0.6848701,47.0,2.4299999999999997
A061_T4,A061,T4,146.56,4.994234872728475,IFR,0.15847489,47.0,2.4299999999999997
A062_T1,A062,T1,1.0,0.6931471805599453,IFR,0.8288939,48.0,3.4299999999999997
A062_T2,A062,T2,44.69,3.82187945557518,IFR,0.19230317,48.0,3.4299999999999997
A062_T3,A062,T3,92.72,4.540311613639595,IFR,-1.5353802,48.0,3.4299999999999997
A062_T4,A062,T4,149.18,5.011834574671738,IFR,-1.7473658,48.0,3.4299999999999997
A063_T1,A063,T1,1.0,0.6931471805599453,IFR,0.29227573,45.0,0.4299999999999997
A063_T2,A063,T2,21.98,3.1346242724206097,IFR,0.102089636,45.0,0.4299999999999997
A063_T3,A063,T3,69.99,4.262539022051294,IFR,-0.4876853,45.0,0.4299999999999997
A063_T4,A063,T4,141.09,4.956460659649984,IFR,-1.1810656,45.0,0.4299999999999997
A064_T1,A064,T1,1.0,0.6931471805599453,IFR,1.1998582,47.0,2.4299999999999997
A064_T2,A064,T2,37.65,3.654546775033431,IFR,0.22083387,47.0,2.4299999999999997
A064_T3,A064,T3,82.99,4.430697744137536,IFR,0.3143954,47.0,2.4299999999999997
A064_T4,A064,T4,156.21,5.057582491203423,IFR,0.31942117,47.0,2.4299999999999997
A065_T1,A065,T1,1.0,0.6931471805599453,IFR,-0.24094032,47.0,2.4299999999999997
A065_T2,A065,T2,32.31,3.5058576522055884,IFR,-0.43244684,47.0,2.4299999999999997
A065_T3,A065,T3,106.41,4.676653287609955,IFR,-1.3589516,47.0,2.4299999999999997
A065_T4,A065,T4,187.43,5.238726585134399,IFR,-1.171571,47.0,2.4299999999999997
A066_T1,A066,T1,1.0,0.6931471805599453,IFR,0.6313859,47.0,2.4299999999999997
A066_T2,A066,T2,23.35,3.192531849528599,IFR,0.20375974,47.0,2.4299999999999997
A066_T3,A066,T3,73.79,4.314684186203576,IFR,0.13042615,47.0,2.4299999999999997
A066_T4,A066,T4,164.93,5.111566012674697,IFR,-0.8513428,47.0,2.4299999999999997
A067_T1,A067,T1,1.0,0.6931471805599453,IFR,0.5054463,48.0,3.4299999999999997
A067_T2,A067,T2,29.91,3.431079756144025,IFR,-1.7999121,48.0,3.4299999999999997
A067_T3,A067,T3,73.19,4.306629370201435,IFR,-1.3676322,48.0,3.4299999999999997
A067_T4,A067,T4,144.19,4.978043229495596,IFR,-2.049072,48.0,3.4299999999999997
A068_T1,A068,T1,1.0,0.6931471805599453,IFR,1.8079591,49.0,4.43
A068_T2,A068,T2,30.49,3.449670035112933,IFR,0.9449378,49.0,4.43
A068_T3,A068,T3,82.98,4.430578675256047,IFR,0.65327585,49.0,4.43
A068_T4,A068,T4,155.59,5.053630924557352,IFR,-0.23552643,49.0,4.43
A069_T1,A069,T1,1.0,0.6931471805599453,IFR,0.68216753,46.0,1.4299999999999997
A069_T2,A069,T2,24.96,3.2565568918358894,IFR,0.26281804,46.0,1.4299999999999997
A069_T3,A069,T3,79.75,4.391357962102766,IFR,-1.0423872,46.0,1.4299999999999997
A069_T4,A069,T4,140.22,4.950318958088201,IFR,-1.4370037,46.0,1.4299999999999997
A070_T1,A070,T1,1.0,0.6931471805599453,IFR,-0.27273166,52.0,7.43
A070_T2,A070,T2,24.25,3.228826155721369,IFR,-0.43006447,52.0,7.43
A070_T3,A070,T3,81.92,4.417876287567579,IFR,-1.3237823,52.0,7.43
A070_T4,A070,T4,149.2,5.011967739330034,IFR,-2.1780486,52.0,7.43
A071_T1,A071,T1,1.0,0.6931471805599453,IFR,1.6882445,50.0,5.43
A071_T2,A071,T2,30.92,3.463232772581608,IFR,0.4204683,50.0,5.43
A071_T3,A071,T3,79.96,4.393955205539156,IFR,-0.24820852,50.0,5.43
A071_T4,A071,T4,153.27,5.038704314023848,IFR,-0.41662952,50.0,5.43
A072_T1,A072,T1,1.0,0.6931471805599453,IFR,1.2353214,50.0,5.43
A072_T2,A072,T2,33.76,3.548467300397191,IFR,1.2433513,50.0,5.43
A072_T3,A072,T3,83.54,4.437224795138644,IFR,0.5875961,50.0,5.43
A072_T4,A072,T4,154.89,5.04915063032459,IFR,0.09671751,50.0,5.43
A073_T1,A073,T1,1.0,0.6931471805599453,IFR,0.027305774,51.0,6.43
A073_T2,A073,T2,66.66,4.214495163352562,IFR,-0.07061363,51.0,6.43
A073_T3,A073,T3,66.9,4.21803603456465,IFR,0.6008498,51.0,6.43
A073_T4,A073,T4,140.12,4.949610592258481,IFR,-0.03065943,51.0,6.43
A074_T1,A074,T1,1.0,0.6931471805599453,IFR,0.035718292,53.0,8.43
A074_T2,A074,T2,29.33,3.41213732170049,IFR,-0.4572094,53.0,8.43
A074_T3,A074,T3,73.02,4.30433532695801,IFR,-1.6960803,53.0,8.43
A074_T4,A074,T4,147.21,4.998630186968824,IFR,-0.07171073,53.0,8.43
A075_T1,A075,T1,1.0,0.6931471805599453,IFR,-1.1009943,53.0,8.43
A075_T2,A075,T2,28.68,3.39047341829918,IFR,-0.3218043,53.0,8.43
A075_T3,A075,T3,71.37,4.281791848878036,IFR,-2.1068995,53.0,8.43
A075_T4,A075,T4,244.53,5.5034191393614815,IFR,-0.9829342,53.0,8.43
A076_T1,A076,T1,1.0,0.6931471805599453,IFR,-1.0988492,54.0,9.43
A076_T2,A076,T2,27.3,3.342861804649192,IFR,-0.6238554,54.0,9.43
A076_T3,A076,T3,74.88,4.3291531450668135,IFR,0.04293301,54.0,9.43
A076_T4,A076,T4,149.28,5.0125002207057685,IFR,-1.8978391,54.0,9.43
A077_T1,A077,T1,1.0,0.6931471805599453,IFR,0.82051986,52.0,7.43
A077_T2,A077,T2,53.88,4.00514898341763,IFR,-0.35891193,52.0,7.43
A077_T3,A077,T3,78.36,4.373994462976618,IFR,0.36551058,52.0,7.43
A077_T4,A077,T4,149.75,5.015622835607295,IFR,-0.061078273,52.0,7.43
A078_T1,A078,T1,1.0,0.6931471805599453,IFR,-1.558383,50.0,5.43
A078_T2,A078,T2,26.17,3.3021134234382563,IFR,-0.6561911,50.0,5.43
A078_T3,A078,T3,72.3,4.294560608892605,IFR,-1.8081024,50.0,5.43
A078_T4,A078,T4,140.08,4.949327105367852,IFR,-1.3083563,50.0,5.43
A079_T1,A079,T1,1.0,0.6931471805599453,IFR,0.45226386,50.0,5.43
A079_T2,A079,T2,26.11,3.299902663510574,IFR,0.145982,50.0,5.43
A079_T3,A079,T3,74.0,4.31748811353631,IFR,-0.6224159,50.0,5.43
A079_T4,A079,T4,194.42,5.275151088516197,IFR,-0.9836733,50.0,5.43
A080_T1,A080,T1,1.0,0.6931471805599453,IFR,0.940382,56.0,11.43
A080_T2,A080,T2,29.03,3.402196881995239,IFR,0.7526924,56.0,11.43
A080_T3,A080,T3,72.87,4.302306791540646,IFR,0.5243247,56.0,11.43
A080_T4,A080,T4,145.77,4.988866735623107,IFR,-0.5087663,56.0,11.43
A081_T1,A081,T1,1.0,0.6931471805599453,IFR,0.29619476,55.0,10.43
A081_T2,A081,T2,31.39,3.477849733183238,IFR,1.1095508,55.0,10.43
A081_T3,A081,T3,80.13,4.396052806406973,IFR,1.0639774,55.0,10.43
A081_T4,A081,T4,154.53,5.046838639056468,IFR,1.198507,55.0,10.43
A082_T1,A082,T1,1.0,0.6931471805599453,IFR,0.23269816,58.0,13.43
A082_T2,A082,T2,27.97,3.366260811781259,IFR,0.044686586,58.0,13.43
A082_T3,A082,T3,75.71,4.3400320779712045,IFR,-0.43257886,58.0,13.43
A082_T4,A082,T4,170.25,5.143124477142335,IFR,-0.49679568,58.0,13.43
A083_T1,A083,T1,1.0,0.6931471805599453,IFR,1.0984006,58.0,13.43
A083_T2,A083,T2,25.15,3.263849190510932,IFR,0.47124055,58.0,13.43
A083_T3,A083,T3,74.3,4.321480134805848,IFR,0.4000141,58.0,13.43
A083_T4,A083,T4,144.91,4.982989993275931,IFR,0.17262267,58.0,13.43
A084_T1,A084,T1,1.0,0.6931471805599453,IFR,-0.90155774,59.0,14.43
A084_T2,A084,T2,27.25,3.34109345759245,IFR,-1.5261768,59.0,14.43
A084_T3,A084,T3,91.97,4.532276860467767,IFR,-0.50816375,59.0,14.43
A084_T4,A084,T4,162.51,5.096874150546495,IFR,-0.7438655,59.0,14.43
A085_T1,A085,T1,1.0,0.6931471805599453,IFR,-0.92760366,58.0,13.43
A085_T2,A085,T2,24.51,3.23907053215372,IFR,0.6092644,58.0,13.43
A085_T3,A085,T3,71.4,4.282206299391671,IFR,0.7134137,58.0,13.43
A085_T4,A085,T4,170.65,5.145457519903701,IFR,-1.1886498,58.0,13.43
A086_T1,A086,T1,1.0,0.6931471805599453,IFR,0.16175681,58.0,13.43
A086_T2,A086,T2,23.47,3.19744787745458,IFR,0.97896284,58.0,13.43
A086_T3,A086,T3,145.29,4.985590952989995,IFR,-0.7321089,58.0,13.43
A086_T4,A086,T4,169.55,5.139028508864655,IFR,-0.40483287,58.0,13.43
A087_T1,A087,T1,1.0,0.6931471805599453,IFR,1.8157933,59.0,14.43
A087_T2,A087,T2,31.07,3.467921013705064,IFR,0.62617207,59.0,14.43
A087_T3,A087,T3,72.8,4.301358731606427,IFR,0.43678692,59.0,14.43
