UID,composite_ID,test,congruence,theta,se,TSVR_hours,TSVR_sq,TSVR_log
A033,A033_4,4,Common,-0.24082223,0.1962873223365104,168.33,28334.988900000004,5.131849473677249
A033,A033_4,4,Congruent,-0.1874351,0.2061241640685505,168.33,28334.988900000004,5.131849473677249
A033,A033_4,4,Incongruent,-0.3395916,0.2365098342133737,168.33,28334.988900000004,5.131849473677249
A034,A034_1,1,Common,1.3387271,0.1962873223365104,1.0,1.0,0.6931471805599453
A034,A034_1,1,Congruent,1.1752179,0.2061241640685505,1.0,1.0,0.6931471805599453
A034,A034_1,1,Incongruent,1.218904,0.2365098342133737,1.0,1.0,0.6931471805599453
A034,A034_2,2,Common,1.1189219,0.1962873223365104,26.08,680.1664,3.298795448044074
A034,A034_2,2,Congruent,0.8730519,0.2061241640685505,26.08,680.1664,3.298795448044074
A034,A034_2,2,Incongruent,1.4714065,0.2365098342133737,26.08,680.1664,3.298795448044074
A034,A034_3,3,Common,-0.46482885,0.1962873223365104,74.28,5517.5184,4.3212144952771245
A034,A034_3,3,Congruent,-0.32315242,0.2061241640685505,74.28,5517.5184,4.3212144952771245
A034,A034_3,3,Incongruent,0.68295676,0.2365098342133737,74.28,5517.5184,4.3212144952771245
A034,A034_4,4,Common,0.049237438,0.1962873223365104,145.38,21135.3444,4.986205980173081
A034,A034_4,4,Congruent,0.09952562,0.2061241640685505,145.38,21135.3444,4.986205980173081
A034,A034_4,4,Incongruent,-0.03220581,0.2365098342133737,145.38,21135.3444,4.986205980173081
A035,A035_1,1,Common,-0.80652094,0.1962873223365104,1.0,1.0,0.6931471805599453
A035,A035_1,1,Congruent,-0.9139977,0.2061241640685505,1.0,1.0,0.6931471805599453
A035,A035_1,1,Incongruent,0.0068166982,0.2365098342133737,1.0,1.0,0.6931471805599453
A035,A035_2,2,Common,1.1643237,0.1962873223365104,44.76,2003.4576,3.823410347071543
A035,A035_2,2,Congruent,0.81915426,0.2061241640685505,44.76,2003.4576,3.823410347071543
A035,A035_2,2,Incongruent,0.64532655,0.2365098342133737,44.76,2003.4576,3.823410347071543
A035,A035_3,3,Common,-0.59551436,0.1962873223365104,79.98,6396.800400000001,4.394202210604015
A035,A035_3,3,Congruent,0.21742025,0.2061241640685505,79.98,6396.800400000001,4.394202210604015
A035,A035_3,3,Incongruent,-0.70500445,0.2365098342133737,79.98,6396.800400000001,4.394202210604015
A035,A035_4,4,Common,-0.8755717,0.1962873223365104,152.47,23247.1009,5.033505108187003
A035,A035_4,4,Congruent,-0.7487059,0.2061241640685505,152.47,23247.1009,5.033505108187003
A035,A035_4,4,Incongruent,-0.8544361,0.2365098342133737,152.47,23247.1009,5.033505108187003
A036,A036_1,1,Common,0.74764776,0.1962873223365104,1.0,1.0,0.6931471805599453
A036,A036_1,1,Congruent,0.8550636,0.2061241640685505,1.0,1.0,0.6931471805599453
A036,A036_1,1,Incongruent,0.5994135,0.2365098342133737,1.0,1.0,0.6931471805599453
A036,A036_2,2,Common,-0.5022708,0.1962873223365104,21.63,467.8569,3.119276459645446
A036,A036_2,2,Congruent,-0.12540075,0.2061241640685505,21.63,467.8569,3.119276459645446
A036,A036_2,2,Incongruent,0.21460545,0.2365098342133737,21.63,467.8569,3.119276459645446
A036,A036_3,3,Common,-0.018576257,0.1962873223365104,71.47,5107.9609,4.28317268312119
A036,A036_3,3,Congruent,0.28238106,0.2061241640685505,71.47,5107.9609,4.28317268312119
A036,A036_3,3,Incongruent,-0.8283277,0.2365098342133737,71.47,5107.9609,4.28317268312119
A036,A036_4,4,Common,-1.1207412,0.1962873223365104,143.85,20692.8225,4.975698724215359
A036,A036_4,4,Congruent,-1.0393022,0.2061241640685505,143.85,20692.8225,4.975698724215359
A036,A036_4,4,Incongruent,-0.62613195,0.2365098342133737,143.85,20692.8225,4.975698724215359
A037,A037_1,1,Common,1.6113735,0.1962873223365104,1.0,1.0,0.6931471805599453
A037,A037_1,1,Congruent,0.22852391,0.2061241640685505,1.0,1.0,0.6931471805599453
A037,A037_1,1,Incongruent,0.8065208,0.2365098342133737,1.0,1.0,0.6931471805599453
A037,A037_2,2,Common,1.1598858,0.1962873223365104,23.7,561.6899999999999,3.2068032436339315
A037,A037_2,2,Congruent,0.30562398,0.2061241640685505,23.7,561.6899999999999,3.2068032436339315
A037,A037_2,2,Incongruent,0.7779129,0.2365098342133737,23.7,561.6899999999999,3.2068032436339315
A037,A037_3,3,Common,-0.4739782,0.1962873223365104,72.08,5195.5264,4.291554731509806
A037,A037_3,3,Congruent,0.815768,0.2061241640685505,72.08,5195.5264,4.291554731509806
A037,A037_3,3,Incongruent,0.4209121,0.2365098342133737,72.08,5195.5264,4.291554731509806
A037,A037_4,4,Common,0.41819012,0.1962873223365104,143.66,20638.1956,4.974386161421135
A037,A037_4,4,Congruent,-0.58786523,0.2061241640685505,143.66,20638.1956,4.974386161421135
A037,A037_4,4,Incongruent,-0.68632966,0.2365098342133737,143.66,20638.1956,4.974386161421135
A038,A038_1,1,Common,1.078226,0.1962873223365104,1.0,1.0,0.6931471805599453
A038,A038_1,1,Congruent,0.9585948,0.2061241640685505,1.0,1.0,0.6931471805599453
A038,A038_1,1,Incongruent,1.2457225,0.2365098342133737,1.0,1.0,0.6931471805599453
A038,A038_2,2,Common,-0.3119291,0.1962873223365104,71.85,5162.422499999999,4.288402532641213
A038,A038_2,2,Congruent,-0.8893782,0.2061241640685505,71.85,5162.422499999999,4.288402532641213
A038,A038_2,2,Incongruent,-0.17449848,0.2365098342133737,71.85,5162.422499999999,4.288402532641213
A038,A038_3,3,Common,1.2023473,0.1962873223365104,72.86,5308.5796,4.3021714094244174
A038,A038_3,3,Congruent,-0.29861468,0.2061241640685505,72.86,5308.5796,4.3021714094244174
A038,A038_3,3,Incongruent,1.0740421,0.2365098342133737,72.86,5308.5796,4.3021714094244174
A038,A038_4,4,Common,0.5360858,0.1962873223365104,152.89,23375.3521,5.0362380614757605
A038,A038_4,4,Congruent,-0.17653099,0.2061241640685505,152.89,23375.3521,5.0362380614757605
A038,A038_4,4,Incongruent,-0.74061143,0.2365098342133737,152.89,23375.3521,5.0362380614757605
A039,A039_1,1,Common,2.113206,0.1962873223365104,1.0,1.0,0.6931471805599453
A039,A039_1,1,Congruent,1.5005066,0.2061241640685505,1.0,1.0,0.6931471805599453
A039,A039_1,1,Incongruent,1.3803084,0.2365098342133737,1.0,1.0,0.6931471805599453
A039,A039_2,2,Common,0.72722864,0.1962873223365104,28.65,820.8224999999999,3.3894621254437345
A039,A039_2,2,Congruent,0.20797212,0.2061241640685505,28.65,820.8224999999999,3.3894621254437345
A039,A039_2,2,Incongruent,0.41327596,0.2365098342133737,28.65,820.8224999999999,3.3894621254437345
A039,A039_3,3,Common,0.6532409,0.1962873223365104,98.84,9769.3456,4.603568904621118
A039,A039_3,3,Congruent,0.2044791,0.2061241640685505,98.84,9769.3456,4.603568904621118
A039,A039_3,3,Incongruent,1.0063004,0.2365098342133737,98.84,9769.3456,4.603568904621118
A039,A039_4,4,Common,-0.19232592,0.1962873223365104,246.24,60634.1376,5.510359524791073
A039,A039_4,4,Congruent,0.56958055,0.2061241640685505,246.24,60634.1376,5.510359524791073
A039,A039_4,4,Incongruent,0.9507495,0.2365098342133737,246.24,60634.1376,5.510359524791073
A040,A040_1,1,Common,-1.5618265,0.1962873223365104,1.0,1.0,0.6931471805599453
A040,A040_1,1,Congruent,-0.48951146,0.2061241640685505,1.0,1.0,0.6931471805599453
A040,A040_1,1,Incongruent,0.16926317,0.2365098342133737,1.0,1.0,0.6931471805599453
A040,A040_2,2,Common,-0.31991416,0.1962873223365104,26.26,689.5876000000001,3.3054204262683866
A040,A040_2,2,Congruent,-0.74336016,0.2061241640685505,26.26,689.5876000000001,3.3054204262683866
A040,A040_2,2,Incongruent,-0.17563842,0.2365098342133737,26.26,689.5876000000001,3.3054204262683866
A040,A040_3,3,Common,-1.1753646,0.1962873223365104,71.28,5080.838400000001,4.280547465724028
A040,A040_3,3,Congruent,-1.1314414,0.2061241640685505,71.28,5080.838400000001,4.280547465724028
A040,A040_3,3,Incongruent,-1.4163284,0.2365098342133737,71.28,5080.838400000001,4.280547465724028
A040,A040_4,4,Common,-0.6841468,0.1962873223365104,143.53,20600.8609,4.97348709846075
A040,A040_4,4,Congruent,-0.48939034,0.2061241640685505,143.53,20600.8609,4.97348709846075
A040,A040_4,4,Incongruent,-1.3937256,0.2365098342133737,143.53,20600.8609,4.97348709846075
A041,A041_1,1,Common,1.2749807,0.1962873223365104,1.0,1.0,0.6931471805599453
A041,A041_1,1,Congruent,1.5223323,0.2061241640685505,1.0,1.0,0.6931471805599453
A041,A041_1,1,Incongruent,1.140502,0.2365098342133737,1.0,1.0,0.6931471805599453
A041,A041_2,2,Common,-1.0111216,0.1962873223365104,31.78,1009.9684,3.4898185733156835
A041,A041_2,2,Congruent,-1.1600494,0.2061241640685505,31.78,1009.9684,3.4898185733156835
A041,A041_2,2,Incongruent,-0.5317055,0.2365098342133737,31.78,1009.9684,3.4898185733156835
A041,A041_3,3,Common,-0.52210444,0.1962873223365104,75.74,5736.547599999999,4.340423084818807
A041,A041_3,3,Congruent,1.2294152,0.2061241640685505,75.74,5736.547599999999,4.340423084818807
A041,A041_3,3,Incongruent,-0.07379216,0.2365098342133737,75.74,5736.547599999999,4.340423084818807
A041,A041_4,4,Common,0.22386456,0.1962873223365104,141.84,20118.5856,4.961725122726247
A041,A041_4,4,Congruent,-0.07053544,0.2061241640685505,141.84,20118.5856,4.961725122726247
A041,A041_4,4,Incongruent,1.141611,0.2365098342133737,141.84,20118.5856,4.961725122726247
A042,A042_1,1,Common,-0.38919944,0.1962873223365104,1.0,1.0,0.6931471805599453
A042,A042_1,1,Congruent,-0.94992256,0.2061241640685505,1.0,1.0,0.6931471805599453
A042,A042_1,1,Incongruent,-0.5787848,0.2365098342133737,1.0,1.0,0.6931471805599453
A042,A042_2,2,Common,-0.94573104,0.1962873223365104,28.93,836.9449,3.3988613218646075
A042,A042_2,2,Congruent,-0.5381136,0.2061241640685505,28.93,836.9449,3.3988613218646075
A042,A042_2,2,Incongruent,-0.9761797,0.2365098342133737,28.93,836.9449,3.3988613218646075
A042,A042_3,3,Common,-0.60165393,0.1962873223365104,72.17,5208.5089,4.292785500895938
A042,A042_3,3,Congruent,-1.0232941,0.2061241640685505,72.17,5208.5089,4.292785500895938
A042,A042_3,3,Incongruent,-0.35500365,0.2365098342133737,72.17,5208.5089,4.292785500895938
A042,A042_4,4,Common,-0.919106,0.1962873223365104,146.02,21321.840400000005,4.9905686319459415
A042,A042_4,4,Congruent,-0.9369889,0.2061241640685505,146.02,21321.840400000005,4.9905686319459415
A042,A042_4,4,Incongruent,-1.0544331,0.2365098342133737,146.02,21321.840400000005,4.9905686319459415
A043,A043_1,1,Common,1.0159061,0.1962873223365104,1.0,1.0,0.6931471805599453
A043,A043_1,1,Congruent,-0.15874355,0.2061241640685505,1.0,1.0,0.6931471805599453
A043,A043_1,1,Incongruent,0.6365562,0.2365098342133737,1.0,1.0,0.6931471805599453
A043,A043_2,2,Common,0.23345459,0.1962873223365104,25.62,656.3844,3.2816628129669656
A043,A043_2,2,Congruent,0.34835568,0.2061241640685505,25.62,656.3844,3.2816628129669656
A043,A043_2,2,Incongruent,-0.36488125,0.2365098342133737,25.62,656.3844,3.2816628129669656
A043,A043_3,3,Common,-0.1154044,0.1962873223365104,64.94,4217.2036,4.188745237643585
A043,A043_3,3,Congruent,-0.17773217,0.2061241640685505,64.94,4217.2036,4.188745237643585
A043,A043_3,3,Incongruent,-0.32173076,0.2365098342133737,64.94,4217.2036,4.188745237643585
A043,A043_4,4,Common,0.06730463,0.1962873223365104,149.33,22299.448900000003,5.012832877639743
A043,A043_4,4,Congruent,0.36557552,0.2061241640685505,149.33,22299.448900000003,5.012832877639743
A043,A043_4,4,Incongruent,-0.3357526,0.2365098342133737,149.33,22299.448900000003,5.012832877639743
A044,A044_1,1,Common,-0.021611089,0.1962873223365104,1.0,1.0,0.6931471805599453
A044,A044_1,1,Congruent,-0.42967826,0.2061241640685505,1.0,1.0,0.6931471805599453
A044,A044_1,1,Incongruent,-0.80062515,0.2365098342133737,1.0,1.0,0.6931471805599453
A044,A044_2,2,Common,0.33177772,0.1962873223365104,47.66,2271.4756,3.884857337355376
A044,A044_2,2,Congruent,0.29979682,0.2061241640685505,47.66,2271.4756,3.884857337355376
A044,A044_2,2,Incongruent,-0.89945817,0.2365098342133737,47.66,2271.4756,3.884857337355376
A044,A044_3,3,Common,-1.3885521,0.1962873223365104,91.63,8396.0569,4.5286130632659365
A044,A044_3,3,Congruent,-1.0432105,0.2061241640685505,91.63,8396.0569,4.5286130632659365
A044,A044_3,3,Incongruent,-1.2523423,0.2365098342133737,91.63,8396.0569,4.5286130632659365
A044,A044_4,4,Common,-0.6907909,0.1962873223365104,155.27,24108.772900000004,5.0515852804252095
A044,A044_4,4,Congruent,-0.95710677,0.2061241640685505,155.27,24108.772900000004,5.0515852804252095
A044,A044_4,4,Incongruent,-0.86056197,0.2365098342133737,155.27,24108.772900000004,5.0515852804252095
A045,A045_1,1,Common,-0.8811096,0.1962873223365104,1.0,1.0,0.6931471805599453
A045,A045_1,1,Congruent,0.5991259,0.2061241640685505,1.0,1.0,0.6931471805599453
A045,A045_1,1,Incongruent,-0.771518,0.2365098342133737,1.0,1.0,0.6931471805599453
A045,A045_2,2,Common,0.25599375,0.1962873223365104,24.66,608.1156,3.2449333591874905
A045,A045_2,2,Congruent,-0.7401306,0.2061241640685505,24.66,608.1156,3.2449333591874905
A045,A045_2,2,Incongruent,-1.0636017,0.2365098342133737,24.66,608.1156,3.2449333591874905
A045,A045_3,3,Common,0.28792378,0.1962873223365104,72.23,5217.1729000000005,4.2936051730729785
A045,A045_3,3,Congruent,-1.3838344,0.2061241640685505,72.23,5217.1729000000005,4.2936051730729785
A045,A045_3,3,Incongruent,-0.3198602,0.2365098342133737,72.23,5217.1729000000005,4.2936051730729785
A045,A045_4,4,Common,-0.73880816,0.1962873223365104,151.52,22958.3104,5.027295734989363
A045,A045_4,4,Congruent,-0.50810874,0.2061241640685505,151.52,22958.3104,5.027295734989363
A045,A045_4,4,Incongruent,-0.855714,0.2365098342133737,151.52,22958.3104,5.027295734989363
A046,A046_1,1,Common,-0.8263327,0.1962873223365104,1.0,1.0,0.6931471805599453
A046,A046_1,1,Congruent,-0.8820126,0.2061241640685505,1.0,1.0,0.6931471805599453
A046,A046_1,1,Incongruent,-0.17337398,0.2365098342133737,1.0,1.0,0.6931471805599453
A046,A046_2,2,Common,-1.0503073,0.1962873223365104,24.32,591.4624,3.231594597275976
A046,A046_2,2,Congruent,-1.3599145,0.2061241640685505,24.32,591.4624,3.231594597275976
A046,A046_2,2,Incongruent,-1.5730445,0.2365098342133737,24.32,591.4624,3.231594597275976
A046,A046_3,3,Common,-1.6721164,0.1962873223365104,73.05,5336.3025,4.304740540713808
A046,A046_3,3,Congruent,-1.5709262,0.2061241640685505,73.05,5336.3025,4.304740540713808
A046,A046_3,3,Incongruent,-1.775866,0.2365098342133737,73.05,5336.3025,4.304740540713808
A046,A046_4,4,Common,-1.5642638,0.1962873223365104,147.94,21886.2436,5.003543540282499
A046,A046_4,4,Congruent,-0.717223,0.2061241640685505,147.94,21886.2436,5.003543540282499
A046,A046_4,4,Incongruent,-0.6509636,0.2365098342133737,147.94,21886.2436,5.003543540282499
A047,A047_1,1,Common,0.032663453,0.1962873223365104,1.0,1.0,0.6931471805599453
A047,A047_1,1,Congruent,-1.0092126,0.2061241640685505,1.0,1.0,0.6931471805599453
A047,A047_1,1,Incongruent,-0.37315792,0.2365098342133737,1.0,1.0,0.6931471805599453
A047,A047_2,2,Common,0.31397206,0.1962873223365104,23.46,550.3716000000001,3.1970391302590264
A047,A047_2,2,Congruent,-0.5068236,0.2061241640685505,23.46,550.3716000000001,3.1970391302590264
A047,A047_2,2,Incongruent,0.06363139,0.2365098342133737,23.46,550.3716000000001,3.1970391302590264
A047,A047_3,3,Common,-1.4813104,0.1962873223365104,76.85,5905.922499999999,4.354783898280007
A047,A047_3,3,Congruent,-0.5343058,0.2061241640685505,76.85,5905.922499999999,4.354783898280007
A047,A047_3,3,Incongruent,-1.4591206,0.2365098342133737,76.85,5905.922499999999,4.354783898280007
A047,A047_4,4,Common,-1.0614867,0.1962873223365104,144.22,20799.4084,4.978249833952101
A047,A047_4,4,Congruent,-1.0075923,0.2061241640685505,144.22,20799.4084,4.978249833952101
A047,A047_4,4,Incongruent,-1.0762047,0.2365098342133737,144.22,20799.4084,4.978249833952101
A048,A048_1,1,Common,1.0506663,0.1962873223365104,1.0,1.0,0.6931471805599453
A048,A048_1,1,Congruent,1.693677,0.2061241640685505,1.0,1.0,0.6931471805599453
A048,A048_1,1,Incongruent,1.3832663,0.2365098342133737,1.0,1.0,0.6931471805599453
A048,A048_2,2,Common,-0.6741307,0.1962873223365104,23.91,571.6881,3.215269329274089
A048,A048_2,2,Congruent,0.7271685,0.2061241640685505,23.91,571.6881,3.215269329274089
A048,A048_2,2,Incongruent,0.18211488,0.2365098342133737,23.91,571.6881,3.215269329274089
A048,A048_3,3,Common,-0.10325131,0.1962873223365104,81.15,6585.322500000001,4.408546844483277
A048,A048_3,3,Congruent,0.8357988,0.2061241640685505,81.15,6585.322500000001,4.408546844483277
A048,A048_3,3,Incongruent,-0.22094929,0.2365098342133737,81.15,6585.322500000001,4.408546844483277
A048,A048_4,4,Common,0.48396504,0.1962873223365104,146.3,21403.69,4.9924713234685845
A048,A048_4,4,Congruent,-0.4917495,0.2061241640685505,146.3,21403.69,4.9924713234685845
A048,A048_4,4,Incongruent,0.37752387,0.2365098342133737,146.3,21403.69,4.9924713234685845
A049,A049_1,1,Common,1.7571232,0.1962873223365104,1.0,1.0,0.6931471805599453
A049,A049_1,1,Congruent,2.279931,0.2061241640685505,1.0,1.0,0.6931471805599453
A049,A049_1,1,Incongruent,1.8093721,0.2365098342133737,1.0,1.0,0.6931471805599453
A049,A049_2,2,Common,-0.60318244,0.1962873223365104,27.12,735.4944,3.336481066942464
A049,A049_2,2,Congruent,-0.3166686,0.2061241640685505,27.12,735.4944,3.336481066942464
A049,A049_2,2,Incongruent,-0.7185982,0.2365098342133737,27.12,735.4944,3.336481066942464
A049,A049_3,3,Common,0.6597407,0.1962873223365104,111.38,12405.5044,4.721885985684052
A049,A049_3,3,Congruent,0.49153835,0.2061241640685505,111.38,12405.5044,4.721885985684052
A049,A049_3,3,Incongruent,0.42769104,0.2365098342133737,111.38,12405.5044,4.721885985684052
A049,A049_4,4,Common,0.3402084,0.1962873223365104,168.86,28513.699600000004,5.134974568351863
A049,A049_4,4,Congruent,1.0439023,0.2061241640685505,168.86,28513.699600000004,5.134974568351863
A049,A049_4,4,Incongruent,-0.3570681,0.2365098342133737,168.86,28513.699600000004,5.134974568351863
A050,A050_1,1,Common,-0.32734805,0.1962873223365104,1.0,1.0,0.6931471805599453
A050,A050_1,1,Congruent,-0.65952903,0.2061241640685505,1.0,1.0,0.6931471805599453
A050,A050_1,1,Incongruent,0.44955093,0.2365098342133737,1.0,1.0,0.6931471805599453
A050,A050_2,2,Common,-0.5032114,0.1962873223365104,24.73,611.5729,3.2476576262936527
A050,A050_2,2,Congruent,-0.23185472,0.2061241640685505,24.73,611.5729,3.2476576262936527
A050,A050_2,2,Incongruent,-0.22489542,0.2365098342133737,24.73,611.5729,3.2476576262936527
A050,A050_3,3,Common,-0.91217804,0.1962873223365104,93.39,8721.6921,4.547435135336853
A050,A050_3,3,Congruent,-0.99920005,0.2061241640685505,93.39,8721.6921,4.547435135336853
A050,A050_3,3,Incongruent,-0.6519587,0.2365098342133737,93.39,8721.6921,4.547435135336853
A050,A050_4,4,Common,-0.3601759,0.1962873223365104,148.69,22108.7161,5.008566488927144
A050,A050_4,4,Congruent,-0.44994792,0.2061241640685505,148.69,22108.7161,5.008566488927144
A050,A050_4,4,Incongruent,-0.07997266,0.2365098342133737,148.69,22108.7161,5.008566488927144
A051,A051_1,1,Common,0.88582057,0.1962873223365104,1.0,1.0,0.6931471805599453
A051,A051_1,1,Congruent,1.9709882,0.2061241640685505,1.0,1.0,0.6931471805599453
A051,A051_1,1,Incongruent,1.3508412,0.2365098342133737,1.0,1.0,0.6931471805599453
A051,A051_2,2,Common,-0.28985074,0.1962873223365104,17.16,294.4656,2.8992213731731478
A051,A051_2,2,Congruent,-0.11904877,0.2061241640685505,17.16,294.4656,2.8992213731731478
A051,A051_2,2,Incongruent,0.3942614,0.2365098342133737,17.16,294.4656,2.8992213731731478
A051,A051_3,3,Common,-0.6146358,0.1962873223365104,65.63,4307.296899999999,4.199154926574446
A051,A051_3,3,Congruent,-0.5767097,0.2061241640685505,65.63,4307.296899999999,4.199154926574446
A051,A051_3,3,Incongruent,-0.8183705,0.2365098342133737,65.63,4307.296899999999,4.199154926574446
A051,A051_4,4,Common,-0.11835715,0.1962873223365104,146.99,21606.0601,4.997144703913756
A051,A051_4,4,Congruent,0.17635673,0.2061241640685505,146.99,21606.0601,4.997144703913756
A051,A051_4,4,Incongruent,-0.61102885,0.2365098342133737,146.99,21606.0601,4.997144703913756
A052,A052_1,1,Common,0.7985213,0.1962873223365104,1.0,1.0,0.6931471805599453
A052,A052_1,1,Congruent,0.70940566,0.2061241640685505,1.0,1.0,0.6931471805599453
A052,A052_1,1,Incongruent,0.80218923,0.2365098342133737,1.0,1.0,0.6931471805599453
A052,A052_2,2,Common,-0.44622117,0.1962873223365104,31.76,1008.6976,3.4892082589848687
A052,A052_2,2,Congruent,-0.63751054,0.2061241640685505,31.76,1008.6976,3.4892082589848687
A052,A052_2,2,Incongruent,0.65400946,0.2365098342133737,31.76,1008.6976,3.4892082589848687
A052,A052_3,3,Common,-0.017932264,0.1962873223365104,80.98,6557.760400000001,4.406475315076191
A052,A052_3,3,Congruent,0.012148218,0.2061241640685505,80.98,6557.760400000001,4.406475315076191
A052,A052_3,3,Incongruent,0.8061516,0.2365098342133737,80.98,6557.760400000001,4.406475315076191
A052,A052_4,4,Common,0.04671596,0.1962873223365104,153.27,23491.6929,5.038704314023848
A052,A052_4,4,Congruent,-0.5512451,0.2061241640685505,153.27,23491.6929,5.038704314023848
A052,A052_4,4,Incongruent,-1.0938095,0.2365098342133737,153.27,23491.6929,5.038704314023848
A053,A053_1,1,Common,1.12028,0.1962873223365104,1.0,1.0,0.6931471805599453
A053,A053_1,1,Congruent,1.3026041,0.2061241640685505,1.0,1.0,0.6931471805599453
A053,A053_1,1,Incongruent,1.1644984,0.2365098342133737,1.0,1.0,0.6931471805599453
A053,A053_2,2,Common,0.83742,0.1962873223365104,32.71,1069.9441000000002,3.5177945292459696
A053,A053_2,2,Congruent,0.30480924,0.2061241640685505,32.71,1069.9441000000002,3.5177945292459696
A053,A053_2,2,Incongruent,0.49758703,0.2365098342133737,32.71,1069.9441000000002,3.5177945292459696
A053,A053_3,3,Common,-0.50420165,0.1962873223365104,78.28,6127.758400000001,4.372985890021733
A053,A053_3,3,Congruent,0.0602048,0.2061241640685505,78.28,6127.758400000001,4.372985890021733
A053,A053_3,3,Incongruent,-0.94908994,0.2365098342133737,78.28,6127.758400000001,4.372985890021733
A053,A053_4,4,Common,-0.45412505,0.1962873223365104,148.9,22171.210000000003,5.009968405108552
A053,A053_4,4,Congruent,-0.9437242,0.2061241640685505,148.9,22171.210000000003,5.009968405108552
A053,A053_4,4,Incongruent,0.6871204,0.2365098342133737,148.9,22171.210000000003,5.009968405108552
A054,A054_1,1,Common,0.18263195,0.1962873223365104,1.0,1.0,0.6931471805599453
A054,A054_1,1,Congruent,0.054836024,0.2061241640685505,1.0,1.0,0.6931471805599453
A054,A054_1,1,Incongruent,-0.18606658,0.2365098342133737,1.0,1.0,0.6931471805599453
A054,A054_2,2,Common,0.97050226,0.1962873223365104,16.9,285.61,2.884800712846709
A054,A054_2,2,Congruent,0.6558441,0.2061241640685505,16.9,285.61,2.884800712846709
A054,A054_2,2,Incongruent,0.22012395,0.2365098342133737,16.9,285.61,2.884800712846709
A054,A054_3,3,Common,0.35355416,0.1962873223365104,72.83,5304.2089,4.3017651530710745
A054,A054_3,3,Congruent,0.8645091,0.2061241640685505,72.83,5304.2089,4.3017651530710745
A054,A054_3,3,Incongruent,0.9616685,0.2365098342133737,72.83,5304.2089,4.3017651530710745
A054,A054_4,4,Common,1.2971294,0.1962873223365104,136.83,18722.448900000003,4.926021041706347
A054,A054_4,4,Congruent,1.0623502,0.2061241640685505,136.83,18722.448900000003,4.926021041706347
A054,A054_4,4,Incongruent,1.3222136,0.2365098342133737,136.83,18722.448900000003,4.926021041706347
A055,A055_1,1,Common,-0.84173906,0.1962873223365104,1.0,1.0,0.6931471805599453
A055,A055_1,1,Congruent,-0.48899728,0.2061241640685505,1.0,1.0,0.6931471805599453
A055,A055_1,1,Incongruent,0.4598856,0.2365098342133737,1.0,1.0,0.6931471805599453
A055,A055_2,2,Common,0.4803198,0.1962873223365104,23.24,540.0975999999999,3.1880041612011136
A055,A055_2,2,Congruent,0.6668252,0.2061241640685505,23.24,540.0975999999999,3.1880041612011136
A055,A055_2,2,Incongruent,0.5980959,0.2365098342133737,23.24,540.0975999999999,3.1880041612011136
A055,A055_3,3,Common,-1.0578766,0.1962873223365104,74.48,5547.2704,4.32386772050035
A055,A055_3,3,Congruent,0.23135751,0.2061241640685505,74.48,5547.2704,4.32386772050035
A055,A055_3,3,Incongruent,-0.84224457,0.2365098342133737,74.48,5547.2704,4.32386772050035
A055,A055_4,4,Common,-1.1588173,0.1962873223365104,149.21,22263.6241,5.012034315009963
A055,A055_4,4,Congruent,-1.3891442,0.2061241640685505,149.21,22263.6241,5.012034315009963
A055,A055_4,4,Incongruent,-0.7144902,0.2365098342133737,149.21,22263.6241,5.012034315009963
A056,A056_1,1,Common,0.57677263,0.1962873223365104,1.0,1.0,0.6931471805599453
A056,A056_1,1,Congruent,1.474186,0.2061241640685505,1.0,1.0,0.6931471805599453
A056,A056_1,1,Incongruent,0.76854396,0.2365098342133737,1.0,1.0,0.6931471805599453
A056,A056_2,2,Common,-0.4870755,0.1962873223365104,33.61,1129.6321,3.544142657647253
A056,A056_2,2,Congruent,-0.084054,0.2061241640685505,33.61,1129.6321,3.544142657647253
A056,A056_2,2,Incongruent,0.72379655,0.2365098342133737,33.61,1129.6321,3.544142657647253
A056,A056_3,3,Common,0.41734344,0.1962873223365104,71.46,5106.531599999999,4.283034685466931
A056,A056_3,3,Congruent,-0.08848558,0.2061241640685505,71.46,5106.531599999999,4.283034685466931
A056,A056_3,3,Incongruent,0.03914897,0.2365098342133737,71.46,5106.531599999999,4.283034685466931
A056,A056_4,4,Common,-1.3208041,0.1962873223365104,147.84,21856.6656,5.002871903478422
A056,A056_4,4,Congruent,-1.1969587,0.2061241640685505,147.84,21856.6656,5.002871903478422
A056,A056_4,4,Incongruent,-1.2513661,0.2365098342133737,147.84,21856.6656,5.002871903478422
A057,A057_1,1,Common,-0.6586051,0.1962873223365104,1.0,1.0,0.6931471805599453
A057,A057_1,1,Congruent,0.15659064,0.2061241640685505,1.0,1.0,0.6931471805599453
A057,A057_1,1,Incongruent,0.32195136,0.2365098342133737,1.0,1.0,0.6931471805599453
A057,A057_2,2,Common,-0.5845993,0.1962873223365104,24.78,614.0484,3.249598997511041
A057,A057_2,2,Congruent,-1.1784263,0.2061241640685505,24.78,614.0484,3.249598997511041
A057,A057_2,2,Incongruent,-0.6246655,0.2365098342133737,24.78,614.0484,3.249598997511041
A057,A057_3,3,Common,-0.740959,0.1962873223365104,73.83,5450.8689,4.315218874092267
A057,A057_3,3,Congruent,0.18975516,0.2061241640685505,73.83,5450.8689,4.315218874092267
