model_name,AIC,BIC,log_likelihood,n_params,converged,delta_AIC,akaike_weight,cumulative_weight
PowerLaw_01,2556.672545098905,2587.2130061135617,-1272.3362725494526,5.0,True,0.0,0.06073192428757261,0.06073192428757261
Log,2556.7568270740467,2587.297288088703,-1272.3784135370233,5.0,True,0.0842819751414936,0.05822579722294555,0.11895772151051816
Log10,2556.7568270740467,2587.297288088703,-1272.3784135370233,5.0,True,0.0842819751414936,0.05822579722294555,0.17718351873346372
Log2,2556.7568270740467,2587.297288088703,-1272.3784135370233,5.0,True,0.0842819751414936,0.05822579722294555,0.23540931595640927
PowerLaw_02,2557.0436548811067,2587.5841158957633,-1272.5218274405534,5.0,True,0.371109782201529,0.05044656232569664,0.2858558782821059
SquareRoot,2557.527691061121,2588.0681520757776,-1272.7638455305605,5.0,True,0.8551459622158291,0.03960266897099669,0.3254585472531026
Exp_slow,2557.527691061121,2588.0681520757776,-1272.7638455305605,5.0,True,0.8551459622158291,0.03960266897099669,0.36506121622409926
PowerLaw_03,2557.828190407181,2588.3686514218375,-1272.9140952035905,5.0,True,1.1556453082757798,0.0340778236953244,0.3991390399194237
Exp+Log,2558.600214189304,2594.2307520397367,-1272.300107094652,6.0,True,1.927669090398922,0.02316482467141779,0.42230386459084146
Lin+Log,2558.600214189304,2594.2307520397367,-1272.300107094652,6.0,True,1.927669090398922,0.02316482467141779,0.44546868926225924
Recip+PowerLaw05,2558.60774678262,2594.2382846330524,-1272.30387339131,6.0,True,1.9352016837146948,0.02307774316001749,0.4685464324222767
Recip+PowerLaw,2558.60774678262,2594.2382846330524,-1272.30387339131,6.0,True,1.9352016837146948,0.02307774316001749,0.4916241755822942
Tanh+Log,2558.6512966084447,2594.2818344588773,-1272.3256483042223,6.0,True,1.9787515095395065,0.022580658936090285,0.5142048345183845
PowerLaw_Log,2558.660710213202,2594.2912480636346,-1272.330355106601,6.0,True,1.9881651142968622,0.022474625970758853,0.5366794604891434
Log+PowerLaw05,2558.660710213202,2594.2912480636346,-1272.330355106601,6.0,True,1.9881651142968622,0.022474625970758853,0.5591540864599023
Log+LogLog,2558.669195595665,2594.2997334460974,-1272.3345977978324,6.0,True,1.9966504967596848,0.022379475062914374,0.5815335615228167
Log+SquareRoot,2558.669689157541,2594.3002270079737,-1272.3348445787706,6.0,True,1.9971440586359677,0.022373952916471502,0.6039075144392881
SquareRoot+Log,2558.669689157543,2594.3002270079755,-1272.3348445787715,6.0,True,1.9971440586377867,0.022373952916451154,0.6262814673557393
Recip+Log,2558.671144745482,2594.3016825959144,-1272.335572372741,6.0,True,1.998599646576622,0.022357675212572384,0.6486391425683117
Log+Recip,2558.671144745482,2594.3016825959144,-1272.335572372741,6.0,True,1.998599646576622,0.022357675212572384,0.670996817780884
Sin+Log,2558.687496142604,2594.3180339930364,-1272.343748071302,6.0,True,2.014951043698602,0.02217563078371479,0.6931724485645988
CubeRoot+Log,2558.7039990151025,2594.334536865535,-1272.3519995075512,6.0,True,2.031453916197279,0.02199340283509741,0.7151658513996962
PowerLaw_04,2558.9768652223684,2589.517326237025,-1273.4884326111842,5.0,True,2.304320123463185,0.01918846723316754,0.7343543186328638
CubeRoot,2558.995890343822,2589.5363513584784,-1273.497945171911,5.0,True,2.323345244916709,0.019006801197848276,0.7533611198307121
Root_033,2559.005302484953,2589.5457634996096,-1273.5026512424765,5.0,True,2.332757386047888,0.018917563993171595,0.7722786838238836
Exp+PowerLaw,2559.023297205982,2594.6538350564147,-1272.511648602991,6.0,True,2.3507521070769144,0.01874811927057645,0.79102680309446
PowerLaw_Lin,2559.023297205984,2594.6538350564165,-1272.511648602992,6.0,True,2.3507521070787334,0.0187481192705594,0.8097749223650195
SquareRoot+PowerLaw,2559.071208002135,2594.7017458525675,-1272.5356040010674,6.0,True,2.398662903229706,0.018304337319148975,0.8280792596841684
SquareRoot+Lin,2559.1150538467136,2594.745591697146,-1272.5575269233568,6.0,True,2.4425087478084606,0.017907419451243006,0.8459866791354114
Root_Multi,2559.299440321258,2594.9299781716904,-1272.649720160629,6.0,True,2.6268952223526867,0.016330293570248868,0.8623169727056602
Exp+Recip,2559.624309698207,2595.2548475486396,-1272.8121548491035,6.0,True,2.951764599301896,0.013881918912508813,0.876198891618169
Recip+Lin,2559.624309698207,2595.2548475486396,-1272.8121548491035,6.0,True,2.951764599301896,0.013881918912508813,0.8900808105306778
Quadratic,2559.7824286993873,2595.41296654982,-1272.8912143496937,6.0,True,3.109883600482135,0.01282668408508939,0.9029074946157671
Recip+Quad,2560.128340521329,2600.8489552075375,-1272.0641702606645,7.0,True,3.455795422423762,0.010789482145004404,0.9136969767607716
Lin+Quad+Log,2560.2970068598497,2601.0176215460583,-1272.1485034299249,7.0,True,3.6244617609445413,0.009916882570309178,0.9236138593310808
Quad+Log,2560.2970068598497,2601.0176215460583,-1272.1485034299249,7.0,True,3.6244617609445413,0.009916882570309178,0.93353074190139
PowerLaw_05,2560.435787928842,2590.9762489434984,-1274.217893964421,5.0,True,3.763242829936644,0.009252077125152282,0.9427828190265423
Lin+Log+PowerLaw,2560.503755111,2601.2243697972085,-1272.2518775555,7.0,True,3.8312100120947434,0.00894294085068623,0.9517257598772285
SquareRoot+Recip,2561.067513780772,2596.6980516312046,-1273.533756890386,6.0,False,4.394968681866885,0.006746238932587094,0.9584719988098156
LogLog,2561.1678599030183,2591.708320917675,-1274.5839299515092,5.0,True,4.49531480411315,0.006416110502012227,0.9648881093118278
Cubic,2561.2452397958205,2601.965854482029,-1272.6226198979102,7.0,True,4.572694696915278,0.006172612369285711,0.9710607216811135
Quartic,2561.4927517632423,2607.303443285227,-1271.7463758816211,8.0,True,4.820206664337093,0.0054540920575488795,0.9765148137386623
Quad+Log+SquareRoot,2561.754023722664,2607.5647152446486,-1271.877011861332,8.0,True,5.081478623758812,0.004786168441395846,0.9813009821800582
FourthRoot,2562.060006529966,2592.6004675446225,-1275.030003264983,5.0,True,5.3874614310607285,0.004107188699833379,0.9854081708798916
PowerLaw_06,2562.149043337651,2592.6895043523077,-1275.0745216688256,5.0,True,5.4764982387459895,0.003928353478906374,0.989336524358798
Root_067,2562.360336118507,2592.9007971331635,-1275.1801680592534,5.0,True,5.687791019601718,0.003534507560038322,0.9928710319188364
PowerLaw+Recip+Log,2562.4049805172453,2603.125595203454,-1273.2024902586227,7.0,True,5.732435418340174,0.0034564836500381186,0.9963275155688746
PowerLaw_07,2564.061017961314,2594.6014789759706,-1276.030508980657,5.0,True,7.388472862408889,0.0015101863656181028,0.9978377019344926
Ultimate,2564.3371584580345,2620.3280036515716,-1271.1685792290173,10.0,True,7.664613359129362,0.0013154289574092194,0.9991531308919018
PowerLaw_08,2566.118387417815,2596.6588484324716,-1277.0591937089075,5.0,True,9.445842318909854,0.0005398566357089491,0.9996929875276108
PowerLaw_09,2568.2717126882217,2598.812173702878,-1278.1358563441108,5.0,True,11.599167589316494,0.00018394576885426888,0.9998769332964651
Reciprocal,2570.4766169380255,2601.017077952682,-1279.2383084690127,5.0,True,13.804071839120297,6.108026719053901e-05,0.9999380135636556
PowerLaw_10,2570.4766169380255,2601.017077952682,-1279.2383084690127,5.0,True,13.804071839120297,6.108026719053901e-05,0.9999990938308462
Cos,2581.285291297874,2611.8257523125308,-1284.642645648937,5.0,True,24.612746198969035,2.7468004671811737e-07,0.9999993685108929
Tanh,2581.453949220562,2611.9944102352188,-1284.726974610281,5.0,False,24.781404121657033,2.5246635504494325e-07,0.9999996209772479
Sin+Cos,2582.6370542371697,2618.267592087602,-1284.3185271185848,6.0,True,25.964509138264475,1.3973188568225876e-07,0.9999997607091337
Exponential_proxy,2582.9832155477616,2613.523676562418,-1285.4916077738808,5.0,True,26.3106704488564,1.1752426570380944e-07,0.9999998782333993
Linear,2582.9832155477616,2613.523676562418,-1285.4916077738808,5.0,True,26.3106704488564,1.1752426570380944e-07,0.999999995757665
Recip_sq,2589.712326535844,2620.2527875505007,-1288.856163267922,5.0,True,33.03978143693894,4.063681494747569e-09,0.9999999998213465
Sinh,2595.962834539083,2626.5032955537395,-1291.9814172695415,5.0,False,39.29028944017773,1.7850035896252813e-10,0.9999999999998468
Arctanh,2610.084803500744,2640.6252645154004,-1299.042401750372,5.0,True,53.4122584018387,1.5314135907435778e-13,0.9999999999999999
Exp_fast,2637.1273236131638,2667.6677846278203,-1312.5636618065819,5.0,True,80.45477851425858,2.055340907937669e-19,0.9999999999999999
Quadratic_pure,2637.1273236131638,2667.6677846278203,-1312.5636618065819,5.0,True,80.45477851425858,2.055340907937669e-19,0.9999999999999999
Sin,2655.6739310167504,2686.214392031407,-1321.8369655083752,5.0,True,99.00138591784525,1.9299197009251115e-23,0.9999999999999999
Cubic_pure,2657.895161769231,2688.4356227838875,-1322.9475808846155,5.0,True,101.2226166703258,6.356310589665581e-24,0.9999999999999999
