congruence,var_intercept,var_slope,cov_intercept_slope,var_residual
common,0.18575195662503077,0.08336477536894496,-0.027756823536126525,0.4225800143003803
congruent,0.09152729827680203,0.05452504036687914,-0.012137595048766943,0.5592150124007682
incongruent,0.15419246132903466,0.01587666258065695,0.015007012659057802,0.416363442346533
