congruence,ICC_intercept,ICC_slope_simple,ICC_slope_conditional
common,0.2969081003856444,0.1480476650768586,0.8969199318299501
congruent,0.1319206145264382,0.07842773619128453,0.5069909439727927
incongruent,0.27000635346726304,0.03608750484269876,0.7677796761017937
