UID,test,SD_confidence,mean_confidence,SD_accuracy,mean_accuracy
A094,3,0.251878699971271,0.37222222222222223,0.4413465488851505,0.4236111111111111
A094,4,0.2677793686924734,0.3611111111111111,0.4215529221784414,0.46875
A095,1,0.3062213545735668,0.7444444444444445,0.4283571265381551,0.6805555555555556
A095,2,0.3054922398477558,0.5361111111111111,0.4415681084115985,0.6041666666666666
A095,3,0.3390011102321851,0.5472222222222222,0.4614967654011709,0.5069444444444444
A095,4,0.2863072318086211,0.44999999999999996,0.4411803062216276,0.5277777777777778
A096,1,0.23256075989352443,0.8,0.43199504431169017,0.5
A096,2,0.2774661789086819,0.6361111111111111,0.4188761838938684,0.4618055555555556
A096,3,0.24422916968278718,0.7083333333333334,0.42754290800417166,0.3576388888888889
A096,4,0.27360401117230987,0.7250000000000001,0.4335206348549864,0.3958333333333333
A097,1,0.3071908155904056,0.44999999999999996,0.42616807630848624,0.5868055555555556
A097,2,0.13794830176305695,0.3888888888888889,0.4237658136149404,0.5833333333333334
A097,3,0.16204869918536288,0.4277777777777778,0.4446583503244958,0.5347222222222222
A097,4,0.1285223594169884,0.3194444444444444,0.4268560456694618,0.5590277777777778
A098,1,0.3094621514195061,0.7027777777777778,0.4346472496311159,0.6597222222222222
A098,2,0.3472223787167097,0.5333333333333333,0.4349143917703967,0.59375
A098,3,0.3102702139004046,0.7250000000000001,0.4377165236612299,0.6701388888888888
A098,4,0.3454148579609112,0.5888888888888889,0.4460310101011263,0.4583333333333333
A099,1,0.25328823418679514,0.7749999999999999,0.39656622293203314,0.7326388888888888
A099,2,0.26001083401046365,0.7333333333333334,0.4195906791483445,0.6666666666666666
A099,3,0.2613914853379864,0.7388888888888889,0.4115887763457253,0.6805555555555556
A099,4,0.28569164900266014,0.8083333333333333,0.43502682359332323,0.6909722222222222
A100,1,0.08442941139559838,0.8138888888888889,0.44293654363818397,0.5729166666666666
A100,2,0.04613377839075397,0.8111111111111112,0.39651997524314353,0.7152777777777778
A100,3,0.14142135623730953,0.75,0.4609003020387439,0.6006944444444444
A100,4,0.11775149557642628,0.6277777777777778,0.4556714207210848,0.53125
A101,1,0.2677793686924734,0.46111111111111114,0.43198089329885164,0.5659722222222222
A101,2,0.27860596414126904,0.3888888888888889,0.43693373816780934,0.5104166666666666
A101,3,0.15704628864195688,0.2888888888888889,0.4216834137222505,0.4166666666666667
A101,4,0.1419735698032972,0.2888888888888889,0.4557921443742087,0.4583333333333333
A102,1,0.31656163318638886,0.6416666666666667,0.4391804859252371,0.5972222222222222
A102,2,0.3512441557720303,0.5972222222222222,0.3943402157912598,0.7048611111111112
A102,3,0.3485606442094486,0.46388888888888885,0.43447844365039573,0.5694444444444444
A102,4,0.3520563335204055,0.5333333333333333,0.44134654888515057,0.5486111111111112
A103,1,0.21183673992451507,0.3138888888888889,0.30321697195469965,0.8055555555555556
A103,2,0.14238632453543593,0.25277777777777777,0.43125857592797395,0.5763888888888888
A103,3,0.12205850466170061,0.24444444444444446,0.4366678314144234,0.5347222222222222
A103,4,0.08648952644490278,0.23888888888888887,0.42715668384196065,0.5486111111111112
A104,1,0.2771275645094775,0.7805555555555556,0.4659262234478766,0.6597222222222222
A104,2,0.3536529690745029,0.6666666666666666,0.43972300197550923,0.6423611111111112
A104,3,0.38965495751432827,0.5166666666666667,0.44885907791976976,0.5729166666666666
A104,4,0.23867133522855422,0.2777777777777778,0.4088318553091147,0.3854166666666667
A105,1,0.1885618083164127,0.8777777777777778,0.4453177550619287,0.6736111111111112
A105,2,0.2550890482463159,0.7833333333333333,0.4596252598576557,0.6215277777777778
A105,3,0.3296391539714084,0.5916666666666667,0.4490905433416917,0.5277777777777778
A105,4,0.29293987696794865,0.5805555555555555,0.47531751598438376,0.5451388888888888
A106,1,0.31567053604025774,0.7250000000000001,0.39651997524314353,0.7152777777777778
A106,2,0.3218564109906383,0.5583333333333333,0.41318971834858476,0.6180555555555556
A106,3,0.3252542041843473,0.6111111111111112,0.43717151764181267,0.6527777777777778
A106,4,0.35682480808090095,0.5666666666666668,0.4471261038439314,0.6527777777777778
A107,1,0.09685993307538344,0.2361111111111111,0.43905519471503784,0.5034722222222222
A107,2,0.05240685902856072,0.4083333333333334,0.4335206348549864,0.4375
A107,3,0.17726844094901528,0.3888888888888889,0.4308473063725137,0.4895833333333333
A107,4,0.13837306403823757,0.2972222222222223,0.43390119437364216,0.3854166666666667
A108,1,0.33388452081436276,0.44166666666666665,0.4443695530603002,0.5243055555555556
A108,2,0.2673553314213813,0.3416666666666667,0.44038979657395283,0.4756944444444444
A108,3,0.30456875796034727,0.4361111111111111,0.4572383420148082,0.6041666666666666
A108,4,0.25759207600639283,0.3888888888888889,0.4173556510179534,0.3645833333333333
A109,1,0.13380199324349076,0.6888888888888889,0.4548120172648402,0.5034722222222222
A109,2,0.1652048569426259,0.5555555555555556,0.43592523425371343,0.4479166666666667
A109,3,0.13794830176305697,0.6888888888888889,0.4587865876639642,0.5277777777777778
A109,4,0.09188514297326598,0.6472222222222223,0.43186766850343355,0.3645833333333333
