UID,test,SD_confidence,mean_confidence,SD_accuracy,mean_accuracy
A018,3,0.33040971388525175,0.41111111111111115,0.45898641051682953,0.5381944444444444
A018,4,0.3122937504041204,0.37777777777777777,0.4395700524215856,0.5625
A019,1,0.17361118935835482,0.55,0.4449194815586552,0.5104166666666666
A019,2,0.1285223594169884,0.5194444444444444,0.44134654888515057,0.4513888888888889
A019,3,0.13426901732747026,0.5666666666666667,0.4407228155615438,0.4826388888888889
A019,4,0.13274518166429267,0.4388888888888889,0.4458116685535119,0.5138888888888888
A020,1,0.36355917519079983,0.6277777777777778,0.452993866271387,0.5277777777777778
A020,2,0.3630422661494865,0.5944444444444444,0.4451529954502974,0.5277777777777778
A020,3,0.30610634665367337,0.4694444444444445,0.456636316286947,0.4895833333333333
A020,4,0.26203429514280363,0.375,0.4038976525947112,0.3506944444444444
A021,1,0.269454326005015,0.7250000000000001,0.40148394534832516,0.7222222222222222
A021,2,0.28234431083192546,0.6833333333333333,0.39284920372849114,0.6493055555555556
A021,3,0.30022161871572134,0.6527777777777778,0.44449334629247106,0.5694444444444444
A021,4,0.3595772165305907,0.6166666666666667,0.43934748529216694,0.5763888888888888
A022,1,0.33761336703765726,0.4694444444444445,0.415241105932852,0.6354166666666666
A022,2,0.27371838217162936,0.39722222222222225,0.4349143917703967,0.65625
A022,3,0.339934634239519,0.47777777777777775,0.43186766850343355,0.6145833333333334
A022,4,0.20044941681405676,0.3194444444444444,0.45169650647233417,0.6111111111111112
A023,1,0.3352526900670345,0.6499999999999999,0.43994537913213533,0.6354166666666666
A023,2,0.3126443328660211,0.6499999999999999,0.42790021213981166,0.5833333333333334
A023,3,0.26179529448183847,0.6638888888888889,0.4131157376281571,0.6145833333333334
A023,4,0.3020923383796223,0.6527777777777778,0.4205075320455536,0.5729166666666666
A024,1,0.32253640718423,0.5861111111111111,0.42879929807331657,0.65625
A024,2,0.33472713293237333,0.5916666666666667,0.47273831459329274,0.5520833333333334
A024,3,0.31304451777590064,0.6055555555555556,0.4466747029968673,0.5451388888888888
A024,4,0.3058122410247232,0.5,0.4460310101011262,0.4166666666666667
A025,1,0.3215280418410513,0.7166666666666667,0.38492664890745565,0.7743055555555556
A025,2,0.3342592773218768,0.6194444444444445,0.3496414159082271,0.7604166666666666
A025,3,0.30753449365678054,0.5083333333333333,0.4499608746684476,0.5833333333333334
A025,4,0.22237866167998005,0.3111111111111111,0.4453589354410123,0.4618055555555556
A026,1,0.34139316890448745,0.6583333333333333,0.39210157154749536,0.7048611111111112
A026,2,0.34612769586763115,0.5861111111111111,0.4860007140459858,0.4756944444444444
A026,3,0.3332394233911024,0.6222222222222222,0.4234050205466394,0.6701388888888888
A026,4,0.34067042435199596,0.6333333333333333,0.4400704169005069,0.5833333333333334
A027,1,0.34630850042236727,0.675,0.45055825223176976,0.6597222222222222
A027,2,0.3484371545978203,0.6499999999999999,0.4211612049600251,0.6458333333333334
A027,3,0.2758966035261139,0.5222222222222223,0.4383863701646823,0.4756944444444444
A027,4,0.2661967690915958,0.41111111111111115,0.4283571265381551,0.5555555555555556
A028,1,0.2997651663045216,0.7833333333333333,0.3350162913844008,0.8125
A028,2,0.31745022899239483,0.6583333333333333,0.4349143917703967,0.59375
A028,3,0.3274480450731416,0.5305555555555556,0.4618542736724932,0.5868055555555556
A028,4,0.27644909143727436,0.4861111111111111,0.44392911977057964,0.5520833333333334
A029,1,0.23812977616698755,0.8361111111111111,0.38398851948800705,0.7708333333333334
A029,2,0.2695704576022632,0.7527777777777778,0.42944034985607377,0.6458333333333334
A029,3,0.2980242714170737,0.6861111111111111,0.41813122888590853,0.7152777777777778
A029,4,0.2968799676299644,0.6555555555555556,0.398043311827704,0.6840277777777778
A030,1,0.3172159801945148,0.5722222222222223,0.4377165236612299,0.6076388888888888
A030,2,0.31839778862248247,0.6944444444444444,0.4202748700001912,0.7048611111111112
A030,3,0.3236987915767243,0.5472222222222222,0.4446583503244958,0.5902777777777778
A030,4,0.3304097138852518,0.5888888888888889,0.4419417382415922,0.6145833333333334
A031,1,0.18914187237976668,0.8833333333333333,0.33826674915475297,0.8159722222222222
A031,2,0.3850085867790271,0.6222222222222222,0.4659655825274614,0.5451388888888888
A031,3,0.3299831645537222,0.538888888888889,0.4478774275857682,0.53125
A031,4,0.278605964141269,0.41111111111111115,0.426512199701864,0.4826388888888889
A032,1,0.37227885958750684,0.6333333333333333,0.427843063530256,0.6319444444444444
A032,2,0.3626972508506894,0.44999999999999996,0.45759917727445,0.46875
A032,3,0.3710999595374555,0.5444444444444445,0.4100263121829087,0.6909722222222222
A032,4,0.3380765810402834,0.6083333333333333,0.4023205137382978,0.71875
A033,1,0.3586511855918611,0.6194444444444445,0.43838637016468235,0.5868055555555556
A033,2,0.33172145488447524,0.5694444444444444,0.45380283268685817,0.6180555555555556
A033,3,0.3474814368894914,0.6694444444444445,0.47202656353463424,0.5972222222222222
A033,4,0.3437799638384649,0.48888888888888893,0.4125234142356586,0.6493055555555556
A034,1,0.22951264962530535,0.8500000000000001,0.3203913637695167,0.8402777777777778
A034,2,0.21227952753168797,0.8527777777777777,0.4237658136149404,0.7083333333333334
A034,3,0.27049771548851764,0.7583333333333333,0.4653485744843836,0.5833333333333334
A034,4,0.2756554289197979,0.6583333333333333,0.4556714207210848,0.53125
A035,1,0.29823424010638183,0.6416666666666667,0.4580264657735214,0.5243055555555556
A035,2,0.2893519822639247,0.6722222222222222,0.44007041690050686,0.625
A035,3,0.3038485538257042,0.575,0.43390119437364216,0.5520833333333334
A035,4,0.2726442705771758,0.49444444444444446,0.4415681084115985,0.4375
A036,1,0.25672488822007866,0.44722222222222224,0.38226530128090397,0.75
A036,2,0.19347736257210046,0.35555555555555557,0.4267414611306093,0.5729166666666666
A036,3,0.22094901301811154,0.3638888888888889,0.45385671251283455,0.5416666666666666
A036,4,0.1804185708841382,0.3111111111111111,0.44392911977057964,0.4479166666666667
A037,1,0.3384466957796959,0.7194444444444444,0.4038976525947112,0.7118055555555556
A037,2,0.3130945049247663,0.6333333333333333,0.3705724539978273,0.75
A037,3,0.33734673097780044,0.5333333333333333,0.3873488397177316,0.6944444444444444
A037,4,0.3162277660168379,0.4166666666666667,0.4228415686463121,0.5277777777777778
A038,1,0.24565074384158042,0.7777777777777778,0.4295969059070901,0.6701388888888888
A038,2,0.29703806472165095,0.7277777777777777,0.41358898556753854,0.5868055555555556
A038,3,0.30210528898680805,0.7333333333333333,0.4024572411895648,0.75
A038,4,0.31977104485359603,0.7166666666666667,0.4687907520105095,0.6076388888888888
A039,1,0.1733179841524616,0.8805555555555555,0.33870019311150606,0.8368055555555556
A039,2,0.22390404271537384,0.8472222222222222,0.3174009278228178,0.8055555555555556
A039,3,0.29070094986690553,0.7333333333333333,0.4391804859252371,0.6527777777777778
A039,4,0.3134941151766508,0.6555555555555556,0.4234050205466394,0.6423611111111112
A040,1,0.3722368203056171,0.5944444444444444,0.4236359635081337,0.5520833333333334
A040,2,0.3634300168557898,0.5555555555555556,0.4549329689743104,0.5972222222222222
A040,3,0.3339899635837099,0.4,0.4383863701646823,0.4756944444444444
