UID,test,SD_accuracy,N_items,mean_accuracy
A048,1,0.3943402157912598,72,0.7326388888888888
A048,2,0.44925385889712655,72,0.5763888888888888
A048,3,0.43261723062265084,72,0.6597222222222222
A048,4,0.42944034985607377,72,0.6458333333333334
A049,1,0.36997811126727675,72,0.8125
A049,2,0.42616807630848624,72,0.5243055555555556
A049,3,0.438065529859066,72,0.625
A049,4,0.41033928097198685,72,0.6736111111111112
A050,1,0.4357008052618107,72,0.5798611111111112
A050,2,0.42583803043999496,72,0.5833333333333334
A050,3,0.43198089329885164,72,0.4340277777777778
A050,4,0.4527643963382603,72,0.5104166666666666
A051,1,0.4235349414574526,72,0.7361111111111112
A051,2,0.4360514248003583,72,0.5833333333333334
A051,3,0.46333432549628634,72,0.53125
A051,4,0.44449334629247106,72,0.5694444444444444
A052,1,0.3860683964393673,72,0.7118055555555556
A052,2,0.4463461247365016,72,0.6631944444444444
A052,3,0.4703529582354232,72,0.5381944444444444
A052,4,0.43390119437364216,72,0.4479166666666667
A053,1,0.4283571265381551,72,0.6944444444444444
A053,2,0.40294300749937917,72,0.6805555555555556
A053,3,0.45380283268685817,72,0.5069444444444444
A053,4,0.4638749494218194,72,0.5555555555555556
A054,1,0.4174874544796374,72,0.6666666666666666
A054,2,0.41782409665234604,72,0.6631944444444444
A054,3,0.4499608746684476,72,0.625
A054,4,0.3843067860320675,72,0.7638888888888888
A055,1,0.4040943621496429,72,0.6875
A055,2,0.43603740543196207,72,0.6284722222222222
A055,3,0.4298245220067253,72,0.53125
A055,4,0.433294960381154,72,0.4513888888888889
A056,1,0.4417203661216396,72,0.6423611111111112
A056,2,0.4313010986714269,72,0.5381944444444444
A056,3,0.41535886307266917,72,0.6215277777777778
A056,4,0.42166891665602463,72,0.4340277777777778
A057,1,0.4184089161654667,72,0.59375
A057,2,0.4460310101011263,72,0.4583333333333333
A057,3,0.43867910637783625,72,0.4652777777777778
A057,4,0.44392911977057964,72,0.3854166666666667
A058,1,0.42301501839804384,72,0.7013888888888888
A058,2,0.4317685724511391,72,0.5138888888888888
A058,3,0.46428329592312434,72,0.5729166666666666
A058,4,0.4363737459631184,72,0.4756944444444444
A059,1,0.40026399738876567,72,0.75
A059,2,0.40842793768508306,72,0.7291666666666666
A059,3,0.41672534798048017,72,0.6736111111111112
A059,4,0.4132341004234024,72,0.6284722222222222
A060,1,0.4194595365668796,72,0.6354166666666666
A060,2,0.40818839048694844,72,0.7013888888888888
A060,3,0.41531470805795506,72,0.6180555555555556
A060,4,0.4123010735783566,72,0.5972222222222222
A061,1,0.2304302551834554,72,0.9131944444444444
A061,2,0.38124045948708246,72,0.7222222222222222
A061,3,0.4645070754694587,72,0.5972222222222222
A061,4,0.45759917727445,72,0.5520833333333334
A062,1,0.4009354281270072,72,0.7152777777777778
A062,2,0.4536411548124719,72,0.6388888888888888
A062,3,0.45915951998051,72,0.3958333333333333
A062,4,0.42616807630848624,72,0.4131944444444444
A063,1,0.4089514579900349,72,0.6840277777777778
A063,2,0.43040723882888715,72,0.6805555555555556
A063,3,0.45373547390708846,72,0.53125
A063,4,0.43693373816780934,72,0.4895833333333333
A064,1,0.35431334990619917,72,0.8402777777777778
A064,2,0.42214705697799193,72,0.6805555555555556
A064,3,0.45380283268685817,72,0.6180555555555556
A064,4,0.4205075320455536,72,0.5104166666666666
A065,1,0.4062669281413495,72,0.3958333333333333
A065,2,0.43288562552795906,72,0.5729166666666666
A065,3,0.4440392690483174,72,0.3715277777777778
A065,4,0.3898500725018965,72,0.2951388888888889
A066,1,0.4538567125128345,72,0.5416666666666666
A066,2,0.4726477876203484,72,0.5138888888888888
A066,3,0.4473311354661483,72,0.4618055555555556
A066,4,0.4343517961118643,72,0.4131944444444444
A067,1,0.42532092274415995,72,0.6041666666666666
A067,2,0.4227114346265148,72,0.5034722222222222
A067,3,0.41883239968958225,72,0.4236111111111111
A067,4,0.4160206259181849,72,0.4097222222222222
A068,1,0.3844976195054019,72,0.7430555555555556
A068,2,0.4415681084115985,72,0.6041666666666666
A068,3,0.47285468094941674,72,0.5833333333333334
A068,4,0.413899260459688,72,0.5902777777777778
A069,1,0.4531962432526097,72,0.4618055555555556
A069,2,0.4425084988087764,72,0.4444444444444444
A069,3,0.4614967654011709,72,0.5069444444444444
A069,4,0.4236359635081337,72,0.3645833333333333
A070,1,0.3973054538144083,72,0.7118055555555556
A070,2,0.4446583503244958,72,0.5347222222222222
A070,3,0.4459076437566005,72,0.53125
A070,4,0.4490905433416917,72,0.4722222222222222
A071,1,0.46890809801265604,72,0.6388888888888888
A071,2,0.4536411548124719,72,0.6111111111111112
A071,3,0.43894379472727196,72,0.5104166666666666
A071,4,0.4473311354661482,72,0.4618055555555556
A072,1,0.4158442587968901,72,0.6944444444444444
A072,2,0.4499608746684476,72,0.6666666666666666
A072,3,0.4029430074993792,72,0.5694444444444444
A072,4,0.4385118524708694,72,0.5694444444444444
A073,1,0.43994537913213533,72,0.6145833333333334
A073,2,0.44383271672803104,72,0.6111111111111112
A073,3,0.4150054914130335,72,0.6701388888888888
A073,4,0.4127160125828092,72,0.6875
A074,1,0.40728883369570557,72,0.6944444444444444
A074,2,0.45081596601192775,72,0.5729166666666666
A074,3,0.45951884664563564,72,0.53125
A074,4,0.44383271672803104,72,0.4861111111111111
A075,1,0.4438327167280311,72,0.6111111111111112
A075,2,0.4193575084278382,72,0.6388888888888888
A075,3,0.4340138886666596,72,0.4340277777777778
A075,4,0.4522240077750603,72,0.4131944444444444
A076,1,0.4426742426808006,72,0.5347222222222222
A076,2,0.4426742426808006,72,0.4652777777777778
A076,3,0.4385118524708694,72,0.4305555555555556
A076,4,0.4205075320455536,72,0.4270833333333333
A077,1,0.43838637016468235,72,0.7256944444444444
A077,2,0.4329985841378869,72,0.5590277777777778
A077,3,0.44667470299686723,72,0.5173611111111112
A077,4,0.43288562552795906,72,0.59375
A078,1,0.42513403483411544,72,0.5381944444444444
A078,2,0.43199504431169017,72,0.625
A078,3,0.4370456505057316,72,0.4965277777777778
A078,4,0.4261680763084862,72,0.4756944444444444
A079,1,0.41629972105020546,72,0.6770833333333334
A079,2,0.45027323907584826,72,0.5243055555555556
A079,3,0.44750875355353914,72,0.5208333333333334
A079,4,0.4305776409096624,72,0.4652777777777778
A080,1,0.39528470752104744,72,0.6875
A080,2,0.42738559955176936,72,0.6458333333333334
A080,3,0.45189946445873425,72,0.6284722222222222
A080,4,0.4459076437566005,72,0.4479166666666667
A081,1,0.44947152066323837,72,0.6041666666666666
A081,2,0.41676935354366945,72,0.6493055555555556
A081,3,0.43367571793392884,72,0.6423611111111112
A081,4,0.45142575388163847,72,0.6041666666666666
A082,1,0.43027939298209383,72,0.6631944444444444
A082,2,0.39570204148298604,72,0.71875
A082,3,0.438065529859066,72,0.625
A082,4,0.424227180995586,72,0.5694444444444444
A083,1,0.366575292712039,72,0.7673611111111112
A083,2,0.4502732390758483,72,0.5868055555555556
A083,3,0.4427156689533094,72,0.5451388888888888
A083,4,0.4645070754694587,72,0.6527777777777778
A084,1,0.4200566322948589,72,0.6944444444444444
A084,2,0.43125857592797395,72,0.5763888888888888
A084,3,0.44007041690050686,72,0.5833333333333334
A084,4,0.4236359635081337,72,0.6354166666666666
A085,1,0.45081596601192775,72,0.5729166666666666
A085,2,0.424227180995586,72,0.6944444444444444
A085,3,0.4214514008223084,72,0.6111111111111112
A085,4,0.42162542246656515,72,0.5069444444444444
A086,1,0.39902500009927366,72,0.6770833333333334
A086,2,0.4378421979404676,72,0.6388888888888888
A086,3,0.45513448372822757,72,0.3993055555555556
A086,4,0.4557921443742087,72,0.4583333333333333
A087,1,0.36310692002186096,72,0.7638888888888888
A087,2,0.4277716170318318,72,0.6979166666666666
A087,3,0.44634612473650165,72,0.5868055555555556
A087,4,0.46143052976890997,72,0.53125
A088,1,0.3844976195054019,72,0.7569444444444444
A088,2,0.3152170613635117,72,0.84375
A088,3,0.4440392690483174,72,0.6215277777777778
A088,4,0.3843067860320675,72,0.7638888888888888
A089,1,0.3641660086370437,72,0.7951388888888888
A089,2,0.42259572630035425,72,0.6770833333333334
A089,3,0.46617544149549656,72,0.59375
A089,4,0.423708107369202,72,0.6180555555555556
A090,1,0.4339716317362227,72,0.6319444444444444
A090,2,0.4370456505057316,72,0.5034722222222222
A090,3,0.43198089329885164,72,0.4340277777777778
A090,4,0.42409747215020516,72,0.4756944444444444
A091,1,0.44787742758576815,72,0.6354166666666666
A091,2,0.43756287274588757,72,0.5625
A091,3,0.4339011943736422,72,0.46875
A091,4,0.4525483183464333,72,0.4826388888888889
A092,1,0.431485315468312,72,0.5208333333333334
A092,2,0.431768572451139,72,0.4861111111111111
A092,3,0.45124967758215284,72,0.4618055555555556
A092,4,0.4289133328597414,72,0.4965277777777778
A093,1,0.44118030622162757,72,0.6527777777777778
A093,2,0.41537358036784866,72,0.6666666666666666
A093,3,0.39854979680346264,72,0.6944444444444444
A093,4,0.4446583503244958,72,0.5347222222222222
A094,1,0.4464693699220141,72,0.4444444444444444
A094,2,0.4395700524215856,72,0.5208333333333334
A094,3,0.4413465488851505,72,0.4236111111111111
A094,4,0.4215529221784414,72,0.46875
A095,1,0.4283571265381551,72,0.6805555555555556
A095,2,0.4415681084115985,72,0.6041666666666666
A095,3,0.4614967654011709,72,0.5069444444444444
A095,4,0.4411803062216276,72,0.5277777777777778
A096,1,0.43199504431169017,72,0.5
A096,2,0.4188761838938684,72,0.4618055555555556
A096,3,0.42754290800417166,72,0.3576388888888889
A096,4,0.4335206348549864,72,0.3958333333333333
A097,1,0.42616807630848624,72,0.5868055555555556
A097,2,0.4237658136149404,72,0.5833333333333334
A097,3,0.4446583503244958,72,0.5347222222222222
A097,4,0.4268560456694618,72,0.5590277777777778
A098,1,0.4346472496311159,72,0.6597222222222222
A098,2,0.4349143917703967,72,0.59375
A098,3,0.4377165236612299,72,0.6701388888888888
A098,4,0.4460310101011263,72,0.4583333333333333
A099,1,0.39656622293203314,72,0.7326388888888888
A099,2,0.4195906791483445,72,0.6666666666666666
A099,3,0.4115887763457253,72,0.6805555555555556
A099,4,0.43502682359332323,72,0.6909722222222222
A100,1,0.44293654363818397,72,0.5729166666666666
A100,2,0.39651997524314353,72,0.7152777777777778
A100,3,0.4609003020387439,72,0.6006944444444444
A100,4,0.4556714207210848,72,0.53125
A101,1,0.43198089329885164,72,0.5659722222222222
A101,2,0.43693373816780934,72,0.5104166666666666
A101,3,0.4216834137222505,72,0.4166666666666667
A101,4,0.4557921443742087,72,0.4583333333333333
A102,1,0.4391804859252371,72,0.5972222222222222
A102,2,0.3943402157912598,72,0.7048611111111112
A102,3,0.43447844365039573,72,0.5694444444444444
A102,4,0.44134654888515057,72,0.5486111111111112
A103,1,0.30321697195469965,72,0.8055555555555556
A103,2,0.43125857592797395,72,0.5763888888888888
A103,3,0.4366678314144234,72,0.5347222222222222
A103,4,0.42715668384196065,72,0.5486111111111112
A104,1,0.4659262234478766,72,0.6597222222222222
A104,2,0.43972300197550923,72,0.6423611111111112
A104,3,0.44885907791976976,72,0.5729166666666666
A104,4,0.4088318553091147,72,0.3854166666666667
A105,1,0.4453177550619287,72,0.6736111111111112
A105,2,0.4596252598576557,72,0.6215277777777778
A105,3,0.4490905433416917,72,0.5277777777777778
A105,4,0.47531751598438376,72,0.5451388888888888
A106,1,0.39651997524314353,72,0.7152777777777778
A106,2,0.41318971834858476,72,0.6180555555555556
A106,3,0.43717151764181267,72,0.6527777777777778
A106,4,0.4471261038439314,72,0.6527777777777778
A107,1,0.43905519471503784,72,0.5034722222222222
A107,2,0.4335206348549864,72,0.4375
A107,3,0.4308473063725137,72,0.4895833333333333
A107,4,0.43390119437364216,72,0.3854166666666667
A108,1,0.4443695530603002,72,0.5243055555555556
A108,2,0.44038979657395283,72,0.4756944444444444
A108,3,0.4572383420148082,72,0.6041666666666666
A108,4,0.4173556510179534,72,0.3645833333333333
A109,1,0.4548120172648402,72,0.5034722222222222
A109,2,0.43592523425371343,72,0.4479166666666667
A109,3,0.4587865876639642,72,0.5277777777777778
A109,4,0.43186766850343355,72,0.3645833333333333
