model,p_uncorrected,p_bonferroni,p_chapter,p_fdr,achieved_power,min_detectable_f2,power_adequate
RAVLT_reverse,0.0049981943920449,0.0199927775681797,0.1399494429772572,0.0066642591893932,0.8193146181337407,0.28294112187779075,True
BVMT_reverse,0.0002010302146695,0.0008041208586781,0.005628846010745999,0.000804120858678,0.9715385087899652,0.28294112187779075,True
RAVLT_PctRet_reverse,0.000857334518905,0.0034293380756201,0.02400536652934,0.00171466903781,0.930597350288879,0.28294112187779075,True
BVMT_PctRet_reverse,0.0512879309199602,0.205151723679841,1.0,0.0512879309199602,0.50551952092007,0.28294112187779075,False
