composite_ID,UID,TEST,paradigm,CTT_mean,n_items
A055_4,A055,T4,IRE,0.30357142857142855,14
A056_1,A056,T1,IFR,0.7083333333333334,12
A056_1,A056,T1,ICR,0.7236842105263158,19
A056_1,A056,T1,IRE,0.7142857142857143,14
A056_2,A056,T2,IFR,0.5416666666666666,12
A056_2,A056,T2,ICR,0.618421052631579,19
A056_2,A056,T2,IRE,0.5892857142857143,14
A056_3,A056,T3,IFR,0.2916666666666667,12
A056_3,A056,T3,ICR,0.6973684210526315,19
A056_3,A056,T3,IRE,0.6964285714285714,14
A056_4,A056,T4,IFR,0.20833333333333334,12
A056_4,A056,T4,ICR,0.5131578947368421,19
A056_4,A056,T4,IRE,0.48214285714285715,14
A057_1,A057,T1,IFR,0.5833333333333334,12
A057_1,A057,T1,ICR,0.6710526315789473,19
A057_1,A057,T1,IRE,0.6428571428571429,14
A057_2,A057,T2,IFR,0.4583333333333333,12
A057_2,A057,T2,ICR,0.4868421052631579,19
A057_2,A057,T2,IRE,0.48214285714285715,14
A057_3,A057,T3,IFR,0.4791666666666667,12
A057_3,A057,T3,ICR,0.4605263157894737,19
A057_3,A057,T3,IRE,0.5,14
A057_4,A057,T4,IFR,0.375,12
A057_4,A057,T4,ICR,0.34210526315789475,19
A057_4,A057,T4,IRE,0.26785714285714285,14
A058_1,A058,T1,IFR,0.6875,12
A058_1,A058,T1,ICR,0.7368421052631579,19
A058_1,A058,T1,IRE,0.875,14
A058_2,A058,T2,IFR,0.2708333333333333,12
A058_2,A058,T2,ICR,0.6052631578947368,19
A058_2,A058,T2,IRE,0.4107142857142857,14
A058_3,A058,T3,IFR,0.5833333333333334,12
A058_3,A058,T3,ICR,0.6447368421052632,19
A058_3,A058,T3,IRE,0.5357142857142857,14
A058_4,A058,T4,IFR,0.3333333333333333,12
A058_4,A058,T4,ICR,0.5131578947368421,19
A058_4,A058,T4,IRE,0.4642857142857143,14
A059_1,A059,T1,IFR,0.5208333333333334,12
A059_1,A059,T1,ICR,0.8947368421052632,19
A059_1,A059,T1,IRE,0.8392857142857143,14
A059_2,A059,T2,IFR,0.6041666666666666,12
A059_2,A059,T2,ICR,0.8289473684210527,19
A059_2,A059,T2,IRE,0.8214285714285714,14
A059_3,A059,T3,IFR,0.8541666666666666,12
A059_3,A059,T3,ICR,0.8289473684210527,19
A059_3,A059,T3,IRE,0.8571428571428571,14
A059_4,A059,T4,IFR,0.625,12
A059_4,A059,T4,ICR,0.5657894736842105,19
A059_4,A059,T4,IRE,0.6785714285714286,14
A060_1,A060,T1,IFR,0.625,12
A060_1,A060,T1,ICR,0.631578947368421,19
A060_1,A060,T1,IRE,0.5535714285714286,14
A060_2,A060,T2,IFR,0.75,12
A060_2,A060,T2,ICR,0.7631578947368421,19
A060_2,A060,T2,IRE,0.7142857142857143,14
A060_3,A060,T3,IFR,0.4166666666666667,12
A060_3,A060,T3,ICR,0.6842105263157895,19
A060_3,A060,T3,IRE,0.75,14
A060_4,A060,T4,IFR,0.7708333333333334,12
A060_4,A060,T4,ICR,0.6578947368421053,19
A060_4,A060,T4,IRE,0.5892857142857143,14
A061_1,A061,T1,IFR,0.9583333333333334,12
A061_1,A061,T1,ICR,0.9210526315789473,19
A061_1,A061,T1,IRE,0.9642857142857143,14
A061_2,A061,T2,IFR,0.6666666666666666,12
A061_2,A061,T2,ICR,0.8552631578947368,19
A061_2,A061,T2,IRE,0.8571428571428571,14
A061_3,A061,T3,IFR,0.7916666666666666,12
A061_3,A061,T3,ICR,0.6052631578947368,19
A061_3,A061,T3,IRE,0.6785714285714286,14
A061_4,A061,T4,IFR,0.5416666666666666,12
A061_4,A061,T4,ICR,0.5394736842105263,19
A061_4,A061,T4,IRE,0.6785714285714286,14
A062_1,A062,T1,IFR,0.8333333333333334,12
A062_1,A062,T1,ICR,0.8421052631578947,19
A062_1,A062,T1,IRE,0.75,14
A062_2,A062,T2,IFR,0.5833333333333334,12
A062_2,A062,T2,ICR,0.6052631578947368,19
A062_2,A062,T2,IRE,0.75,14
A062_3,A062,T3,IFR,0.3333333333333333,12
A062_3,A062,T3,ICR,0.42105263157894735,19
A062_3,A062,T3,IRE,0.42857142857142855,14
A062_4,A062,T4,IFR,0.14583333333333334,12
A062_4,A062,T4,ICR,0.5,19
A062_4,A062,T4,IRE,0.5,14
A063_1,A063,T1,IFR,0.7916666666666666,12
A063_1,A063,T1,ICR,0.7894736842105263,19
A063_1,A063,T1,IRE,0.75,14
A063_2,A063,T2,IFR,0.4166666666666667,12
A063_2,A063,T2,ICR,0.8421052631578947,19
A063_2,A063,T2,IRE,0.7857142857142857,14
A063_3,A063,T3,IFR,0.3541666666666667,12
A063_3,A063,T3,ICR,0.6052631578947368,19
A063_3,A063,T3,IRE,0.5535714285714286,14
A063_4,A063,T4,IFR,0.3541666666666667,12
A063_4,A063,T4,ICR,0.47368421052631576,19
A063_4,A063,T4,IRE,0.5,14
A064_1,A064,T1,IFR,0.625,12
A064_1,A064,T1,ICR,0.8421052631578947,19
A064_1,A064,T1,IRE,0.8928571428571429,14
A064_2,A064,T2,IFR,0.7083333333333334,12
A064_2,A064,T2,ICR,0.7368421052631579,19
A064_2,A064,T2,IRE,0.6785714285714286,14
A064_3,A064,T3,IFR,0.4791666666666667,12
A064_3,A064,T3,ICR,0.6710526315789473,19
A064_3,A064,T3,IRE,0.6071428571428571,14
A064_4,A064,T4,IFR,0.3958333333333333,12
A064_4,A064,T4,ICR,0.5657894736842105,19
A064_4,A064,T4,IRE,0.4642857142857143,14
A065_1,A065,T1,IFR,0.1875,12
A065_1,A065,T1,ICR,0.2894736842105263,19
A065_1,A065,T1,IRE,0.42857142857142855,14
A065_2,A065,T2,IFR,0.625,12
A065_2,A065,T2,ICR,0.5131578947368421,19
A065_2,A065,T2,IRE,0.5714285714285714,14
A065_3,A065,T3,IFR,0.3541666666666667,12
A065_3,A065,T3,ICR,0.35526315789473684,19
A065_3,A065,T3,IRE,0.3392857142857143,14
A065_4,A065,T4,IFR,0.20833333333333334,12
A065_4,A065,T4,ICR,0.15789473684210525,19
A065_4,A065,T4,IRE,0.26785714285714285,14
A066_1,A066,T1,IFR,0.7291666666666666,12
A066_1,A066,T1,ICR,0.5394736842105263,19
A066_1,A066,T1,IRE,0.4642857142857143,14
A066_2,A066,T2,IFR,0.5416666666666666,12
A066_2,A066,T2,ICR,0.5263157894736842,19
A066_2,A066,T2,IRE,0.5357142857142857,14
A066_3,A066,T3,IFR,0.375,12
A066_3,A066,T3,ICR,0.47368421052631576,19
A066_3,A066,T3,IRE,0.48214285714285715,14
A066_4,A066,T4,IFR,0.4791666666666667,12
A066_4,A066,T4,ICR,0.3815789473684211,19
A066_4,A066,T4,IRE,0.3392857142857143,14
A067_1,A067,T1,IFR,0.6666666666666666,12
A067_1,A067,T1,ICR,0.5526315789473685,19
A067_1,A067,T1,IRE,0.7142857142857143,14
A067_2,A067,T2,IFR,0.3541666666666667,12
A067_2,A067,T2,ICR,0.4342105263157895,19
A067_2,A067,T2,IRE,0.44642857142857145,14
A067_3,A067,T3,IFR,0.2708333333333333,12
A067_3,A067,T3,ICR,0.4605263157894737,19
A067_3,A067,T3,IRE,0.35714285714285715,14
A067_4,A067,T4,IFR,0.4375,12
A067_4,A067,T4,ICR,0.40789473684210525,19
A067_4,A067,T4,IRE,0.2857142857142857,14
A068_1,A068,T1,IFR,0.7083333333333334,12
A068_1,A068,T1,ICR,0.8421052631578947,19
A068_1,A068,T1,IRE,0.75,14
A068_2,A068,T2,IFR,0.3333333333333333,12
A068_2,A068,T2,ICR,0.631578947368421,19
A068_2,A068,T2,IRE,0.6428571428571429,14
A068_3,A068,T3,IFR,0.6458333333333334,12
A068_3,A068,T3,ICR,0.6447368421052632,19
A068_3,A068,T3,IRE,0.6071428571428571,14
A068_4,A068,T4,IFR,0.5416666666666666,12
A068_4,A068,T4,ICR,0.6578947368421053,19
A068_4,A068,T4,IRE,0.5714285714285714,14
A069_1,A069,T1,IFR,0.2916666666666667,12
A069_1,A069,T1,ICR,0.5131578947368421,19
A069_1,A069,T1,IRE,0.5357142857142857,14
A069_2,A069,T2,IFR,0.3125,12
A069_2,A069,T2,ICR,0.42105263157894735,19
A069_2,A069,T2,IRE,0.5178571428571429,14
A069_3,A069,T3,IFR,0.3541666666666667,12
A069_3,A069,T3,ICR,0.631578947368421,19
A069_3,A069,T3,IRE,0.625,14
A069_4,A069,T4,IFR,0.3541666666666667,12
A069_4,A069,T4,ICR,0.39473684210526316,19
A069_4,A069,T4,IRE,0.32142857142857145,14
A070_1,A070,T1,IFR,0.3958333333333333,12
A070_1,A070,T1,ICR,0.7763157894736842,19
A070_1,A070,T1,IRE,0.625,14
A070_2,A070,T2,IFR,0.4791666666666667,12
A070_2,A070,T2,ICR,0.5921052631578947,19
A070_2,A070,T2,IRE,0.5714285714285714,14
A070_3,A070,T3,IFR,0.4583333333333333,12
A070_3,A070,T3,ICR,0.5789473684210527,19
A070_3,A070,T3,IRE,0.5178571428571429,14
A070_4,A070,T4,IFR,0.4583333333333333,12
A070_4,A070,T4,ICR,0.4868421052631579,19
A070_4,A070,T4,IRE,0.5178571428571429,14
A071_1,A071,T1,IFR,0.75,12
A071_1,A071,T1,ICR,0.6578947368421053,19
A071_1,A071,T1,IRE,0.6428571428571429,14
A071_2,A071,T2,IFR,0.7083333333333334,12
A071_2,A071,T2,ICR,0.631578947368421,19
A071_2,A071,T2,IRE,0.7142857142857143,14
A071_3,A071,T3,IFR,0.375,12
A071_3,A071,T3,ICR,0.5131578947368421,19
A071_3,A071,T3,IRE,0.4642857142857143,14
A071_4,A071,T4,IFR,0.5833333333333334,12
A071_4,A071,T4,ICR,0.5,19
A071_4,A071,T4,IRE,0.6071428571428571,14
A072_1,A072,T1,IFR,0.625,12
A072_1,A072,T1,ICR,0.7894736842105263,19
A072_1,A072,T1,IRE,0.75,14
A072_2,A072,T2,IFR,0.875,12
A072_2,A072,T2,ICR,0.75,19
A072_2,A072,T2,IRE,0.7857142857142857,14
A072_3,A072,T3,IFR,0.5833333333333334,12
A072_3,A072,T3,ICR,0.6447368421052632,19
A072_3,A072,T3,IRE,0.6964285714285714,14
A072_4,A072,T4,IFR,0.625,12
A072_4,A072,T4,ICR,0.7105263157894737,19
A072_4,A072,T4,IRE,0.5714285714285714,14
A073_1,A073,T1,IFR,0.7083333333333334,12
A073_1,A073,T1,ICR,0.6578947368421053,19
A073_1,A073,T1,IRE,0.6785714285714286,14
A073_2,A073,T2,IFR,0.3333333333333333,12
A073_2,A073,T2,ICR,0.5657894736842105,19
A073_2,A073,T2,IRE,0.6607142857142857,14
A073_3,A073,T3,IFR,0.7083333333333334,12
A073_3,A073,T3,ICR,0.7894736842105263,19
A073_3,A073,T3,IRE,0.75,14
A073_4,A073,T4,IFR,0.6666666666666666,12
A073_4,A073,T4,ICR,0.7631578947368421,19
A073_4,A073,T4,IRE,0.8392857142857143,14
A074_1,A074,T1,IFR,0.7916666666666666,12
A074_1,A074,T1,ICR,0.7894736842105263,19
A074_1,A074,T1,IRE,0.8928571428571429,14
A074_2,A074,T2,IFR,0.375,12
A074_2,A074,T2,ICR,0.6447368421052632,19
A074_2,A074,T2,IRE,0.6785714285714286,14
A074_3,A074,T3,IFR,0.5,12
A074_3,A074,T3,ICR,0.6052631578947368,19
A074_3,A074,T3,IRE,0.4107142857142857,14
A074_4,A074,T4,IFR,0.4583333333333333,12
A074_4,A074,T4,ICR,0.42105263157894735,19
A074_4,A074,T4,IRE,0.5357142857142857,14
A075_1,A075,T1,IFR,0.5416666666666666,12
A075_1,A075,T1,ICR,0.7631578947368421,19
A075_1,A075,T1,IRE,0.6785714285714286,14
A075_2,A075,T2,IFR,0.5,12
A075_2,A075,T2,ICR,0.6973684210526315,19
A075_2,A075,T2,IRE,0.625,14
A075_3,A075,T3,IFR,0.25,12
A075_3,A075,T3,ICR,0.34210526315789475,19
A075_3,A075,T3,IRE,0.44642857142857145,14
A075_4,A075,T4,IFR,0.3541666666666667,12
A075_4,A075,T4,ICR,0.3684210526315789,19
A075_4,A075,T4,IRE,0.6071428571428571,14
A076_1,A076,T1,IFR,0.4375,12
A076_1,A076,T1,ICR,0.5657894736842105,19
A076_1,A076,T1,IRE,0.5,14
A076_2,A076,T2,IFR,0.3541666666666667,12
A076_2,A076,T2,ICR,0.5,19
A076_2,A076,T2,IRE,0.4107142857142857,14
A076_3,A076,T3,IFR,0.20833333333333334,12
A076_3,A076,T3,ICR,0.39473684210526316,19
A076_3,A076,T3,IRE,0.2857142857142857,14
A076_4,A076,T4,IFR,0.25,12
A076_4,A076,T4,ICR,0.34210526315789475,19
A076_4,A076,T4,IRE,0.39285714285714285,14
A077_1,A077,T1,IFR,0.75,12
A077_1,A077,T1,ICR,0.6973684210526315,19
A077_1,A077,T1,IRE,0.6428571428571429,14
A077_2,A077,T2,IFR,0.5208333333333334,12
A077_2,A077,T2,ICR,0.631578947368421,19
A077_2,A077,T2,IRE,0.39285714285714285,14
A077_3,A077,T3,IFR,0.3541666666666667,12
A077_3,A077,T3,ICR,0.6052631578947368,19
A077_3,A077,T3,IRE,0.44642857142857145,14
A077_4,A077,T4,IFR,0.7291666666666666,12
A077_4,A077,T4,ICR,0.7236842105263158,19
A077_4,A077,T4,IRE,0.625,14
A078_1,A078,T1,IFR,0.25,12
A078_1,A078,T1,ICR,0.6052631578947368,19
A078_1,A078,T1,IRE,0.5535714285714286,14
A078_2,A078,T2,IFR,0.5,12
A078_2,A078,T2,ICR,0.6842105263157895,19
A078_2,A078,T2,IRE,0.625,14
A078_3,A078,T3,IFR,0.4166666666666667,12
A078_3,A078,T3,ICR,0.5657894736842105,19
A078_3,A078,T3,IRE,0.5714285714285714,14
A078_4,A078,T4,IFR,0.3958333333333333,12
A078_4,A078,T4,ICR,0.5,19
A078_4,A078,T4,IRE,0.3392857142857143,14
A079_1,A079,T1,IFR,0.5208333333333334,12
A079_1,A079,T1,ICR,0.7894736842105263,19
A079_1,A079,T1,IRE,0.75,14
A079_2,A079,T2,IFR,0.5416666666666666,12
A079_2,A079,T2,ICR,0.5657894736842105,19
A079_2,A079,T2,IRE,0.5535714285714286,14
A079_3,A079,T3,IFR,0.5416666666666666,12
A079_3,A079,T3,ICR,0.4473684210526316,19
A079_3,A079,T3,IRE,0.5357142857142857,14
A079_4,A079,T4,IFR,0.3125,12
A079_4,A079,T4,ICR,0.5657894736842105,19
A079_4,A079,T4,IRE,0.42857142857142855,14
A080_1,A080,T1,IFR,0.5833333333333334,12
A080_1,A080,T1,ICR,0.7105263157894737,19
A080_1,A080,T1,IRE,0.7857142857142857,14
A080_2,A080,T2,IFR,0.7291666666666666,12
A080_2,A080,T2,ICR,0.6842105263157895,19
A080_2,A080,T2,IRE,0.6785714285714286,14
A080_3,A080,T3,IFR,0.5208333333333334,12
A080_3,A080,T3,ICR,0.7763157894736842,19
A080_3,A080,T3,IRE,0.5714285714285714,14
A080_4,A080,T4,IFR,0.5833333333333334,12
A080_4,A080,T4,ICR,0.5394736842105263,19
A080_4,A080,T4,IRE,0.39285714285714285,14
A081_1,A081,T1,IFR,0.2708333333333333,12
A081_1,A081,T1,ICR,0.631578947368421,19
A081_1,A081,T1,IRE,0.7142857142857143,14
A081_2,A081,T2,IFR,0.625,12
A081_2,A081,T2,ICR,0.6052631578947368,19
A081_2,A081,T2,IRE,0.5892857142857143,14
A081_3,A081,T3,IFR,0.6666666666666666,12
A081_3,A081,T3,ICR,0.8421052631578947,19
A081_3,A081,T3,IRE,0.7678571428571429,14
A081_4,A081,T4,IFR,0.8333333333333334,12
A081_4,A081,T4,ICR,0.5526315789473685,19
A081_4,A081,T4,IRE,0.7142857142857143,14
A082_1,A082,T1,IFR,0.5625,12
A082_1,A082,T1,ICR,0.7368421052631579,19
A082_1,A082,T1,IRE,0.6785714285714286,14
A082_2,A082,T2,IFR,0.7708333333333334,12
A082_2,A082,T2,ICR,0.8157894736842105,19
A082_2,A082,T2,IRE,0.7857142857142857,14
A082_3,A082,T3,IFR,0.625,12
A082_3,A082,T3,ICR,0.6578947368421053,19
A082_3,A082,T3,IRE,0.5714285714285714,14
A082_4,A082,T4,IFR,0.375,12
A082_4,A082,T4,ICR,0.6710526315789473,19
A082_4,A082,T4,IRE,0.5892857142857143,14
A083_1,A083,T1,IFR,0.9166666666666666,12
A083_1,A083,T1,ICR,0.7763157894736842,19
A083_1,A083,T1,IRE,0.8392857142857143,14
A083_2,A083,T2,IFR,0.6666666666666666,12
A083_2,A083,T2,ICR,0.5657894736842105,19
A083_2,A083,T2,IRE,0.7321428571428571,14
A083_3,A083,T3,IFR,0.4375,12
A083_3,A083,T3,ICR,0.6973684210526315,19
A083_3,A083,T3,IRE,0.5892857142857143,14
A083_4,A083,T4,IFR,0.625,12
A083_4,A083,T4,ICR,0.631578947368421,19
A083_4,A083,T4,IRE,0.75,14
A084_1,A084,T1,IFR,0.4583333333333333,12
A084_1,A084,T1,ICR,0.8421052631578947,19
A084_1,A084,T1,IRE,0.8392857142857143,14
A084_2,A084,T2,IFR,0.3958333333333333,12
A084_2,A084,T2,ICR,0.5789473684210527,19
A084_2,A084,T2,IRE,0.6428571428571429,14
A084_3,A084,T3,IFR,0.6041666666666666,12
A084_3,A084,T3,ICR,0.6052631578947368,19
A084_3,A084,T3,IRE,0.5892857142857143,14
A084_4,A084,T4,IFR,0.4166666666666667,12
A084_4,A084,T4,ICR,0.6447368421052632,19
A084_4,A084,T4,IRE,0.6428571428571429,14
A085_1,A085,T1,IFR,0.5416666666666666,12
A085_1,A085,T1,ICR,0.5789473684210527,19
A085_1,A085,T1,IRE,0.6607142857142857,14
A085_2,A085,T2,IFR,0.6666666666666666,12
A085_2,A085,T2,ICR,0.7368421052631579,19
A085_2,A085,T2,IRE,0.7142857142857143,14
A085_3,A085,T3,IFR,0.625,12
A085_3,A085,T3,ICR,0.6052631578947368,19
A085_3,A085,T3,IRE,0.5357142857142857,14
A085_4,A085,T4,IFR,0.2916666666666667,12
A085_4,A085,T4,ICR,0.4868421052631579,19
A085_4,A085,T4,IRE,0.5892857142857143,14
A086_1,A086,T1,IFR,0.5,12
A086_1,A086,T1,ICR,0.7368421052631579,19
A086_1,A086,T1,IRE,0.7321428571428571,14
A086_2,A086,T2,IFR,0.3333333333333333,12
A086_2,A086,T2,ICR,0.7368421052631579,19
A086_2,A086,T2,IRE,0.75,14
A086_3,A086,T3,IFR,0.2916666666666667,12
A086_3,A086,T3,ICR,0.3815789473684211,19
A086_3,A086,T3,IRE,0.35714285714285715,14
A086_4,A086,T4,IFR,0.4166666666666667,12
A086_4,A086,T4,ICR,0.5131578947368421,19
A086_4,A086,T4,IRE,0.42857142857142855,14
A087_1,A087,T1,IFR,0.8125,12
A087_1,A087,T1,ICR,0.8026315789473685,19
A087_1,A087,T1,IRE,0.8571428571428571,14
A087_2,A087,T2,IFR,0.6458333333333334,12
A087_2,A087,T2,ICR,0.8157894736842105,19
A087_2,A087,T2,IRE,0.8214285714285714,14
A087_3,A087,T3,IFR,0.6458333333333334,12
A087_3,A087,T3,ICR,0.6447368421052632,19
A087_3,A087,T3,IRE,0.625,14
A087_4,A087,T4,IFR,0.75,12
A087_4,A087,T4,ICR,0.5263157894736842,19
A087_4,A087,T4,IRE,0.6071428571428571,14
A088_1,A088,T1,IFR,0.6666666666666666,12
A088_1,A088,T1,ICR,0.8421052631578947,19
A088_1,A088,T1,IRE,0.8928571428571429,14
A088_2,A088,T2,IFR,0.8541666666666666,12
A088_2,A088,T2,ICR,0.9473684210526315,19
A088_2,A088,T2,IRE,0.9642857142857143,14
A088_3,A088,T3,IFR,0.9583333333333334,12
A088_3,A088,T3,ICR,0.7236842105263158,19
A088_3,A088,T3,IRE,0.6428571428571429,14
A088_4,A088,T4,IFR,0.75,12
A088_4,A088,T4,ICR,0.9473684210526315,19
A088_4,A088,T4,IRE,0.9285714285714286,14
A089_1,A089,T1,IFR,0.7083333333333334,12
A089_1,A089,T1,ICR,0.9078947368421053,19
A089_1,A089,T1,IRE,0.6607142857142857,14
A089_2,A089,T2,IFR,0.8333333333333334,12
A089_2,A089,T2,ICR,0.6842105263157895,19
A089_2,A089,T2,IRE,0.6607142857142857,14
A089_3,A089,T3,IFR,0.6041666666666666,12
A089_3,A089,T3,ICR,0.7631578947368421,19
A089_3,A089,T3,IRE,0.75,14
A089_4,A089,T4,IFR,0.5,12
A089_4,A089,T4,ICR,0.7368421052631579,19
A089_4,A089,T4,IRE,0.75,14
A090_1,A090,T1,IFR,0.7916666666666666,12
A090_1,A090,T1,ICR,0.5394736842105263,19
A090_1,A090,T1,IRE,0.7857142857142857,14
A090_2,A090,T2,IFR,0.6666666666666666,12
A090_2,A090,T2,ICR,0.47368421052631576,19
A090_2,A090,T2,IRE,0.5535714285714286,14
A090_3,A090,T3,IFR,0.4375,12
A090_3,A090,T3,ICR,0.42105263157894735,19
A090_3,A090,T3,IRE,0.25,14
A090_4,A090,T4,IFR,0.375,12
A090_4,A090,T4,ICR,0.631578947368421,19
A090_4,A090,T4,IRE,0.4107142857142857,14
A091_1,A091,T1,IFR,0.625,12
A091_1,A091,T1,ICR,0.75,19
A091_1,A091,T1,IRE,0.75,14
A091_2,A091,T2,IFR,0.5833333333333334,12
A091_2,A091,T2,ICR,0.618421052631579,19
A091_2,A091,T2,IRE,0.5714285714285714,14
A091_3,A091,T3,IFR,0.4166666666666667,12
A091_3,A091,T3,ICR,0.4605263157894737,19
A091_3,A091,T3,IRE,0.5,14
A091_4,A091,T4,IFR,0.375,12
A091_4,A091,T4,ICR,0.5,19
A091_4,A091,T4,IRE,0.44642857142857145,14
A092_1,A092,T1,IFR,0.375,12
A092_1,A092,T1,ICR,0.7368421052631579,19
A092_1,A092,T1,IRE,0.6071428571428571,14
A092_2,A092,T2,IFR,0.25,12
A092_2,A092,T2,ICR,0.42105263157894735,19
A092_2,A092,T2,IRE,0.5357142857142857,14
A092_3,A092,T3,IFR,0.2916666666666667,12
A092_3,A092,T3,ICR,0.5263157894736842,19
A092_3,A092,T3,IRE,0.39285714285714285,14
A092_4,A092,T4,IFR,0.2916666666666667,12
A092_4,A092,T4,ICR,0.5131578947368421,19
A092_4,A092,T4,IRE,0.5714285714285714,14
A093_1,A093,T1,IFR,0.625,12
A093_1,A093,T1,ICR,0.6842105263157895,19
A093_1,A093,T1,IRE,0.6785714285714286,14
A093_2,A093,T2,IFR,0.875,12
A093_2,A093,T2,ICR,0.6973684210526315,19
A093_2,A093,T2,IRE,0.5714285714285714,14
A093_3,A093,T3,IFR,0.7916666666666666,12
A093_3,A093,T3,ICR,0.6578947368421053,19
A093_3,A093,T3,IRE,0.5357142857142857,14
A093_4,A093,T4,IFR,0.75,12
A093_4,A093,T4,ICR,0.631578947368421,19
A093_4,A093,T4,IRE,0.5357142857142857,14
A094_1,A094,T1,IFR,0.25,12
A094_1,A094,T1,ICR,0.6052631578947368,19
A094_1,A094,T1,IRE,0.2857142857142857,14
A094_2,A094,T2,IFR,0.5,12
A094_2,A094,T2,ICR,0.6052631578947368,19
A094_2,A094,T2,IRE,0.5714285714285714,14
A094_3,A094,T3,IFR,0.4166666666666667,12
A094_3,A094,T3,ICR,0.3815789473684211,19
A094_3,A094,T3,IRE,0.3392857142857143,14
A094_4,A094,T4,IFR,0.5,12
A094_4,A094,T4,ICR,0.3815789473684211,19
A094_4,A094,T4,IRE,0.4107142857142857,14
A095_1,A095,T1,IFR,0.8333333333333334,12
A095_1,A095,T1,ICR,0.868421052631579,19
A095_1,A095,T1,IRE,0.7678571428571429,14
A095_2,A095,T2,IFR,0.4583333333333333,12
A095_2,A095,T2,ICR,0.6842105263157895,19
A095_2,A095,T2,IRE,0.5535714285714286,14
A095_3,A095,T3,IFR,0.5833333333333334,12
A095_3,A095,T3,ICR,0.5394736842105263,19
A095_3,A095,T3,IRE,0.5535714285714286,14
A095_4,A095,T4,IFR,0.5416666666666666,12
A095_4,A095,T4,ICR,0.618421052631579,19
A095_4,A095,T4,IRE,0.375,14
A096_1,A096,T1,IFR,0.3541666666666667,12
A096_1,A096,T1,ICR,0.5789473684210527,19
A096_1,A096,T1,IRE,0.5535714285714286,14
A096_2,A096,T2,IFR,0.3125,12
A096_2,A096,T2,ICR,0.5131578947368421,19
A096_2,A096,T2,IRE,0.5535714285714286,14
A096_3,A096,T3,IFR,0.25,12
A096_3,A096,T3,ICR,0.32894736842105265,19
A096_3,A096,T3,IRE,0.39285714285714285,14
A096_4,A096,T4,IFR,0.5,12
A096_4,A096,T4,ICR,0.32894736842105265,19
A096_4,A096,T4,IRE,0.16071428571428573,14
A097_1,A097,T1,IFR,0.5208333333333334,12
A097_1,A097,T1,ICR,0.5263157894736842,19
A097_1,A097,T1,IRE,0.6964285714285714,14
A097_2,A097,T2,IFR,0.6041666666666666,12
A097_2,A097,T2,ICR,0.5921052631578947,19
A097_2,A097,T2,IRE,0.6785714285714286,14
A097_3,A097,T3,IFR,0.6875,12
A097_3,A097,T3,ICR,0.5526315789473685,19
A097_3,A097,T3,IRE,0.625,14
A097_4,A097,T4,IFR,0.4791666666666667,12
A097_4,A097,T4,ICR,0.5789473684210527,19
A097_4,A097,T4,IRE,0.6071428571428571,14
A098_1,A098,T1,IFR,0.6666666666666666,12
A098_1,A098,T1,ICR,0.6842105263157895,19
A098_1,A098,T1,IRE,0.6428571428571429,14
A098_2,A098,T2,IFR,0.625,12
A098_2,A098,T2,ICR,0.5789473684210527,19
A098_2,A098,T2,IRE,0.625,14
A098_3,A098,T3,IFR,0.7708333333333334,12
A098_3,A098,T3,ICR,0.7236842105263158,19
A098_3,A098,T3,IRE,0.7678571428571429,14
A098_4,A098,T4,IFR,0.2916666666666667,12
A098_4,A098,T4,ICR,0.5,19
A098_4,A098,T4,IRE,0.42857142857142855,14
A099_1,A099,T1,IFR,0.5625,12
A099_1,A099,T1,ICR,0.7894736842105263,19
A099_1,A099,T1,IRE,0.7857142857142857,14
A099_2,A099,T2,IFR,0.875,12
A099_2,A099,T2,ICR,0.7105263157894737,19
A099_2,A099,T2,IRE,0.6785714285714286,14
A099_3,A099,T3,IFR,0.6666666666666666,12
A099_3,A099,T3,ICR,0.75,19
A099_3,A099,T3,IRE,0.6607142857142857,14
A099_4,A099,T4,IFR,0.9166666666666666,12
A099_4,A099,T4,ICR,0.6578947368421053,19
A099_4,A099,T4,IRE,0.75,14
A100_1,A100,T1,IFR,0.5625,12
A100_1,A100,T1,ICR,0.6578947368421053,19
A100_1,A100,T1,IRE,0.6071428571428571,14
A100_2,A100,T2,IFR,0.9166666666666666,12
A100_2,A100,T2,ICR,0.75,19
A100_2,A100,T2,IRE,0.7678571428571429,14
A100_3,A100,T3,IFR,0.6875,12
A100_3,A100,T3,ICR,0.7105263157894737,19
A100_3,A100,T3,IRE,0.5,14
A100_4,A100,T4,IFR,0.6666666666666666,12
A100_4,A100,T4,ICR,0.6052631578947368,19
A100_4,A100,T4,IRE,0.44642857142857145,14
A101_1,A101,T1,IFR,0.4166666666666667,12
A101_1,A101,T1,ICR,0.6710526315789473,19
A101_1,A101,T1,IRE,0.6428571428571429,14
A101_2,A101,T2,IFR,0.16666666666666666,12
A101_2,A101,T2,ICR,0.6578947368421053,19
A101_2,A101,T2,IRE,0.5178571428571429,14
A101_3,A101,T3,IFR,0.3125,12
A101_3,A101,T3,ICR,0.40789473684210525,19
A101_3,A101,T3,IRE,0.3392857142857143,14
A101_4,A101,T4,IFR,0.2916666666666667,12
A101_4,A101,T4,ICR,0.4868421052631579,19
A101_4,A101,T4,IRE,0.375,14
A102_1,A102,T1,IFR,0.5,12
A102_1,A102,T1,ICR,0.4868421052631579,19
A102_1,A102,T1,IRE,0.6071428571428571,14
A102_2,A102,T2,IFR,0.7916666666666666,12
