UID,TEST,composite_ID,paradigm,IRT_theta,CTT_mean,IRT_fitted,CTT_fitted
A021,T4,A021_4,ICR,0.77135384,0.6578947368421053,0.2752590010659307,0.6668165521392803
A021,T4,A021_4,IRE,0.6826978,0.6071428571428571,0.22698285227594028,0.6529532644694156
A022,T1,A022_1,IFR,0.16907588,0.6666666666666666,0.28291183903116557,0.6359730070586445
A022,T1,A022_1,ICR,0.08487166,0.6842105263157895,0.3770610222831994,0.7364617415869318
A022,T1,A022_1,IRE,0.10991881,0.6428571428571429,0.37368260509536577,0.7210143267258915
A022,T2,A022_2,IFR,0.4875518,0.6458333333333334,0.4661827644844734,0.6216746479074365
A022,T2,A022_2,ICR,0.80793685,0.6842105263157895,0.490172548053048,0.7008489315732921
A022,T2,A022_2,IRE,0.7072509,0.75,0.46010130267369,0.6863433200826818
A022,T3,A022_3,IFR,0.77547616,0.75,0.5457210696939296,0.6154692596203951
A022,T3,A022_3,ICR,0.55696887,0.6578947368421053,0.5392621624429835,0.6853932200619051
A022,T3,A022_3,IRE,0.32368746,0.5892857142857143,0.4976064155375395,0.6712963446746307
A022,T4,A022_4,IFR,0.44959623,0.625,0.5918489353535897,0.6118704738967505
A022,T4,A022_4,ICR,0.63891745,0.6973684210526315,0.567731453206728,0.6764297529325228
A022,T4,A022_4,IRE,0.8941155,0.7321428571428571,0.5193573291781831,0.6625699221241502
A023,T1,A023_1,IFR,0.5031585,0.5208333333333334,0.5128931836034365,0.6161996645638393
A023,T1,A023_1,ICR,0.8567801,0.7631578947368421,0.6070423668554703,0.7166883990921267
A023,T1,A023_1,IRE,0.36951885,0.75,0.6036639496676367,0.7012409842310864
A023,T2,A023_2,IFR,-0.1653372,0.3333333333333333,0.21299562246811723,0.5720321448850157
A023,T2,A023_2,ICR,0.26234666,0.6842105263157895,0.23540080564834642,0.6507250263828602
A023,T2,A023_2,IRE,0.015596133,0.7142857142857143,0.20472668358946772,0.6362406861972106
A023,T3,A023_3,IFR,0.068792194,0.4791666666666667,0.0958630360123775,0.5547814016721323
A023,T3,A023_3,ICR,0.40942284,0.7105263157894737,0.09024678327536223,0.6249613608581045
A023,T3,A023_3,IRE,0.22199889,0.6607142857142857,0.048911632501963925,0.6108531738737396
A023,T4,A023_4,IFR,0.025527501,0.5208333333333334,0.015830168743019013,0.5429945327603272
A023,T4,A023_4,ICR,0.22926755,0.6447368421052632,-0.008932215137519461,0.6073578904174167
A023,T4,A023_4,IRE,-0.12707277,0.6785714285714286,-0.05755169832328516,0.5935067166190686
A024,T1,A024_1,IFR,0.4014854,0.7083333333333334,0.42111838851284067,0.6131596259357402
A024,T1,A024_1,ICR,-0.18276915,0.631578947368421,0.5152675717648745,0.7136483604640276
A024,T1,A024_1,IRE,0.42522484,0.625,0.5118891545770409,0.6982009456029873
A024,T2,A024_2,IFR,0.27175164,0.5208333333333334,-0.16851045446620744,0.5093948283093136
A024,T2,A024_2,ICR,0.632458,0.7105263157894737,-0.14992902790631857,0.5869260511703701
A024,T2,A024_2,IRE,0.46180817,0.6071428571428571,-0.18205793548179872,0.5724930401991806
A024,T3,A024_3,IFR,0.0076772394,0.625,-0.40784681408207285,0.4672756388973592
A024,T3,A024_3,ICR,-0.5480257,0.5263157894736842,-0.419939110502995,0.5354881736825189
A024,T3,A024_3,IRE,0.054807294,0.6071428571428571,-0.4637381352860805,0.5214669195937613
A024,T4,A024_4,IFR,-0.91121835,0.3958333333333333,-0.5075639667107178,0.4497270907121706
A024,T4,A024_4,ICR,-1.3661549,0.3421052631578947,-0.5324361697077887,0.514057085282152
A024,T4,A024_4,IRE,-1.3448688,0.3392857142857143,-0.5810974346480018,0.5002073856699365
A025,T1,A025_1,IFR,1.2585467,0.7708333333333334,1.55807639686848,0.7448222844675364
A025,T1,A025_1,ICR,1.6351862,0.7763157894736842,1.652225580120514,0.8453110189958237
A025,T1,A025_1,IRE,1.0340793,0.8035714285714286,1.6488471629326804,0.8298636041347834
A025,T2,A025_2,IFR,1.9095496,0.9583333333333334,0.49239871242908945,0.6173023917685457
A025,T2,A025_2,ICR,1.7770549,0.868421052631579,0.5173070944406304,0.696755745971824
A025,T2,A025_2,IRE,1.6322045,0.75,0.4875853388021443,0.6822378034305838
A025,T3,A025_3,IFR,-0.28530517,0.4583333333333333,0.018307232366073012,0.5605722044427738
A025,T3,A025_3,ICR,-0.15167001,0.5526315789473685,0.012412235063048449,0.6306674809293189
A025,T3,A025_3,IRE,-0.47655585,0.7142857142857143,-0.029028966800344586,0.6165630357468073
A025,T4,A025_4,IFR,-0.96083295,0.1875,-0.25011979231839376,0.5284519997269553
A025,T4,A025_4,ICR,-0.76431817,0.4736842105263157,-0.27345543094772273,0.5932488031046086
A025,T4,A025_4,IRE,-0.8461859,0.7142857142857143,-0.3215320949811662,0.5793784770117368
A026,T1,A026_1,IFR,0.5969401,0.5416666666666666,0.7746675277900805,0.6587220804861524
A026,T1,A026_1,ICR,1.1173441,0.7894736842105263,0.8688167110421143,0.7592108150144399
A026,T1,A026_1,IRE,0.6719598,0.8392857142857143,0.8654382938542806,0.7437634001533995
A026,T2,A026_2,IFR,0.3370544,0.7083333333333334,0.3671824958684815,0.6125042090479289
A026,T2,A026_2,ICR,0.28154746,0.6052631578947368,0.3887169582898654,0.6909325652660098
A026,T2,A026_2,IRE,-0.07465413,0.4464285714285714,0.3577115620222063,0.6764599134321574
A026,T3,A026_3,IFR,0.7356694,0.7291666666666666,0.2080475072315352,0.5944547596940182
A026,T3,A026_3,ICR,0.8135648,0.7894736842105263,0.20122376783194085,0.6642678839975269
A026,T3,A026_3,IRE,1.1318396,0.8214285714285714,0.15942921697568552,0.6501759060316785
A026,T4,A026_4,IFR,-0.094755605,0.625,0.1046601807659796,0.5827283359272526
A026,T4,A026_4,ICR,-0.47460285,0.5921052631578947,0.07941259445029036,0.6469442889100003
A026,T4,A026_4,IRE,-0.4234665,0.5178571428571429,0.03060851126369768,0.6330996283556483
A027,T1,A027_1,IFR,0.16043636,0.3333333333333333,0.551793000500357,0.5975576341007195
A027,T1,A027_1,ICR,0.56165755,0.7894736842105263,0.6459421837523908,0.6980463686290068
A027,T1,A027_1,IRE,0.76357627,0.7857142857142857,0.6425637665645572,0.6825989537679665
A027,T2,A027_2,IFR,0.46374553,0.6041666666666666,-0.03505281127081844,0.531325947602754
A027,T2,A027_2,ICR,0.6846959,0.6578947368421053,-0.015257650792479593,0.6092259032648549
A027,T2,A027_2,IRE,0.4312134,0.6785714285714286,-0.04692478145564887,0.5947765994134475
A027,T3,A027_3,IFR,-0.9193564,0.3333333333333333,-0.24261294669203137,0.5079006158666329
A027,T3,A027_3,ICR,-0.94683594,0.5,-0.24911588824741335,0.5778111986706147
A027,T3,A027_3,IRE,-0.69983053,0.5892857142857143,-0.29078838843364574,0.563714914389543
A027,T4,A027_4,IFR,-0.42966694,0.3333333333333333,-0.387996316430253,0.49149258231952764
A027,T4,A027_4,ICR,-0.47532603,0.6842105263157895,-0.41291949404697237,0.5558070907817226
A027,T4,A027_4,IRE,0.053597745,0.6428571428571429,-0.46160015277861666,0.5419580754408778
A028,T1,A028_1,IFR,1.7501152,0.9166666666666666,1.5034428839148117,0.7353617187920292
A028,T1,A028_1,ICR,2.2565992,0.8947368421052632,1.5975920671668455,0.8358504533203166
A028,T1,A028_1,IRE,1.4671905,0.7321428571428571,1.5942136499790118,0.8204030384592762
A028,T2,A028_2,IFR,0.095417134,0.6875,0.3260880176776272,0.5883004050732711
A028,T2,A028_2,ICR,-0.061017342,0.631578947368421,0.3515834724178144,0.6679321121827011
A028,T2,A028_2,IRE,-0.12530611,0.6428571428571429,0.3220850743273174,0.6534062889144733
A028,T3,A028_3,IFR,0.1234633,0.4791666666666667,-0.20784150956891798,0.5216082122928032
A028,T3,A028_3,ICR,0.45241958,0.7105263157894737,-0.2134804679604282,0.5917812734927719
A028,T3,A028_3,IRE,0.2184041,0.5357142857142857,-0.25482425732163005,0.5776733913038019
A028,T4,A028_4,IFR,-0.8479047,0.4375,-0.51531592443688,0.4832021270231139
A028,T4,A028_4,ICR,-0.528568,0.5394736842105263,-0.5388842816936185,0.5479282303980437
A028,T4,A028_4,IRE,-1.2986233,0.4107142857142857,-0.5870494857996172,0.5340610282655913
A029,T1,A029_1,IFR,2.242445,1.0,1.8544798527358808,0.7797201631625467
A029,T1,A029_1,ICR,1.9823364,0.8421052631578947,1.9486290359879146,0.880208897690834
A029,T1,A029_1,IRE,2.4757762,0.8571428571428571,1.945250618800081,0.8647614828297937
A029,T2,A029_2,IFR,0.29875055,0.5833333333333334,1.0433010264253857,0.7078807107608822
A029,T2,A029_2,ICR,0.30846474,0.7105263157894737,1.0629356452225196,0.7857318938024811
A029,T2,A029_2,IRE,0.54682654,0.6964285714285714,1.0312074349102467,0.7712847450250502
A029,T3,A029_3,IFR,1.3977594,0.7916666666666666,0.6921321583793878,0.6767805656847578
A029,T3,A029_3,ICR,1.6233219,0.7894736842105263,0.6795085445848444,0.7448316860606793
A029,T3,A029_3,IRE,1.07133,0.8214285714285714,0.6355073749226232,0.7308175642520653
A029,T4,A029_4,IFR,0.5618795,0.75,0.5639999690719661,0.6654329490849278
A029,T4,A029_4,ICR,0.09506731,0.6973684210526315,0.5396061833138356,0.7299082869842014
A029,T4,A029_4,IRE,0.55508226,0.75,0.49112693688034464,0.7160521652108764
A030,T1,A030_1,IFR,0.12693016,0.4375,0.4521299703656062,0.5901672462185436
A030,T1,A030_1,ICR,0.42693013,0.618421052631579,0.54627915361764,0.6906559807468309
A030,T1,A030_1,IRE,0.35405353,0.6785714285714286,0.5429007364298064,0.6752085658857906
A030,T2,A030_2,IFR,0.890774,0.7083333333333334,0.5662546634826695,0.6179872580289414
A030,T2,A030_2,ICR,0.69716036,0.8157894736842105,0.5819299142221734,0.69463558363032
A030,T2,A030_2,IRE,1.2919836,0.75,0.5486953236987506,0.6802415844835623
A030,T3,A030_3,IFR,0.30001456,0.5,0.5970699818417091,0.6254990637326405
A030,T3,A030_3,ICR,0.42517364,0.6447368421052632,0.5915561353997737,0.6957101339878966
A030,T3,A030_3,IRE,0.38871464,0.7321428571428571,0.5502599461005703,0.6816005723253804
A030,T4,A030_4,IFR,0.70453537,0.7083333333333334,0.6265235081551946,0.6326789073538499
A030,T4,A030_4,ICR,0.6671635,0.6710526315789473,0.6007569541435692,0.6967371977638829
A030,T4,A030_4,IRE,0.83179647,0.7857142857142857,0.5517554246332184,0.6828995037104899
A031,T1,A031_1,IFR,1.83632,0.875,1.5890964197020185,0.7431272407039966
A031,T1,A031_1,ICR,1.4814626,0.868421052631579,1.6832456029540523,0.8436159752322839
A031,T1,A031_1,IRE,2.286436,0.9285714285714286,1.6798671857662186,0.8281685603712436
A031,T2,A031_2,IFR,-0.20975925,0.3958333333333333,0.057653174156065426,0.5418700197859454
A031,T2,A031_2,ICR,0.110624164,0.6578947368421053,0.07377275195782329,0.6186533321086756
A031,T2,A031_2,IRE,0.06316654,0.6071428571428571,0.04070721000076648,0.6042533684193663
A031,T3,A031_3,IFR,-0.34666744,0.3958333333333333,-0.3641675082743884,0.486435736786157
A031,T3,A031_3,ICR,-0.1332235,0.631578947368421,-0.36954040269877597,0.5566896283150493
A031,T3,A031_3,IRE,-0.24461146,0.5714285714285714,-0.41078296542756076,0.5425781745456195
A031,T4,A031_4,IFR,-0.9627389,0.3125,-0.7401523726642745,0.43702504583535856
A031,T4,A031_4,ICR,-1.0655026,0.4605263157894737,-0.764682327403463,0.5014590155492024
A031,T4,A031_4,IRE,-1.095342,0.5178571428571429,-0.8132133806544694,0.487604721676428
A032,T1,A032_1,IFR,0.71397096,0.5833333333333334,0.5830398560468109,0.6085200464986008
A032,T1,A032_1,ICR,0.9454206,0.7105263157894737,0.6771890392988447,0.7090087810268881
A032,T1,A032_1,IRE,0.754212,0.7142857142857143,0.6738106221110111,0.6935613661658478
A032,T2,A032_2,IFR,-0.325758,0.5,0.5765856805059797,0.5995522691348245
A032,T2,A032_2,ICR,-0.39917567,0.5263157894736842,0.5773336503435208,0.6716656814283628
A032,T2,A032_2,IRE,-0.7069247,0.4464285714285714,0.5384198301476604,0.6574720626088065
A032,T3,A032_3,IFR,0.41406077,0.6041666666666666,0.5759482264826153,0.5986665563547784
A032,T3,A032_3,ICR,0.39128196,0.6842105263157895,0.5674713187348593,0.6679774475194177
A032,T3,A032_3,IRE,0.38795704,0.6785714285714286,0.5250478038497178,0.6539076612987839
A032,T4,A032_4,IFR,1.8328576,0.9166666666666666,0.5748302292791768,0.5971131511289162
A032,T4,A032_4,ICR,1.7303392,0.7763157894736842,0.5501742921984668,0.6615088473620858
A032,T4,A032_4,IRE,1.5438918,0.6964285714285714,0.501595307736353,0.6476562446467956
A033,T1,A033_1,IFR,0.10781428,0.625,0.16408226673624848,0.5787903073719546
A033,T1,A033_1,ICR,0.14129296,0.631578947368421,0.2582314499882823,0.6792790419002419
A033,T1,A033_1,IRE,-0.12778349,0.5714285714285714,0.2548530328004487,0.6638316270392016
A033,T2,A033_2,IFR,-0.23640966,0.4166666666666667,0.19072150586480618,0.5722072277892636
A033,T2,A033_2,ICR,0.38250932,0.7236842105263158,0.20967711964776115,0.6498521288632948
A033,T2,A033_2,IRE,-0.08431574,0.5892857142857143,0.17769057525243692,0.6354140948903486
A033,T3,A033_3,IFR,0.96893936,0.7083333333333334,0.19948021903854518,0.5700427776115977
A033,T3,A033_3,ICR,0.8144951,0.631578947368421,0.19371294549311358,0.6401768566216459
A033,T3,A033_3,IRE,0.8991813,0.6785714285714286,0.1523203373795643,0.6260706969052882
A033,T4,A033_4,IFR,-0.08949685,0.6458333333333334,0.20766042953175012,0.5680212868167572
A033,T4,A033_4,ICR,-0.39993677,0.631578947368421,0.17880318622313962,0.6311406247065455
A033,T4,A033_4,IRE,0.04133816,0.6071428571428571,0.12862577381227913,0.617344419343335
