term,coef,se,z,p_uncorrected,p_bonferroni,sig
Intercept,0.7465312668066585,0.01757767070415093,42.47043191168479,0.0,0.0,True
C(paradigm)[T.IFR],-0.10632433471245976,0.018087017217399144,-5.878489163496736,4.140279062361277e-09,2.484167437416766e-08,True
C(paradigm)[T.IRE],-0.015705267524353396,0.018087017217399144,-0.8683171655990586,0.3852207275720929,1.0,False
log_TSVR,-0.036929966475544015,0.004216632419092603,-8.75816594975835,1.984528544081829e-18,1.1907171264490974e-17,True
C(paradigm)[T.IFR]:log_TSVR,0.008418991446316275,0.0048271333034860435,1.7440975661965403,0.08114207838761896,0.48685247032571377,False
C(paradigm)[T.IRE]:log_TSVR,0.0003720027586418946,0.004827133303486043,0.07706494419228964,0.9385718805168721,1.0,False
