composite_ID,UID,TEST,TSVR_hours,Days,paradigm,CTT_mean,log_TSVR,TSVR_sq
A090_2,A090,T2,23.54,1,IFR,0.6666666666666666,3.2003044392827653,554.1315999999999
A090_3,A090,T3,95.42,3,IFR,0.4375,4.568713648977476,9104.9764
A090_4,A090,T4,144.07,6,IFR,0.375,4.977216384550811,20756.1649
A091_1,A091,T1,1.0,0,IFR,0.625,0.6931471805599453,1.0
A091_2,A091,T2,22.2,1,IFR,0.5833333333333334,3.1441522786722644,492.84
A091_3,A091,T3,73.64,3,IFR,0.4166666666666667,4.312676556539088,5422.8496000000005
A091_4,A091,T4,142.61,6,IFR,0.375,4.9671012920725275,20337.612100000002
A092_1,A092,T1,1.0,0,IFR,0.375,0.6931471805599453,1.0
A092_2,A092,T2,22.83,1,IFR,0.25,3.170945291110651,521.2089
A092_3,A092,T3,71.31,3,IFR,0.2916666666666667,4.28096243218686,5085.1161
A092_4,A092,T4,146.16,6,IFR,0.2916666666666667,4.991520430236574,21362.7456
A093_1,A093,T1,1.0,0,IFR,0.625,0.6931471805599453,1.0
A093_2,A093,T2,22.09,1,IFR,0.875,3.139399623366404,487.9681
A093_3,A093,T3,70.22,3,IFR,0.7916666666666666,4.265773677849632,4930.8484
A093_4,A093,T4,140.95,6,IFR,0.75,4.95547488291898,19866.902499999997
A094_1,A094,T1,1.0,0,IFR,0.25,0.6931471805599453,1.0
A094_2,A094,T2,22.98,1,IFR,0.5,3.177220149599368,528.0804
A094_3,A094,T3,76.21,3,IFR,0.4166666666666667,4.3465289823207245,5807.964099999999
A094_4,A094,T4,149.99,6,IFR,0.5,5.017213609456379,22497.0001
A095_1,A095,T1,1.0,0,IFR,0.8333333333333334,0.6931471805599453,1.0
A095_2,A095,T2,29.71,1,IFR,0.4583333333333333,3.424588334452731,882.6841000000001
A095_3,A095,T3,78.76,3,IFR,0.5833333333333334,4.379022125653583,6203.137600000001
A095_4,A095,T4,148.79,6,IFR,0.5416666666666666,5.009234313180627,22138.464099999997
A096_1,A096,T1,1.0,0,IFR,0.3541666666666667,0.6931471805599453,1.0
A096_2,A096,T2,24.49,1,IFR,0.3125,3.238286218388024,599.7601
A096_3,A096,T3,71.19,3,IFR,0.25,4.279301532151069,5068.0161
A096_4,A096,T4,143.66,6,IFR,0.5,4.974386161421135,20638.1956
A097_1,A097,T1,1.0,0,IFR,0.5208333333333334,0.6931471805599453,1.0
A097_2,A097,T2,24.37,1,IFR,0.6041666666666666,3.2335673736111907,593.8969000000001
A097_3,A097,T3,70.83,3,IFR,0.6875,4.27430221608671,5016.8889
A097_4,A097,T4,144.85,6,IFR,0.4791666666666667,4.98257869631373,20981.5225
A098_1,A098,T1,1.0,0,IFR,0.6666666666666666,0.6931471805599453,1.0
A098_2,A098,T2,25.77,1,IFR,0.625,3.2872818575322613,664.0929
A098_3,A098,T3,78.84,3,IFR,0.7708333333333334,4.380024632003209,6215.7456
A098_4,A098,T4,146.29,6,IFR,0.2916666666666667,4.992403432501452,21400.764099999997
A099_1,A099,T1,1.0,0,IFR,0.5625,0.6931471805599453,1.0
A099_2,A099,T2,28.75,1,IFR,0.875,3.392829131991639,826.5625
A099_3,A099,T3,78.57,3,IFR,0.6666666666666666,4.3766371373894435,6173.244899999999
A099_4,A099,T4,143.51,6,IFR,0.9166666666666666,4.973348709310239,20595.120099999996
A100_1,A100,T1,1.0,0,IFR,0.5625,0.6931471805599453,1.0
A100_2,A100,T2,31.14,1,IFR,0.9166666666666666,3.4701013603093664,969.6996
A100_3,A100,T3,75.34,3,IFR,0.6875,4.3351970473170836,5676.1156
A100_4,A100,T4,146.8,6,IFR,0.6666666666666666,4.995860008514102,21550.24
A101_1,A101,T1,1.0,0,IFR,0.4166666666666667,0.6931471805599453,1.0
A101_2,A101,T2,29.12,1,IFR,0.1666666666666666,3.405189402931693,847.9744000000001
A101_3,A101,T3,75.21,3,IFR,0.3125,4.333492687678026,5656.544099999999
A101_4,A101,T4,150.22,6,IFR,0.2916666666666667,5.018735730130124,22566.0484
A102_1,A102,T1,1.0,0,IFR,0.5,0.6931471805599453,1.0
A102_2,A102,T2,29.13,1,IFR,0.7916666666666666,3.40552135314221,848.5568999999999
A102_3,A102,T3,75.27,3,IFR,0.25,4.3342796761761475,5665.572899999999
A102_4,A102,T4,150.41,6,IFR,0.625,5.019991389020281,22623.1681
A103_1,A103,T1,1.0,0,IFR,0.8333333333333334,0.6931471805599453,1.0
A103_2,A103,T2,27.26,1,IFR,0.5833333333333334,3.3414473772563813,743.1076
A103_3,A103,T3,80.24,3,IFR,0.2916666666666667,4.397407736712184,6438.457599999999
A103_4,A103,T4,149.72,6,IFR,0.4166666666666667,5.015423810828053,22416.0784
A104_1,A104,T1,1.0,0,IFR,0.9166666666666666,0.6931471805599453,1.0
A104_2,A104,T2,22.6,1,IFR,0.6041666666666666,3.1612467120315646,510.76000000000005
A104_3,A104,T3,72.62,3,IFR,0.4166666666666667,4.298916727950875,5273.664400000001
A104_4,A104,T4,145.78,6,IFR,0.1666666666666666,4.9889348671169165,21251.8084
A105_1,A105,T1,1.0,0,IFR,0.5833333333333334,0.6931471805599453,1.0
A105_2,A105,T2,22.77,1,IFR,0.625,3.1684242813721024,518.4729
A105_3,A105,T3,69.46,3,IFR,0.5416666666666666,4.255045172913092,4824.691599999999
A105_4,A105,T4,146.2,6,IFR,0.5,4.991792206294776,21374.439999999995
A106_1,A106,T1,1.0,0,IFR,0.9166666666666666,0.6931471805599453,1.0
A106_2,A106,T2,22.64,1,IFR,0.3333333333333333,3.1629401925378975,512.5696
A106_3,A106,T3,66.08,3,IFR,0.6875,4.205885936955008,4366.5664
A106_4,A106,T4,147.13,6,IFR,0.8333333333333334,4.998090266593961,21647.2369
A107_1,A107,T1,1.0,0,IFR,0.3958333333333333,0.6931471805599453,1.0
A107_2,A107,T2,26.22,1,IFR,0.5208333333333334,3.30395199722332,687.4884
A107_3,A107,T3,71.45,3,IFR,0.25,4.282896668766692,5105.1025
A107_4,A107,T4,145.95,6,IFR,0.5833333333333334,4.990092392864926,21301.402499999997
A108_1,A108,T1,1.0,0,IFR,0.5,0.6931471805599453,1.0
A108_2,A108,T2,27.61,1,IFR,0.2291666666666666,3.3537563070620187,762.3121
A108_3,A108,T3,68.96,3,IFR,0.4791666666666667,4.247923650150401,4755.481599999999
A108_4,A108,T4,152.12,6,IFR,0.25,5.031221927704644,23140.4944
A109_1,A109,T1,1.0,0,IFR,0.5625,0.6931471805599453,1.0
A109_2,A109,T2,24.65,1,IFR,0.2916666666666667,3.2445435716167785,607.6225
A109_3,A109,T3,71.17,3,IFR,0.5,4.279024447084182,5065.168900000001
A109_4,A109,T4,149.87,6,IFR,0.25,5.016418538851983,22461.016900000002
A010_1,A010,T1,1.0,0,ICR,0.9736842105263158,0.6931471805599453,1.0
A010_2,A010,T2,21.9,1,ICR,0.7631578947368421,3.131136910560194,479.60999999999996
A010_3,A010,T3,80.88,3,ICR,0.5921052631578947,4.405254760793088,6541.5743999999995
A010_4,A010,T4,145.31,6,ICR,0.6842105263157895,4.985727658390071,21114.9961
A011_1,A011,T1,1.0,0,ICR,0.618421052631579,0.6931471805599453,1.0
A011_2,A011,T2,24.57,1,ICR,0.7368421052631579,3.2414197893030954,603.6849
A011_3,A011,T3,72.55,3,ICR,0.6710526315789473,4.297965447047447,5263.5025
A011_4,A011,T4,148.85,6,ICR,0.4736842105263157,5.009634793762673,22156.3225
A012_1,A012,T1,1.0,0,ICR,0.7368421052631579,0.6931471805599453,1.0
A012_2,A012,T2,25.6,1,ICR,0.6842105263157895,3.2809112157876537,655.3600000000001
A012_3,A012,T3,166.33,6,ICR,0.5921052631578947,5.119967910506483,27665.668900000004
A012_4,A012,T4,166.87,6,ICR,0.3421052631578947,5.123189870334323,27845.5969
A013_1,A013,T1,1.0,0,ICR,0.6842105263157895,0.6931471805599453,1.0
A013_2,A013,T2,24.77,1,ICR,0.5131578947368421,3.2492110246642736,613.5529
A013_3,A013,T3,79.66,3,ICR,0.6973684210526315,4.390242789445222,6345.7155999999995
A013_4,A013,T4,147.13,6,ICR,0.4736842105263157,4.998090266593961,21647.2369
A014_1,A014,T1,1.0,0,ICR,0.8421052631578947,0.6931471805599453,1.0
A014_2,A014,T2,25.66,1,ICR,0.7368421052631579,3.2831643147505627,658.4356
A014_3,A014,T3,70.56,3,ICR,0.6447368421052632,4.270536258640519,4978.7136
A014_4,A014,T4,148.87,6,ICR,0.5,5.009768251656904,22162.2769
A015_1,A015,T1,1.0,0,ICR,0.8157894736842105,0.6931471805599453,1.0
A015_2,A015,T2,23.69,1,ICR,0.9210526315789472,3.206398303357088,561.2161000000001
A015_3,A015,T3,70.59,3,ICR,0.7894736842105263,4.270955399408094,4982.9481000000005
A015_4,A015,T4,146.54,6,ICR,0.7105263157894737,4.9940993254561565,21473.971599999997
A016_1,A016,T1,1.0,0,ICR,0.75,0.6931471805599453,1.0
A016_2,A016,T2,32.85,1,ICR,0.7631578947368421,3.521938999358284,1079.1225000000002
A016_3,A016,T3,80.64,3,ICR,0.5657894736842105,4.402319337941644,6502.8096000000005
A016_4,A016,T4,150.8,6,ICR,0.3684210526315789,5.02256386496153,22740.640000000003
A017_1,A017,T1,1.0,0,ICR,0.5,0.6931471805599453,1.0
A017_2,A017,T2,20.61,1,ICR,0.6973684210526315,3.0731561705187946,424.77209999999997
A017_3,A017,T3,61.28,3,ICR,0.6973684210526315,4.131640346965797,3755.2384
A017_4,A017,T4,140.49,6,ICR,0.7368421052631579,4.952229043207861,19737.440100000003
A018_1,A018,T1,1.0,0,ICR,0.7763157894736842,0.6931471805599453,1.0
A018_2,A018,T2,34.03,1,ICR,0.6578947368421053,3.5562048372093953,1158.0409
A018_3,A018,T3,83.64,3,ICR,0.5921052631578947,4.438406968109989,6995.6496
A018_4,A018,T4,150.87,6,ICR,0.5921052631578947,5.023024891742178,22761.7569
A019_1,A019,T1,1.0,0,ICR,0.5789473684210527,0.6931471805599453,1.0
A019_2,A019,T2,28.69,1,ICR,0.4210526315789473,3.3908102887756684,823.1161000000001
A019_3,A019,T3,83.68,3,ICR,0.5263157894736842,4.4388794462666645,7002.342400000001
A019_4,A019,T4,154.76,6,ICR,0.5263157894736842,5.048316361063944,23950.6576
A020_1,A020,T1,1.0,0,ICR,0.5,0.6931471805599453,1.0
A020_2,A020,T2,26.85,1,ICR,0.5263157894736842,3.326832966373293,720.9225000000001
A020_3,A020,T3,78.25,3,ICR,0.5657894736842105,4.37260741275739,6123.0625
A020_4,A020,T4,145.78,6,ICR,0.3421052631578947,4.9889348671169165,21251.8084
A021_1,A021,T1,1.0,0,ICR,0.7894736842105263,0.6931471805599453,1.0
A021_2,A021,T2,30.21,1,ICR,0.7763157894736842,3.440738556282688,912.6441000000001
A021_3,A021,T3,74.19,3,ICR,0.6052631578947368,4.320018243389936,5504.156099999999
A021_4,A021,T4,140.39,6,ICR,0.6578947368421053,4.951522029603749,19709.352099999996
A022_1,A022,T1,1.0,0,ICR,0.6842105263157895,0.6931471805599453,1.0
A022_2,A022,T2,24.15,1,ICR,0.6842105263157895,3.224857896545748,583.2225
A022_3,A022,T3,74.46,3,ICR,0.6578947368421053,4.323602714536165,5544.291599999999
A022_4,A022,T4,141.71,6,ICR,0.6973684210526315,4.9608145991123,20081.724100000003
A023_1,A023,T1,1.0,0,ICR,0.7631578947368421,0.6931471805599453,1.0
A023_2,A023,T2,25.63,1,ICR,0.6842105263157895,3.282038399825841,656.8969
A023_3,A023,T3,72.2,3,ICR,0.7105263157894737,4.293195420967266,5212.84
A023_4,A023,T4,145.07,6,ICR,0.6447368421052632,4.984085958862719,21045.3049
A024_1,A024,T1,1.0,0,ICR,0.631578947368421,0.6931471805599453,1.0
A024_2,A024,T2,29.57,1,ICR,0.7105263157894737,3.420019135902743,874.3849
A024_3,A024,T3,91.47,3,ICR,0.5263157894736842,4.526884267589547,8366.7609
A024_4,A024,T4,145.65,6,ICR,0.3421052631578947,4.9880487954234605,21213.9225
A025_1,A025,T1,1.0,0,ICR,0.7763157894736842,0.6931471805599453,1.0
A025_2,A025,T2,23.33,1,ICR,0.868421052631579,3.1917101567954314,544.2888999999999
A025_3,A025,T3,72.94,3,ICR,0.5526315789473685,4.303253953508486,5320.2436
A025_4,A025,T4,137.74,6,ICR,0.4736842105263157,4.932601677957155,18972.307600000004
A026_1,A026,T1,1.0,0,ICR,0.7894736842105263,0.6931471805599453,1.0
A026_2,A026,T2,26.48,1,ICR,0.6052631578947368,3.3134584673541485,701.1904000000001
A026_3,A026,T3,75.46,3,ICR,0.7894736842105263,4.336767728268267,5694.211599999999
A026_4,A026,T4,147.65,6,ICR,0.5921052631578947,5.001594549444107,21800.522500000003
A027_1,A027,T1,1.0,0,ICR,0.7894736842105263,0.6931471805599453,1.0
A027_2,A027,T2,28.26,1,ICR,0.6578947368421053,3.3762213955919784,798.6276000000001
A027_3,A027,T3,74.58,3,ICR,0.5,4.325191697921343,5562.176399999999
A027_4,A027,T4,145.92,6,ICR,0.6842105263157895,4.989888220951467,21292.646399999998
A028_1,A028,T1,1.0,0,ICR,0.8947368421052632,0.6931471805599453,1.0
A028_2,A028,T2,22.82,1,ICR,0.631578947368421,3.170525563927154,520.7524
A028_3,A028,T3,72.26,3,ICR,0.7105263157894737,4.294014757350668,5221.507600000001
A028_4,A028,T4,138.91,6,ICR,0.5394736842105263,4.940999358745194,19295.9881
A029_1,A029,T1,1.0,0,ICR,0.8421052631578947,0.6931471805599453,1.0
A029_2,A029,T2,28.43,1,ICR,0.7105263157894737,3.382014562245381,808.2649
A029_3,A029,T3,93.26,3,ICR,0.7894736842105263,4.546056921495585,8697.4276
A029_4,A029,T4,143.14,6,ICR,0.6973684210526315,4.970785049496295,20489.059599999997
A030_1,A030,T1,1.0,0,ICR,0.618421052631579,0.6931471805599453,1.0
A030_2,A030,T2,32.95,1,ICR,0.8157894736842105,3.5248888540047054,1085.7025
A030_3,A030,T3,71.93,3,ICR,0.6447368421052632,4.289500076996142,5173.924900000001
A030_4,A030,T4,150.46,6,ICR,0.6710526315789473,5.020321563685677,22638.211600000002
A031_1,A031,T1,1.0,0,ICR,0.868421052631579,0.6931471805599453,1.0
A031_2,A031,T2,32.41,1,ICR,0.6578947368421053,3.508855256368665,1050.4080999999999
A031_3,A031,T3,71.56,3,ICR,0.631578947368421,4.2844138058068815,5120.8336
A031_4,A031,T4,143.85,6,ICR,0.4605263157894737,4.975698724215359,20692.8225
A032_1,A032,T1,1.0,0,ICR,0.7105263157894737,0.6931471805599453,1.0
A032_2,A032,T2,57.18,3,ICR,0.5263157894736842,4.063541653067055,3269.5524
A032_3,A032,T3,80.16,3,ICR,0.6842105263157895,4.396422514957614,6425.625599999999
A032_4,A032,T4,144.51,6,ICR,0.7763157894736842,4.980244812772187,20883.140099999997
A033_1,A033,T1,1.0,0,ICR,0.631578947368421,0.6931471805599453,1.0
A033_2,A033,T2,29.16,1,ICR,0.7236842105263158,3.4065165431397553,850.3056
A033_3,A033,T3,72.6,3,ICR,0.631578947368421,4.298645025734831,5270.759999999999
A033_4,A033,T4,168.33,6,ICR,0.631578947368421,5.131849473677249,28334.988900000004
A034_1,A034,T1,1.0,0,ICR,0.8552631578947368,0.6931471805599453,1.0
A034_2,A034,T2,26.08,1,ICR,0.75,3.298795448044074,680.1664
A034_3,A034,T3,74.28,3,ICR,0.6447368421052632,4.3212144952771245,5517.5184
A034_4,A034,T4,145.38,6,ICR,0.6052631578947368,4.986205980173081,21135.344399999998
A035_1,A035,T1,1.0,0,ICR,0.5131578947368421,0.6931471805599453,1.0
A035_2,A035,T2,44.76,1,ICR,0.6578947368421053,3.8234103470715426,2003.4575999999997
A035_3,A035,T3,79.98,3,ICR,0.5789473684210527,4.394202210604015,6396.800400000001
A035_4,A035,T4,152.47,6,ICR,0.5,5.033505108187003,23247.1009
A036_1,A036,T1,1.0,0,ICR,0.7894736842105263,0.6931471805599453,1.0
A036_2,A036,T2,21.63,1,ICR,0.6052631578947368,3.119276459645446,467.85689999999994
A036_3,A036,T3,71.47,3,ICR,0.631578947368421,4.28317268312119,5107.9609
A036_4,A036,T4,143.85,6,ICR,0.4342105263157895,4.975698724215359,20692.8225
A037_1,A037,T1,1.0,0,ICR,0.7105263157894737,0.6931471805599453,1.0
A037_2,A037,T2,23.7,1,ICR,0.8421052631578947,3.2068032436339315,561.6899999999999
A037_3,A037,T3,72.08,3,ICR,0.6973684210526315,4.291554731509806,5195.5264
A037_4,A037,T4,143.66,6,ICR,0.6710526315789473,4.974386161421135,20638.1956
A038_1,A038,T1,1.0,0,ICR,0.8289473684210527,0.6931471805599453,1.0
A038_2,A038,T2,71.85,3,ICR,0.5921052631578947,4.288402532641213,5162.422499999999
A038_3,A038,T3,72.86,3,ICR,0.6842105263157895,4.3021714094244174,5308.5796
A038_4,A038,T4,152.89,6,ICR,0.5657894736842105,5.0362380614757605,23375.352099999996
A039_1,A039,T1,1.0,0,ICR,0.8947368421052632,0.6931471805599453,1.0
A039_2,A039,T2,28.65,1,ICR,0.8552631578947368,3.3894621254437345,820.8224999999999
A039_3,A039,T3,98.84,3,ICR,0.6710526315789473,4.603568904621118,9769.3456
A039_4,A039,T4,246.24,6,ICR,0.7631578947368421,5.510359524791073,60634.1376
A040_1,A040,T1,1.0,0,ICR,0.5921052631578947,0.6931471805599453,1.0
A040_2,A040,T2,26.26,1,ICR,0.7368421052631579,3.3054204262683866,689.5876000000001
A040_3,A040,T3,71.28,3,ICR,0.3157894736842105,4.280547465724028,5080.838400000001
A040_4,A040,T4,143.53,6,ICR,0.1578947368421052,4.97348709846075,20600.8609
A041_1,A041,T1,1.0,0,ICR,0.7368421052631579,0.6931471805599453,1.0
A041_2,A041,T2,31.78,1,ICR,0.5394736842105263,3.4898185733156835,1009.9684000000001
A041_3,A041,T3,75.74,3,ICR,0.6578947368421053,4.340423084818807,5736.547599999999
A041_4,A041,T4,141.84,6,ICR,0.5789473684210527,4.961725122726247,20118.585600000002
A042_1,A042,T1,1.0,0,ICR,0.631578947368421,0.6931471805599453,1.0
A042_2,A042,T2,28.93,1,ICR,0.6447368421052632,3.3988613218646075,836.9449
A042_3,A042,T3,72.17,3,ICR,0.5,4.292785500895938,5208.5089
A042_4,A042,T4,146.02,6,ICR,0.4078947368421052,4.9905686319459415,21321.840400000005
A043_1,A043,T1,1.0,0,ICR,0.75,0.6931471805599453,1.0
A043_2,A043,T2,25.62,1,ICR,0.7105263157894737,3.2816628129669656,656.3844
A043_3,A043,T3,64.94,3,ICR,0.7631578947368421,4.188745237643585,4217.2036
A043_4,A043,T4,149.33,6,ICR,0.5,5.012832877639743,22299.448900000003
A044_1,A044,T1,1.0,0,ICR,0.6578947368421053,0.6931471805599453,1.0
A044_2,A044,T2,47.66,1,ICR,0.4210526315789473,3.8848573373553763,2271.4755999999998
A044_3,A044,T3,91.63,3,ICR,0.3157894736842105,4.5286130632659365,8396.0569
A044_4,A044,T4,155.27,6,ICR,0.5131578947368421,5.0515852804252095,24108.772900000004
A045_1,A045,T1,1.0,0,ICR,0.5131578947368421,0.6931471805599453,1.0
A045_2,A045,T2,24.66,1,ICR,0.4736842105263157,3.2449333591874905,608.1156
A045_3,A045,T3,72.23,3,ICR,0.5131578947368421,4.2936051730729785,5217.1729000000005
A045_4,A045,T4,151.52,6,ICR,0.4078947368421052,5.027295734989363,22958.310400000002
A046_1,A046,T1,1.0,0,ICR,0.4078947368421052,0.6931471805599453,1.0
A046_2,A046,T2,24.32,1,ICR,0.3552631578947368,3.2315945972759756,591.4624
A046_3,A046,T3,73.05,3,ICR,0.2105263157894736,4.304740540713808,5336.3025
A046_4,A046,T4,147.94,6,ICR,0.3947368421052631,5.003543540282499,21886.243599999998
A047_1,A047,T1,1.0,0,ICR,0.5921052631578947,0.6931471805599453,1.0
A047_2,A047,T2,23.46,1,ICR,0.5657894736842105,3.1970391302590264,550.3716000000001
A047_3,A047,T3,76.85,3,ICR,0.5263157894736842,4.354783898280007,5905.922499999999
A047_4,A047,T4,144.22,6,ICR,0.4210526315789473,4.978249833952101,20799.4084
A048_1,A048,T1,1.0,0,ICR,0.8421052631578947,0.6931471805599453,1.0
A048_2,A048,T2,23.91,1,ICR,0.5526315789473685,3.215269329274089,571.6881
A048_3,A048,T3,81.15,3,ICR,0.5,4.408546844483277,6585.322500000001
A048_4,A048,T4,146.3,6,ICR,0.6973684210526315,4.9924713234685845,21403.690000000002
A049_1,A049,T1,1.0,0,ICR,0.8421052631578947,0.6931471805599453,1.0
A049_2,A049,T2,27.12,1,ICR,0.5789473684210527,3.336481066942464,735.4944
A049_3,A049,T3,111.38,3,ICR,0.7105263157894737,4.721885985684052,12405.5044
A049_4,A049,T4,168.86,6,ICR,0.6447368421052632,5.134974568351863,28513.699600000004
A050_1,A050,T1,1.0,0,ICR,0.5526315789473685,0.6931471805599453,1.0
A050_2,A050,T2,24.73,1,ICR,0.5526315789473685,3.2476576262936527,611.5729
A050_3,A050,T3,93.39,3,ICR,0.3815789473684211,4.547435135336853,8721.6921
A050_4,A050,T4,148.69,6,ICR,0.5131578947368421,5.008566488927144,22108.716099999998
A051_1,A051,T1,1.0,0,ICR,0.8289473684210527,0.6931471805599453,1.0
A051_2,A051,T2,17.16,1,ICR,0.6578947368421053,2.8992213731731473,294.4656
A051_3,A051,T3,65.63,3,ICR,0.6447368421052632,4.199154926574446,4307.296899999999
A051_4,A051,T4,146.99,6,ICR,0.6710526315789473,4.997144703913756,21606.060100000002
A052_1,A052,T1,1.0,0,ICR,0.7894736842105263,0.6931471805599453,1.0
A052_2,A052,T2,31.76,1,ICR,0.6447368421052632,3.4892082589848687,1008.6976000000001
A052_3,A052,T3,80.98,3,ICR,0.5526315789473685,4.406475315076191,6557.760400000001
A052_4,A052,T4,153.27,6,ICR,0.3947368421052631,5.038704314023848,23491.692900000002
A053_1,A053,T1,1.0,0,ICR,0.7763157894736842,0.6931471805599453,1.0
A053_2,A053,T2,32.71,1,ICR,0.8026315789473685,3.5177945292459696,1069.9441000000002
A053_3,A053,T3,78.28,3,ICR,0.6052631578947368,4.372985890021733,6127.758400000001
A053_4,A053,T4,148.9,6,ICR,0.5263157894736842,5.009968405108552,22171.210000000003
A054_1,A054,T1,1.0,0,ICR,0.7368421052631579,0.6931471805599453,1.0
A054_2,A054,T2,16.9,1,ICR,0.7105263157894737,2.884800712846709,285.60999999999996
A054_3,A054,T3,72.83,3,ICR,0.6842105263157895,4.3017651530710745,5304.2089
A054_4,A054,T4,136.83,6,ICR,0.7368421052631579,4.926021041706347,18722.448900000003
A055_1,A055,T1,1.0,0,ICR,0.7763157894736842,0.6931471805599453,1.0
A055_2,A055,T2,23.24,1,ICR,0.75,3.1880041612011136,540.0975999999999
A055_3,A055,T3,74.48,3,ICR,0.6973684210526315,4.32386772050035,5547.2704
A055_4,A055,T4,149.21,6,ICR,0.4736842105263157,5.012034315009963,22263.6241
A056_1,A056,T1,1.0,0,ICR,0.7236842105263158,0.6931471805599453,1.0
A056_2,A056,T2,33.61,1,ICR,0.618421052631579,3.544142657647253,1129.6321
A056_3,A056,T3,71.46,3,ICR,0.6973684210526315,4.283034685466931,5106.531599999999
A056_4,A056,T4,147.84,6,ICR,0.5131578947368421,5.002871903478422,21856.6656
A057_1,A057,T1,1.0,0,ICR,0.6710526315789473,0.6931471805599453,1.0
A057_2,A057,T2,24.78,1,ICR,0.4868421052631579,3.2495989975110415,614.0484
A057_3,A057,T3,73.83,3,ICR,0.4605263157894737,4.315218874092267,5450.8688999999995
A057_4,A057,T4,145.06,6,ICR,0.3421052631578947,4.984017496191964,21042.4036
A058_1,A058,T1,1.0,0,ICR,0.7368421052631579,0.6931471805599453,1.0
A058_2,A058,T2,22.96,1,ICR,0.6052631578947368,3.1763857732472487,527.1616
A058_3,A058,T3,66.28,3,ICR,0.6447368421052632,4.208863015664693,4393.0384
A058_4,A058,T4,143.48,6,ICR,0.5131578947368421,4.973141089668675,20586.510399999996
A059_1,A059,T1,1.0,0,ICR,0.8947368421052632,0.6931471805599453,1.0
A059_2,A059,T2,30.4,1,ICR,0.8289473684210527,3.4468078929142076,924.16
A059_3,A059,T3,79.78,3,ICR,0.8289473684210527,4.391729410135267,6364.8484
A059_4,A059,T4,151.93,6,ICR,0.5657894736842105,5.029980300360032,23082.7249
A060_1,A060,T1,1.0,0,ICR,0.631578947368421,0.6931471805599453,1.0
A060_2,A060,T2,24.87,1,ICR,0.7631578947368421,3.2530839961979376,618.5169000000001
A060_3,A060,T3,94.68,3,ICR,0.6842105263157895,4.561009290202322,8964.3024
A060_4,A060,T4,143.91,6,ICR,0.6578947368421053,4.976112860057833,20710.088099999997
A061_1,A061,T1,1.0,0,ICR,0.9210526315789472,0.6931471805599453,1.0
A061_2,A061,T2,35.16,1,ICR,0.8552631578947368,3.5879535355239756,1236.2255999999998
A061_3,A061,T3,82.55,3,ICR,0.6052631578947368,4.425445255041403,6814.5025
A061_4,A061,T4,146.56,6,ICR,0.5394736842105263,4.994234872728475,21479.8336
A062_1,A062,T1,1.0,0,ICR,0.8421052631578947,0.6931471805599453,1.0
A062_2,A062,T2,44.69,1,ICR,0.6052631578947368,3.8218794555751803,1997.1961
A062_3,A062,T3,92.72,3,ICR,0.4210526315789473,4.540311613639595,8596.9984
A062_4,A062,T4,149.18,6,ICR,0.5,5.011834574671738,22254.672400000003
A063_1,A063,T1,1.0,0,ICR,0.7894736842105263,0.6931471805599453,1.0
A063_2,A063,T2,21.98,1,ICR,0.8421052631578947,3.1346242724206097,483.1204
A063_3,A063,T3,69.99,3,ICR,0.6052631578947368,4.262539022051294,4898.6001
A063_4,A063,T4,141.09,6,ICR,0.4736842105263157,4.956460659649984,19906.3881
A064_1,A064,T1,1.0,0,ICR,0.8421052631578947,0.6931471805599453,1.0
A064_2,A064,T2,37.65,1,ICR,0.7368421052631579,3.654546775033431,1417.5224999999998
A064_3,A064,T3,82.99,3,ICR,0.6710526315789473,4.430697744137536,6887.340099999999
A064_4,A064,T4,156.21,6,ICR,0.5657894736842105,5.057582491203423,24401.564100000003
A065_1,A065,T1,1.0,0,ICR,0.2894736842105263,0.6931471805599453,1.0
A065_2,A065,T2,32.31,1,ICR,0.5131578947368421,3.5058576522055884,1043.9361000000001
A065_3,A065,T3,106.41,3,ICR,0.3552631578947368,4.676653287609955,11323.088099999999
A065_4,A065,T4,187.43,6,ICR,0.1578947368421052,5.238726585134399,35130.0049
A066_1,A066,T1,1.0,0,ICR,0.5394736842105263,0.6931471805599453,1.0
A066_2,A066,T2,23.35,1,ICR,0.5263157894736842,3.192531849528599,545.2225000000001
A066_3,A066,T3,73.79,3,ICR,0.4736842105263157,4.314684186203576,5444.964100000001
A066_4,A066,T4,164.93,6,ICR,0.3815789473684211,5.111566012674697,27201.9049
A067_1,A067,T1,1.0,0,ICR,0.5526315789473685,0.6931471805599453,1.0
A067_2,A067,T2,29.91,1,ICR,0.4342105263157895,3.431079756144025,894.6081
A067_3,A067,T3,73.19,3,ICR,0.4605263157894737,4.306629370201435,5356.7761
A067_4,A067,T4,144.19,6,ICR,0.4078947368421052,4.978043229495596,20790.7561
A068_1,A068,T1,1.0,0,ICR,0.8421052631578947,0.6931471805599453,1.0
A068_2,A068,T2,30.49,1,ICR,0.631578947368421,3.4496700351129332,929.6401
A068_3,A068,T3,82.98,3,ICR,0.6447368421052632,4.430578675256047,6885.680400000001
A068_4,A068,T4,155.59,6,ICR,0.6578947368421053,5.053630924557352,24208.2481
A069_1,A069,T1,1.0,0,ICR,0.5131578947368421,0.6931471805599453,1.0
A069_2,A069,T2,24.96,1,ICR,0.4210526315789473,3.2565568918358894,623.0016
A069_3,A069,T3,79.75,3,ICR,0.631578947368421,4.391357962102766,6360.0625
