composite_ID,UID,TEST,TSVR_hours,Days,paradigm,CTT_mean,log_TSVR,TSVR_sq
A069_4,A069,T4,140.22,6,ICR,0.3947368421052631,4.950318958088201,19661.6484
A070_1,A070,T1,1.0,0,ICR,0.7763157894736842,0.6931471805599453,1.0
A070_2,A070,T2,24.25,1,ICR,0.5921052631578947,3.228826155721369,588.0625
A070_3,A070,T3,81.92,3,ICR,0.5789473684210527,4.417876287567579,6710.8864
A070_4,A070,T4,149.2,6,ICR,0.4868421052631579,5.011967739330034,22260.639999999996
A071_1,A071,T1,1.0,0,ICR,0.6578947368421053,0.6931471805599453,1.0
A071_2,A071,T2,30.92,1,ICR,0.631578947368421,3.463232772581608,956.0464000000001
A071_3,A071,T3,79.96,3,ICR,0.5131578947368421,4.3939552055391555,6393.601599999999
A071_4,A071,T4,153.27,6,ICR,0.5,5.038704314023848,23491.692900000002
A072_1,A072,T1,1.0,0,ICR,0.7894736842105263,0.6931471805599453,1.0
A072_2,A072,T2,33.76,1,ICR,0.75,3.548467300397191,1139.7376
A072_3,A072,T3,83.54,3,ICR,0.6447368421052632,4.437224795138644,6978.931600000001
A072_4,A072,T4,154.89,6,ICR,0.7105263157894737,5.04915063032459,23990.912099999994
A073_1,A073,T1,1.0,0,ICR,0.6578947368421053,0.6931471805599453,1.0
A073_2,A073,T2,66.66,3,ICR,0.5657894736842105,4.214495163352562,4443.5556
A073_3,A073,T3,66.9,3,ICR,0.7894736842105263,4.21803603456465,4475.610000000001
A073_4,A073,T4,140.12,6,ICR,0.7631578947368421,4.949610592258481,19633.614400000002
A074_1,A074,T1,1.0,0,ICR,0.7894736842105263,0.6931471805599453,1.0
A074_2,A074,T2,29.33,1,ICR,0.6447368421052632,3.41213732170049,860.2488999999999
A074_3,A074,T3,73.02,3,ICR,0.6052631578947368,4.30433532695801,5331.920399999999
A074_4,A074,T4,147.21,6,ICR,0.4210526315789473,4.998630186968824,21670.7841
A075_1,A075,T1,1.0,0,ICR,0.7631578947368421,0.6931471805599453,1.0
A075_2,A075,T2,28.68,1,ICR,0.6973684210526315,3.39047341829918,822.5423999999999
A075_3,A075,T3,71.37,3,ICR,0.3421052631578947,4.281791848878036,5093.6769
A075_4,A075,T4,244.53,6,ICR,0.3684210526315789,5.5034191393614815,59794.9209
A076_1,A076,T1,1.0,0,ICR,0.5657894736842105,0.6931471805599453,1.0
A076_2,A076,T2,27.3,1,ICR,0.5,3.342861804649192,745.2900000000001
A076_3,A076,T3,74.88,3,ICR,0.3947368421052631,4.3291531450668135,5607.014399999999
A076_4,A076,T4,149.28,6,ICR,0.3421052631578947,5.0125002207057685,22284.5184
A077_1,A077,T1,1.0,0,ICR,0.6973684210526315,0.6931471805599453,1.0
A077_2,A077,T2,53.88,3,ICR,0.631578947368421,4.00514898341763,2903.0544000000004
A077_3,A077,T3,78.36,3,ICR,0.6052631578947368,4.373994462976618,6140.2896
A077_4,A077,T4,149.75,6,ICR,0.7236842105263158,5.015622835607295,22425.0625
A078_1,A078,T1,1.0,0,ICR,0.6052631578947368,0.6931471805599453,1.0
A078_2,A078,T2,26.17,1,ICR,0.6842105263157895,3.3021134234382563,684.8689
A078_3,A078,T3,72.3,3,ICR,0.5657894736842105,4.294560608892605,5227.29
A078_4,A078,T4,140.08,6,ICR,0.5,4.949327105367852,19622.406400000003
A079_1,A079,T1,1.0,0,ICR,0.7894736842105263,0.6931471805599453,1.0
A079_2,A079,T2,26.11,1,ICR,0.5657894736842105,3.299902663510574,681.7321
A079_3,A079,T3,74.0,3,ICR,0.4473684210526316,4.31748811353631,5476.0
A079_4,A079,T4,194.42,6,ICR,0.5657894736842105,5.275151088516197,37799.136399999996
A080_1,A080,T1,1.0,0,ICR,0.7105263157894737,0.6931471805599453,1.0
A080_2,A080,T2,29.03,1,ICR,0.6842105263157895,3.402196881995239,842.7409
A080_3,A080,T3,72.87,3,ICR,0.7763157894736842,4.302306791540646,5310.036900000001
A080_4,A080,T4,145.77,6,ICR,0.5394736842105263,4.988866735623107,21248.892900000003
A081_1,A081,T1,1.0,0,ICR,0.631578947368421,0.6931471805599453,1.0
A081_2,A081,T2,31.39,1,ICR,0.6052631578947368,3.477849733183238,985.3321000000001
A081_3,A081,T3,80.13,3,ICR,0.8421052631578947,4.396052806406973,6420.816899999999
A081_4,A081,T4,154.53,6,ICR,0.5526315789473685,5.046838639056468,23879.5209
A082_1,A082,T1,1.0,0,ICR,0.7368421052631579,0.6931471805599453,1.0
A082_2,A082,T2,27.97,1,ICR,0.8157894736842105,3.366260811781259,782.3208999999999
A082_3,A082,T3,75.71,3,ICR,0.6578947368421053,4.3400320779712045,5732.004099999999
A082_4,A082,T4,170.25,6,ICR,0.6710526315789473,5.143124477142335,28985.0625
A083_1,A083,T1,1.0,0,ICR,0.7763157894736842,0.6931471805599453,1.0
A083_2,A083,T2,25.15,1,ICR,0.5657894736842105,3.263849190510932,632.5224999999999
A083_3,A083,T3,74.3,3,ICR,0.6973684210526315,4.321480134805848,5520.49
A083_4,A083,T4,144.91,6,ICR,0.631578947368421,4.982989993275931,20998.9081
A084_1,A084,T1,1.0,0,ICR,0.8421052631578947,0.6931471805599453,1.0
A084_2,A084,T2,27.25,1,ICR,0.5789473684210527,3.34109345759245,742.5625
A084_3,A084,T3,91.97,3,ICR,0.6052631578947368,4.532276860467767,8458.4809
A084_4,A084,T4,162.51,6,ICR,0.6447368421052632,5.096874150546495,26409.500099999997
A085_1,A085,T1,1.0,0,ICR,0.5789473684210527,0.6931471805599453,1.0
A085_2,A085,T2,24.51,1,ICR,0.7368421052631579,3.23907053215372,600.7401000000001
A085_3,A085,T3,71.4,3,ICR,0.6052631578947368,4.282206299391671,5097.960000000001
A085_4,A085,T4,170.65,6,ICR,0.4868421052631579,5.145457519903701,29121.4225
A086_1,A086,T1,1.0,0,ICR,0.7368421052631579,0.6931471805599453,1.0
A086_2,A086,T2,23.47,1,ICR,0.7368421052631579,3.19744787745458,550.8408999999999
A086_3,A086,T3,145.29,6,ICR,0.3815789473684211,4.985590952989995,21109.1841
A086_4,A086,T4,169.55,6,ICR,0.5131578947368421,5.139028508864655,28747.202500000003
A087_1,A087,T1,1.0,0,ICR,0.8026315789473685,0.6931471805599453,1.0
A087_2,A087,T2,31.07,1,ICR,0.8157894736842105,3.4679210137050633,965.3449
A087_3,A087,T3,72.8,3,ICR,0.6447368421052632,4.301358731606427,5299.839999999999
A087_4,A087,T4,144.2,6,ICR,0.5263157894736842,4.978112102390695,20793.639999999996
A088_1,A088,T1,1.0,0,ICR,0.8421052631578947,0.6931471805599453,1.0
A088_2,A088,T2,24.25,1,ICR,0.9473684210526316,3.228826155721369,588.0625
A088_3,A088,T3,74.91,3,ICR,0.7236842105263158,4.3295484280286765,5611.508099999999
A088_4,A088,T4,149.93,6,ICR,0.9473684210526316,5.016816153171337,22479.004900000004
A089_1,A089,T1,1.0,0,ICR,0.9078947368421052,0.6931471805599453,1.0
A089_2,A089,T2,32.14,1,ICR,0.6842105263157895,3.500741011998417,1032.9796000000001
A089_3,A089,T3,79.34,3,ICR,0.7631578947368421,4.386267628931136,6294.8356
A089_4,A089,T4,146.96,6,ICR,0.7368421052631579,4.996941966964253,21597.2416
A090_1,A090,T1,1.0,0,ICR,0.5394736842105263,0.6931471805599453,1.0
A090_2,A090,T2,23.54,1,ICR,0.4736842105263157,3.2003044392827653,554.1315999999999
A090_3,A090,T3,95.42,3,ICR,0.4210526315789473,4.568713648977476,9104.9764
A090_4,A090,T4,144.07,6,ICR,0.631578947368421,4.977216384550811,20756.1649
A091_1,A091,T1,1.0,0,ICR,0.75,0.6931471805599453,1.0
A091_2,A091,T2,22.2,1,ICR,0.618421052631579,3.1441522786722644,492.84
A091_3,A091,T3,73.64,3,ICR,0.4605263157894737,4.312676556539088,5422.8496000000005
A091_4,A091,T4,142.61,6,ICR,0.5,4.9671012920725275,20337.612100000002
A092_1,A092,T1,1.0,0,ICR,0.7368421052631579,0.6931471805599453,1.0
A092_2,A092,T2,22.83,1,ICR,0.4210526315789473,3.170945291110651,521.2089
A092_3,A092,T3,71.31,3,ICR,0.5263157894736842,4.28096243218686,5085.1161
A092_4,A092,T4,146.16,6,ICR,0.5131578947368421,4.991520430236574,21362.7456
A093_1,A093,T1,1.0,0,ICR,0.6842105263157895,0.6931471805599453,1.0
A093_2,A093,T2,22.09,1,ICR,0.6973684210526315,3.139399623366404,487.9681
A093_3,A093,T3,70.22,3,ICR,0.6578947368421053,4.265773677849632,4930.8484
A093_4,A093,T4,140.95,6,ICR,0.631578947368421,4.95547488291898,19866.902499999997
A094_1,A094,T1,1.0,0,ICR,0.6052631578947368,0.6931471805599453,1.0
A094_2,A094,T2,22.98,1,ICR,0.6052631578947368,3.177220149599368,528.0804
A094_3,A094,T3,76.21,3,ICR,0.3815789473684211,4.3465289823207245,5807.964099999999
A094_4,A094,T4,149.99,6,ICR,0.3815789473684211,5.017213609456379,22497.0001
A095_1,A095,T1,1.0,0,ICR,0.868421052631579,0.6931471805599453,1.0
A095_2,A095,T2,29.71,1,ICR,0.6842105263157895,3.424588334452731,882.6841000000001
A095_3,A095,T3,78.76,3,ICR,0.5394736842105263,4.379022125653583,6203.137600000001
A095_4,A095,T4,148.79,6,ICR,0.618421052631579,5.009234313180627,22138.464099999997
A096_1,A096,T1,1.0,0,ICR,0.5789473684210527,0.6931471805599453,1.0
A096_2,A096,T2,24.49,1,ICR,0.5131578947368421,3.238286218388024,599.7601
A096_3,A096,T3,71.19,3,ICR,0.3289473684210526,4.279301532151069,5068.0161
A096_4,A096,T4,143.66,6,ICR,0.3289473684210526,4.974386161421135,20638.1956
A097_1,A097,T1,1.0,0,ICR,0.5263157894736842,0.6931471805599453,1.0
A097_2,A097,T2,24.37,1,ICR,0.5921052631578947,3.2335673736111907,593.8969000000001
A097_3,A097,T3,70.83,3,ICR,0.5526315789473685,4.27430221608671,5016.8889
A097_4,A097,T4,144.85,6,ICR,0.5789473684210527,4.98257869631373,20981.5225
A098_1,A098,T1,1.0,0,ICR,0.6842105263157895,0.6931471805599453,1.0
A098_2,A098,T2,25.77,1,ICR,0.5789473684210527,3.2872818575322613,664.0929
A098_3,A098,T3,78.84,3,ICR,0.7236842105263158,4.380024632003209,6215.7456
A098_4,A098,T4,146.29,6,ICR,0.5,4.992403432501452,21400.764099999997
A099_1,A099,T1,1.0,0,ICR,0.7894736842105263,0.6931471805599453,1.0
A099_2,A099,T2,28.75,1,ICR,0.7105263157894737,3.392829131991639,826.5625
A099_3,A099,T3,78.57,3,ICR,0.75,4.3766371373894435,6173.244899999999
A099_4,A099,T4,143.51,6,ICR,0.6578947368421053,4.973348709310239,20595.120099999996
A100_1,A100,T1,1.0,0,ICR,0.6578947368421053,0.6931471805599453,1.0
A100_2,A100,T2,31.14,1,ICR,0.75,3.4701013603093664,969.6996
A100_3,A100,T3,75.34,3,ICR,0.7105263157894737,4.3351970473170836,5676.1156
A100_4,A100,T4,146.8,6,ICR,0.6052631578947368,4.995860008514102,21550.24
A101_1,A101,T1,1.0,0,ICR,0.6710526315789473,0.6931471805599453,1.0
A101_2,A101,T2,29.12,1,ICR,0.6578947368421053,3.405189402931693,847.9744000000001
A101_3,A101,T3,75.21,3,ICR,0.4078947368421052,4.333492687678026,5656.544099999999
A101_4,A101,T4,150.22,6,ICR,0.4868421052631579,5.018735730130124,22566.0484
A102_1,A102,T1,1.0,0,ICR,0.4868421052631579,0.6931471805599453,1.0
A102_2,A102,T2,29.13,1,ICR,0.7236842105263158,3.40552135314221,848.5568999999999
A102_3,A102,T3,75.27,3,ICR,0.5526315789473685,4.3342796761761475,5665.572899999999
A102_4,A102,T4,150.41,6,ICR,0.5921052631578947,5.019991389020281,22623.1681
A103_1,A103,T1,1.0,0,ICR,0.881578947368421,0.6931471805599453,1.0
A103_2,A103,T2,27.26,1,ICR,0.5394736842105263,3.3414473772563813,743.1076
A103_3,A103,T3,80.24,3,ICR,0.4736842105263157,4.397407736712184,6438.457599999999
A103_4,A103,T4,149.72,6,ICR,0.5263157894736842,5.015423810828053,22416.0784
A104_1,A104,T1,1.0,0,ICR,0.8421052631578947,0.6931471805599453,1.0
A104_2,A104,T2,22.6,1,ICR,0.6973684210526315,3.1612467120315646,510.76000000000005
A104_3,A104,T3,72.62,3,ICR,0.5657894736842105,4.298916727950875,5273.664400000001
A104_4,A104,T4,145.78,6,ICR,0.4736842105263157,4.9889348671169165,21251.8084
A105_1,A105,T1,1.0,0,ICR,0.7631578947368421,0.6931471805599453,1.0
A105_2,A105,T2,22.77,1,ICR,0.7631578947368421,3.1684242813721024,518.4729
A105_3,A105,T3,69.46,3,ICR,0.5921052631578947,4.255045172913092,4824.691599999999
A105_4,A105,T4,146.2,6,ICR,0.5657894736842105,4.991792206294776,21374.439999999995
A106_1,A106,T1,1.0,0,ICR,0.7236842105263158,0.6931471805599453,1.0
A106_2,A106,T2,22.64,1,ICR,0.6973684210526315,3.1629401925378975,512.5696
A106_3,A106,T3,66.08,3,ICR,0.7105263157894737,4.205885936955008,4366.5664
A106_4,A106,T4,147.13,6,ICR,0.7368421052631579,4.998090266593961,21647.2369
A107_1,A107,T1,1.0,0,ICR,0.4736842105263157,0.6931471805599453,1.0
A107_2,A107,T2,26.22,1,ICR,0.3947368421052631,3.30395199722332,687.4884
A107_3,A107,T3,71.45,3,ICR,0.5921052631578947,4.282896668766692,5105.1025
A107_4,A107,T4,145.95,6,ICR,0.3421052631578947,4.990092392864926,21301.402499999997
A108_1,A108,T1,1.0,0,ICR,0.4078947368421052,0.6931471805599453,1.0
A108_2,A108,T2,27.61,1,ICR,0.631578947368421,3.3537563070620187,762.3121
A108_3,A108,T3,68.96,3,ICR,0.5657894736842105,4.247923650150401,4755.481599999999
A108_4,A108,T4,152.12,6,ICR,0.4473684210526316,5.031221927704644,23140.4944
A109_1,A109,T1,1.0,0,ICR,0.5526315789473685,0.6931471805599453,1.0
A109_2,A109,T2,24.65,1,ICR,0.3947368421052631,3.2445435716167785,607.6225
A109_3,A109,T3,71.17,3,ICR,0.5263157894736842,4.279024447084182,5065.168900000001
A109_4,A109,T4,149.87,6,ICR,0.3026315789473684,5.016418538851983,22461.016900000002
A010_1,A010,T1,1.0,0,IRE,0.9642857142857144,0.6931471805599453,1.0
A010_2,A010,T2,21.9,1,IRE,0.75,3.131136910560194,479.60999999999996
A010_3,A010,T3,80.88,3,IRE,0.4642857142857143,4.405254760793088,6541.5743999999995
A010_4,A010,T4,145.31,6,IRE,0.6071428571428571,4.985727658390071,21114.9961
A011_1,A011,T1,1.0,0,IRE,0.7142857142857143,0.6931471805599453,1.0
A011_2,A011,T2,24.57,1,IRE,0.6607142857142857,3.2414197893030954,603.6849
A011_3,A011,T3,72.55,3,IRE,0.5178571428571429,4.297965447047447,5263.5025
A011_4,A011,T4,148.85,6,IRE,0.6607142857142857,5.009634793762673,22156.3225
A012_1,A012,T1,1.0,0,IRE,0.7857142857142857,0.6931471805599453,1.0
A012_2,A012,T2,25.6,1,IRE,0.2857142857142857,3.2809112157876537,655.3600000000001
A012_3,A012,T3,166.33,6,IRE,0.6428571428571429,5.119967910506483,27665.668900000004
A012_4,A012,T4,166.87,6,IRE,0.4285714285714285,5.123189870334323,27845.5969
A013_1,A013,T1,1.0,0,IRE,0.6785714285714286,0.6931471805599453,1.0
A013_2,A013,T2,24.77,1,IRE,0.6071428571428571,3.2492110246642736,613.5529
A013_3,A013,T3,79.66,3,IRE,0.7142857142857143,4.390242789445222,6345.7155999999995
A013_4,A013,T4,147.13,6,IRE,0.6607142857142857,4.998090266593961,21647.2369
A014_1,A014,T1,1.0,0,IRE,0.625,0.6931471805599453,1.0
A014_2,A014,T2,25.66,1,IRE,0.75,3.2831643147505627,658.4356
A014_3,A014,T3,70.56,3,IRE,0.5357142857142857,4.270536258640519,4978.7136
A014_4,A014,T4,148.87,6,IRE,0.5357142857142857,5.009768251656904,22162.2769
A015_1,A015,T1,1.0,0,IRE,0.8571428571428571,0.6931471805599453,1.0
A015_2,A015,T2,23.69,1,IRE,0.75,3.206398303357088,561.2161000000001
A015_3,A015,T3,70.59,3,IRE,0.6428571428571429,4.270955399408094,4982.9481000000005
A015_4,A015,T4,146.54,6,IRE,0.625,4.9940993254561565,21473.971599999997
A016_1,A016,T1,1.0,0,IRE,0.7857142857142857,0.6931471805599453,1.0
A016_2,A016,T2,32.85,1,IRE,0.7857142857142857,3.521938999358284,1079.1225000000002
A016_3,A016,T3,80.64,3,IRE,0.6071428571428571,4.402319337941644,6502.8096000000005
A016_4,A016,T4,150.8,6,IRE,0.5178571428571429,5.02256386496153,22740.640000000003
A017_1,A017,T1,1.0,0,IRE,0.4107142857142857,0.6931471805599453,1.0
A017_2,A017,T2,20.61,1,IRE,0.6607142857142857,3.0731561705187946,424.77209999999997
A017_3,A017,T3,61.28,3,IRE,0.6428571428571429,4.131640346965797,3755.2384
A017_4,A017,T4,140.49,6,IRE,0.7142857142857143,4.952229043207861,19737.440100000003
A018_1,A018,T1,1.0,0,IRE,0.7321428571428571,0.6931471805599453,1.0
A018_2,A018,T2,34.03,1,IRE,0.7678571428571429,3.5562048372093953,1158.0409
A018_3,A018,T3,83.64,3,IRE,0.5,4.438406968109989,6995.6496
A018_4,A018,T4,150.87,6,IRE,0.6071428571428571,5.023024891742178,22761.7569
A019_1,A019,T1,1.0,0,IRE,0.4464285714285714,0.6931471805599453,1.0
A019_2,A019,T2,28.69,1,IRE,0.4464285714285714,3.3908102887756684,823.1161000000001
A019_3,A019,T3,83.68,3,IRE,0.5178571428571429,4.4388794462666645,7002.342400000001
A019_4,A019,T4,154.76,6,IRE,0.3928571428571428,5.048316361063944,23950.6576
A020_1,A020,T1,1.0,0,IRE,0.5357142857142857,0.6931471805599453,1.0
A020_2,A020,T2,26.85,1,IRE,0.8035714285714286,3.326832966373293,720.9225000000001
A020_3,A020,T3,78.25,3,IRE,0.6071428571428571,4.37260741275739,6123.0625
A020_4,A020,T4,145.78,6,IRE,0.3035714285714285,4.9889348671169165,21251.8084
A021_1,A021,T1,1.0,0,IRE,0.75,0.6931471805599453,1.0
A021_2,A021,T2,30.21,1,IRE,0.6071428571428571,3.440738556282688,912.6441000000001
A021_3,A021,T3,74.19,3,IRE,0.5535714285714286,4.320018243389936,5504.156099999999
A021_4,A021,T4,140.39,6,IRE,0.6071428571428571,4.951522029603749,19709.352099999996
A022_1,A022,T1,1.0,0,IRE,0.6428571428571429,0.6931471805599453,1.0
A022_2,A022,T2,24.15,1,IRE,0.75,3.224857896545748,583.2225
A022_3,A022,T3,74.46,3,IRE,0.5892857142857143,4.323602714536165,5544.291599999999
A022_4,A022,T4,141.71,6,IRE,0.7321428571428571,4.9608145991123,20081.724100000003
A023_1,A023,T1,1.0,0,IRE,0.75,0.6931471805599453,1.0
A023_2,A023,T2,25.63,1,IRE,0.7142857142857143,3.282038399825841,656.8969
A023_3,A023,T3,72.2,3,IRE,0.6607142857142857,4.293195420967266,5212.84
A023_4,A023,T4,145.07,6,IRE,0.6785714285714286,4.984085958862719,21045.3049
A024_1,A024,T1,1.0,0,IRE,0.625,0.6931471805599453,1.0
A024_2,A024,T2,29.57,1,IRE,0.6071428571428571,3.420019135902743,874.3849
A024_3,A024,T3,91.47,3,IRE,0.6071428571428571,4.526884267589547,8366.7609
A024_4,A024,T4,145.65,6,IRE,0.3392857142857143,4.9880487954234605,21213.9225
A025_1,A025,T1,1.0,0,IRE,0.8035714285714286,0.6931471805599453,1.0
A025_2,A025,T2,23.33,1,IRE,0.75,3.1917101567954314,544.2888999999999
A025_3,A025,T3,72.94,3,IRE,0.7142857142857143,4.303253953508486,5320.2436
A025_4,A025,T4,137.74,6,IRE,0.7142857142857143,4.932601677957155,18972.307600000004
A026_1,A026,T1,1.0,0,IRE,0.8392857142857143,0.6931471805599453,1.0
A026_2,A026,T2,26.48,1,IRE,0.4464285714285714,3.3134584673541485,701.1904000000001
A026_3,A026,T3,75.46,3,IRE,0.8214285714285714,4.336767728268267,5694.211599999999
A026_4,A026,T4,147.65,6,IRE,0.5178571428571429,5.001594549444107,21800.522500000003
A027_1,A027,T1,1.0,0,IRE,0.7857142857142857,0.6931471805599453,1.0
A027_2,A027,T2,28.26,1,IRE,0.6785714285714286,3.3762213955919784,798.6276000000001
A027_3,A027,T3,74.58,3,IRE,0.5892857142857143,4.325191697921343,5562.176399999999
A027_4,A027,T4,145.92,6,IRE,0.6428571428571429,4.989888220951467,21292.646399999998
A028_1,A028,T1,1.0,0,IRE,0.7321428571428571,0.6931471805599453,1.0
A028_2,A028,T2,22.82,1,IRE,0.6428571428571429,3.170525563927154,520.7524
A028_3,A028,T3,72.26,3,IRE,0.5357142857142857,4.294014757350668,5221.507600000001
A028_4,A028,T4,138.91,6,IRE,0.4107142857142857,4.940999358745194,19295.9881
A029_1,A029,T1,1.0,0,IRE,0.8571428571428571,0.6931471805599453,1.0
A029_2,A029,T2,28.43,1,IRE,0.6964285714285714,3.382014562245381,808.2649
A029_3,A029,T3,93.26,3,IRE,0.8214285714285714,4.546056921495585,8697.4276
A029_4,A029,T4,143.14,6,IRE,0.75,4.970785049496295,20489.059599999997
A030_1,A030,T1,1.0,0,IRE,0.6785714285714286,0.6931471805599453,1.0
A030_2,A030,T2,32.95,1,IRE,0.75,3.5248888540047054,1085.7025
A030_3,A030,T3,71.93,3,IRE,0.7321428571428571,4.289500076996142,5173.924900000001
A030_4,A030,T4,150.46,6,IRE,0.7857142857142857,5.020321563685677,22638.211600000002
A031_1,A031,T1,1.0,0,IRE,0.9285714285714286,0.6931471805599453,1.0
A031_2,A031,T2,32.41,1,IRE,0.6071428571428571,3.508855256368665,1050.4080999999999
A031_3,A031,T3,71.56,3,IRE,0.5714285714285714,4.2844138058068815,5120.8336
A031_4,A031,T4,143.85,6,IRE,0.5178571428571429,4.975698724215359,20692.8225
A032_1,A032,T1,1.0,0,IRE,0.7142857142857143,0.6931471805599453,1.0
A032_2,A032,T2,57.18,3,IRE,0.4464285714285714,4.063541653067055,3269.5524
A032_3,A032,T3,80.16,3,IRE,0.6785714285714286,4.396422514957614,6425.625599999999
A032_4,A032,T4,144.51,6,IRE,0.6964285714285714,4.980244812772187,20883.140099999997
A033_1,A033,T1,1.0,0,IRE,0.5714285714285714,0.6931471805599453,1.0
A033_2,A033,T2,29.16,1,IRE,0.5892857142857143,3.4065165431397553,850.3056
A033_3,A033,T3,72.6,3,IRE,0.6785714285714286,4.298645025734831,5270.759999999999
A033_4,A033,T4,168.33,6,IRE,0.6071428571428571,5.131849473677249,28334.988900000004
A034_1,A034,T1,1.0,0,IRE,0.9285714285714286,0.6931471805599453,1.0
A034_2,A034,T2,26.08,1,IRE,0.7321428571428571,3.298795448044074,680.1664
A034_3,A034,T3,74.28,3,IRE,0.5892857142857143,4.3212144952771245,5517.5184
A034_4,A034,T4,145.38,6,IRE,0.6071428571428571,4.986205980173081,21135.344399999998
A035_1,A035,T1,1.0,0,IRE,0.375,0.6931471805599453,1.0
A035_2,A035,T2,44.76,1,IRE,0.7142857142857143,3.8234103470715426,2003.4575999999997
A035_3,A035,T3,79.98,3,IRE,0.6428571428571429,4.394202210604015,6396.800400000001
A035_4,A035,T4,152.47,6,IRE,0.2678571428571428,5.033505108187003,23247.1009
A036_1,A036,T1,1.0,0,IRE,0.8571428571428571,0.6931471805599453,1.0
A036_2,A036,T2,21.63,1,IRE,0.5892857142857143,3.119276459645446,467.85689999999994
A036_3,A036,T3,71.47,3,IRE,0.6071428571428571,4.28317268312119,5107.9609
A036_4,A036,T4,143.85,6,IRE,0.5178571428571429,4.975698724215359,20692.8225
A037_1,A037,T1,1.0,0,IRE,0.7678571428571429,0.6931471805599453,1.0
A037_2,A037,T2,23.7,1,IRE,0.6964285714285714,3.2068032436339315,561.6899999999999
A037_3,A037,T3,72.08,3,IRE,0.625,4.291554731509806,5195.5264
A037_4,A037,T4,143.66,6,IRE,0.5535714285714286,4.974386161421135,20638.1956
A038_1,A038,T1,1.0,0,IRE,0.7857142857142857,0.6931471805599453,1.0
A038_2,A038,T2,71.85,3,IRE,0.6428571428571429,4.288402532641213,5162.422499999999
A038_3,A038,T3,72.86,3,IRE,0.75,4.3021714094244174,5308.5796
A038_4,A038,T4,152.89,6,IRE,0.625,5.0362380614757605,23375.352099999996
A039_1,A039,T1,1.0,0,IRE,0.875,0.6931471805599453,1.0
A039_2,A039,T2,28.65,1,IRE,0.8392857142857143,3.3894621254437345,820.8224999999999
A039_3,A039,T3,98.84,3,IRE,0.6785714285714286,4.603568904621118,9769.3456
A039_4,A039,T4,246.24,6,IRE,0.8035714285714286,5.510359524791073,60634.1376
A040_1,A040,T1,1.0,0,IRE,0.3392857142857143,0.6931471805599453,1.0
A040_2,A040,T2,26.26,1,IRE,0.625,3.3054204262683866,689.5876000000001
A040_3,A040,T3,71.28,3,IRE,0.5,4.280547465724028,5080.838400000001
A040_4,A040,T4,143.53,6,IRE,0.4107142857142857,4.97348709846075,20600.8609
A041_1,A041,T1,1.0,0,IRE,0.7142857142857143,0.6931471805599453,1.0
A041_2,A041,T2,31.78,1,IRE,0.5892857142857143,3.4898185733156835,1009.9684000000001
A041_3,A041,T3,75.74,3,IRE,0.8571428571428571,4.340423084818807,5736.547599999999
A041_4,A041,T4,141.84,6,IRE,0.6071428571428571,4.961725122726247,20118.585600000002
A042_1,A042,T1,1.0,0,IRE,0.5178571428571429,0.6931471805599453,1.0
A042_2,A042,T2,28.93,1,IRE,0.3392857142857143,3.3988613218646075,836.9449
A042_3,A042,T3,72.17,3,IRE,0.5714285714285714,4.292785500895938,5208.5089
A042_4,A042,T4,146.02,6,IRE,0.4285714285714285,4.9905686319459415,21321.840400000005
A043_1,A043,T1,1.0,0,IRE,0.8571428571428571,0.6931471805599453,1.0
A043_2,A043,T2,25.62,1,IRE,0.7142857142857143,3.2816628129669656,656.3844
A043_3,A043,T3,64.94,3,IRE,0.6785714285714286,4.188745237643585,4217.2036
A043_4,A043,T4,149.33,6,IRE,0.4464285714285714,5.012832877639743,22299.448900000003
A044_1,A044,T1,1.0,0,IRE,0.6428571428571429,0.6931471805599453,1.0
A044_2,A044,T2,47.66,1,IRE,0.6071428571428571,3.8848573373553763,2271.4755999999998
A044_3,A044,T3,91.63,3,IRE,0.4107142857142857,4.5286130632659365,8396.0569
A044_4,A044,T4,155.27,6,IRE,0.375,5.0515852804252095,24108.772900000004
A045_1,A045,T1,1.0,0,IRE,0.6785714285714286,0.6931471805599453,1.0
A045_2,A045,T2,24.66,1,IRE,0.4107142857142857,3.2449333591874905,608.1156
A045_3,A045,T3,72.23,3,IRE,0.4107142857142857,4.2936051730729785,5217.1729000000005
A045_4,A045,T4,151.52,6,IRE,0.5,5.027295734989363,22958.310400000002
A046_1,A046,T1,1.0,0,IRE,0.625,0.6931471805599453,1.0
A046_2,A046,T2,24.32,1,IRE,0.2678571428571428,3.2315945972759756,591.4624
A046_3,A046,T3,73.05,3,IRE,0.3392857142857143,4.304740540713808,5336.3025
A046_4,A046,T4,147.94,6,IRE,0.2142857142857142,5.003543540282499,21886.243599999998
A047_1,A047,T1,1.0,0,IRE,0.4642857142857143,0.6931471805599453,1.0
A047_2,A047,T2,23.46,1,IRE,0.5535714285714286,3.1970391302590264,550.3716000000001
A047_3,A047,T3,76.85,3,IRE,0.5178571428571429,4.354783898280007,5905.922499999999
A047_4,A047,T4,144.22,6,IRE,0.5714285714285714,4.978249833952101,20799.4084
A048_1,A048,T1,1.0,0,IRE,0.7321428571428571,0.6931471805599453,1.0
A048_2,A048,T2,23.91,1,IRE,0.7142857142857143,3.215269329274089,571.6881
A048_3,A048,T3,81.15,3,IRE,0.7142857142857143,4.408546844483277,6585.322500000001
