term,IRT_coef,IRT_se,IRT_z,IRT_p_uncorrected,IRT_p_bonferroni,IRT_sig,CTT_coef,CTT_se,CTT_z,CTT_p_uncorrected,CTT_p_bonferroni,CTT_sig,agreement
Intercept,0.8591700539891668,0.10299426806873026,8.341921061236382,7.309324286849906e-17,4.3855945721099437e-16,True,0.7465312668066585,0.01757767070415093,42.47043191168479,0.0,0.0,True,True
C(paradigm)[T.IFR],-0.1133578510406963,0.0803603907692972,-1.4106184645882314,0.15835714414684776,0.9501428648810866,False,-0.10632433471245976,0.018087017217399144,-5.878489163496736,4.140279062361277e-09,2.484167437416766e-08,True,False
C(paradigm)[T.IRE],0.003929707901379697,0.0803603907692972,0.04890105515615656,0.9609981479769637,1.0,False,-0.015705267524353396,0.018087017217399144,-0.8683171655990586,0.3852207275720929,1.0,False,True
log_TSVR,-0.2368059293267411,0.023342322253153205,-10.14491732050148,3.4907388463446724e-24,2.0944433078068036e-23,True,-0.036929966475544015,0.004216632419092603,-8.75816594975835,1.984528544081829e-18,1.1907171264490974e-17,True,True
C(paradigm)[T.IFR]:log_TSVR,0.027712249760786907,0.021446892757445334,1.292133553993109,0.1963108976091562,1.0,False,0.008418991446316275,0.0048271333034860435,1.7440975661965403,0.08114207838761896,0.48685247032571377,False,True
C(paradigm)[T.IRE]:log_TSVR,-0.010543395824404314,0.021446892757445338,-0.491604818639481,0.6229987363303591,1.0,False,0.0003720027586418946,0.004827133303486043,0.07706494419228964,0.9385718805168721,1.0,False,True
