composite_ID,domain_name,theta
A010_T1,free_recall,2.5379174
A010_T2,free_recall,0.08084202
A010_T3,free_recall,-0.4629469
A010_T4,free_recall,0.48205048
A011_T1,free_recall,1.0400254
A011_T2,free_recall,0.4304461
A011_T3,free_recall,0.19209161
A011_T4,free_recall,-0.7420151
A012_T1,free_recall,1.0805836
A012_T2,free_recall,-0.4388287
A012_T3,free_recall,0.865302
A012_T4,free_recall,-0.79483855
A013_T1,free_recall,-0.3535292
A013_T2,free_recall,-0.28000134
A013_T3,free_recall,0.73200536
A013_T4,free_recall,-0.9307226
A014_T1,free_recall,0.16135938
A014_T2,free_recall,1.2838782
A014_T3,free_recall,0.28899434
A014_T4,free_recall,-0.7331083
A015_T1,free_recall,1.4777745
A015_T2,free_recall,1.5171976
A015_T3,free_recall,1.7327805
A015_T4,free_recall,-0.022206036
A016_T1,free_recall,1.7271348
A016_T2,free_recall,1.1547744
A016_T3,free_recall,-0.3033024
A016_T4,free_recall,-0.8787041
A017_T1,free_recall,-0.17584762
A017_T2,free_recall,0.8508706
A017_T3,free_recall,0.20021553
A017_T4,free_recall,0.5125585
A018_T1,free_recall,0.9309128
A018_T2,free_recall,0.17682898
A018_T3,free_recall,-0.77873033
A018_T4,free_recall,-0.034621686
A019_T1,free_recall,-0.42450783
A019_T2,free_recall,-0.71205527
A019_T3,free_recall,-0.6810761
A019_T4,free_recall,-0.7611387
A020_T1,free_recall,0.025511336
A020_T2,free_recall,-0.26028168
A020_T3,free_recall,-0.84690857
A020_T4,free_recall,-2.1686997
A021_T1,free_recall,1.2893405
A021_T2,free_recall,0.61447376
A021_T3,free_recall,0.2914403
A021_T4,free_recall,0.7622427
A022_T1,free_recall,0.30434635
A022_T2,free_recall,0.5545211
A022_T3,free_recall,0.60587484
A022_T4,free_recall,0.52235746
A023_T1,free_recall,0.49828812
A023_T2,free_recall,-0.3575796
A023_T3,free_recall,-0.006033189
A023_T4,free_recall,-0.099471115
A024_T1,free_recall,0.50705796
A024_T2,free_recall,0.3281146
A024_T3,free_recall,0.063518904
A024_T4,free_recall,-1.1445597
A025_T1,free_recall,1.3391771
A025_T2,free_recall,1.7186573
A025_T3,free_recall,-0.18576288
A025_T4,free_recall,-1.1092305
A026_T1,free_recall,0.57623774
A026_T2,free_recall,0.2744557
A026_T3,free_recall,0.84194374
A026_T4,free_recall,-0.0103859035
A027_T1,free_recall,0.28041217
A027_T2,free_recall,0.492397
A027_T3,free_recall,-0.8994402
A027_T4,free_recall,-0.47066462
A028_T1,free_recall,1.8323284
A028_T2,free_recall,-0.0076145274
A028_T3,free_recall,0.061188065
A028_T4,free_recall,-0.5743657
A029_T1,free_recall,2.0857108
A029_T2,free_recall,0.4368323
A029_T3,free_recall,1.1785345
A029_T4,free_recall,0.7241203
A030_T1,free_recall,0.26489535
A030_T2,free_recall,0.9651149
A030_T3,free_recall,0.14994752
A030_T4,free_recall,0.5057965
A031_T1,free_recall,2.0731745
A031_T2,free_recall,-0.1399743
A031_T3,free_recall,-0.314226
A031_T4,free_recall,-1.1190549
A032_T1,free_recall,0.6578587
A032_T2,free_recall,-0.4983477
A032_T3,free_recall,0.5458881
A032_T4,free_recall,1.728956
A033_T1,free_recall,0.062324375
A033_T2,free_recall,0.06942895
A033_T3,free_recall,0.845568
A033_T4,free_recall,0.08113238
A034_T1,free_recall,1.8235579
A034_T2,free_recall,1.4253569
A034_T3,free_recall,0.3549378
A034_T4,free_recall,-0.25130266
A035_T1,free_recall,-0.5512578
A035_T2,free_recall,0.7370274
A035_T3,free_recall,-0.6112287
A035_T4,free_recall,-0.9315536
A036_T1,free_recall,1.1150585
A036_T2,free_recall,-0.30494514
A036_T3,free_recall,-0.7249282
A036_T4,free_recall,-1.0644809
A037_T1,free_recall,0.8602932
A037_T2,free_recall,1.2632153
A037_T3,free_recall,0.75634575
A037_T4,free_recall,-0.29831243
A038_T1,free_recall,1.0597347
A038_T2,free_recall,-0.050039224
A038_T3,free_recall,1.1882383
A038_T4,free_recall,0.08367425
A039_T1,free_recall,2.510825
A039_T2,free_recall,1.088406
A039_T3,free_recall,0.99734205
A039_T4,free_recall,0.6413046
A040_T1,free_recall,-0.48257446
A040_T2,free_recall,-0.11908251
A040_T3,free_recall,-1.6825467
A040_T4,free_recall,-0.8341149
A041_T1,free_recall,1.1682485
A041_T2,free_recall,-1.1396393
A041_T3,free_recall,0.09310512
A041_T4,free_recall,0.3534077
A042_T1,free_recall,-1.2327672
A042_T2,free_recall,-0.9221249
A042_T3,free_recall,-0.5314467
A042_T4,free_recall,-0.94849336
A043_T1,free_recall,0.9620893
A043_T2,free_recall,0.0057224873
A043_T3,free_recall,0.6425351
A043_T4,free_recall,-0.00463758
A044_T1,free_recall,-0.64341354
A044_T2,free_recall,-0.13460058
A044_T3,free_recall,-1.4278841
A044_T4,free_recall,-1.0943913
A045_T1,free_recall,-0.6192633
A045_T2,free_recall,-0.52307135
A045_T3,free_recall,-0.37905854
A045_T4,free_recall,-1.2366662
A046_T1,free_recall,-0.6316556
A046_T2,free_recall,-1.2583666
A046_T3,free_recall,-1.7519059
A046_T4,free_recall,-1.083145
A047_T1,free_recall,-0.57047087
A047_T2,free_recall,-0.34058702
A047_T3,free_recall,-1.1015216
A047_T4,free_recall,-1.09823
A048_T1,free_recall,1.3330667
A048_T2,free_recall,-0.27011988
A048_T3,free_recall,0.4220435
A048_T4,free_recall,0.6000586
A049_T1,free_recall,2.1403785
A049_T2,free_recall,-0.6210549
A049_T3,free_recall,0.47646934
A049_T4,free_recall,0.50460875
A050_T1,free_recall,-0.069509394
A050_T2,free_recall,-0.2856024
A050_T3,free_recall,-0.9509932
A050_T4,free_recall,-0.87333703
A051_T1,free_recall,1.0982599
A051_T2,free_recall,-0.015285213
A051_T3,free_recall,-0.4033086
A051_T4,free_recall,-0.18490416
A052_T1,free_recall,0.85879594
A052_T2,free_recall,0.7503841
A052_T3,free_recall,0.11651663
A052_T4,free_recall,-0.6226714
A053_T1,free_recall,1.4812367
A053_T2,free_recall,0.4127977
A053_T3,free_recall,-0.7498398
A053_T4,free_recall,-0.11935674
A054_T1,free_recall,0.12190626
A054_T2,free_recall,0.6413504
A054_T3,free_recall,0.81274873
A054_T4,free_recall,1.256748
A055_T1,free_recall,-0.089022085
A055_T2,free_recall,0.3828769
A055_T3,free_recall,-0.8950418
A055_T4,free_recall,-0.91358435
A056_T1,free_recall,0.7772742
A056_T2,free_recall,0.22064154
A056_T3,free_recall,-0.42224398
A056_T4,free_recall,-1.5024124
A057_T1,free_recall,-0.16159938
A057_T2,free_recall,-0.7735528
A057_T3,free_recall,-0.63319206
A057_T4,free_recall,-1.4325213
A058_T1,free_recall,1.2169958
A058_T2,free_recall,-1.0448877
A058_T3,free_recall,-0.12288577
A058_T4,free_recall,-0.76015925
A059_T1,free_recall,1.1201438
A059_T2,free_recall,1.1206648
A059_T3,free_recall,1.3092271
A059_T4,free_recall,0.44356942
A060_T1,free_recall,-0.034524355
A060_T2,free_recall,1.0352496
A060_T3,free_recall,-0.4203189
A060_T4,free_recall,0.53917456
A061_T1,free_recall,2.6289206
A061_T2,free_recall,0.79825056
A061_T3,free_recall,0.48794723
A061_T4,free_recall,-0.38932145
A062_T1,free_recall,1.4811332
A062_T2,free_recall,0.4416289
A062_T3,free_recall,-1.1717833
A062_T4,free_recall,-1.3726124
A063_T1,free_recall,1.09663
A063_T2,free_recall,0.7433397
A063_T3,free_recall,-0.086992785
A063_T4,free_recall,-0.9170393
A064_T1,free_recall,1.3370625
A064_T2,free_recall,0.9467609
A064_T3,free_recall,0.3352139
A064_T4,free_recall,-0.64762354
A065_T1,free_recall,-1.6625491
A065_T2,free_recall,-0.05292134
A065_T3,free_recall,-1.7769431
A065_T4,free_recall,-2.48332
A066_T1,free_recall,0.45791018
A066_T2,free_recall,-0.10081411
A066_T3,free_recall,-0.71922493
A066_T4,free_recall,-1.1764985
A067_T1,free_recall,0.2838473
A067_T2,free_recall,-1.1702368
A067_T3,free_recall,-1.4993593
A067_T4,free_recall,-1.3073376
A068_T1,free_recall,1.1130909
A068_T2,free_recall,-0.42766732
A068_T3,free_recall,0.7632438
A068_T4,free_recall,-0.43594855
A069_T1,free_recall,-0.8252362
A069_T2,free_recall,-1.1879061
A069_T3,free_recall,-0.388878
A069_T4,free_recall,-1.4407074
A070_T1,free_recall,0.15616997
A070_T2,free_recall,0.22355804
A070_T3,free_recall,-0.533643
A070_T4,free_recall,-0.8966718
A071_T1,free_recall,0.8582031
A071_T2,free_recall,0.6144968
A071_T3,free_recall,-1.005153
A071_T4,free_recall,0.06409569
A072_T1,free_recall,1.031017
A072_T2,free_recall,1.0845528
A072_T3,free_recall,-0.4976222
A072_T4,free_recall,0.16686703
A073_T1,free_recall,0.6721718
A073_T2,free_recall,-0.11642478
A073_T3,free_recall,0.9221813
A073_T4,free_recall,1.0307798
A074_T1,free_recall,1.133055
A074_T2,free_recall,-0.1797934
A074_T3,free_recall,-0.20181374
A074_T4,free_recall,-0.8595628
A075_T1,free_recall,0.47011304
A075_T2,free_recall,0.08904011
A075_T3,free_recall,-1.2698535
A075_T4,free_recall,-1.054656
A076_T1,free_recall,-0.17931038
A076_T2,free_recall,-0.8898938
A076_T3,free_recall,-1.5476667
A076_T4,free_recall,-1.7582664
A077_T1,free_recall,1.087109
A077_T2,free_recall,-0.035218015
A077_T3,free_recall,-0.20023328
A077_T4,free_recall,0.3540959
A078_T1,free_recall,-0.9418319
A078_T2,free_recall,0.050277878
A078_T3,free_recall,-0.6619584
A078_T4,free_recall,-1.0131291
A079_T1,free_recall,0.34993225
A079_T2,free_recall,-0.14623308
A079_T3,free_recall,-0.5098632
A079_T4,free_recall,-1.0070957
A080_T1,free_recall,0.12500724
A080_T2,free_recall,0.5403111
A080_T3,free_recall,0.27287862
A080_T4,free_recall,-0.3102286
A081_T1,free_recall,-0.37021872
A081_T2,free_recall,-0.075722046
A081_T3,free_recall,0.973134
A081_T4,free_recall,0.4111182
A082_T1,free_recall,0.2339726
A082_T2,free_recall,1.3498081
A082_T3,free_recall,0.39658815
A082_T4,free_recall,-0.5992448
A083_T1,free_recall,1.8558831
A083_T2,free_recall,0.50281453
A083_T3,free_recall,-0.10505163
A083_T4,free_recall,0.4326162
A084_T1,free_recall,0.4387172
A084_T2,free_recall,-0.42753354
A084_T3,free_recall,0.03351712
A084_T4,free_recall,-0.40164986
A085_T1,free_recall,-0.04393557
A085_T2,free_recall,1.1260018
A085_T3,free_recall,0.16857842
A085_T4,free_recall,-1.0400406
A086_T1,free_recall,0.29555595
A086_T2,free_recall,-0.11329014
A086_T3,free_recall,-1.0699292
A086_T4,free_recall,-0.773908
A087_T1,free_recall,0.9247017
A087_T2,free_recall,1.1128066
A087_T3,free_recall,0.49901485
A087_T4,free_recall,0.76955706
A088_T1,free_recall,1.57219
A088_T2,free_recall,2.1486607
A088_T3,free_recall,1.0632075
A088_T4,free_recall,1.7953001
A089_T1,free_recall,1.460562
A089_T2,free_recall,1.0683324
A089_T3,free_recall,0.1730168
A089_T4,free_recall,-0.07579445
A090_T1,free_recall,0.42502457
A090_T2,free_recall,-0.36671826
A090_T3,free_recall,-1.1871297
A090_T4,free_recall,-1.0165606
A091_T1,free_recall,0.4064886
A091_T2,free_recall,0.029691625
A091_T3,free_recall,-1.1630291
A091_T4,free_recall,-0.668527
A092_T1,free_recall,-0.47861463
A092_T2,free_recall,-1.0746151
A092_T3,free_recall,-1.0003316
A092_T4,free_recall,-0.9194239
A093_T1,free_recall,0.51197344
A093_T2,free_recall,1.2715837
A093_T3,free_recall,0.46177986
A093_T4,free_recall,0.16754094
A094_T1,free_recall,-0.8715599
A094_T2,free_recall,-0.28603914
A094_T3,free_recall,-1.0074421
A094_T4,free_recall,-0.8944677
A095_T1,free_recall,1.5270365
A095_T2,free_recall,-0.08762587
A095_T3,free_recall,-0.27981523
A095_T4,free_recall,-0.15549076
A096_T1,free_recall,-0.5611351
A096_T2,free_recall,-1.0038314
A096_T3,free_recall,-1.6090393
