metric,mean,std,min,max,overfitting_flag
train_r2,0.20365340991083308,0.03938889601624224,0.15055544040027558,0.2458838448428139,
test_r2,-0.25089469518045915,0.31204986515964134,-0.560031959603301,0.09465348010529351,
rmse,0.0369205500880886,0.005214195078454664,0.02966211895553706,0.04400424165259858,
mae,0.02883576329297032,0.0026490390871878678,0.025231359754938166,0.03250631669613674,
generalization_gap,0.45454810509129223,0.3487585928708479,0.08775542218700916,0.7975769700234725,True
