observation,fitted,residuals,standardized_residuals,cooks_distance,leverage
0,0.019210979030709098,-0.0157389790307091,-0.468315398620978,0.0036263518450707776,0.11622911956771739
1,0.015195992719853845,0.016054007280146155,0.47768910576704676,0.005692033194823723,0.1588444086455626
2,0.03462823709856649,0.010510762901433511,0.3127491375642078,0.0012033126799771813,0.09140491119907553
3,0.02915083478640489,0.012516165213595113,0.3724201480778472,0.0011978752286285266,0.06757901194128878
4,0.04318439278332088,0.026259607216679123,0.7813580790287981,0.008278233084241447,0.09905501912689763
5,0.06304466509987769,-0.03873866509987769,-1.1526740935924882,0.026162003829627876,0.13316106716744053
6,0.028294466793689053,0.02726153320631095,0.8111705191056056,0.005335042346753227,0.06393880910986056
7,0.053647968911695015,0.07482403108830499,2.226398921885422,0.060072013405812905,0.09026832156900712
8,0.07919299015361561,-0.05835999015361561,-1.7365092106025564,0.09483712371989587,0.18706081333470362
9,0.04019033381397731,-0.026301333813977312,-0.7825996594393615,0.005680964516866604,0.07190658441115542
10,0.029117260275347178,0.03685473972465282,1.0966176453724883,0.007929339697446467,0.0531971302745481
11,0.037192219286518245,0.004474780713481757,0.13314769080553623,0.0001389820654471842,0.06206912939466574
12,0.04087074299991566,-0.03392674299991566,-1.0094947163292043,0.007040244224194462,0.055469483489555285
13,0.0557119869836013,-0.017517986983601304,-0.5212500150902565,0.005665851057991414,0.13909849622425832
14,0.048579164284436906,-0.003440164284436907,-0.1023625423888208,0.0001147352372513199,0.08288966342443675
15,0.040409472193398153,-0.029992472193398154,-0.8924299691532809,0.004463714321083906,0.04591597949681802
16,0.029083140713319074,0.009110859286680924,0.2710948207184557,0.000858512603260805,0.08753456665415392
17,0.051748284727757166,0.0038077152722428356,0.11329907054811351,8.596983536052398e-05,0.053946949394888276
18,0.05250043264313011,-0.03513943264313011,-1.0455784567393929,0.008240465617914508,0.0599492322058527
19,0.034609841828804735,0.007057158171195267,0.20998667293641488,0.00030614195180107243,0.055716828883651585
20,0.041036760562654165,-0.020203760562654164,-0.6011655624599872,0.002764355215032586,0.06073319360432887
21,0.034519768384657826,0.014091231615342176,0.419286456772297,0.0006362681826531163,0.030609654443986414
22,0.04989084962878692,-0.025584849628786918,-0.7612805779323352,0.002870251916070927,0.04099359797369464
23,0.04290979116703142,-0.015131791167031419,-0.4502484435877949,0.0022626242913187777,0.08423926208164693
24,0.048081417970614104,0.0491405820293859,1.4621845048942728,0.015273171433784552,0.05715426723171493
25,0.020109737895781243,0.01461226210421876,0.43478978774540694,0.0022782594117613146,0.0898491150670493
26,0.038109538496475207,-0.038109538496475207,-1.1339543484628563,0.010265632222266997,0.06307365147142771
27,0.0448310441045156,-0.013581044104515598,-0.40410576004234977,0.0012937266267781327,0.06264712892033658
28,0.0419200821630463,0.0796079178369537,2.3687441035696817,0.08711253635431636,0.11054413017768303
29,0.028600488992900696,-0.0008224889929006954,-0.02447326855319547,5.898990342704777e-06,0.07572490613350823
30,0.037634983163972784,0.007504016836027215,0.22328301149431581,0.0007525249005547847,0.10807168540086545
31,0.03418676005249757,0.0040072399475024265,0.11923595359793523,0.00013196794004801483,0.07195121060234382
32,0.022155529695232087,-0.018683529695232088,-0.5559308923277272,0.0024060727701888792,0.06168843972755527
33,0.04845765527202128,0.06959834472797871,2.070907934437671,0.03057885360671871,0.05705747741667156
34,0.03240116029903864,-0.03240116029903864,-0.9641008016860446,0.005311831751769443,0.04673764422437964
35,0.05138049001376552,-0.006241490013765519,-0.1857163592430151,0.00042607563866800817,0.09172076382528367
36,0.049800157737182424,0.026588842262817575,0.7911545112860293,0.006636628989506648,0.08065392136387135
37,0.04794705684761564,0.007608943152384362,0.2264051078879098,0.001289398164813745,0.15981218076055037
38,0.030551363136879655,0.011115636863120348,0.3307472421382158,0.000953420588544709,0.06811725150392316
39,0.025602982262937304,-0.008241982262937302,-0.24524127018425876,0.0005461056167357588,0.07059049939496274
40,0.0561360413740952,-0.010997041374095198,-0.32721841770753984,0.001855623039917755,0.1206179576714791
41,0.03448586723559859,0.028014132764401407,0.8335642183005416,0.025234228136956263,0.20604003495442938
42,0.03738946168969169,-0.009611461689691691,-0.28599031130009883,0.0005936891292005765,0.057972987100997395
43,0.03714725812352868,-0.03367525812352868,-1.0020117506360344,0.0021178065696391968,0.01829551836323397
44,0.05535295817065293,0.00714704182934707,0.21266117304946172,0.00038032334880578987,0.06602249338082458
45,0.03962775221180078,-0.02921075221180078,-0.8691697879129693,0.01069461115624582,0.10260442899989385
46,0.035187414028481176,-0.014354414028481175,-0.42711748421561063,0.0005169788403882224,0.024281188160784374
47,0.032565971112332025,0.002156028887667978,0.06415292415070219,1.3858029622687841e-05,0.02859634623240973
48,0.0348548580290951,-0.014021858029095096,-0.41722223655612684,0.0010893522706668486,0.05075011864080627
49,0.0399462085056547,-0.0191132085056547,-0.568716042049919,0.001401033057457813,0.036212810604706255
50,0.05225731334491107,0.031075686655088933,0.9246611584463686,0.010573289656018408,0.09180135802772034
51,0.05083690145027943,0.03944109854972057,1.173575093614537,0.02737026641467413,0.13410152475417567
52,0.057442464596288045,-0.033136464596288044,-0.985979878111662,0.008808223887090832,0.07045834857648545
53,0.053502612181081134,-0.053502612181081134,-1.5919772878506553,0.017488709472536508,0.05541286331303508
54,0.032527447721742354,0.009139552278257648,0.271948584470327,0.000759843001136806,0.07851757605981562
55,0.02433955530923333,0.003438444690766672,0.10231137565217473,0.0001409108433326229,0.09846916333072786
56,0.04516923161020329,-0.024336231610203287,-0.7241277839704524,0.0051941432544644695,0.07609868931835362
57,0.035282638892546764,-0.017921638892546762,-0.5332607309234165,0.0019582588561541654,0.055310955307915924
58,0.03956306437235327,0.026408935627646735,0.7858013656086508,0.0034441787457851,0.04571500999379492
59,0.04075568330132345,0.007855316698676548,0.23373598527940798,0.0005425196532969728,0.07626143531596456
60,0.022513349981550832,0.0052646500184491685,0.1566503562384428,0.00024330480965513988,0.07615955121957821
61,0.02728890305744484,0.03173909694255515,0.9444010191208004,0.006493590268315566,0.058129535678959864
62,0.051579271110545055,0.03869872888945494,1.1514857863797365,0.01005952561862792,0.06029556886314146
63,0.06563594691694707,-0.03091394691694707,-0.9198485711881376,0.005653331016977053,0.0538331401581464
64,0.0448084076220425,-0.0031414076220424997,-0.09347299846307314,4.5150457310511745e-05,0.04262789187424508
65,0.02931453001282106,-0.008481530012821058,-0.2523690451026116,0.000351617361974603,0.045288216453090585
66,0.03821112629155704,-0.02779412629155704,-0.8270178966599655,0.02457178722267693,0.20457355460614296
67,0.03122933069955022,2.0669300449780575e-05,0.0006150177632532015,4.295350614129044e-09,0.08547796233516887
68,0.03872198930544248,-0.02136098930544248,-0.6355990564570974,0.002485131067052809,0.04996902245129723
69,0.08194197464557212,-0.009024974645572129,-0.2685393118853981,0.0021076434683999327,0.1778134615677633
70,0.054708007310624245,-0.006097007310624243,-0.1814172573391736,0.0003000034935236373,0.07082784110588355
71,0.03157184462102523,0.05176115537897477,1.540160010829802,0.04176726574796264,0.12212668406692408
72,0.05414359722389664,-0.05414359722389664,-1.6110498824103485,0.047103002986371725,0.12504012615470453
73,0.04104379820237989,-0.0028497982023798912,-0.08479612168825391,7.007525172295563e-05,0.07504123032121526
74,0.04616990890151369,-0.039225908901513694,-1.1671720972268755,0.009558046838845263,0.056242278476962775
75,0.027810814499410415,0.055522185500589585,1.6520699585584884,0.03616282167148082,0.09719351547370098
76,0.033462620880853895,0.0012593791191461076,0.03747299192959618,1.3169388478058108e-05,0.07259551101670679
77,0.04734449241156068,-0.029983492411560682,-0.892162774559366,0.0058593333257819175,0.05870246765147798
78,0.06111184678423803,-0.04027884678423803,-1.1985024029162756,0.010901251323691383,0.060312575364519457
79,0.02607440118462039,-0.0017684011846203877,-0.05261901067924572,3.446458382752315e-05,0.09230232441848557
80,0.03751699429667829,-0.03404499429667829,-1.0130132992736753,0.01411343188366926,0.10021304000702226
81,0.024347788626004264,0.013846211373995734,0.41199584714809717,0.0019803332147864503,0.08744131997900992
82,0.028346512171880184,0.023736487828119813,0.7062823285677317,0.009215687940844852,0.1267823053552986
83,0.03652927504559889,0.03291472495440111,0.9793819857974442,0.010521695974860005,0.08301369324006723
84,0.025788743932630954,-0.018844743932630956,-0.5607278432419839,0.0024011852801232325,0.060648517392411685
85,0.04815263305889296,-0.013430633058892957,-0.39963025952542763,0.001599840033872433,0.07683528898654567
86,0.10259552407869371,0.11268247592130629,3.3528819452469776,0.389421156383511,0.19968561285293035
87,0.019725879757898687,-0.016253879757898687,-0.48363633772595627,0.0070821063695885415,0.18223278073409088
88,0.03745482541016834,0.028517174589831662,0.848532294218283,0.004463726784577958,0.05032181390761847
89,0.03943759974230281,0.02653440025769719,0.7895345822372687,0.005068535751216833,0.06409786774033681
90,0.07523506489158728,0.09143193510841273,2.7205692982649934,0.22714693569709102,0.1839393595654092
91,0.07108244094660841,-0.06066544094660842,-1.8051082032700518,0.2005710656879273,0.2840043818253194
92,0.030370895503061397,-0.009537895503061396,-0.28380133970609833,0.0011303663946615832,0.1018824214085049
93,0.04188155458366489,-0.04188155458366489,-1.2461911850473821,0.026786085593048913,0.12016649730567475
94,0.04329270790993887,0.019207292090061133,0.5715155115230671,0.00220260333265328,0.05428090425233313
95,0.04418420988381912,0.035676790116180884,1.0615675992817855,0.03121510466977264,0.17123005102167932
96,0.048484908261489275,-0.024178908261489274,-0.719446606962615,0.006460673224088967,0.09251321367737822
97,0.02718551953092507,-0.02371351953092507,-0.7055989038528621,0.005569508119217751,0.08440208020549197
98,0.0243138523728773,-7.852372877297648e-06,-0.00023364839148569118,1.1420802536395181e-09,0.13943720610948518
99,0.08640618009524068,-0.020434180095240673,-0.608021726067726,0.023864504937828237,0.2915728702264005
