K,SSE,BIC,silhouette,optimal
2,69.55654270385928,-27.092679637715026,0.5689337378691454,False
3,33.020520218088585,-96.98858874043316,0.5726107048217629,True
4,21.34874744508734,-135.99703082723576,0.5549361712338696,False
5,14.218384393606959,-172.03758738451404,0.5619144677677885,False
6,9.60032227009934,-206.7063307116454,0.5740957350952195,False
